Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,30/08/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 3,436.26 "
THURROCK BC,E1502X,Nov-23,Purchase Invoices,04/10/2023,Adults; Housing and Health,Essex County Council,Supplies and Services,Consultant Fees, 66.00 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,16/10/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Recharges from Other Local Authorities," 213,088.00 "
THURROCK BC,E1502X,Nov-23,Purchase Invoices,30/10/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 3,019.53 "
THURROCK BC,E1502X,Nov-23,Purchase Invoices,01/11/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 3,436.26 "
THURROCK BC,E1502X,Nov-23,Purchase Invoices,30/06/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 26.10 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,07/07/2023,Adults; Housing and Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 105.30 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,24/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 34.65 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 8.00 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 6.10 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,23/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances," 1,502.81 "
THURROCK BC,E1502X,Nov-23,Purchase Invoices,15/08/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 90.00 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,31/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 52.20 
THURROCK BC,E1502X,Nov-23,Purchase Invoices,30/08/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 41.94 
