Body Name,Body Id,Month,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Jun-23,31/05/2023,Adults; Housing and Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 8,648.82 "
THURROCK BC,E1502X,Jun-23,27/01/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 54.00 
THURROCK BC,E1502X,Jun-23,28/02/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 81.45 
THURROCK BC,E1502X,Jun-23,22/02/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 0.90 
THURROCK BC,E1502X,Jun-23,16/02/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 35.55 
THURROCK BC,E1502X,Jun-23,06/02/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 0.90 
THURROCK BC,E1502X,Jun-23,01/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 146.25 
THURROCK BC,E1502X,Jun-23,05/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 6.55 
THURROCK BC,E1502X,Jun-23,15/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 15.30 
THURROCK BC,E1502X,Jun-23,16/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 59.85 
THURROCK BC,E1502X,Jun-23,31/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 90.90 
THURROCK BC,E1502X,Jun-23,17/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 67.50 
THURROCK BC,E1502X,Jun-23,27/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 130.95 
THURROCK BC,E1502X,Jun-23,13/03/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 102.60 
THURROCK BC,E1502X,Jun-23,01/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 109.35 
THURROCK BC,E1502X,Jun-23,04/04/2023,Adults; Housing and Health,Redacted,Third Party Payments,Supported Living," 2,970.30 "
THURROCK BC,E1502X,Jun-23,05/04/2023,Adults; Housing and Health,Redacted,Supplies and Services,Professional Fees, 45.00 
THURROCK BC,E1502X,Jun-23,18/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 45.90 
THURROCK BC,E1502X,Jun-23,12/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 131.85 
THURROCK BC,E1502X,Jun-23,16/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 178.21 
THURROCK BC,E1502X,Jun-23,26/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 25.56 
THURROCK BC,E1502X,Jun-23,27/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 74.07 
THURROCK BC,E1502X,Jun-23,25/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 113.54 
THURROCK BC,E1502X,Jun-23,28/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 299.87 
THURROCK BC,E1502X,Jun-23,30/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 43.20 
THURROCK BC,E1502X,Jun-23,24/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 50.54 
THURROCK BC,E1502X,Jun-23,01/05/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 78.18 
THURROCK BC,E1502X,Jun-23,01/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 342.90 
THURROCK BC,E1502X,Jun-23,09/04/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 8.00 
THURROCK BC,E1502X,Jun-23,30/05/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 47.25 
THURROCK BC,E1502X,Jun-23,30/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 525.19 
THURROCK BC,E1502X,Jun-23,10/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 13.95 
THURROCK BC,E1502X,Jun-23,27/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 11.70 
THURROCK BC,E1502X,Jun-23,24/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 136.97 
THURROCK BC,E1502X,Jun-23,28/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 28.80 
THURROCK BC,E1502X,Jun-23,25/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 81.94 
THURROCK BC,E1502X,Jun-23,29/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 100.08 
THURROCK BC,E1502X,Jun-23,17/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 86.89 
THURROCK BC,E1502X,Jun-23,26/05/2023,Adults; Housing and Health,Redacted,Third Party Payments,Additional Expenditure, 26.20 
THURROCK BC,E1502X,Jun-23,26/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 784.14 
THURROCK BC,E1502X,Jun-23,23/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 164.93 
THURROCK BC,E1502X,Jun-23,19/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 172.54 
THURROCK BC,E1502X,Jun-23,18/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 9.00 
THURROCK BC,E1502X,Jun-23,20/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 43.97 
THURROCK BC,E1502X,Jun-23,03/05/2023,Adults; Housing and Health,Redacted,Third Party Payments,Supported Living," 3,069.31 "
THURROCK BC,E1502X,Jun-23,03/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 48.87 
THURROCK BC,E1502X,Jun-23,04/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 29.17 
THURROCK BC,E1502X,Jun-23,11/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 65.28 
THURROCK BC,E1502X,Jun-23,09/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 2.70 
THURROCK BC,E1502X,Jun-23,07/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 27.90 
THURROCK BC,E1502X,Jun-23,05/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 69.30 
THURROCK BC,E1502X,Jun-23,16/05/2023,Adults; Housing and Health,Redacted,Third Party Payments,Residential Homes Independent Sector," 7,684.75 "
THURROCK BC,E1502X,Jun-23,16/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 9.45 
THURROCK BC,E1502X,Jun-23,12/05/2023,Adults; Housing and Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Jun-23,12/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 21.79 
THURROCK BC,E1502X,Jun-23,15/05/2023,Adults; Housing and Health,Redacted,Third Party Payments,Residential Homes Independent Sector," 27,406.27 "
THURROCK BC,E1502X,Jun-23,15/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 10.80 
THURROCK BC,E1502X,Jun-23,22/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 94.95 
THURROCK BC,E1502X,Jun-23,16/06/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 385.78 
THURROCK BC,E1502X,Jun-23,21/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 54.54 
THURROCK BC,E1502X,Jun-23,08/05/2023,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 44.91 
THURROCK BC,E1502X,Jun-23,27/04/2022,Adults; Housing and Health,Redacted,Transport Related Expenditure,Car Allowances, 35.85 
