Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,26/06/2024,131 NORTH EAST LTD,9155386,revenue,1KEYZ,BEST 2 Project,10413.90
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,04/06/2024,18 SEA VIEW VILLAS,9139383,revenue,1MK34,Shared Lives - Adult LD,2445.16
Children & Families,Children's Social Care,Revenue Expenditure,12/06/2024,24X7 LTD,9143700,revenue,1MC20,In-House Foster Carer Costs,3792.19
Children & Families,Children's Social Care,Revenue Expenditure,06/06/2024,24X7 LTD,9141114,revenue,1MC20,In-House Foster Carer Costs,2676.84
Children & Families,Children's Social Care,Revenue Expenditure,06/06/2024,24X7 LTD,9141115,revenue,1MC20,In-House Foster Carer Costs,747.95
Children & Families,Children's Social Care,Revenue Expenditure,06/06/2024,24X7 LTD,9141112,revenue,1MC20,In-House Foster Carer Costs,2528.52
Children & Families,Children's Social Care,Revenue Expenditure,06/06/2024,24X7 LTD,9141113,revenue,1MC20,In-House Foster Carer Costs,1542.31
Children & Families,Children's Social Care,Revenue Expenditure,07/06/2024,24X7 LTD,9142536,revenue,1MC20,In-House Foster Carer Costs,1816.45
Children & Families,Children's Social Care,Revenue Expenditure,07/06/2024,24X7 LTD,9142568,revenue,1MC20,In-House Foster Carer Costs,3582.07
Children & Families,Education,Revenue Expenditure,13/06/2024,24X7 LTD,9127220,revenue,1E212,Transport Special,3866.51
Children & Families,Education,Revenue Expenditure,13/06/2024,24X7 LTD,9127404,revenue,1E212,Transport Special,2477.52
Children & Families,Education,Revenue Expenditure,14/06/2024,24X7 LTD,9127403,revenue,1E212,Transport Special,2818.76
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144945,revenue,1E212,Transport Special,2729.32
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144959,revenue,1E212,Transport Special,2981.12
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144960,revenue,1E212,Transport Special,3984.12
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144961,revenue,1E212,Transport Special,2360.28
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144962,revenue,1E212,Transport Special,5561.21
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144963,revenue,1E212,Transport Special,4424.76
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144964,revenue,1E212,Transport Special,4465.39
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144965,revenue,1E212,Transport Special,4651.03
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144966,revenue,1E212,Transport Special,2809.93
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144967,revenue,1E212,Transport Special,3753.60
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9144968,revenue,1E212,Transport Special,1977.08
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9145003,revenue,1E212,Transport Special,3447.94
Children & Families,Education,Revenue Expenditure,12/06/2024,24X7 LTD,9145027,revenue,1E212,Transport Special,3509.82
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,27/06/2024,4 IMPRINT,9141110,revenue,1KEYX,Community Engagement,2619.97
HRA Expenditure,General Management,Revenue Expenditure,26/06/2024,4-5 GRAYS INN SQUARE LTD,9155341,revenue,1HCIS,HRA Insurance Services,600.00
HRA Expenditure,General Management,Revenue Expenditure,21/06/2024,4-5 GRAYS INN SQUARE LTD,9136553,revenue,1HCIS,HRA Insurance Services,800.00
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,21/06/2024,4NET TECHNOLOGIES LTD,9147813,revenue,1CC24,Telecoms,176152.99
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,21/06/2024,A M HIRE,9136468,revenue,1KESY,External Hires,886.20
Operations & Regulatory Services ,Operations,Revenue Expenditure,12/06/2024,A S PNEUMATICS,9146571,revenue,3KES1,City Transport Stock,299.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,07/06/2024,A T F RETAIL LTD,9129085,revenue,1DV04,Saville Row,450.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/06/2024,A&J KEITH LTD,9151163,revenue,1KR20,M&E Electrical,14406.22
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,28/06/2024,A&J KEITH LTD,9157123,revenue,1KR20,M&E Electrical,5730.84
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,28/06/2024,A&J KEITH LTD,9157124,revenue,1KR20,M&E Electrical,31385.39
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/06/2024,A&J KEITH LTD,9151162,revenue,1KR01,Responsive Maintenance,79738.14
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/06/2024,A&J KEITH LTD,9151164,revenue,1KR01,Responsive Maintenance,43057.79
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/06/2024,A&J KEITH LTD,9139580,revenue,1KR10,Voids,37199.64
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/06/2024,A&J KEITH LTD,9139581,revenue,1KR10,Voids,28064.24
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/06/2024,A&J KEITH LTD,9139602,revenue,1KR10,Voids,14023.58
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,13/06/2024,A&J KEITH LTD,9146298,revenue,1KR10,Voids,6020.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,05/06/2024,A&J KEITH LTD,9140681,revenue,1KR10,Voids,8410.13
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/06/2024,A&J KEITH LTD,9137922,revenue,1KVWC,Minor Works Contracts,1242.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/06/2024,A&J KEITH LTD,9137923,revenue,1KVWC,Minor Works Contracts,1242.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,21/06/2024,A&J KEITH LTD,9152235,revenue,1KVWC,Minor Works Contracts,771.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,A&J KEITH LTD,9152218,revenue,1KVWC,Minor Works Contracts,681.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,A&J KEITH LTD,9152228,revenue,1KVWC,Minor Works Contracts,716.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,A&J KEITH LTD,9152229,revenue,1KVWC,Minor Works Contracts,350.54
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,A&J KEITH LTD,9152231,revenue,1KVWC,Minor Works Contracts,420.54
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,A&J KEITH LTD,9151634,revenue,1KVWC,Minor Works Contracts,1101.62
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,A&J KEITH LTD,9151640,revenue,1KVWC,Minor Works Contracts,781.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,A&J KEITH LTD,9151641,revenue,1KVWC,Minor Works Contracts,771.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/06/2024,A&J KEITH LTD,9144081,revenue,1KVWC,Minor Works Contracts,184625.85
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/06/2024,A&J KEITH LTD,9145036,revenue,1KVWC,Minor Works Contracts,288154.83
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/06/2024,A&J KEITH LTD,9154051,revenue,1KVWC,Minor Works Contracts,216613.41
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/06/2024,A&J KEITH LTD,9154050,revenue,1KVWC,Minor Works Contracts,346193.08
Children & Families,Early Help and Family Support,Revenue Expenditure,03/06/2024,A&S LOCKSMITHS,9135555,revenue,1EEG9,C&FN North,256.50
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/06/2024,A&S LOCKSMITHS,9151711,revenue,1DZW4,Bells Close Ind. Est.,425.31
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,25/06/2024,A&S LOCKSMITHS,9153899,revenue,1DT11,St Michaels Workshops,686.93
Children & Families,Children's Social Care,Revenue Expenditure,17/06/2024,A1 FOSTER CARE,9148558,revenue,1MC22,IND Sector Foster Carer Costs,4560.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,21/06/2024,A1 SHEET METAL FLUES T/A A1 FLUE SYSTEMS,9135968,Capital,2HE01,Capital Citywide,12249.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,26/06/2024,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,9155189,revenue,1EA15,Newcastle City Learning Main,366.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,27/06/2024,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,9156294,revenue,1EA15,Newcastle City Learning Main,594.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,27/06/2024,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,9156293,revenue,1EA15,Newcastle City Learning Main,427.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ABBEYFIELD CASTLE FARM,9150347,revenue,1MG20,Residential Care OP,6998.96
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ABBEYFIELD THE GROVE,9150341,revenue,1MG20,Residential Care OP,13997.92
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ABBEYMOOR,9150348,revenue,1MH10,Nursing Care PD,12653.16
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ABBEYMOOR LIFEWAYS,9150384,revenue,1MM10,Nursing Care MH,132488.35
Adult Social Care & Prevention,Community Support,Revenue Income,18/06/2024,ABBEYMOOR LIFEWAYS,9150384,revenue,1MM10,Nursing Care MH,-491.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ABBEYMOOR LIFEWAYS,9150384,revenue,1MG10,Nursing Care OP,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ABBEYMOOR LIFEWAYS,9150384,revenue,1MH10,Nursing Care PD,6965.32
CFO Directorate,Revenues and Benefits,Revenue Expenditure,11/06/2024,ACCESS INDEPENDENT,9143785,revenue,1CS00,Revs and Bens Staffing,879.60
Children & Families,Education Schools/DSG,Revenue Expenditure,05/06/2024,ACORN CARE & EDUCATION LTD,9140769,revenue,1E20A,SB Independent Schools,76076.64
Children & Families,Children's Social Care,Revenue Expenditure,17/06/2024,ACORN HOUSE,9148559,revenue,1MC22,IND Sector Foster Carer Costs,4003.68
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,07/06/2024,ACP,9142114,revenue,1KSCD,External Vehicle Tracking,3058.00
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,07/06/2024,ACP,9142112,revenue,1KSCD,External Vehicle Tracking,399.25
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,07/06/2024,ACP,9142113,revenue,1KSCD,External Vehicle Tracking,347.99
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,07/06/2024,ACP,9142114,revenue,1KESW,Fleet & Maintce Internal SLA,4119.85
Children & Families,Children's Social Care,Revenue Expenditure,17/06/2024,ACTION FOR CHILDREN,9148583,revenue,1MC02,Ind Sector Placements,23326.37
Children & Families,Education Schools/DSG,Revenue Expenditure,07/06/2024,ACTION FOR CHILDREN,9141466,revenue,1E25R,AP Inclusion Panel,12500.00
Children & Families,Children's Social Care,Revenue Expenditure,17/06/2024,ACTIVE ARK,9148584,revenue,1MC02,Ind Sector Placements,19343.56
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,13/06/2024,ADARE LTD,9147017,revenue,1FL03,Elections Delivery,53371.10
Children & Families,Children's Social Care,Revenue Expenditure,07/06/2024,ADCS,9135574,revenue,1MB14,Social Care Strategic Mngment,487.00
Children & Families,Education,Revenue Expenditure,07/06/2024,ADCS,9135575,revenue,1E317,Education Management,642.00
Children & Families,Children's Social Care,Capital Expenditure,28/06/2024,ADDERSTONE LIVING LTD,9146515,Capital,2CAPI,Capital Investment,106724.90
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,18/06/2024,ADT FIRE & SECURITY,9149811,revenue,1KJ94,Security Services Delegated,294.51
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,18/06/2024,ADT FIRE & SECURITY,9149950,revenue,1KJ94,Security Services Delegated,870.83
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,10/06/2024,ADT FIRE & SECURITY,9143665,revenue,1EA06,Westgate ASB,1884.32
CFO Directorate,Finance,Revenue Expenditure,24/06/2024,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,9152980,revenue,1FF51,Finance,185803.82
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/06/2024,ADVANCED POWER TECHNOLOGY,9146357,revenue,1D560,Resilience Planning,13960.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/06/2024,ADVANCED RENEWABLE POWER LTD,9121140,revenue,1KEWB,Newington Road West Depot,850.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/06/2024,ADVANCED RENEWABLE POWER LTD,9082410,revenue,1FRAW,Premises Contracts,1275.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/06/2024,ADVANCED RENEWABLE POWER LTD,9134354,revenue,1FRAW,Premises Contracts,425.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/06/2024,ADVANCED RENEWABLE POWER LTD,9134365,revenue,1FRAW,Premises Contracts,850.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/06/2024,ADVANCED RENEWABLE POWER LTD,9134367,revenue,1FRAW,Premises Contracts,425.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,07/06/2024,ADVANCED TOTAL SUPPLIES LTD,9132299,revenue,1VH22,Temporary Accommodation Prem,871.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,18/06/2024,ADVANCED WATER TECHNOLOGIES,9142297,revenue,1KR05,District Heating,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,18/06/2024,ADVANCED WATER TECHNOLOGIES,9142297,revenue,1KR8L,Wide District Heating,265.00
Children & Families,Children's Social Care,Revenue Expenditure,17/06/2024,ADVOCATE RESIDENTIAL,9148603,revenue,1MC02,Ind Sector Placements,39200.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/06/2024,AEBI SCHMIDT UK LTD,9130675,revenue,3KES1,City Transport Stock,768.65
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/06/2024,AEBI SCHMIDT UK LTD,9130676,revenue,3KES1,City Transport Stock,613.18
Operations & Regulatory Services ,Operations,Revenue Expenditure,07/06/2024,AEBI SCHMIDT UK LTD,9126355,revenue,3KES1,City Transport Stock,2863.83
Operations & Regulatory Services ,Operations,Revenue Expenditure,07/06/2024,AEBI SCHMIDT UK LTD,9127027,revenue,3KES1,City Transport Stock,526.79
Operations & Regulatory Services ,Operations,Revenue Expenditure,07/06/2024,AEBI SCHMIDT UK LTD,9126356,revenue,3KES1,City Transport Stock,1273.10
"City Ops, Nghbrhds & Reg Srvcs",Public Safety Regulations,Revenue Expenditure,28/06/2024,AECOM,9157005,revenue,1D543,Environment,1395.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,20/06/2024,AGGREKO UK LTD,9124311,revenue,1CC52,Outer West Library Hub,2030.22
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/06/2024,AGROVISTA UK LTD,9073295,revenue,1KEFA,Grounds Maintenance,2740.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/06/2024,AGROVISTA UK LTD,9123699,revenue,1KEFA,Grounds Maintenance,2143.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,20/06/2024,AIR DESIGN SYSTEMS LTD,9131757,revenue,1KR20,M&E Electrical,400.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/06/2024,AIR TECHNIQUE,9143324,revenue,1KVEM,Mechanical Stand Alone Works,1194.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/06/2024,AIR TECHNIQUE,9143325,revenue,1KVEM,Mechanical Stand Alone Works,1257.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,28/06/2024,AKARI CARE LTD,9150171,revenue,1MG20,Residential Care OP,9838.07
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/06/2024,AKARI CARE LTD,9152429,revenue,1MG20,Residential Care OP,4560.76
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,AKARI CARE LTD,9150267,revenue,1MG20,Residential Care OP,4760.36
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,AKARI CARE LTD,9150269,revenue,1MG20,Residential Care OP,4266.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,AKARI CARE LTD,9150180,revenue,1MG20,Residential Care OP,4560.76
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,AKARI CARE LTD,9150181,revenue,1MG20,Residential Care OP,4919.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,AKARI CARE LTD,9150169,revenue,1MG20,Residential Care OP,9520.71
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,AKARI CARE LTD,9150170,revenue,1MG20,Residential Care OP,6179.10
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,26/06/2024,AKW MEDI-CARE LTD,9155418,revenue,1KR12,DDA,333.20
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,13/06/2024,AKW MEDI-CARE LTD,9135588,revenue,1KR12,DDA,272.47
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,13/06/2024,AKW MEDI-CARE LTD,9135590,revenue,1KR12,DDA,939.34
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,13/06/2024,AKW MEDI-CARE LTD,9135589,revenue,1KR12,DDA,592.22
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,14/06/2024,AKW MEDI-CARE LTD,9135591,revenue,1KR12,DDA,623.46
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/06/2024,AKW MEDI-CARE LTD,9123590,revenue,1KR12,DDA,317.43
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/06/2024,AKW MEDI-CARE LTD,9123589,revenue,1KR12,DDA,258.90
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/06/2024,AKW MEDI-CARE LTD,9123591,revenue,1KR12,DDA,258.90
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,07/06/2024,AKW MEDI-CARE LTD,9123561,revenue,1KR12,DDA,372.86
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,07/06/2024,AKW MEDI-CARE LTD,9135584,revenue,1KR12,DDA,2689.88
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,07/06/2024,AKW MEDI-CARE LTD,9135587,revenue,1KR12,DDA,299.96
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,21/06/2024,AKW MEDI-CARE LTD,9135593,revenue,1KR12,DDA,265.46
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,05/06/2024,ALAN CARR DESIGN & PRINT,9128981,revenue,1V204,Car Parking Infrastructure,3456.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,27/06/2024,ALARM SUPPLIES SCOTLAND LTD,9142259,revenue,1KJ42,Security Consultancy,1610.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALBANY HOUSE  (WHITLEY BAY),9150349,revenue,1MM20,Residential Care MH,2542.08
Operations & Regulatory Services ,Operations,Revenue Expenditure,21/06/2024,ALBANY MOTORS,9136048,revenue,3KES1,City Transport Stock,296.85
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,25/06/2024,ALBANY OFFICE FURNITURE SOLUTIONS,9147038,revenue,1V204,Car Parking Infrastructure,315.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,25/06/2024,ALBANY OFFICE FURNITURE SOLUTIONS,9147039,revenue,1V204,Car Parking Infrastructure,750.00
Investment & Growth,Economic Development,Revenue Expenditure,12/06/2024,ALCIUM SOFTWARE,9142179,revenue,1FN38,Localised Provision Project,767.00
Children & Families,Children's Social Care,Revenue Expenditure,17/06/2024,ALEXANDERS HOUSE LTD,9148606,revenue,1MC02,Ind Sector Placements,19200.00
Children & Families,Children's Social Care,Revenue Expenditure,25/06/2024,ALHAYAT ASSET MANAGEMENT,9154261,revenue,1MN20,Asy Seekers Families,1500.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,19/06/2024,ALIGN PROPERTY PARTNERS LTD,9151059,revenue,1KEY2,BEST 2 Gateshead,16929.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,14/06/2024,ALIGN PROPERTY PARTNERS LTD,9147730,revenue,1KEYZ,BEST 2 Project,15543.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/06/2024,ALLAN COURT RESIDENTIAL HOME,9154201,revenue,1MK10,Nursing Care LD,313.44
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALLAN COURT RESIDENTIAL HOME,9150327,revenue,1MK10,Nursing Care LD,7942.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALLAN COURT RESIDENTIAL HOME,9150327,revenue,1MM10,Nursing Care MH,12385.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALLAN COURT RESIDENTIAL HOME,9150327,revenue,1MG10,Nursing Care OP,51908.26
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALLAN COURT RESIDENTIAL HOME,9150327,revenue,1MH10,Nursing Care PD,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/06/2024,ALLAN COURT RESIDENTIAL HOME,9154202,revenue,1MM20,Residential Care MH,783.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALLAN COURT RESIDENTIAL HOME,9150327,revenue,1MM20,Residential Care MH,6998.96
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/06/2024,ALLAN COURT RESIDENTIAL HOME,9139354,revenue,1MG20,Residential Care OP,6652.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,04/06/2024,ALLAN COURT RESIDENTIAL HOME,9139355,revenue,1MG20,Residential Care OP,4989.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/06/2024,ALLAN COURT RESIDENTIAL HOME,9154200,revenue,1MG20,Residential Care OP,940.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,25/06/2024,ALLAN COURT RESIDENTIAL HOME,9154203,revenue,1MG20,Residential Care OP,6652.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALLAN COURT RESIDENTIAL HOME,9150327,revenue,1MG20,Residential Care OP,117733.83
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,07/06/2024,ALLIANCE DISPOSABLES LTD,9124284,revenue,1KFP9,Gosforth Academy,859.71
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/06/2024,ALLIANCE DISPOSABLES LTD,9124185,revenue,1KFP9,Gosforth Academy,411.53
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/06/2024,ALLIANCE DISPOSABLES LTD,9124190,revenue,1KFW6,Jesmond Park School,2034.17
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,12/06/2024,ALLIANCE DISPOSABLES LTD,9134370,revenue,1KFMH,Meals at Home,650.70
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,07/06/2024,ALLIANCE DISPOSABLES LTD,9124224,revenue,1KFMH,Meals at Home,568.81
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,07/06/2024,ALLIANCE DISPOSABLES LTD,9124222,revenue,1KFR5,St Marys RC School,310.28
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/06/2024,ALLIANCE DISPOSABLES LTD,9124196,revenue,1KFP6,Walbottle Campus,683.26
CFO Directorate,Revenues and Benefits,Revenue Expenditure,27/06/2024,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,9147151,revenue,1CS00,Revs and Bens Staffing,765.84
CFO Directorate,Revenues and Benefits,Revenue Expenditure,03/06/2024,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,9138388,revenue,1CS00,Revs and Bens Staffing,611.06
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/06/2024,ALLINGTON HOUSE,9150314,revenue,1MG20,Residential Care OP,3468.16
Adult Social Care & Prevention,Community Support,Revenue Income,18/06/2024,ALLINGTON HOUSE,9150314,revenue,1MG20,Residential Care OP,55.19
Operations & Regulatory Services ,Operations,Revenue Expenditure,28/06/2024,ALPHA RECOVERY LTD,9143534,revenue,3KES1,City Transport Stock,1425.00
Children & Families,Children's Social Care,Revenue Expenditure,21/06/2024,ALPHABIOLABS,9146359,revenue,1MD68,Legal Fees Care,760.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,12/06/2024,AMELIA LOULLI,9145355,revenue,1DF22,Seed Fund & Development,287.50
Deputy Chief Executive,Communities Team,Revenue Expenditure,24/06/2024,AMY WELCH - HUTTLY & WELCH CREATIONS,9152987,revenue,1FW25,West Fenham,1932.00
Children & Families,Education Schools/DSG,Revenue Expenditure,17/06/2024,ANDREA REID,9148957,revenue,1EEP5,2Yr Old Learning & Childcare,1752.56
Children & Families,Education Schools/DSG,Revenue Expenditure,17/06/2024,ANDREA REID,9148958,revenue,1E201,3- and 4-Year-Old,975.00
Investment & Growth,Transport,Capital Expenditure,26/06/2024,ANGLO SCOTTISH ASSET FINANCE LIMITED,9147119,Capital,2CAPI,Capital Investment,195165.95
Children & Families,Education Schools/DSG,Revenue Expenditure,17/06/2024,ANNIE STOKER,9149037,revenue,1EEP5,2Yr Old Learning & Childcare,701.02
Children & Families,Education Schools/DSG,Revenue Expenditure,17/06/2024,ANNIE STOKER,9149038,revenue,1E201,3- and 4-Year-Old,357.50
Investment & Growth,Transport,Revenue Expenditure,24/06/2024,ANTONY G WHARTON LTD T/A WHARLTON LANDSC,9152998,revenue,1KEMC,Highways,2033.19
