Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
Children & Families,Children's Social Care,Revenue Expenditure,31/07/2024,BEECHAM PEACOCK SOLICITORS,9181257,revenue,1MD68,Legal Fees Care,360.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/07/2024,BELL DECORATING GROUP,9169122,revenue,1KR10,Voids,3450.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/07/2024,BELL DECORATING GROUP,9173337,revenue,1KR10,Voids,3060.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/07/2024,BELL DECORATING GROUP,9169123,revenue,1KR10,Voids,2340.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/07/2024,BELL DECORATING GROUP,9169124,revenue,1KR10,Voids,3510.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/07/2024,BELL DECORATING GROUP,9169125,revenue,1KR10,Voids,1350.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/07/2024,BELL DECORATING GROUP,9155977,revenue,1KR52,Internal and External Painting,27111.23
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/07/2024,BELL DECORATING GROUP,9155978,revenue,1KR52,Internal and External Painting,182449.21
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/07/2024,BELL DECORATING GROUP,9149821,revenue,1KR10,Voids,2880.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/07/2024,BELL DECORATING GROUP,9149822,revenue,1KR10,Voids,1440.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/07/2024,BELL DECORATING GROUP,9149823,revenue,1KR10,Voids,1620.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/07/2024,BELL DECORATING GROUP,9149824,revenue,1KR10,Voids,1620.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/07/2024,BELL DECORATING GROUP,9149825,revenue,1KR10,Voids,1350.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,25/07/2024,BELL TRUCK SALES LTD,9157794,revenue,3KES1,City Transport Stock,438.75
Operations & Regulatory Services ,Operations,Revenue Expenditure,25/07/2024,BELL TRUCK SALES LTD,9157795,revenue,3KES1,City Transport Stock,438.75
Operations & Regulatory Services ,Operations,Revenue Expenditure,18/07/2024,BELL TRUCK SALES LTD,9154296,revenue,3KES1,City Transport Stock,675.09
Operations & Regulatory Services ,Operations,Revenue Expenditure,03/07/2024,BELL TRUCK SALES LTD,9144843,revenue,3KES1,City Transport Stock,1069.50
Operations & Regulatory Services ,Operations,Revenue Expenditure,05/07/2024,BELL TRUCK SALES LTD,9144844,revenue,3KES1,City Transport Stock,347.95
Operations & Regulatory Services ,Operations,Revenue Expenditure,05/07/2024,BELL TRUCK SALES LTD,9151183,revenue,3KES1,City Transport Stock,471.90
Operations & Regulatory Services ,Operations,Revenue Expenditure,19/07/2024,BELL TRUCK SALES LTD,9157792,revenue,3KES1,City Transport Stock,408.46
Operations & Regulatory Services ,Operations,Revenue Expenditure,19/07/2024,BELL TRUCK SALES LTD,9157789,revenue,3KES1,City Transport Stock,604.79
Operations & Regulatory Services ,Operations,Revenue Expenditure,19/07/2024,BELL TRUCK SALES LTD,9157790,revenue,3KES1,City Transport Stock,345.92
Operations & Regulatory Services ,Operations,Revenue Expenditure,11/07/2024,BELL TRUCK SALES LTD,9151184,revenue,3KES1,City Transport Stock,604.45
Adult Social Care & Prevention,Community Support,Revenue Expenditure,31/07/2024,BELLE VUE HOUSE,9181735,revenue,1MH10,Nursing Care PD,2796.86
Adult Social Care & Prevention,Community Support,Revenue Expenditure,23/07/2024,BELLE VUE HOUSE,9176061,revenue,1MG10,Nursing Care OP,7052.64
Adult Social Care & Prevention,Community Support,Revenue Expenditure,23/07/2024,BELLE VUE HOUSE,9176062,revenue,1MG10,Nursing Care OP,7052.64
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BELLE VUE HOUSE,9169360,revenue,1MG10,Nursing Care OP,108065.38
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BELLE VUE HOUSE,9169360,revenue,1MG20,Residential Care OP,40375.62
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BELLE VUE HOUSE,9169360,revenue,1MK10,Nursing Care LD,4688.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BELLE VUE HOUSE,9169360,revenue,1MG30,Deferred Payments-OP,3499.48
Investment & Growth,Development Management,Revenue Expenditure,12/07/2024,BELLWAY HOMES LTD NORTH EAST,9167071,revenue,1V033,S106 Rev Monitoring,418065.02
Public Health Service,Public Health,Revenue Expenditure,23/07/2024,BENFIELD PARK MEDICAL GROUP,9175617,revenue,1ML03,PH - NHS Health Checks,408.00
Housing & Communities,Fairer Housing Unit,Revenue Expenditure,18/07/2024,BENMOOR MEDICAL UK LTD,9171412,revenue,1VH17,Brownfield Hsing Development,1245.00
Housing & Communities,Fairer Housing Unit,Revenue Expenditure,22/07/2024,BENMOOR MEDICAL UK LTD,9174267,revenue,1VH17,Brownfield Hsing Development,1245.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,18/07/2024,BENTON AUTO ELECTRICS,9164753,revenue,3KES1,City Transport Stock,684.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,03/07/2024,BERNICIA GROUP LTD,9141612,revenue,1MK50,Supported Living LD,1657.50
Children & Families,Early Help and Family Support,Revenue Expenditure,24/07/2024,BESTWAY WHOLESALE LTD,9161803,revenue,1E463,Castle Nursery Ryehill,283.27
Children & Families,Early Help and Family Support,Revenue Expenditure,12/07/2024,BESTWAY WHOLESALE LTD,9151574,revenue,1E462,Castle Nursery Dunstanburgh,388.34
Children & Families,Early Help and Family Support,Revenue Expenditure,19/07/2024,BESTWAY WHOLESALE LTD,9161804,revenue,1E46H,Castle Nursery Montagu,253.32
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,08/07/2024,BESTWAY WHOLESALE LTD,9161789,revenue,1KFP8,North Gosforth Academy,553.33
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,08/07/2024,BESTWAY WHOLESALE LTD,9161790,revenue,1KFP8,North Gosforth Academy,1341.36
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,08/07/2024,BESTWAY WHOLESALE LTD,9161793,revenue,1KFP8,North Gosforth Academy,1131.38
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,23/07/2024,BESTWAY WHOLESALE LTD,9161792,revenue,1KFP8,North Gosforth Academy,563.43
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,16/07/2024,BESTWAY WHOLESALE LTD,9161791,revenue,1KFP8,North Gosforth Academy,739.21
Corporate Budgets,Corporate Budgets,Revenue Expenditure,12/07/2024,BEVAN BRITTAN,9167102,revenue,1RB81,Housing Review,3680.00
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,30/07/2024,BIFFA WASTE SERVICES LTD,9164367,revenue,1MG25,Connie Lewcock House OP,371.88
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,30/07/2024,BIFFA WASTE SERVICES LTD,9161399,revenue,1KE27,Bereavement Services Overhead,1405.84
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,30/07/2024,BIFFA WASTE SERVICES LTD,9161400,revenue,1KE27,Bereavement Services Overhead,351.46
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/07/2024,BIFFA WASTE SERVICES LTD,9152857,revenue,1KE25,HWRC Servicing Contract,1400.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/07/2024,BIFFA WASTE SERVICES LTD,9152858,revenue,1KE25,HWRC Servicing Contract,1600.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/07/2024,BIFFA WASTE SERVICES LTD,9164356,revenue,1KE25,HWRC Servicing Contract,5000.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/07/2024,BIFFA WASTE SERVICES LTD,9160356,revenue,1KE25,HWRC Servicing Contract,686.39
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/07/2024,BIFFA WASTE SERVICES LTD,9160357,revenue,1KE25,HWRC Servicing Contract,673.44
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/07/2024,BIFFA WASTE SERVICES LTD,9160358,revenue,1KE25,HWRC Servicing Contract,687.09
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/07/2024,BIFFA WASTE SERVICES LTD,9160359,revenue,1KE25,HWRC Servicing Contract,685.35
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/07/2024,BIFFA WASTE SERVICES LTD,9160380,revenue,1KE25,HWRC Servicing Contract,711.60
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,19/07/2024,BIFFA WASTE SERVICES LTD,9164354,revenue,1KE25,HWRC Servicing Contract,120160.71
Investment & Growth,Transport,Revenue Expenditure,30/07/2024,BIFFA WASTE SERVICES LTD,9164359,revenue,1KELA,Traffic Sig General O/H,674.03
Investment & Growth,Transport,Revenue Expenditure,30/07/2024,BIFFA WASTE SERVICES LTD,9175623,revenue,1KEMC,Highways,1246.43
Investment & Growth,Transport,Revenue Expenditure,30/07/2024,BIFFA WASTE SERVICES LTD,9175695,revenue,1KEMC,Highways,290.53
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,25/07/2024,BIKE2WORK SCHEME LIMITED,9157587,revenue,1V303,Cycle to Work Scheme,500.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,04/07/2024,BIKE2WORK SCHEME LIMITED,9151087,revenue,1V303,Cycle to Work Scheme,465.82
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,11/07/2024,BIKE2WORK SCHEME LIMITED,9149961,revenue,1V303,Cycle to Work Scheme,916.67
Adult Social Care & Prevention,Community Support,Revenue Expenditure,23/07/2024,BILL QUAY COMMUNITY FARM ASSOCIATION,9176162,revenue,1MK60,Ind Day Care LD,1308.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/07/2024,BIOMASS BOILER SERVICES LTD,9165654,revenue,1KR05,District Heating,7756.66
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/07/2024,BIOMASS BOILER SERVICES LTD,9180444,revenue,1KR05,District Heating,2426.10
Public Health Service,Public Health,Revenue Expenditure,30/07/2024,BIONICAL SOLUTIONS LTD,9179746,revenue,1ML11,PH - Smoking & Tobacco,600.00
Children & Families,Early Help and Family Support,Revenue Expenditure,10/07/2024,BISHOP BEWICK CATHOLIC EDUCATION TRUST,9164618,revenue,1EEG2,Retained Buildings,3614.67
Children & Families,Education,Revenue Expenditure,22/07/2024,BISHOP BEWICK CATHOLIC EDUCATION TRUST,9174530,revenue,1E31H,BSF Phase 2,1667.97
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,18/07/2024,BLOCK AND BOTTLE LTD,9171780,revenue,1KEYZ,BEST 2 Project,591.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,26/07/2024,BLOOM PROCUREMENT SERVICES,9178425,revenue,1MG01,Care Management OP,18498.95
Adult Social Care & Prevention,Community Support,Revenue Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,revenue,1MG01,Care Management OP,17727.37
Adult Social Care & Prevention,Community Support,Revenue Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157944,revenue,1MG01,Care Management OP,41031.58
Adult Social Care & Prevention,Community Support,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1MG01,Care Management OP,22125.26
CFO Directorate,Finance,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,revenue,1FF51,Finance,60000.00
CFO Directorate,Property Services,Revenue Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157944,revenue,1DTS1,I&D Property Services,1428.84
CFO Directorate,Property Services,Revenue Expenditure,11/07/2024,BLOOM PROCUREMENT SERVICES,9166663,revenue,1DTS1,I&D Property Services,2976.75
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,26/07/2024,BLOOM PROCUREMENT SERVICES,9178425,revenue,1KHS4,Discovery Museum,8182.25
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1KHS4,Discovery Museum,3801.50
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,26/07/2024,BLOOM PROCUREMENT SERVICES,9178425,revenue,1KR01,Responsive Maintenance,1870.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,revenue,1KR01,Responsive Maintenance,3790.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157944,revenue,1KR01,Responsive Maintenance,1420.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,revenue,1KBRM,Sub Contractors R & M,4032.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,revenue,1KBRM,Sub Contractors R & M,4410.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1FRAW,Premises Contracts,27240.41
"City Ops, Nghbrhds & Reg Srvcs",Public Safety Regulations,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,revenue,1D524,Civil Penalty Payment,10787.50
"City Ops, Nghbrhds & Reg Srvcs",Public Safety Regulations,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1D524,Civil Penalty Payment,5937.50
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157945,revenue,1DX02,Eldon Square,30450.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157945,revenue,1DZW1,Mill Lane Ind. Est.,2325.00
Corporate Budgets,Corporate Budgets,Revenue Expenditure,26/07/2024,BLOOM PROCUREMENT SERVICES,9178425,revenue,1RB48,Other Corporate Items,48000.00
Deputy Chief Executive,Climate Change Strategy,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161108,revenue,1FT83,Climate Change Strategy,7075.70
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,01/07/2024,BLOOM PROCUREMENT SERVICES,9156844,revenue,1EA15,Newcastle City Learning Main,25410.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,revenue,1EA15,Newcastle City Learning Main,639.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,26/07/2024,BLOOM PROCUREMENT SERVICES,9178425,Capital,2HE01,Capital Citywide,1263.20
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,Capital,2HE01,Capital Citywide,2526.40
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157944,Capital,2HE01,Capital Citywide,7350.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,Capital,2HE01,Capital Citywide,29286.29
HRA Expenditure,General Management,Revenue Expenditure,26/07/2024,BLOOM PROCUREMENT SERVICES,9178425,revenue,1HRA3,Misc Feasibility Study/Survey,4200.00
HRA Expenditure,General Management,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,revenue,1HRA3,Misc Feasibility Study/Survey,2050.00
HRA Expenditure,General Management,Revenue Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,revenue,1HRA3,Misc Feasibility Study/Survey,7582.63
HRA Expenditure,General Management,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1HRA3,Misc Feasibility Study/Survey,6825.00
Investment & Growth,Economic Development,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1FN29,Culture & Creative Zone,8807.00
Investment & Growth,Major Projects,Capital Expenditure,26/07/2024,BLOOM PROCUREMENT SERVICES,9178425,Capital,2CAPI,Capital Investment,2809.22
Investment & Growth,Major Projects,Capital Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,Capital,2CAPI,Capital Investment,20526.40
Investment & Growth,Major Projects,Capital Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,Capital,2CAPI,Capital Investment,2143.45
Investment & Growth,Major Projects,Capital Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157944,Capital,2CAPI,Capital Investment,2338.31
Investment & Growth,Major Projects,Capital Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,Capital,2CAPI,Capital Investment,3750.00
Investment & Growth,Major Projects,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,revenue,1FP98,Discovery Feasibility,4000.00
Investment & Growth,Major Projects,Revenue Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,revenue,1FP99,Westgate Feasibility Study,10650.00
Investment & Growth,Transport,Capital Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,Capital,2CAPI,Capital Investment,63209.38
Investment & Growth,Transport,Revenue Expenditure,04/07/2024,BLOOM PROCUREMENT SERVICES,9161190,revenue,1V007,Sustainable Transport,3999.88
Investment & Growth,Transport,Revenue Expenditure,22/07/2024,BLOOM PROCUREMENT SERVICES,9172108,revenue,1KE09,City Bridge,2228.16
Investment & Growth,Transport,Revenue Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157944,revenue,1KE85,Traffic Management,9294.24
Investment & Growth,Transport,Revenue Expenditure,03/07/2024,BLOOM PROCUREMENT SERVICES,9157945,revenue,1KE09,City Bridge,8907.86
Investment & Growth,Transport,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1KEAV,Flood Management,5827.50
Investment & Growth,Transport,Revenue Expenditure,12/07/2024,BLOOM PROCUREMENT SERVICES,9166937,revenue,1KE85,Traffic Management,3705.68
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,30/07/2024,BLUE LINE TAXIS,9166348,revenue,1VH22,Temporary Accommodation Prem,281.50
Adult Social Care & Prevention,Community Support,Revenue Expenditure,23/07/2024,BLUEBIRD CARE (NEWCASTLE),9176163,revenue,1MH50,Home Care PD,1960.88
Adult Social Care & Prevention,Community Support,Revenue Expenditure,23/07/2024,BLUEBIRD CARE (NEWCASTLE),9176164,revenue,1MH50,Home Care PD,1993.38
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/07/2024,BLUESKY PROPERTY & ASSESSMENTS,9170425,revenue,1MK10,Nursing Care LD,1600.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,12/07/2024,BLUESKY PROPERTY & ASSESSMENTS,9167225,revenue,1MK10,Nursing Care LD,1600.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,31/07/2024,BLYTHGATE MANOR,9181840,revenue,1MG20,Residential Care OP,3148.64
Adult Social Care & Prevention,Community Support,Revenue Expenditure,02/07/2024,BLYTHGATE MANOR,9159707,revenue,1MG20,Residential Care OP,3148.64
Adult Social Care & Prevention,Community Support,Revenue Income,31/07/2024,BLYTHGATE MANOR,9181840,revenue,1MG20,Residential Care OP,-796.88
Adult Social Care & Prevention,Community Support,Revenue Income,02/07/2024,BLYTHGATE MANOR,9159707,revenue,1MG20,Residential Care OP,-796.88
HRA Expenditure,General Management,Revenue Expenditure,17/07/2024,BOND TURNER SOLICITORS,9170276,revenue,1HCIS,HRA Insurance Services,2388.73
HRA Expenditure,General Management,Revenue Expenditure,15/07/2024,BOND TURNER SOLICITORS,9168599,revenue,1HCIS,HRA Insurance Services,4750.00
HRA Expenditure,General Management,Revenue Expenditure,22/07/2024,BOND TURNER SOLICITORS,9174456,revenue,1HCIS,HRA Insurance Services,400.00
HRA Expenditure,General Management,Revenue Expenditure,30/07/2024,BOND TURNER SOLICITORS,9180441,revenue,1HCIS,HRA Insurance Services,4900.00
HRA Expenditure,General Management,Revenue Expenditure,03/07/2024,BOND TURNER SOLICITORS,9160528,revenue,1HCIS,HRA Insurance Services,2870.00
HRA Expenditure,General Management,Revenue Expenditure,19/07/2024,BOND TURNER SOLICITORS,9173211,revenue,1HCIS,HRA Insurance Services,750.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,18/07/2024,BOON EDAM LTD,9152873,revenue,1KVWC,Minor Works Contracts,1120.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,18/07/2024,BOON EDAM LTD,9152874,revenue,1KKX1,Civic Centre Direct Costs,948.00
Public Health Service,Public Health,Revenue Expenditure,04/07/2024,BOOTS PHARMACY,9160449,revenue,1ML11,PH - Smoking & Tobacco,688.40
Public Health Service,Public Health,Revenue Expenditure,04/07/2024,BOOTS PHARMACY,9160450,revenue,1ML11,PH - Smoking & Tobacco,974.09
Public Health Service,Public Health,Revenue Expenditure,04/07/2024,BOOTS PHARMACY,9160452,revenue,1ML11,PH - Smoking & Tobacco,456.89
Public Health Service,Public Health,Revenue Expenditure,04/07/2024,BOOTS PHARMACY,9160453,revenue,1ML11,PH - Smoking & Tobacco,1240.20
Public Health Service,Public Health,Revenue Expenditure,04/07/2024,BOOTS PHARMACY,9160455,revenue,1ML11,PH - Smoking & Tobacco,433.80
Public Health Service,Public Health,Revenue Expenditure,04/07/2024,BOOTS PHARMACY,9160456,revenue,1ML11,PH - Smoking & Tobacco,465.56
Public Health Service,Public Health,Revenue Expenditure,04/07/2024,BOOTS PHARMACY,9160457,revenue,1ML11,PH - Smoking & Tobacco,878.03
Public Health Service,Public Health,Revenue Expenditure,03/07/2024,BOOTS PHARMACY,9160401,revenue,1ML11,PH - Smoking & Tobacco,385.52
Public Health Service,Public Health,Revenue Expenditure,03/07/2024,BOOTS PHARMACY,9160400,revenue,1ML11,PH - Smoking & Tobacco,724.27
Public Health Service,Public Health,Revenue Expenditure,03/07/2024,BOOTS PHARMACY,9160398,revenue,1ML11,PH - Smoking & Tobacco,533.78
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/07/2024,BORDER HEATING SPARES,9159224,revenue,1KR05,District Heating,1789.59
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BOWLAND LODGE,9169368,revenue,1MG20,Residential Care OP,23030.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BOWLAND LODGE,9169368,revenue,1MH20,Residential Care PD,22795.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BOWLAND LODGE,9169368,revenue,1MM10,Nursing Care MH,-10251.26
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BOWLAND LODGE,9169368,revenue,1MM20,Residential Care MH,5782.07
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/07/2024,BRAMBLEDOWN LANDSCAPE SERVICES LTD,9142275,revenue,1KVWC,Minor Works Contracts,276914.65
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,05/07/2024,BRAMBLEDOWN LANDSCAPE SERVICES LTD,9152877,Capital,2HE01,Capital Citywide,24224.15
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,19/07/2024,BRAMBLEDOWN LANDSCAPE SERVICES LTD,9156384,Capital,2HE01,Capital Citywide,3985.10
Investment & Growth,Development Management,Capital Expenditure,12/07/2024,BRAMBLEDOWN LANDSCAPE SERVICES LTD,9152878,Capital,2CAPI,Capital Investment,1652.24
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BRIARDENE MH,9169380,revenue,1MG10,Nursing Care OP,75475.07
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BRIARDENE MH,9169380,revenue,1MG20,Residential Care OP,57389.97
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BRIARDENE MH,9169380,revenue,1MM20,Residential Care MH,3745.28
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BRIARDENE MH,9169293,revenue,1MG10,Nursing Care OP,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BRIARDENE MH,9169381,revenue,1MG10,Nursing Care OP,1752.25
Adult Social Care & Prevention,Community Support,Revenue Expenditure,31/07/2024,BRIARWOOD CARE HOME,9181804,revenue,1MG20,Residential Care OP,2835.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,02/07/2024,BRIARWOOD CARE HOME,9159670,revenue,1MG20,Residential Care OP,2835.32
Adult Social Care & Prevention,Community Support,Revenue Income,31/07/2024,BRIARWOOD CARE HOME,9181804,revenue,1MG20,Residential Care OP,-1520.12
Adult Social Care & Prevention,Community Support,Revenue Income,02/07/2024,BRIARWOOD CARE HOME,9159670,revenue,1MG20,Residential Care OP,-1520.12
Adult Social Care & Prevention,Community Support,Revenue Expenditure,31/07/2024,BRIDGE VIEW,9181815,revenue,1MG10,Nursing Care OP,4116.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,02/07/2024,BRIDGE VIEW,9159681,revenue,1MG10,Nursing Care OP,4116.52
Adult Social Care & Prevention,Community Support,Revenue Income,31/07/2024,BRIDGE VIEW,9181815,revenue,1MG10,Nursing Care OP,-943.72
Adult Social Care & Prevention,Community Support,Revenue Income,02/07/2024,BRIDGE VIEW,9159681,revenue,1MG10,Nursing Care OP,-943.72
Children & Families,Education Schools/DSG,Revenue Expenditure,23/07/2024,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,9175879,revenue,1EFWG,Education Food Holidays Grant,900.00
Children & Families,Education Schools/DSG,Revenue Expenditure,23/07/2024,BRIGHT MINDS,9175917,revenue,1EFWG,Education Food Holidays Grant,360.00
Children & Families,Education Schools/DSG,Revenue Expenditure,23/07/2024,BRIGHT MINDS,9175918,revenue,1EFWG,Education Food Holidays Grant,810.00
Children & Families,Early Help and Family Support,Revenue Expenditure,30/07/2024,BRIGSTOWE,9179424,revenue,1E45H,Early Years Sector Support,1514.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,16/07/2024,BRILAN CARE HOME,9169394,revenue,1MM20,Residential Care MH,14850.36
Children & Families,Children's Social Care,Revenue Expenditure,26/07/2024,BRITISH GAS,9175619,revenue,1MN20,Asy Seekers Families,472.57
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,16/07/2024,BRITISH GAS TRADING LTD,9169422,revenue,1DT15,Chillingham Rd Ind Est,801.14
