Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
Operations & Regulatory Services ,Operations,Revenue Expenditure,04/10/2024,FORD AND SLATER BIRTLEY,9209672,revenue,3KES1,City Transport Stock,  ,,1366.83
Operations & Regulatory Services ,Operations,Revenue Expenditure,04/10/2024,FORD AND SLATER BIRTLEY,9209685,revenue,3KES1,City Transport Stock,  ,,679.43
Operations & Regulatory Services ,Operations,Revenue Expenditure,04/10/2024,FORD AND SLATER BIRTLEY,9218071,revenue,3KES1,City Transport Stock,  ,,256.91
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/10/2024,FORD AND SLATER BIRTLEY,9224606,revenue,3KES1,City Transport Stock,  ,,402.68
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/10/2024,FORD AND SLATER BIRTLEY,9225923,revenue,3KES1,City Transport Stock,  ,,493.16
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/10/2024,FORD AND SLATER BIRTLEY,9242761,revenue,3KES1,City Transport Stock,  ,,295.07
Operations & Regulatory Services ,Operations,Revenue Expenditure,09/10/2024,FORD AND SLATER BIRTLEY,9212770,revenue,3KES1,City Transport Stock,  ,,853.98
Operations & Regulatory Services ,Operations,Revenue Expenditure,10/10/2024,FORD AND SLATER BIRTLEY,9212773,revenue,3KES1,City Transport Stock,  ,,561.08
Operations & Regulatory Services ,Operations,Revenue Expenditure,10/10/2024,FORD AND SLATER BIRTLEY,9214312,revenue,3KES1,City Transport Stock,  ,,329.58
Operations & Regulatory Services ,Operations,Revenue Expenditure,18/10/2024,FORD AND SLATER BIRTLEY,9221140,revenue,3KES1,City Transport Stock,  ,,871.35
Operations & Regulatory Services ,Operations,Revenue Expenditure,03/10/2024,FORD AND SLATER BIRTLEY,9208121,revenue,3KES1,City Transport Stock,  ,,544.92
Operations & Regulatory Services ,Operations,Revenue Expenditure,11/10/2024,FORD MOTOR COMPANY,9218077,revenue,3KES1,City Transport Stock,  ,,511.50
Operations & Regulatory Services ,Operations,Revenue Expenditure,25/10/2024,FORD MOTOR COMPANY,9224616,revenue,3KES1,City Transport Stock,  ,,897.51
Operations & Regulatory Services ,Operations,Revenue Expenditure,04/10/2024,FORD MOTOR COMPANY,9218076,revenue,3KES1,City Transport Stock,  ,,260.93
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,04/10/2024,FORENSIC PATHOLOGY LTD,9221287,revenue,1FA52,Coroners - N Tyneside,  ,,550.00
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,18/10/2024,FORENSIC PATHOLOGY LTD,9227387,revenue,1FA51,Coroner,  ,,825.00
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,31/10/2024,FORENSIC PATHOLOGY LTD,9242588,revenue,1FA52,Coroners - N Tyneside,  ,,715.00
Children & Families,Children's Social Care,Revenue Expenditure,17/10/2024,FORENSIC TESTING SERVICE LTD,9237269,revenue,1MD68,Legal Fees Care,  ,,570.40
Children & Families,Children's Social Care,Revenue Expenditure,18/10/2024,FORENSIC TESTING SERVICE LTD,9236550,revenue,1MD68,Legal Fees Care,  ,,302.90
Adult Social Care & Prevention,Community Support,Revenue Expenditure,22/10/2024,FORESIGHT RESIDENTIAL LTD,9239922,revenue,1MH20,Residential Care PD,  ,,5705.40
Adult Social Care & Prevention,Community Support,Revenue Income,22/10/2024,FORESIGHT RESIDENTIAL LTD,9239922,revenue,1MH20,Residential Care PD,  ,,-527.60
Public Health Service,Public Health,Revenue Expenditure,15/10/2024,FORWARD TRUST,9235195,revenue,1ML09,PH - Drugs and alcohol,  ,,3985.71
Public Health Service,Public Health,Revenue Expenditure,15/10/2024,FORWARD TRUST,9235196,revenue,1ML09,PH - Drugs and alcohol,  ,,3985.71
Children & Families,Children's Social Care,Revenue Expenditure,07/10/2024,FOSTER CARES LTD,9229512,revenue,1MC13,Post 18 Staying Put,  ,,1742.36
Children & Families,Children's Social Care,Revenue Expenditure,07/10/2024,FOSTER CARES LTD,9229512,revenue,1MC22,External Foster Care Costs,  ,,15534.34
Children & Families,Children's Social Care,Revenue Expenditure,07/10/2024,FOSTERING PEOPLE LTD,9229514,revenue,1MC22,External Foster Care Costs,  ,,3818.92
Children & Families,Children's Social Care,Revenue Expenditure,09/10/2024,FOSTERTALK LTD,9230944,revenue,1MC20,In House Foster Care Costs,  ,,506.80
Children & Families,Education,Revenue Expenditure,16/10/2024,FRANCOISE MARGARET HARRIS,9228216,revenue,1E558,SB Music Service,  ,,1958.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,09/10/2024,FRANK ROUND LTD,9230098,revenue,1KF07,Banqueting Suite,  ,,676.47
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,14/10/2024,FRANK ROUND LTD,9229604,revenue,1KF07,Banqueting Suite,  ,,660.06
Children & Families,Education Schools/DSG,Revenue Expenditure,24/10/2024,FREE SPIRITS NURSERY,9222774,revenue,1E20C,SEN EY Panel Inclusion Fund,  ,,700.00
Children & Families,Education Schools/DSG,Revenue Expenditure,21/10/2024,FREE SPIRITS NURSERY,9239517,revenue,1E20C,SEN EY Panel Inclusion Fund,  ,,1300.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,30/10/2024,FREEMAN CATERING BUTCHERS,9237223,revenue,1KFP8,North Gosforth Academy,  ,,259.03
Children & Families,Early Help and Family Support,Revenue Expenditure,30/10/2024,FUSION PR CREATIVE,9238380,revenue,1FHSL,Family Hubs and Start for Life,  ,,1750.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,16/10/2024,G & B CIVIL ENGINEERING LTD,9224300,revenue,1KVWC,Minor Works Contracts,  ,,4605.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,16/10/2024,G & B CIVIL ENGINEERING LTD,9227371,revenue,1KVWC,Minor Works Contracts,  ,,39375.32
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/10/2024,G & B CIVIL ENGINEERING LTD,9206844,revenue,1KR05,District Heating,  ,,10959.65
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/10/2024,G & B CIVIL ENGINEERING LTD,9232701,revenue,1KR05,District Heating,  ,,5865.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/10/2024,G & B CIVIL ENGINEERING LTD,9239253,revenue,1KVWC,Minor Works Contracts,  ,,520.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,02/10/2024,G & B CIVIL ENGINEERING LTD,9214682,revenue,1KVWC,Minor Works Contracts,  ,,4457.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,22/10/2024,G & B CIVIL ENGINEERING LTD,9239248,revenue,1KVWC,Minor Works Contracts,  ,,1450.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,21/10/2024,G & B CIVIL ENGINEERING LTD,9239240,revenue,1KVWC,Minor Works Contracts,  ,,1260.00
Housing & Communities,Leisure,Capital Expenditure,09/10/2024,G.M.S.,9211241,Capital,2CAPI,Capital Investment,KLC95,Parklife,550.00
Housing & Communities,Leisure,Capital Expenditure,09/10/2024,G.M.S.,9211243,Capital,2CAPI,Capital Investment,KLC95,Parklife,6530.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/10/2024,GARDEN LODGE,9230153,revenue,1MG20,Residential Care OP,  ,,130579.17
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/10/2024,GARDINER SECURITY LTD,9222196,revenue,1KVEE,Electrical Stand Alone Works,  ,,274.30
Adult Social Care & Prevention,Community Support,Revenue Expenditure,22/10/2024,GARVALD HOME FARM,9239995,revenue,1MK20,Residential Care LD,  ,,3520.00
Investment & Growth,Transport,Revenue Expenditure,04/10/2024,GAS DIRECT LIMITED,9165781,revenue,1KEMC,Highways,  ,,36.06
Investment & Growth,Transport,Revenue Expenditure,18/10/2024,GAS DIRECT LIMITED,9237048,revenue,1KEMC,Highways,  ,,40.70
Children & Families,Education,Revenue Expenditure,30/10/2024,GATESHEAD CENTRAL TAXIS,9228562,revenue,1E212,Transport Special,  ,,21888.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,16/10/2024,GB LUBRICANTS,9219049,revenue,3KES1,City Transport Stock,  ,,526.85
Operations & Regulatory Services ,Operations,Revenue Expenditure,16/10/2024,GB LUBRICANTS,9219957,revenue,3KES1,City Transport Stock,  ,,3285.30
Operations & Regulatory Services ,Operations,Revenue Expenditure,23/10/2024,GB LUBRICANTS,9241562,revenue,3KES1,City Transport Stock,  ,,433.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,08/10/2024,GB LUBRICANTS,9230268,revenue,3KES1,City Transport Stock,  ,,287.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,18/10/2024,GEMINI DATA LOGGERS (UK) LTD,9226271,revenue,1EJ20,City Library and Hub,  ,,705.00
Children & Families,Early Help and Family Support,Revenue Expenditure,25/10/2024,GEORDIE KIDS YOGA LTD,9242452,revenue,1E465,Castle Nursery Willow Ave,  ,,550.00
Investment & Growth,Economic Development,Revenue Expenditure,01/10/2024,GEORGIA HILL,9207342,revenue,1FN33,Place Innovation Programme,  ,,450.00
Children & Families,Children's Social Care,Revenue Expenditure,16/10/2024,GET CARTER TAXIS,9236139,revenue,1MC20,In House Foster Care Costs,  ,,770.00
Children & Families,Children's Social Care,Revenue Expenditure,22/10/2024,GET CARTER TAXIS,9240642,revenue,1MC20,In House Foster Care Costs,  ,,770.00
Children & Families,Children's Social Care,Revenue Expenditure,22/10/2024,GET CARTER TAXIS,9240657,revenue,1MC20,In House Foster Care Costs,  ,,985.00
Children & Families,Children's Social Care,Revenue Expenditure,08/10/2024,GET CARTER TAXIS,9230094,revenue,1MC20,In House Foster Care Costs,  ,,770.00
Children & Families,Children's Social Care,Revenue Expenditure,08/10/2024,GET CARTER TAXIS,9230104,revenue,1MC20,In House Foster Care Costs,  ,,985.00
Children & Families,Children's Social Care,Revenue Expenditure,03/10/2024,GET CARTER TAXIS,9227688,revenue,1MC20,In House Foster Care Costs,  ,,770.00
Children & Families,Children's Social Care,Revenue Expenditure,03/10/2024,GET CARTER TAXIS,9227689,revenue,1MC20,In House Foster Care Costs,  ,,985.00
Children & Families,Children's Social Care,Revenue Expenditure,28/10/2024,GET CARTER TAXIS,9244539,revenue,1MC20,In House Foster Care Costs,  ,,985.00
Children & Families,Children's Social Care,Revenue Expenditure,30/10/2024,GET CARTER TAXIS,9245892,revenue,1MC20,In House Foster Care Costs,  ,,985.00
Children & Families,Children's Social Care,Revenue Expenditure,30/10/2024,GET CARTER TAXIS,9247125,revenue,1MC20,In House Foster Care Costs,  ,,616.00
Children & Families,Education,Revenue Expenditure,25/10/2024,GET CARTER TAXIS,9243217,revenue,1E212,Transport Special,  ,,12990.85
Children & Families,Education,Revenue Expenditure,04/10/2024,GET CARTER TAXIS,9228922,revenue,1E212,Transport Special,  ,,13425.85
Children & Families,Education,Revenue Expenditure,22/10/2024,GET CARTER TAXIS,9240658,revenue,1E212,Transport Special,  ,,12858.09
Children & Families,Education,Revenue Expenditure,08/10/2024,GET CARTER TAXIS,9230293,revenue,1E212,Transport Special,  ,,13301.85
Children & Families,Education,Revenue Expenditure,30/10/2024,GET CARTER TAXIS,9247288,revenue,1E212,Transport Special,  ,,12541.85
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,16/10/2024,GETECH LTD,9223027,revenue,1EA15,Newcastle City Learning Main,  ,,1152.00
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GILLIAN APPLEBY,9248496,revenue,1E201,3- and 4-Year-Old,  ,,1487.50
Children & Families,Early Help and Family Support,Revenue Expenditure,08/10/2024,GILLS OF BYKER,9204938,revenue,1EEG8,C&FN East,  ,,386.30
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/10/2024,GILLS OF BYKER,9233081,revenue,1KR01,Responsive Maintenance,  ,,4213.11
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,25/10/2024,GILLS OF BYKER,9242508,revenue,1KR11,Voids Clearance,  ,,3252.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,10/10/2024,GILLS OF BYKER,9225773,revenue,1DZ19,Corner Shops,  ,,492.66
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,30/10/2024,GILLS OF BYKER,9244170,revenue,1BP01,Housing Plus Team,  ,,299.97
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,03/10/2024,GILLS OF BYKER,9202654,Capital,2HE01,Capital Citywide,HD055,Citywide Structural Repairs,8379.37
Investment & Growth,Major Projects,Capital Expenditure,11/10/2024,GILLS OF BYKER,9224424,Capital,2CAPI,Capital Investment,FP075,Grainger Market LUF Project,332.50
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,15/10/2024,GILSON GRAY,9236160,Capital,2HE01,Capital Citywide,HT100,LAHF Acquisitions,250091.23
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,17/10/2024,GLASDON UK LTD,9203706,revenue,1BP09,Sheltered Housing Extra Care,  ,,255.84
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,16/10/2024,GLAZING FILMS & BLINDS LTD,9222452,revenue,1KKX1,Civic Centre Direct Costs,  ,,680.80
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,02/10/2024,GLAZING FILMS & BLINDS LTD,9201636,revenue,1KKX1,Civic Centre Direct Costs,  ,,1407.66
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,31/10/2024,GLOBAL HSE SOLUTIONS LTD,9237542,Capital,2HE01,Capital Citywide,HX160,External Wall Assesments,7200.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,31/10/2024,GLOBAL HSE SOLUTIONS LTD,9238073,Capital,2HE01,Capital Citywide,HX160,External Wall Assesments,1642.12
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,31/10/2024,GLOBAL HSE SOLUTIONS LTD,9238074,Capital,2HE01,Capital Citywide,HX160,External Wall Assesments,3600.00
Children & Families,Children's Social Care,Revenue Expenditure,29/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9244349,revenue,1MC21,Fostering Unit,  ,,1200.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,28/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9244186,revenue,1D511,Christmas/New Year Activities,  ,,4297.50
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,28/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9244188,revenue,1D511,Christmas/New Year Activities,  ,,3202.50
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,28/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9244189,revenue,1D511,Christmas/New Year Activities,  ,,2850.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,28/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9244190,revenue,1D511,Christmas/New Year Activities,  ,,1260.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,28/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9244191,revenue,1D511,Christmas/New Year Activities,  ,,827.00
Investment & Growth,Transport,Capital Expenditure,25/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9157991,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,3922.05
Investment & Growth,Transport,Capital Expenditure,25/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9243402,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,7425.44
Investment & Growth,Transport,Capital Expenditure,25/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9243403,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,7263.25
Investment & Growth,Transport,Capital Expenditure,25/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9243404,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,10314.24
Investment & Growth,Transport,Capital Expenditure,25/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9243405,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,10232.93
Investment & Growth,Transport,Capital Expenditure,25/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9243406,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,722.00
Investment & Growth,Transport,Revenue Expenditure,25/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9242680,revenue,1V093,Clean Air Zone Transport Remit,  ,,6880.79
Investment & Growth,Transport,Revenue Expenditure,24/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9242672,revenue,1V093,Clean Air Zone Transport Remit,  ,,1659.86
Investment & Growth,Transport,Revenue Expenditure,24/10/2024,GLOBAL MEDIA GROUP SERVICES LTD,9242673,revenue,1V093,Clean Air Zone Transport Remit,  ,,1631.38
Children & Families,Education Schools/DSG,Revenue Expenditure,01/10/2024,GO FAR PLAYGROUP,9225903,revenue,1E20C,SEN EY Panel Inclusion Fund,  ,,3225.00
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GO FAR PLAYGROUP,9248641,revenue,1EEYH,Under 2YO,  ,,15905.89
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GO FAR PLAYGROUP,9248642,revenue,1EEP5,2Yr Old Learning & Childcare,  ,,6510.54
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GO FAR PLAYGROUP,9248643,revenue,1E201,3- and 4-Year-Old,  ,,642.60
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GO FAR PLAYGROUP,9248644,revenue,1E201,3- and 4-Year-Old,  ,,5250.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,28/10/2024,GO NORTH EAST,9227834,revenue,1V301,Travel office Travel Passes,  ,,900.00
Investment & Growth,Transport,Revenue Expenditure,28/10/2024,GO NORTH EAST,9231008,revenue,1V006,Bus Service Provision,  ,,2434.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/10/2024,GOLDIELEA CARE HOME,9230212,revenue,1MG20,Residential Care OP,  ,,3328.40
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,25/10/2024,GOMPELS HEALTHCARE LTD,9228783,revenue,1MG26,Byker Lodge Resource Centre OP,  ,,722.32
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GOSFORTH CHILDMINDING SERVICES,9248467,revenue,1EEYH,Under 2YO,  ,,1051.05
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GOSFORTH CHILDMINDING SERVICES,9248468,revenue,1EEP5,2Yr Old Learning & Childcare,  ,,754.95
Children & Families,Education,Revenue Expenditure,01/10/2024,GRAB A CAB,9226014,revenue,1E212,Transport Special,  ,,13193.74
Children & Families,Education,Revenue Expenditure,23/10/2024,GRAB A CAB,9241589,revenue,1E212,Transport Special,  ,,13743.84
Children & Families,Education,Revenue Expenditure,09/10/2024,GRAB A CAB,9231004,revenue,1E212,Transport Special,  ,,13453.75
Children & Families,Education,Revenue Expenditure,21/10/2024,GRAB A CAB,9237480,revenue,1E212,Transport Special,  ,,13778.05
Children & Families,Education,Revenue Expenditure,30/10/2024,GRAB A CAB,9247496,revenue,1E212,Transport Special,  ,,13383.41
Children & Families,Education,Revenue Expenditure,17/10/2024,GRAND HOTEL GOSFORTH PARK,9237525,revenue,1E31W,Education Improvement Team,  ,,3425.00
Children & Families,Education,Revenue Expenditure,18/10/2024,GRAND HOTEL GOSFORTH PARK,9237143,revenue,1E220,School Effectiveness,  ,,1014.25
Children & Families,Education,Revenue Expenditure,28/10/2024,GRAND HOTEL GOSFORTH PARK,9244161,revenue,1E220,School Effectiveness,  ,,2790.83
Children & Families,Education Schools/DSG,Revenue Expenditure,14/10/2024,GRAND HOTEL GOSFORTH PARK,9233139,revenue,1E895,Gosforth Trust,  ,,5657.00
Children & Families,Education Schools/DSG,Revenue Expenditure,21/10/2024,GRAND HOTEL GOSFORTH PARK,9239372,revenue,1E895,Gosforth Trust,  ,,4714.17
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/10/2024,GRANGE DAY CENTRE,9237302,revenue,1MG60,Day Care OP,  ,,2298.05
Adult Social Care & Prevention,Community Support,Revenue Expenditure,22/10/2024,GRASMERE LODGE,9239975,revenue,1MM20,Residential Care MH,  ,,3469.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,01/10/2024,GREAT NORTH CARE HOME,9225875,revenue,1MG50,Home Care OP,  ,,400.67
Adult Social Care & Prevention,Community Support,Revenue Expenditure,01/10/2024,GREAT NORTH CARE HOME,9225875,revenue,1MK50,Supported Living LD,  ,,13024.56
Public Health Service,Public Health,Revenue Expenditure,30/10/2024,GREAT PARK PHARMACY,9245596,revenue,1ML11,PH - Smoking & Tobacco,  ,,296.13
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GREEN TREE NURSERY,9248858,revenue,1EEYH,Under 2YO,  ,,13530.89
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GREEN TREE NURSERY,9248859,revenue,1EEP5,2Yr Old Learning & Childcare,  ,,6909.77
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GREEN TREE NURSERY,9248860,revenue,1E201,3- and 4-Year-Old,  ,,671.55
Children & Families,Education Schools/DSG,Revenue Expenditure,31/10/2024,GREEN TREE NURSERY,9248861,revenue,1E201,3- and 4-Year-Old,  ,,2492.36
"City Ops, Nghbrhds & Reg Srvcs",Operations,Capital Expenditure,17/10/2024,GREENS SCAFFOLDING SERVICES LTD,9237081,Capital,2CAPI,Capital Investment,EMF17,Newington Rd W Roof/Structural,2279.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Capital Expenditure,17/10/2024,GREENS SCAFFOLDING SERVICES LTD,9237262,Capital,2CAPI,Capital Investment,EMF19,Civic Centre Structural Works,2832.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,16/10/2024,GREENS SCAFFOLDING SERVICES LTD,9232874,revenue,1KVWC,Minor Works Contracts,  ,,1515.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,15/10/2024,GREENS SCAFFOLDING SERVICES LTD,9235374,revenue,1KE1G,Rye Hill Community Nursery R&M,  ,,764.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,31/10/2024,GREENS SCAFFOLDING SERVICES LTD,9248657,revenue,1KE1A,Wentworth Pl & Cherry Tree R&M,  ,,596.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,28/10/2024,GREENS SCAFFOLDING SERVICES LTD,9244406,revenue,1KVEM,Mechanical Stand Alone Works,  ,,520.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,04/10/2024,GROUNDWORK SERVICES (DURHAM) LTD,9217409,Capital,2HE01,Capital Citywide,HR278,DEM0021 Margaret Collins Hse,34643.87
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,04/10/2024,GROUNDWORK SERVICES (DURHAM) LTD,9217410,Capital,2HE01,Capital Citywide,HT087,Nithdale Close Newbuild,10058.36
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,30/10/2024,GROUNDWORK SERVICES (DURHAM) LTD,9238347,Capital,2HE01,Capital Citywide,HR278,DEM0021 Margaret Collins Hse,10991.99
Adult Social Care & Prevention,Community Support,Revenue Expenditure,11/10/2024,GS TRANSPORT,9232704,revenue,1MM01,Assess & Care Management MH,  ,,258.80
HRA Expenditure,General Management,Revenue Expenditure,10/10/2024,GS TRANSPORT,9230408,revenue,1HRA8,HRA - Investment Related Expe,  ,,510.00
HRA Expenditure,General Management,Revenue Expenditure,18/10/2024,GS TRANSPORT,9238111,revenue,1HRA8,HRA - Investment Related Expe,  ,,480.00
Children & Families,Education Schools/DSG,Revenue Expenditure,03/10/2024,GUST INDEPENDENT SCHOOL,9228027,revenue,1E20A,SB Independent Schools,  ,,2850.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/10/2024,GUSTHARTS,9209874,revenue,1KE27,Bereavement Services Overhead,  ,,752.50
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,07/10/2024,GUSTHARTS,9227762,revenue,1KE27,Bereavement Services Overhead,  ,,752.50
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,03/10/2024,GUSTHARTS,9227995,revenue,1KE27,Bereavement Services Overhead,  ,,373.94
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/10/2024,GUSTHARTS,9222772,revenue,1KEHA,Arbor Team,  ,,662.50
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/10/2024,GUSTHARTS,9206683,revenue,1KW34,Investment in Neighbourhoods,  ,,628.98
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/10/2024,GUSTHARTS,9225985,revenue,1KEHA,Arbor Team,  ,,757.91
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,11/10/2024,GVA GRIMLEYLTDT/A AVISON YOUNG,9232249,revenue,1DY50,Misc Corporate Estates,  ,,3950.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,29/10/2024,H MALONE & SONS LTD,9236372,Capital,2HE01,Capital Citywide,HL096,Hot Water Meter Installation,10355.19
Adult Social Care & Prevention,Community Support,Revenue Expenditure,22/10/2024,HADRIAN HEALTHCARE GROUP,9239931,revenue,1MG10,Nursing Care OP,  ,,13508.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,22/10/2024,HADRIAN HEALTHCARE GROUP,9239931,revenue,1MG20,Residential Care OP,  ,,3656.60
Adult Social Care & Prevention,Community Support,Revenue Income,22/10/2024,HADRIAN HEALTHCARE GROUP,9239931,revenue,1MG10,Nursing Care OP,  ,,-777.92
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/10/2024,HADRIAN HOUSE WALLSEND,9230179,revenue,1MG10,Nursing Care OP,  ,,6161.45
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/10/2024,HADRIAN HOUSE WALLSEND,9230179,revenue,1MG20,Residential Care OP,  ,,7042.56
Adult Social Care & Prevention,Community Support,Revenue Income,08/10/2024,HADRIAN HOUSE WALLSEND,9230179,revenue,1MG10,Nursing Care OP,  ,,-1540.84
Adult Social Care & Prevention,Community Support,Revenue Income,08/10/2024,HADRIAN HOUSE WALLSEND,9230179,revenue,1MG20,Residential Care OP,  ,,-1937.60
Operations & Regulatory Services ,Operations,Revenue Expenditure,11/10/2024,HAKO MACHINES LTD,9218092,revenue,3KES1,City Transport Stock,  ,,261.80
Operations & Regulatory Services ,Operations,Revenue Expenditure,16/10/2024,HAKO MACHINES LTD,9219949,revenue,3KES1,City Transport Stock,  ,,1660.44
Operations & Regulatory Services ,Operations,Revenue Expenditure,23/10/2024,HAKO MACHINES LTD,9225949,revenue,3KES1,City Transport Stock,  ,,416.50
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/10/2024,HAKO MACHINES LTD,9225950,revenue,3KES1,City Transport Stock,  ,,704.79
Operations & Regulatory Services ,Operations,Revenue Expenditure,18/10/2024,HAKO MACHINES LTD,9223698,revenue,3KES1,City Transport Stock,  ,,1170.78
