Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9272330,revenue,1KESY,External Hires,#N/A,,452.70
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9272331,revenue,1KESY,External Hires,#N/A,,452.70
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9272332,revenue,1KESY,External Hires,#N/A,,660.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9272333,revenue,1KESY,External Hires,#N/A,,506.40
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9272334,revenue,1KESY,External Hires,#N/A,,506.40
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9272335,revenue,1KESY,External Hires,#N/A,,425.56
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9272336,revenue,1KESY,External Hires,#N/A,,289.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9273094,revenue,1KESY,External Hires,#N/A,,738.30
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/12/2024,ENTERPRISE RENT-A-CAR UK,9281972,revenue,1KESY,External Hires,#N/A,,591.15
Investment & Growth,Transport,Revenue Expenditure,23/12/2024,ENVIRONMENT AGENCY,9224387,revenue,1KEAV,Flood Management,#N/A,,62292.76
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/12/2024,EON CONTROL SOLUTIONS LTD,9272471,revenue,1KVEM,Mechanical Stand Alone Works,#N/A,,608.00
HRA Expenditure,General Management,Revenue Expenditure,23/12/2024,EON NEXT ENERGY LTD,9280688,revenue,1HE01,HRA NHD Mngmnt - Citywide,#N/A,,253.90
HRA Expenditure,General Management,Revenue Expenditure,31/12/2024,EON NEXT ENERGY LTD,9291906,revenue,1HE01,HRA NHD Mngmnt - Citywide,#N/A,,327.33
HRA Expenditure,General Management,Revenue Expenditure,27/12/2024,EON NEXT ENERGY LTD,9289608,revenue,1HE01,HRA NHD Mngmnt - Citywide,#N/A,,393.50
HRA Expenditure,General Management,Revenue Expenditure,09/12/2024,EON NEXT ENERGY LTD,9275857,revenue,1HRA8,HRA - Investment Related Expe,#N/A,,824.37
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,13/12/2024,EON NEXT ENERGY LTD,9279772,revenue,1HA01,R&M Gen - Citywide,#N/A,,441.58
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,EOTHEN HOMES LTD,9283763,revenue,1MG20,Residential Care OP,#N/A,,14372.86
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,EOTHEN HOMES LTD,9283709,revenue,1MG20,Residential Care OP,#N/A,,14475.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,EOTHEN HOMES LTD,9283708,revenue,1MG20,Residential Care OP,#N/A,,4265.11
Adult Social Care & Prevention,Community Support,Revenue Income,17/12/2024,EOTHEN HOMES LTD,9283709,revenue,1MG20,Residential Care OP,#N/A,,-3193.04
Public Health Service,Public Health,Revenue Expenditure,10/12/2024,EPSOM & ST HELIER UNIVERSITY HOSPITAL,9277793,revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,#N/A,,368.31
Children & Families,Education Schools/DSG,Revenue Expenditure,18/12/2024,EQUAL EDUCATION LTD,9284631,revenue,1E25A,Alternative Provision,#N/A,,5885.24
Children & Families,Education Schools/DSG,Revenue Expenditure,02/12/2024,EQUAL EDUCATION LTD,9270671,revenue,1E25A,Alternative Provision,#N/A,,5175.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/12/2024,EQUAL PARTNERSHIPS LTD,9287081,revenue,1MK50,Supported Living LD,#N/A,,11397.64
Adult Social Care & Prevention,Community Support,Revenue Income,20/12/2024,EQUAL PARTNERSHIPS LTD,9287081,revenue,1MK50,Supported Living LD,#N/A,,-485.96
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,05/12/2024,EQUANS REGENERATION LIMITED,9273898,Capital,2HE01,Capital Citywide,H7040,Adaptations Programme,6420.09
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,05/12/2024,EQUANS REGENERATION LIMITED,9262001,Capital,2HE01,Capital Citywide,H7040,Adaptations Programme,6322.41
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,18/12/2024,EQUANS REGENERATION LIMITED,9284821,Capital,2HE01,Capital Citywide,HH200,SHDF 2 Shieldfield Equans,925926.84
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,18/12/2024,EQUANS REGENERATION LIMITED,9284053,Capital,2HE01,Capital Citywide,HT084,Newbiggin Hall Redevelopment,219604.85
Housing & Communities,Fairer Housing Unit,Capital Expenditure,06/12/2024,EQUANS REGENERATION LIMITED,9267928,Capital,2N101,Capital Grants,#N/A,,30345.32
Housing & Communities,Fairer Housing Unit,Capital Expenditure,06/12/2024,EQUANS REGENERATION LIMITED,9271375,Capital,2N101,Capital Grants,#N/A,,14005.14
Housing & Communities,Fairer Housing Unit,Capital Expenditure,06/12/2024,EQUANS REGENERATION LIMITED,9271376,Capital,2N101,Capital Grants,#N/A,,27154.75
Housing & Communities,Fairer Housing Unit,Capital Expenditure,24/12/2024,EQUANS REGENERATION LIMITED,9280225,Capital,2N101,Capital Grants,#N/A,,1144.78
Housing & Communities,Fairer Housing Unit,Capital Expenditure,05/12/2024,EQUANS REGENERATION LIMITED,9262727,Capital,2N101,Capital Grants,#N/A,,7851.08
Housing & Communities,Fairer Housing Unit,Capital Expenditure,05/12/2024,EQUANS REGENERATION LIMITED,9262729,Capital,2N101,Capital Grants,#N/A,,67063.17
Housing & Communities,Fairer Housing Unit,Capital Expenditure,05/12/2024,EQUANS REGENERATION LIMITED,9267929,Capital,2N101,Capital Grants,#N/A,,24147.48
Housing & Communities,Fairer Housing Unit,Capital Expenditure,05/12/2024,EQUANS REGENERATION LIMITED,9272784,Capital,2N101,Capital Grants,#N/A,,12604.94
Housing & Communities,Fairer Housing Unit,Capital Expenditure,18/12/2024,EQUANS REGENERATION LIMITED,9274902,Capital,2N101,Capital Grants,#N/A,,7917.95
Housing & Communities,Fairer Housing Unit,Capital Expenditure,02/12/2024,EQUANS REGENERATION LIMITED,9270297,Capital,2N101,Capital Grants,#N/A,,7587.26
Housing & Communities,Fairer Housing Unit,Capital Expenditure,13/12/2024,EQUANS REGENERATION LIMITED,9274898,Capital,2N101,Capital Grants,#N/A,,7020.54
CFO Directorate,Revenues and Benefits,Revenue Expenditure,06/12/2024,EQUITA,9274098,revenue,1CR01,Revs and Bens Supp&Svs,#N/A,,75.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,23/12/2024,ESCAPE FAMILY SUPPORT,9288871,revenue,1KEYZ,BEST 2 Project,#N/A,,5515.67
Investment & Growth,Transport,Capital Expenditure,20/12/2024,ESH CONSTRUCTION,9286389,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,1164578.37
Investment & Growth,Transport,Capital Expenditure,11/12/2024,ESH CONSTRUCTION,9279321,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,943045.11
Children & Families,Education Schools/DSG,Revenue Expenditure,03/12/2024,ESPA COLLEGE,9271450,revenue,1E20P,High Needs Post16 Funding,#N/A,,18727.02
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9287061,revenue,1MK50,Supported Living LD,#N/A,,85613.85
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283810,revenue,1MK20,Residential Care LD,#N/A,,8797.44
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283811,revenue,1MK20,Residential Care LD,#N/A,,14812.64
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283809,revenue,1MK20,Residential Care LD,#N/A,,10136.24
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283808,revenue,1MK20,Residential Care LD,#N/A,,12013.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283812,revenue,1MK20,Residential Care LD,#N/A,,9508.76
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283807,revenue,1MK20,Residential Care LD,#N/A,,9539.64
Adult Social Care & Prevention,Community Support,Revenue Income,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283810,revenue,1MK20,Residential Care LD,#N/A,,-494.80
Adult Social Care & Prevention,Community Support,Revenue Income,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283809,revenue,1MK20,Residential Care LD,#N/A,,-494.80
Adult Social Care & Prevention,Community Support,Revenue Income,17/12/2024,ESPA LTD - EUROPEAN SERVICES FOR,9283808,revenue,1MK20,Residential Care LD,#N/A,,-820.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,30/12/2024,ESSEX CHAMBERS,9291663,revenue,1MM94,Mental Capacity Act,#N/A,,3000.00
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,27/12/2024,ESTEEM SYSTEMS PLC,9285861,revenue,1CX50,Technical Refresh,#N/A,,6515.75
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,11/12/2024,EUROPEAN ELECTRONIQUE LTD,9279635,revenue,1CX50,Technical Refresh,#N/A,,16560.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,12/12/2024,EUROVENT HYGIENE SERVICES LTD,9267835,revenue,1FRAA,Westgate,#N/A,,680.00
HRA Expenditure,Special Services,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271368,revenue,1HP01,Comm. Centres - Citywide,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/12/2024,EUROVENT HYGIENE SERVICES LTD,9267834,revenue,1KE1E,Airey Terrace R&M,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/12/2024,EUROVENT HYGIENE SERVICES LTD,9267832,revenue,1KE1J,The Cowgate Centre R&M,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,31/12/2024,EUROVENT HYGIENE SERVICES LTD,9281462,revenue,1KE1K,Welford Day Centre R&M,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271475,revenue,1KE1C,Castle Dene Centre R&M,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271480,revenue,1KE1F,Shieldfield Community Nursery,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271476,revenue,1KE1L,Cheviot View Centre R&M,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271369,revenue,1KE1W,WillowAv Community Nursery R&M,#N/A,,680.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271367,revenue,1MG63,Minories Centre Building Costs,#N/A,,680.00
Children & Families,Early Help and Family Support,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271478,revenue,1EEG4,C&FN Inner West,#N/A,,680.00
Children & Families,Early Help and Family Support,Revenue Expenditure,13/12/2024,EUROVENT HYGIENE SERVICES LTD,9271479,revenue,1EEG9,C&FN North,#N/A,,680.00
Investment & Growth,Major Projects,Capital Expenditure,23/12/2024,EUROVIA INFARSTRUCTURE LIMITED,9280425,Capital,2CAPI,Capital Investment,FP061,Northumberland St Improvements,500645.84
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,27/12/2024,EVAC + CHAIR INTERNATIONAL LTD,9281010,revenue,1EJ20,City Library and Hub,#N/A,,308.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,18/12/2024,EVENT COVER PRODUCTIONS LTD,9275832,revenue,1DR08,Christmas Market,#N/A,,345.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,20/12/2024,EVENTMEN LTD,9287366,revenue,1DR08,Christmas Market,#N/A,,30085.50
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/12/2024,EVERYDAY CARE AND SUPPORT,9287142,revenue,1MG55,Extra Care Housing,#N/A,,38996.47
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/12/2024,EVERYDAY CARE AND SUPPORT,9287142,revenue,1MK50,Supported Living LD,#N/A,,2449.86
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/12/2024,EVERYDAY CARE AND SUPPORT,9287142,revenue,1MM50,Home Care MH,#N/A,,334.92
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/12/2024,EVERYDAY CARE AND SUPPORT,9287141,revenue,1MG55,Extra Care Housing,#N/A,,20406.12
Adult Social Care & Prevention,Community Support,Revenue Expenditure,20/12/2024,EVERYDAY CARE AND SUPPORT,9287141,revenue,1MM50,Home Care MH,#N/A,,2267.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,02/12/2024,EVERYDAY CARE AND SUPPORT,9270495,revenue,1MG50,Home Care OP,#N/A,,96231.53
Children & Families,Early Help and Family Support,Revenue Expenditure,10/12/2024,EVOUCHERS LTD,9277400,revenue,1E463,Castle Nursery Ryehill,#N/A,,360.00
Children & Families,Early Help and Family Support,Revenue Expenditure,18/12/2024,EVOUCHERS LTD,9284723,revenue,1E46H,Castle Nursery Montagu,#N/A,,420.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,06/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9274727,revenue,1KFF4,Sacred Heart Primary,#N/A,,830.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,06/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9274927,revenue,1KFK2,St Catherines RC Pri,#N/A,,830.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,06/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9274923,revenue,1KFK5,St Teresas RC Prim,#N/A,,830.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,19/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9276044,revenue,1KF07,Banqueting Suite,#N/A,,466.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,19/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9276039,revenue,1KF07,Banqueting Suite,#N/A,,986.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,05/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9273895,revenue,1KFH1,St Marks RC Primary,#N/A,,565.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,23/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9288576,revenue,1KF07,Banqueting Suite,#N/A,,466.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,23/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9288575,revenue,1KF07,Banqueting Suite,#N/A,,986.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,20/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9276043,revenue,1KF07,Banqueting Suite,#N/A,,590.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,02/12/2024,EXCEL REFRIGERATION & CATERING EQUIPMENT,9270278,revenue,1KF07,Banqueting Suite,#N/A,,4986.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/12/2024,EXECUTIVE CARE GROUP,9283670,revenue,1MM20,Residential Care MH,#N/A,,3824.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/12/2024,EXECUTIVE CARE GROUP,9277560,revenue,1MM20,Residential Care MH,#N/A,,729.60
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272067,revenue,1KKX1,Civic Centre Direct Costs,#N/A,,1099.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/12/2024,EYRE & ELLISTON LTD T/A EGS,9264068,revenue,1DE48,i8 - Lynwood NEC,#N/A,,258.30
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272162,revenue,1DE48,i8 - Lynwood NEC,#N/A,,258.65
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272069,revenue,1KR01,Responsive Maintenance,#N/A,,509.92
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272087,revenue,1KR01,Responsive Maintenance,#N/A,,967.85
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272094,revenue,1KR01,Responsive Maintenance,#N/A,,455.56
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272096,revenue,1KR01,Responsive Maintenance,#N/A,,474.02
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,20/12/2024,EYRE & ELLISTON LTD T/A EGS,9272079,revenue,1KR01,Responsive Maintenance,#N/A,,924.66
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/12/2024,EYRE & ELLISTON LTD T/A EGS,9253426,revenue,1KR01,Responsive Maintenance,#N/A,,269.16
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/12/2024,EYRE & ELLISTON LTD T/A EGS,9253428,revenue,1KR01,Responsive Maintenance,#N/A,,496.02
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/12/2024,EYRE & ELLISTON LTD T/A EGS,9253429,revenue,1KR01,Responsive Maintenance,#N/A,,400.22
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,04/12/2024,EYRE & ELLISTON LTD T/A EGS,9253430,revenue,1KR01,Responsive Maintenance,#N/A,,604.66
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9265799,revenue,1KR01,Responsive Maintenance,#N/A,,558.10
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9265801,revenue,1KR01,Responsive Maintenance,#N/A,,281.19
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9265806,revenue,1KR01,Responsive Maintenance,#N/A,,310.34
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9265813,revenue,1KR01,Responsive Maintenance,#N/A,,887.16
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272030,revenue,1KR01,Responsive Maintenance,#N/A,,692.76
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,18/12/2024,EYRE & ELLISTON LTD T/A EGS,9264115,revenue,1KR01,Responsive Maintenance,#N/A,,263.06
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,31/12/2024,EYRE & ELLISTON LTD T/A EGS,9282814,revenue,1KR10,Voids,#N/A,,511.50
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,31/12/2024,EYRE & ELLISTON LTD T/A EGS,9276138,revenue,1KR30,Standby,#N/A,,525.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/12/2024,EYRE & ELLISTON LTD T/A EGS,9258582,revenue,1KR01,Responsive Maintenance,#N/A,,378.57
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/12/2024,EYRE & ELLISTON LTD T/A EGS,9258587,revenue,1KR01,Responsive Maintenance,#N/A,,264.71
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/12/2024,EYRE & ELLISTON LTD T/A EGS,9258595,revenue,1KR01,Responsive Maintenance,#N/A,,274.83
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,11/12/2024,EYRE & ELLISTON LTD T/A EGS,9258598,revenue,1KR01,Responsive Maintenance,#N/A,,1500.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/12/2024,EYRE & ELLISTON LTD T/A EGS,9258575,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,370.50
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/12/2024,EYRE & ELLISTON LTD T/A EGS,9255219,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,419.24
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/12/2024,EYRE & ELLISTON LTD T/A EGS,9255221,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,1724.82
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/12/2024,EYRE & ELLISTON LTD T/A EGS,9255218,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,1807.98
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/12/2024,EYRE & ELLISTON LTD T/A EGS,9255220,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,438.64
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/12/2024,EYRE & ELLISTON LTD T/A EGS,9258584,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,372.96
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,19/12/2024,EYRE & ELLISTON LTD T/A EGS,9264069,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,1492.43
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272063,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,282.64
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272051,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,274.12
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/12/2024,EYRE & ELLISTON LTD T/A EGS,9272062,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,261.54
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/12/2024,EYRE & ELLISTON LTD T/A EGS,9272095,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,444.44
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/12/2024,EYRE & ELLISTON LTD T/A EGS,9250455,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,298.68
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/12/2024,EYRE & ELLISTON LTD T/A EGS,9250450,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,534.61
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/12/2024,EYRE & ELLISTON LTD T/A EGS,9276229,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,357.10
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/12/2024,EYRE & ELLISTON LTD T/A EGS,9272158,revenue,1KVEM,Mechanical Stand Alone Works,#N/A,,567.36
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/12/2024,EYRE & ELLISTON LTD T/A EGS,9253434,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,373.73
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272013,revenue,1KBAA,Building Contracts,#N/A,,915.70
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272047,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,2311.38
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272048,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,2526.96
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272006,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,346.90
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272003,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,253.90
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272042,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,2169.72
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272041,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,606.17
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/12/2024,EYRE & ELLISTON LTD T/A EGS,9272046,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,1314.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,18/12/2024,EYRE & ELLISTON LTD T/A EGS,9264067,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,8681.40
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,31/12/2024,EYRE & ELLISTON LTD T/A EGS,9282811,revenue,1KR05,District Heating,#N/A,,525.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,31/12/2024,EYRE & ELLISTON LTD T/A EGS,9282815,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,612.70
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,31/12/2024,EYRE & ELLISTON LTD T/A EGS,9272000,revenue,1KVEE,Electrical Stand Alone Works,#N/A,,260.83
