Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
Children & Families,Children's Social Care,Revenue Expenditure,21/01/2025,KNIGHT FRANK LLP,9306718,revenue,1MC16,Heaton Hall Road,#N/A,,1450.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,22/01/2025,KNIGHT FRANK LLP,9307708,revenue,1DV16,Partnership House,#N/A,,4190.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/01/2025,KONE PLC,9298373,revenue,1KVWC,Minor Works Contracts,#N/A,,504.32
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,08/01/2025,KONE PLC,9295079,revenue,1KVWC,Minor Works Contracts,#N/A,,504.32
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,23/01/2025,KONE PLC,9302345,revenue,1KVWC,Minor Works Contracts,#N/A,,621.92
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,29/01/2025,KONE PLC,9302246,revenue,1KVWC,Minor Works Contracts,#N/A,,1488.72
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,29/01/2025,KONE PLC,9302354,revenue,1KVWC,Minor Works Contracts,#N/A,,1099.50
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,15/01/2025,KONE PLC,9299396,revenue,1KVWC,Minor Works Contracts,#N/A,,654.90
Investment & Growth,Transport,Revenue Expenditure,31/01/2025,L&S ENGINEERS,9298442,revenue,1KEMC,Highways,#N/A,,361.30
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/01/2025,LADDERS UK DIRECT,9280266,revenue,1KKA4,Pest Control,#N/A,,331.66
Children & Families,Education Schools/DSG,Revenue Expenditure,20/01/2025,LADYBIRD CHILDRENS NURSERY (GOSFORTH),9304637,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,1700.00
Children & Families,Education Schools/DSG,Revenue Expenditure,20/01/2025,LADYBIRDS CHILDRENS NURSERY,9304611,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,2200.00
Children & Families,Education Schools/DSG,Revenue Expenditure,14/01/2025,LAIDLAW SCHOOLS TRUST,9300146,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,1800.00
Children & Families,Education Schools/DSG,Revenue Expenditure,14/01/2025,LAIDLAW SCHOOLS TRUST,9300152,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,1100.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LANCHESTER COURT CARE HOME,9300278,revenue,1MK20,Residential Care LD,#N/A,,23361.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LANCHESTER COURT CARE HOME,9300278,revenue,1MM10,Nursing Care MH,#N/A,,7358.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LANCHESTER COURT CARE HOME,9300278,revenue,1MM20,Residential Care MH,#N/A,,9522.36
Adult Social Care & Prevention,Community Support,Revenue Income,14/01/2025,LANCHESTER COURT CARE HOME,9300278,revenue,1MK20,Residential Care LD,#N/A,,-979.24
Investment & Growth,Transport,Revenue Expenditure,03/01/2025,LAND DIGITAL SOLUTIONS LTD,9292358,revenue,1V092,UTMC,#N/A,,4900.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/01/2025,LANDSCAPE SUPPLY COMPANY,9293522,revenue,1KE69,City Centre Cleansing,#N/A,,548.34
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/01/2025,LANDSCAPE SUPPLY COMPANY,9224284,revenue,1KEFA,Grounds Maintenance,#N/A,,257.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/01/2025,LANDSCAPE SUPPLY COMPANY,9245543,revenue,1KEFA,Grounds Maintenance,#N/A,,486.18
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/01/2025,LANDSCAPE SUPPLY COMPANY,9262708,revenue,1KEFA,Grounds Maintenance,#N/A,,488.25
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/01/2025,LANDSCAPE SUPPLY COMPANY,9293521,revenue,1KW27,Localised Working East,#N/A,,548.34
Adult Social Care & Prevention,Community Support,Revenue Expenditure,28/01/2025,LANERCOST HOUSE,9311159,revenue,1MM20,Residential Care MH,#N/A,,5916.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MG01,Care Management OP,#N/A,,30.03
Adult Social Care & Prevention,Community Support,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MG02,Community Health & Social Care,#N/A,,2.64
Adult Social Care & Prevention,Community Support,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MR08,Directorate Leadership Team,#N/A,,85.54
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MC20,In House Foster Care Costs,#N/A,,9.90
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MD62,Support to CIC,#N/A,,247.93
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MD66,CWD Direct Payments,#N/A,,19.47
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MD67,S17 Children in Need,#N/A,,2463.90
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MD68,Legal Fees Care,#N/A,,340.96
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MD7A,MST - Child Abuse & Neglect,#N/A,,351.24
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MB05,Children With Disabilities,#N/A,,104.68
Children & Families,Children's Social Care,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1MB29,Family Time Team,#N/A,,264.76
Children & Families,Early Help and Family Support,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1EEG8,C&FN East,#N/A,,11.22
Children & Families,Education,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1E320,SAR Team,#N/A,,4183.05
Children & Families,Education,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1E233,Educational Psychology Service,#N/A,,3.63
Children & Families,Education,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1E45C,Admissions & Info Team,#N/A,,14.52
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1VH22,Temporary Accommodation Prem,#N/A,,11.88
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1VH26,Housing Advice Centre,#N/A,,25.41
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,30/01/2025,LANGUAGE EMPIRE LTD,9302187,revenue,1VH16,Syrian Resettlement Scheme,#N/A,,6.27
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/01/2025,LANTERN BUILDING CONSULTANCY LTD,9304974,revenue,1DT10,Riversdales Court Ind Est,#N/A,,2025.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,24/01/2025,LANTERN BUILDING CONSULTANCY LTD,9309151,revenue,1DZW4,Bells Close Ind. Est.,#N/A,,2250.00
Investment & Growth,Capital Investment & Growth,Revenue Expenditure,30/01/2025,LAYER LANDSCAPE ARCHITECTURE LTD,9313412,revenue,1FN33,Place Innovation Programme,#N/A,,7000.00
HRA Expenditure,General Management,Revenue Expenditure,08/01/2025,LCS,9296599,revenue,1HE01,HRA NHD Mngmnt - Citywide,#N/A,,263.01
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LD NORTH EAST,9300374,revenue,1MK60,Ind Day Care LD,#N/A,,1429.80
Investment & Growth,Major Projects,Capital Expenditure,30/01/2025,LDA DESIGN CONSULTING LTD,9297419,Capital,2CAPI,Capital Investment,FP061,Northumberland St Improvements,9552.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LEA GREEN (MALHOTRA),9300303,revenue,1MG10,Nursing Care OP,#N/A,,107350.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LEA GREEN (MALHOTRA),9300303,revenue,1MG20,Residential Care OP,#N/A,,10990.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LEA GREEN (MALHOTRA),9300303,revenue,1MH10,Nursing Care PD,#N/A,,4688.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LEA GREEN (MALHOTRA),9300369,revenue,1MG10,Nursing Care OP,#N/A,,2830.56
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294775,revenue,1MK60,Ind Day Care LD,#N/A,,1456.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294769,revenue,1MK60,Ind Day Care LD,#N/A,,2716.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294770,revenue,1MK60,Ind Day Care LD,#N/A,,840.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294771,revenue,1MK60,Ind Day Care LD,#N/A,,2100.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294772,revenue,1MK60,Ind Day Care LD,#N/A,,2184.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294773,revenue,1MK60,Ind Day Care LD,#N/A,,1260.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294774,revenue,1MK60,Ind Day Care LD,#N/A,,840.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294776,revenue,1MK60,Ind Day Care LD,#N/A,,840.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294777,revenue,1MK60,Ind Day Care LD,#N/A,,1680.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294778,revenue,1MK60,Ind Day Care LD,#N/A,,840.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294779,revenue,1MK60,Ind Day Care LD,#N/A,,1680.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294780,revenue,1MK60,Ind Day Care LD,#N/A,,2184.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294781,revenue,1MK60,Ind Day Care LD,#N/A,,5824.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294782,revenue,1MK60,Ind Day Care LD,#N/A,,840.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LEARNING FOR LIFE,9294783,revenue,1MK60,Ind Day Care LD,#N/A,,420.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,13/01/2025,LEARNING FOR LIFE,9299246,revenue,1MK60,Ind Day Care LD,#N/A,,840.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,31/01/2025,LEAZES HOMES,9313980,revenue,1MK52,LD Concierge Schemes,#N/A,,6781.35
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/01/2025,LEAZES HOMES,9297901,revenue,1MK52,LD Concierge Schemes,#N/A,,6781.35
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/01/2025,LEAZES HOMES,9297902,revenue,1MK52,LD Concierge Schemes,#N/A,,6781.35
Adult Social Care & Prevention,Community Support,Revenue Expenditure,17/01/2025,LEAZES HOMES,9303549,revenue,1MK52,LD Concierge Schemes,#N/A,,6781.35
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/01/2025,LEAZES HOMES,9309086,revenue,1MK52,LD Concierge Schemes,#N/A,,6781.35
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,09/01/2025,LEES CLEANING CONTRACTORS LLP,9293446,revenue,1KVWC,Minor Works Contracts,#N/A,,346.66
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,15/01/2025,LEES CLEANING CONTRACTORS LLP,9255083,revenue,1KVWC,Minor Works Contracts,#N/A,,346.66
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,27/01/2025,LEES CLEANING CONTRACTORS LLP,9299353,revenue,1KKY2,Allendale Accomodation,#N/A,,1577.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,27/01/2025,LEES CLEANING CONTRACTORS LLP,9299355,revenue,1KKY2,Allendale Accomodation,#N/A,,2675.83
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,27/01/2025,LEES CLEANING CONTRACTORS LLP,9310509,revenue,1KKY2,Allendale Accomodation,#N/A,,2675.83
Housing & Communities,Head Housing Services,Revenue Expenditure,22/01/2025,LEES CLEANING CONTRACTORS LLP,9303578,revenue,1BH04,Housing Services,#N/A,,895.00
Housing & Communities,Head Housing Services,Revenue Expenditure,10/01/2025,LEES CLEANING CONTRACTORS LLP,9269075,revenue,1BH04,Housing Services,#N/A,,445.00
Housing & Communities,Head Housing Services,Revenue Expenditure,13/01/2025,LEES CLEANING CONTRACTORS LLP,9255080,revenue,1BD01,Head Housing Services,#N/A,,595.00
Housing & Communities,Head Housing Services,Revenue Expenditure,17/01/2025,LEES CLEANING CONTRACTORS LLP,9303884,revenue,1BD01,Head Housing Services,#N/A,,590.00
Housing & Communities,Head Housing Services,Revenue Expenditure,17/01/2025,LEES CLEANING CONTRACTORS LLP,9303866,revenue,1BH04,Housing Services,#N/A,,2090.00
Housing & Communities,Head Housing Services,Revenue Expenditure,27/01/2025,LEES CLEANING CONTRACTORS LLP,9303864,revenue,1BH04,Housing Services,#N/A,,740.00
Housing & Communities,Head Housing Services,Revenue Expenditure,27/01/2025,LEES CLEANING CONTRACTORS LLP,9270219,revenue,1BH04,Housing Services,#N/A,,2295.00
Housing & Communities,Head Housing Services,Revenue Expenditure,27/01/2025,LEES CLEANING CONTRACTORS LLP,9276120,revenue,1BH04,Housing Services,#N/A,,895.00
Housing & Communities,Head Housing Services,Revenue Expenditure,24/01/2025,LEES CLEANING CONTRACTORS LLP,9295214,revenue,1BH04,Housing Services,#N/A,,625.00
Housing & Communities,Head Housing Services,Revenue Expenditure,23/01/2025,LEES CLEANING CONTRACTORS LLP,9303862,revenue,1BL01,Safe Living Team,#N/A,,1095.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,17/01/2025,LEES CLEANING CONTRACTORS LLP,9303865,revenue,1BT01,NSAP Grant Claims,#N/A,,795.00
HRA Expenditure,General Management,Revenue Expenditure,31/01/2025,LEGAL HD LTD,9296124,revenue,1HCIS,HRA Insurance Services,#N/A,,8000.00
Adult Social Care & Prevention,Prevention,Capital Expenditure,20/01/2025,LEGRAND ELECTRIC LTD,9304640,Capital,2CAPI,Capital Investment,MP401,Ostara Inventories,381.15
Adult Social Care & Prevention,Prevention,Capital Expenditure,31/01/2025,LEGRAND ELECTRIC LTD,9315194,Capital,2CAPI,Capital Investment,MP401,Ostara Inventories,14489.40
Adult Social Care & Prevention,Prevention,Capital Expenditure,31/01/2025,LEGRAND ELECTRIC LTD,9298457,Capital,2CAPI,Capital Investment,MP401,Ostara Inventories,5370.81
Adult Social Care & Prevention,Prevention,Capital Expenditure,17/01/2025,LEGRAND ELECTRIC LTD,9297531,Capital,2CAPI,Capital Investment,MP401,Ostara Inventories,3822.00
Adult Social Care & Prevention,Prevention,Capital Expenditure,08/01/2025,LEGRAND ELECTRIC LTD,9282525,Capital,2CAPI,Capital Investment,MP401,Ostara Inventories,14489.40
Adult Social Care & Prevention,Prevention,Capital Expenditure,29/01/2025,LEGRAND ELECTRIC LTD,9309593,Capital,2CAPI,Capital Investment,MP401,Ostara Inventories,8417.94
Children & Families,Children's Social Care,Revenue Expenditure,08/01/2025,LEMINGTON RIVERSIDE PRIMARY SCHOOL,9296472,revenue,1MD62,Support to CIC,#N/A,,648.00
Children & Families,Early Help and Family Support,Revenue Expenditure,30/01/2025,LEMINGTON RIVERSIDE PRIMARY SCHOOL,9313379,revenue,1EYWC,Wraparound Childcare Programme,#N/A,,2648.84
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/01/2025,LENORE CARE HOME,9296092,revenue,1MK20,Residential Care LD,#N/A,,1608.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/01/2025,LENORE CARE HOME,9296087,revenue,1MM20,Residential Care MH,#N/A,,1688.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/01/2025,LENORE CARE HOME,9296088,revenue,1MM20,Residential Care MH,#N/A,,7638.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/01/2025,LENORE CARE HOME,9296089,revenue,1MM20,Residential Care MH,#N/A,,1125.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/01/2025,LENORE CARE HOME,9296090,revenue,1MM20,Residential Care MH,#N/A,,321.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,08/01/2025,LENORE CARE HOME,9296091,revenue,1MM20,Residential Care MH,#N/A,,1608.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LENORE CARE HOME,9300294,revenue,1MK20,Residential Care LD,#N/A,,2991.16
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LENORE CARE HOME,9300294,revenue,1MM20,Residential Care MH,#N/A,,24004.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,23/01/2025,LENORE SPECIALIST CARE LTD,9308773,revenue,1MM50,Home Care MH,#N/A,,1668.24
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LENORE SPECIALIST CARE LTD,9305656,revenue,1MM50,Home Care MH,#N/A,,6672.96
Adult Social Care & Prevention,Community Support,Revenue Expenditure,28/01/2025,LEONARD CHESHIRE FOUNDATION,9311166,revenue,1MG10,Nursing Care OP,#N/A,,18061.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,28/01/2025,LEONARD CHESHIRE FOUNDATION,9311166,revenue,1MH10,Nursing Care PD,#N/A,,54104.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,28/01/2025,LEONARD CHESHIRE FOUNDATION,9311166,revenue,1MK10,Nursing Care LD,#N/A,,5931.04
Adult Social Care & Prevention,Community Support,Revenue Income,28/01/2025,LEONARD CHESHIRE FOUNDATION,9311166,revenue,1MH10,Nursing Care PD,#N/A,,-3329.88
Adult Social Care & Prevention,Community Support,Revenue Income,28/01/2025,LEONARD CHESHIRE FOUNDATION,9311166,revenue,1MK10,Nursing Care LD,#N/A,,-764.20
Children & Families,Education Schools/DSG,Revenue Expenditure,29/01/2025,LESLEY CREIGHTON,9312354,revenue,1E25V,EOTAS EHCP Bespoke Package,#N/A,,1136.25
Children & Families,Children's Social Care,Revenue Expenditure,16/01/2025,LEXTOX,9296661,revenue,1MD68,Legal Fees Care,#N/A,,700.00
Children & Families,Children's Social Care,Revenue Expenditure,13/01/2025,LGM JOINERY & DOUBLE GLAZING,9299387,revenue,1MD67,S17 Children in Need,#N/A,,289.86
HRA Expenditure,General Management,Revenue Expenditure,17/01/2025,LIBERAY LEGAL LIMITED,9303935,revenue,1HCIS,HRA Insurance Services,#N/A,,7000.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LIBERDADE COMMUNITY DEVELOPMENT TRUST,9305698,revenue,1MK60,Ind Day Care LD,#N/A,,2720.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LIFEWAYS COMMUNITY CARE,9305648,revenue,1MK50,Supported Living LD,#N/A,,197667.72
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LIFEWAYS COMMUNITY CARE,9305670,revenue,1MK50,Supported Living LD,#N/A,,12937.88
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LIFEWAYS COMMUNITY CARE,9305696,revenue,1MK50,Supported Living LD,#N/A,,3043.60
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LIFEWAYS COMMUNITY CARE,9305696,revenue,1MK51,Home Care LD,#N/A,,9193.80
Adult Social Care & Prevention,Community Support,Revenue Income,21/01/2025,LIFEWAYS COMMUNITY CARE,9305648,revenue,1MK50,Supported Living LD,#N/A,,-3273.24
Adult Social Care & Prevention,Community Support,Revenue Income,21/01/2025,LIFEWAYS COMMUNITY CARE,9305670,revenue,1MK50,Supported Living LD,#N/A,,-569.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,22/01/2025,LIFEWAYS GROUP,9307640,revenue,1MM50,Home Care MH,#N/A,,16978.35
Investment & Growth,Transport,Revenue Expenditure,16/01/2025,LIGHTING & ILLUMINATION TECHNOLOGY EXP,9302193,revenue,1KEMF,Street Lighting PFI,#N/A,,1332.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,31/01/2025,LINCOLN HEALTHCARE GROUP LTD,9315050,revenue,1MG50,Home Care OP,#N/A,,21867.36
Adult Social Care & Prevention,Community Support,Revenue Expenditure,03/01/2025,LINCOLN HEALTHCARE GROUP LTD,9292956,revenue,1MG50,Home Care OP,#N/A,,20903.57
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LINCOLN HEALTHCARE GROUP LTD,9305689,revenue,1MG50,Home Care OP,#N/A,,7949.37
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LINCOLN HEALTHCARE GROUP LTD,9305689,revenue,1MK50,Supported Living LD,#N/A,,1525.68
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LINCOLN HEALTHCARE GROUP LTD,9305689,revenue,1MK51,Home Care LD,#N/A,,678.08
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LINCOLN HEALTHCARE GROUP LTD,9305689,revenue,1MM20,Residential Care MH,#N/A,,169.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LINCOLN HEALTHCARE GROUP LTD,9305689,revenue,1MM50,Home Care MH,#N/A,,2423.04
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LINCOLN HEALTHCARE GROUP LTD,9305642,revenue,1MK51,Home Care LD,#N/A,,12536.60
Adult Social Care & Prevention,Community Support,Revenue Income,21/01/2025,LINCOLN HEALTHCARE GROUP LTD,9305642,revenue,1MK51,Home Care LD,#N/A,,-73.88
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINCS CARE HOME,9300350,revenue,1MG20,Residential Care OP,#N/A,,2598.72
Adult Social Care & Prevention,Community Support,Revenue Income,14/01/2025,LINCS CARE HOME,9300350,revenue,1MG20,Residential Care OP,#N/A,,-1363.12
Operations & Regulatory Services ,Operations,Revenue Expenditure,17/01/2025,LINDEN FLUID POWER LTD,9303981,revenue,3KES1,City Transport Stock,#N/A,,500.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINDISFARNE CARE HOME - THROCKLEY,9300279,revenue,1MG10,Nursing Care OP,#N/A,,68076.36
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINDISFARNE CARE HOME - THROCKLEY,9300279,revenue,1MG20,Residential Care OP,#N/A,,23791.90
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINDISFARNE CARE HOME - THROCKLEY,9300279,revenue,1MH10,Nursing Care PD,#N/A,,3745.28
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINDISFARNE CARE HOME - THROCKLEY,9300279,revenue,1MM10,Nursing Care MH,#N/A,,4688.80
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINDISFARNE CARE HOME - THROCKLEY,9300279,revenue,1MG30,Deferred Payments-OP,#N/A,,4032.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINDISFARNE CARE HOME - THROCKLEY,9300368,revenue,1MG10,Nursing Care OP,#N/A,,943.52
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINDISFARNE CHESTER LE STREET,9300336,revenue,1MG20,Residential Care OP,#N/A,,3104.00
Adult Social Care & Prevention,Community Support,Revenue Income,14/01/2025,LINDISFARNE CHESTER LE STREET,9300336,revenue,1MG20,Residential Care OP,#N/A,,-800.96
Adult Social Care & Prevention,Community Support,Revenue Expenditure,07/01/2025,LINKAGE COMMUNITY TRUST,9294704,revenue,1MK51,Home Care LD,#N/A,,1403.82
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LINKAGE COMMUNITY TRUST,9300240,revenue,1MK20,Residential Care LD,#N/A,,4220.92
Adult Social Care & Prevention,Community Support,Revenue Income,14/01/2025,LINKAGE COMMUNITY TRUST,9300240,revenue,1MK20,Residential Care LD,#N/A,,-512.20
Children & Families,Education Schools/DSG,Revenue Expenditure,17/01/2025,LISA NICOLSON TUTORING,9303541,revenue,1E25V,EOTAS EHCP Bespoke Package,#N/A,,1530.00
Children & Families,Education Schools/DSG,Revenue Expenditure,17/01/2025,LISA NICOLSON TUTORING,9303542,revenue,1E25V,EOTAS EHCP Bespoke Package,#N/A,,1147.50
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/01/2025,LISA TAYLOR,9298369,revenue,1MM94,Mental Capacity Act,#N/A,,530.60
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,03/01/2025,LITERARY & PHILOSOPHICAL SOCIETY,9289631,revenue,1EJ13,Stock Services,#N/A,,2688.61
Children & Families,Education Schools/DSG,Revenue Expenditure,20/01/2025,LITTLE ANGELS,9304604,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,3300.00
Children & Families,Education Schools/DSG,Revenue Expenditure,20/01/2025,LITTLE BEARS CHAPEL HOUSE,9304635,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,1100.00
Children & Families,Education Schools/DSG,Revenue Expenditure,20/01/2025,LITTLE BEARS CHILDRENS DAY NURSERY,9304605,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,2500.00
Children & Families,Education Schools/DSG,Revenue Expenditure,20/01/2025,LITTLE BEARS DAY NURSERY,9304638,revenue,1E20C,SEN EY Panel Inclusion Fund,#N/A,,6000.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LIVABILITY,9305673,revenue,1MK50,Supported Living LD,#N/A,,10509.24
Adult Social Care & Prevention,Community Support,Revenue Expenditure,21/01/2025,LIVABILITY,9305655,revenue,1MK50,Supported Living LD,#N/A,,52142.08
Adult Social Care & Prevention,Community Support,Revenue Income,21/01/2025,LIVABILITY,9305655,revenue,1MK50,Supported Living LD,#N/A,,-269.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/01/2025,LIVEYOU LTD,9300587,revenue,1MH40,Direct Payments PD,#N/A,,8263.28
Corporate Budgets,Corporate Budgets,Revenue Expenditure,23/01/2025,LIVING WAGE FOUNDATION,9308809,revenue,1RB48,Other Corporate Items,#N/A,,550.00
