Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095864,revenue,1MC20,In-House Foster Carer Costs,1201.26
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106609,revenue,1MC20,In-House Foster Carer Costs,1328.24
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114927,revenue,1MC20,In-House Foster Carer Costs,1439.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095916,revenue,1MC20,In-House Foster Carer Costs,1399.42
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106662,revenue,1MC20,In-House Foster Carer Costs,1511.55
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114910,revenue,1MF10,Adoption Payments,279.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095900,revenue,1MF10,Adoption Payments,279.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106646,revenue,1MF10,Adoption Payments,279.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114877,revenue,1MC20,In-House Foster Carer Costs,373.97
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114945,revenue,1MC20,In-House Foster Carer Costs,2720.32
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095933,revenue,1MC20,In-House Foster Carer Costs,2676.14
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106679,revenue,1MC20,In-House Foster Carer Costs,2910.94
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114905,revenue,1MC20,In-House Foster Carer Costs,693.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095895,revenue,1MC20,In-House Foster Carer Costs,669.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106641,revenue,1MC20,In-House Foster Carer Costs,721.83
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114850,revenue,1MF35,Special Guardianship Allow,461.24
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095838,revenue,1MF35,Special Guardianship Allow,436.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106583,revenue,1MF35,Special Guardianship Allow,436.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106216,revenue,1MC20,In-House Foster Carer Costs,606.41
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114486,revenue,1MC20,In-House Foster Carer Costs,745.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095472,revenue,1MC20,In-House Foster Carer Costs,729.46
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106239,revenue,1MC20,In-House Foster Carer Costs,789.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114858,revenue,1MC20,In-House Foster Carer Costs,3557.26
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095845,revenue,1MC20,In-House Foster Carer Costs,3486.42
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106590,revenue,1MC20,In-House Foster Carer Costs,3730.69
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114888,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114888,revenue,1MC20,In-House Foster Carer Costs,2488.52
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095877,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095877,revenue,1MC20,In-House Foster Carer Costs,2444.34
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106623,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106623,revenue,1MC20,In-House Foster Carer Costs,2761.93
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114844,revenue,1MF35,Special Guardianship Allow,461.24
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095832,revenue,1MF35,Special Guardianship Allow,436.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106577,revenue,1MF35,Special Guardianship Allow,436.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114460,revenue,1MC20,In-House Foster Carer Costs,3003.84
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095446,revenue,1MC20,In-House Foster Carer Costs,3161.60
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106215,revenue,1MC20,In-House Foster Carer Costs,3187.77
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114484,revenue,1MC20,In-House Foster Carer Costs,659.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095470,revenue,1MC20,In-House Foster Carer Costs,637.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106237,revenue,1MC20,In-House Foster Carer Costs,674.98
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114907,revenue,1MC20,In-House Foster Carer Costs,1563.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095897,revenue,1MC20,In-House Foster Carer Costs,1533.58
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106643,revenue,1MC20,In-House Foster Carer Costs,1676.22
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114516,revenue,1MF35,Special Guardianship Allow,817.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095503,revenue,1MF35,Special Guardianship Allow,327.30
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106268,revenue,1MF35,Special Guardianship Allow,327.30
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114851,revenue,1MC20,In-House Foster Carer Costs,113.85
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114851,revenue,1MC21,Fostering Unit,670.35
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114483,revenue,1MC20,In-House Foster Carer Costs,1491.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095469,revenue,1MC20,In-House Foster Carer Costs,1458.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106236,revenue,1MC20,In-House Foster Carer Costs,1579.44
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114938,revenue,1MC20,In-House Foster Carer Costs,1085.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095927,revenue,1MC20,In-House Foster Carer Costs,1520.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106673,revenue,1MC20,In-House Foster Carer Costs,1520.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114485,revenue,1MC20,In-House Foster Carer Costs,977.76
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095471,revenue,1MC20,In-House Foster Carer Costs,961.26
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106238,revenue,1MC20,In-House Foster Carer Costs,983.65
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095862,revenue,1MD85,Child Arrangement Orders,387.86
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106607,revenue,1MD85,Child Arrangement Orders,387.86
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095485,revenue,1MC20,In-House Foster Carer Costs,815.59
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114876,revenue,1MF03,Supported Lodgings LC,636.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095865,revenue,1MF03,Supported Lodgings LC,636.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106610,revenue,1MF03,Supported Lodgings LC,636.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114520,revenue,1MF35,Special Guardianship Allow,461.24
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095508,revenue,1MF35,Special Guardianship Allow,436.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106272,revenue,1MF35,Special Guardianship Allow,436.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114866,revenue,1MC20,In-House Foster Carer Costs,705.70
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095853,revenue,1MC20,In-House Foster Carer Costs,1194.29
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,19/04/2024,Redacted Personal Data,9109144,revenue,1MC20,In-House Foster Carer Costs,325.71
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114497,revenue,1MC20,In-House Foster Carer Costs,2337.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095483,revenue,1MC20,In-House Foster Carer Costs,2324.12
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106250,revenue,1MC20,In-House Foster Carer Costs,2406.50
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114911,revenue,1MC13,Post 18 Staying Put,1023.30
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114911,revenue,1MC20,In-House Foster Carer Costs,434.28
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114496,revenue,1MC20,In-House Foster Carer Costs,2342.42
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095482,revenue,1MC20,In-House Foster Carer Costs,2130.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106249,revenue,1MC20,In-House Foster Carer Costs,2257.86
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114495,revenue,1MF10,Adoption Payments,323.22
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095481,revenue,1MC20,In-House Foster Carer Costs,-690.29
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095481,revenue,1MF10,Adoption Payments,978.30
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106248,revenue,1MC20,In-House Foster Carer Costs,3427.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106248,revenue,1MF10,Adoption Payments,323.22
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114842,revenue,1MC20,In-House Foster Carer Costs,817.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095830,revenue,1MC20,In-House Foster Carer Costs,804.12
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106575,revenue,1MC20,In-House Foster Carer Costs,886.50
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114507,revenue,1MC20,In-House Foster Carer Costs,4451.12
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095494,revenue,1MC20,In-House Foster Carer Costs,4451.12
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106260,revenue,1MC20,In-House Foster Carer Costs,4001.12
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114503,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114503,revenue,1MC20,In-House Foster Carer Costs,2381.88
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095490,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095490,revenue,1MC20,In-House Foster Carer Costs,2337.70
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106256,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106256,revenue,1MC20,In-House Foster Carer Costs,2673.39
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114509,revenue,1MC20,In-House Foster Carer Costs,1886.70
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095497,revenue,1MC20,In-House Foster Carer Costs,1846.20
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106262,revenue,1MC20,In-House Foster Carer Costs,1901.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114505,revenue,1MF35,Special Guardianship Allow,868.95
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095492,revenue,1MF35,Special Guardianship Allow,816.76
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106258,revenue,1MF35,Special Guardianship Allow,816.76
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114513,revenue,1MC20,In-House Foster Carer Costs,817.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095500,revenue,1MC20,In-House Foster Carer Costs,804.12
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106265,revenue,1MC20,In-House Foster Carer Costs,1016.94
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114499,revenue,1MC20,In-House Foster Carer Costs,1657.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095486,revenue,1MC20,In-House Foster Carer Costs,1399.42
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106252,revenue,1MC20,In-House Foster Carer Costs,1511.55
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114500,revenue,1MC20,In-House Foster Carer Costs,1513.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095487,revenue,1MC20,In-House Foster Carer Costs,1483.58
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106253,revenue,1MC20,In-House Foster Carer Costs,4808.78
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114521,revenue,1MF10,Adoption Payments,828.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095509,revenue,1MF10,Adoption Payments,828.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106273,revenue,1MF10,Adoption Payments,828.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114542,revenue,1MF10,Adoption Payments,340.30
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095531,revenue,1MF10,Adoption Payments,340.30
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106295,revenue,1MF10,Adoption Payments,340.30
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114541,revenue,1MF10,Adoption Payments,454.54
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095530,revenue,1MF10,Adoption Payments,454.54
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106294,revenue,1MF10,Adoption Payments,454.54
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114529,revenue,1MF35,Special Guardianship Allow,440.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095518,revenue,1MF35,Special Guardianship Allow,440.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106282,revenue,1MF35,Special Guardianship Allow,440.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114498,revenue,1MC20,In-House Foster Carer Costs,1106.60
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095484,revenue,1MC20,In-House Foster Carer Costs,1062.60
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106251,revenue,1MC20,In-House Foster Carer Costs,1212.82
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114523,revenue,1MC20,In-House Foster Carer Costs,510.05
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095511,revenue,1MC20,In-House Foster Carer Costs,1316.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106275,revenue,1MC20,In-House Foster Carer Costs,1081.66
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114859,revenue,1MC20,In-House Foster Carer Costs,1049.76
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095846,revenue,1MC20,In-House Foster Carer Costs,1035.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106591,revenue,1MC20,In-House Foster Carer Costs,1054.71
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114517,revenue,1MC20,In-House Foster Carer Costs,1635.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095504,revenue,1MC20,In-House Foster Carer Costs,1608.24
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106269,revenue,1MC20,In-House Foster Carer Costs,1773.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114534,revenue,1MC20,In-House Foster Carer Costs,1705.88
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095523,revenue,1MC20,In-House Foster Carer Costs,1644.04
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106287,revenue,1MC20,In-House Foster Carer Costs,1830.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114825,revenue,1MC20,In-House Foster Carer Costs,2372.60
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095812,revenue,1MC20,In-House Foster Carer Costs,2356.10
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106557,revenue,1MC20,In-House Foster Carer Costs,2378.49
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114830,revenue,1MC20,In-House Foster Carer Costs,2037.55
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095818,revenue,1MC20,In-House Foster Carer Costs,1577.52
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106563,revenue,1MC20,In-House Foster Carer Costs,1443.66
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114502,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095489,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106255,revenue,1MC13,Post 18 Staying Put,318.36
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114530,revenue,1MF35,Special Guardianship Allow,414.32
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095519,revenue,1MF35,Special Guardianship Allow,345.68
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106283,revenue,1MF35,Special Guardianship Allow,345.68
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114882,revenue,1MC20,In-House Foster Carer Costs,2523.16
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095871,revenue,1MC20,In-House Foster Carer Costs,2476.32
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106617,revenue,1MC20,In-House Foster Carer Costs,2603.26
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114535,revenue,1MC20,In-House Foster Carer Costs,2257.88
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095524,revenue,1MC20,In-House Foster Carer Costs,1910.46
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106288,revenue,1MC20,In-House Foster Carer Costs,2398.05
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114551,revenue,1MF10,Adoption Payments,326.66
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095540,revenue,1MF10,Adoption Payments,326.66
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106304,revenue,1MF10,Adoption Payments,326.66
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114547,revenue,1MC20,In-House Foster Carer Costs,2381.88
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095536,revenue,1MC20,In-House Foster Carer Costs,2337.70
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106300,revenue,1MC20,In-House Foster Carer Costs,2562.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114545,revenue,1MC20,In-House Foster Carer Costs,817.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095534,revenue,1MC20,In-House Foster Carer Costs,2871.85
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106298,revenue,1MC20,In-House Foster Carer Costs,886.50
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114955,revenue,1MF35,Special Guardianship Allow,455.27
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095943,revenue,1MF35,Special Guardianship Allow,440.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106689,revenue,1MF35,Special Guardianship Allow,440.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114515,revenue,1MC13,Post 18 Staying Put,171.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114515,revenue,1MC20,In-House Foster Carer Costs,2436.52
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095502,revenue,1MC13,Post 18 Staying Put,171.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095502,revenue,1MC20,In-House Foster Carer Costs,2384.84
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106267,revenue,1MC13,Post 18 Staying Put,171.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106267,revenue,1MC20,In-House Foster Carer Costs,2622.68
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114552,revenue,1MC13,Post 18 Staying Put,636.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114552,revenue,1MC20,In-House Foster Carer Costs,2265.96
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095541,revenue,1MC13,Post 18 Staying Put,636.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095541,revenue,1MC20,In-House Foster Carer Costs,2249.46
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106305,revenue,1MC13,Post 18 Staying Put,636.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106305,revenue,1MC20,In-House Foster Carer Costs,2309.72
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114847,revenue,1MC20,In-House Foster Carer Costs,1670.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095835,revenue,1MC20,In-House Foster Carer Costs,1689.09
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106580,revenue,1MC20,In-House Foster Carer Costs,1875.43
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,30/04/2024,Redacted Personal Data,9114565,revenue,1MC13,Post 18 Staying Put,535.60
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,02/04/2024,Redacted Personal Data,9095553,revenue,1MC13,Post 18 Staying Put,535.60
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,16/04/2024,Redacted Personal Data,9106316,revenue,1MC13,Post 18 Staying Put,535.60
