Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Capital Code,Capital Code Name,Total (excludes VAT)
"City Ops, Nghbrhds & Reg Srvcs",Business Management,Revenue Expenditure,14/03/2025,FORENSIC PATHOLOGY LTD,9332505,revenue,1FA51,Coroner,#N/A,,551.00
Children & Families,Children's Social Care,Revenue Expenditure,31/03/2025,FORENSIC TESTING SERVICE LTD,9364038,revenue,1MD68,Legal Fees Care,#N/A,,546.80
Children & Families,Children's Social Care,Revenue Expenditure,13/03/2025,FORENSIC TESTING SERVICE LTD,9349545,revenue,1MD68,Legal Fees Care,#N/A,,293.90
Children & Families,Children's Social Care,Revenue Expenditure,27/03/2025,FORENSIC TESTING SERVICE LTD,9362224,revenue,1MD68,Legal Fees Care,#N/A,,259.50
Children & Families,Children's Social Care,Revenue Expenditure,03/03/2025,FORENSIC TESTING SERVICE LTD,9340328,revenue,1MD68,Legal Fees Care,#N/A,,318.56
Children & Families,Children's Social Care,Revenue Expenditure,05/03/2025,FORENSIC TESTING SERVICE LTD,9333766,revenue,1MD68,Legal Fees Care,#N/A,,293.90
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/03/2025,FORESIGHT RESIDENTIAL LTD,9350559,revenue,1MH20,Residential Care PD,#N/A,,5705.40
Adult Social Care & Prevention,Community Support,Revenue Income,14/03/2025,FORESIGHT RESIDENTIAL LTD,9350559,revenue,1MH20,Residential Care PD,#N/A,,-527.60
Children & Families,Children's Social Care,Revenue Expenditure,19/03/2025,FOREST RESIDENTIAL CARE LMITED,9353898,revenue,1MC02,External Residential Placement,#N/A,,7050.00
Children & Families,Children's Social Care,Revenue Expenditure,05/03/2025,FOREST RESIDENTIAL CARE LMITED,9341872,revenue,1MC02,External Residential Placement,#N/A,,7050.00
Children & Families,Children's Social Care,Revenue Expenditure,05/03/2025,FOREST RESIDENTIAL CARE LMITED,9341710,revenue,1MC02,External Residential Placement,#N/A,,7050.00
Public Health Service,Public Health,Revenue Expenditure,31/03/2025,FORWARD TRUST,9364437,revenue,1ML17,RSDATG-PHE Rough Sleeping D&A,#N/A,,3985.71
Public Health Service,Public Health,Revenue Expenditure,31/03/2025,FORWARD TRUST,9364438,revenue,1ML17,RSDATG-PHE Rough Sleeping D&A,#N/A,,2442.86
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,FOSTER CARES LTD,9358171,revenue,1MC13,Post 18 Staying Put,#N/A,,1742.36
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,FOSTER CARES LTD,9358171,revenue,1MC22,External Foster Care Costs,#N/A,,14429.80
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,FOSTER CARES LTD,9358170,revenue,1MC22,External Foster Care Costs,#N/A,,3108.10
Children & Families,Children's Social Care,Revenue Expenditure,24/03/2025,FOSTERING PEOPLE LTD,9358173,revenue,1MC22,External Foster Care Costs,#N/A,,43192.76
Children & Families,Education,Revenue Expenditure,07/03/2025,FRANCOISE MARGARET HARRIS,9340201,revenue,1E558,SB Music Service,#N/A,,2817.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,13/03/2025,FRANKHAM FELL BOARDING KENNELS & CATTERY,9349857,revenue,1MM01,Assess & Care Management MH,#N/A,,427.83
Children & Families,Education,Revenue Expenditure,25/03/2025,FRED PURVIS SOUND ENGINEER,9359787,revenue,1E558,SB Music Service,#N/A,,6300.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,03/03/2025,FUNK BUTCHER,9340256,revenue,1D506,Events,#N/A,,380.39
Children & Families,Early Help and Family Support,Revenue Expenditure,25/03/2025,FUSION PR CREATIVE,9359657,revenue,1FHSL,Family Hubs and Start for Life,#N/A,,1655.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/03/2025,G & B CIVIL ENGINEERING LTD,9335879,revenue,1KVWC,Construction Services,#N/A,,2104.25
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/03/2025,G & B CIVIL ENGINEERING LTD,9344894,revenue,1KVWC,Construction Services,#N/A,,7315.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/03/2025,G & B CIVIL ENGINEERING LTD,9344895,revenue,1KVWC,Construction Services,#N/A,,895.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/03/2025,G & B CIVIL ENGINEERING LTD,9344456,revenue,1KVWC,Construction Services,#N/A,,52802.37
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/03/2025,G & B CIVIL ENGINEERING LTD,9328730,revenue,1KVWC,Construction Services,#N/A,,6320.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/03/2025,G & B CIVIL ENGINEERING LTD,9322077,revenue,1KVWC,Construction Services,#N/A,,43352.30
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/03/2025,G & B CIVIL ENGINEERING LTD,9327570,revenue,1KVWC,Construction Services,#N/A,,5874.80
Children & Families,Education Schools/DSG,Revenue Expenditure,21/03/2025,G M TRAINING,9353205,revenue,1E25R,AP Inclusion Panel,#N/A,,1170.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,19/03/2025,GAINFORD CARE HOMES,9354696,revenue,1MK50,Supported Living LD,#N/A,,7548.16
Investment & Growth,Transport,Capital Expenditure,06/03/2025,GAIST SOLUTIONS LTD,9324896,Capital,2CAPI,Capital Investment,DX002,Road & Footpath Maintenance,17106.80
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,14/03/2025,GAP ORGANICS LTD,9350384,revenue,1KEG5,Food Waste Collection,#N/A,,700.06
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,14/03/2025,GAP ORGANICS LTD,9350385,revenue,1KEG5,Food Waste Collection,#N/A,,567.46
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,GARDEN LODGE,9358401,revenue,1MG20,Residential Care OP,#N/A,,106759.93
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/03/2025,GARDINER SECURITY LTD,9297023,revenue,1KR20,M&E Electrical,#N/A,,683.75
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/03/2025,GARDINER SECURITY LTD,9358636,revenue,1KVEE,Construction Electrical,#N/A,,451.80
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/03/2025,GARDINER SECURITY LTD,9358637,revenue,1KVEE,Construction Electrical,#N/A,,264.10
Investment & Growth,Transport,Revenue Expenditure,07/03/2025,GAS DIRECT LIMITED,9344153,revenue,1KEMC,Highways,#N/A,,41.06
Investment & Growth,Transport,Revenue Expenditure,14/03/2025,GAS DIRECT LIMITED,9351060,revenue,1KEMC,Highways,#N/A,,615.13
Children & Families,Children's Social Care,Revenue Expenditure,05/03/2025,GATE PSYCHOLOGICAL SERVICES,9341747,revenue,1MD62,Support to CIC,#N/A,,585.00
Children & Families,Education,Revenue Expenditure,28/03/2025,GATESHEAD CENTRAL TAXIS,9353202,revenue,1E212,Transport Special,#N/A,,16688.00
Children & Families,Children's Social Care,Revenue Expenditure,11/03/2025,GATESHEAD COUNCIL TAX,9346197,revenue,1MF01,CIC & Care Leavers,#N/A,,914.30
Investment & Growth,Transport,Capital Expenditure,25/03/2025,GATESHEAD HOUSING COMPANY,9359292,Capital,2CAPI,Capital Investment,DXXTB,IT S TCF Non-NCC,203638.35
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,28/03/2025,GAZPROM ENERGY,9363007,revenue,1KL84,Out of Scope Open Space,#N/A,,326.39
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,28/03/2025,GAZPROM ENERGY,9363014,revenue,1KL84,Out of Scope Open Space,#N/A,,1057.91
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/03/2025,GB LUBRICANTS,9345301,revenue,1KEHA,Arbor Team,#N/A,,264.45
Operations & Regulatory Services ,Operations,Revenue Expenditure,24/03/2025,GB LUBRICANTS,9349442,revenue,3KES1,City Transport Stock,#N/A,,275.28
Operations & Regulatory Services ,Operations,Revenue Expenditure,05/03/2025,GB LUBRICANTS,9330147,revenue,3KES1,City Transport Stock,#N/A,,1000.98
Children & Families,Children's Social Care,Revenue Expenditure,21/03/2025,GEAR4MUSIC LIMITED,9357394,revenue,1EM11,MoJ Turnaround Programme,#N/A,,556.46
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GEMS NURSERY,9359585,revenue,1EEP5,2Yr Old Learning & Childcare,#N/A,,431.40
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GEMS NURSERY,9359483,revenue,1EEYH,Under 2YO,#N/A,,1052.86
Deputy Chief Executive,Climate Change Strategy,Revenue Expenditure,21/03/2025,GENEARTH CIC,9350389,revenue,1FT83,Climate Change Strategy,#N/A,,3000.00
Investment & Growth,Transport,Revenue Expenditure,21/03/2025,GEOPLACE LLP,9344421,revenue,1KE12,Road Activities Permit Scheme,#N/A,,3150.00
"City Ops, Nghbrhds & Reg Srvcs",Parking,Revenue Expenditure,26/03/2025,GEORGE F WHITE LLP,9359731,revenue,1V204,Car Parking Infrastructure,#N/A,,15000.00
Investment & Growth,Transport,Revenue Expenditure,14/03/2025,GEORGE F WHITE LLP,9345299,revenue,1V010,Queen Victoria Road Phase 2,#N/A,,581.00
Children & Families,Children's Social Care,Revenue Expenditure,28/03/2025,GERALDINE WETHERELL & ASSOCIATES LTD,9356446,revenue,1MR64,CSC Training,#N/A,,23180.00
Children & Families,Children's Social Care,Revenue Expenditure,26/03/2025,GET CARTER TAXIS,9360977,revenue,1MC20,In House Foster Care Costs,#N/A,,697.50
Children & Families,Children's Social Care,Revenue Expenditure,26/03/2025,GET CARTER TAXIS,9360982,revenue,1MC20,In House Foster Care Costs,#N/A,,800.00
Children & Families,Children's Social Care,Revenue Expenditure,26/03/2025,GET CARTER TAXIS,9360983,revenue,1MC20,In House Foster Care Costs,#N/A,,697.50
Children & Families,Children's Social Care,Revenue Expenditure,26/03/2025,GET CARTER TAXIS,9360984,revenue,1MC20,In House Foster Care Costs,#N/A,,800.00
Children & Families,Children's Social Care,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9340261,revenue,1MC20,In House Foster Care Costs,#N/A,,632.00
Children & Families,Children's Social Care,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9340262,revenue,1MC20,In House Foster Care Costs,#N/A,,620.00
Children & Families,Children's Social Care,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9345929,revenue,1MC20,In House Foster Care Costs,#N/A,,790.00
Children & Families,Children's Social Care,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9347641,revenue,1MC20,In House Foster Care Costs,#N/A,,697.50
Children & Families,Education,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9342939,revenue,1E212,Transport Special,#N/A,,12318.25
Children & Families,Education,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9342940,revenue,1E212,Transport Special,#N/A,,13001.85
Children & Families,Education,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9342945,revenue,1E212,Transport Special,#N/A,,13001.85
Children & Families,Education,Revenue Expenditure,14/03/2025,GET CARTER TAXIS,9342946,revenue,1E212,Transport Special,#N/A,,15641.82
Investment & Growth,Transport,Capital Expenditure,25/03/2025,GGAS-GRAEME GIBB,9359369,Capital,2CAPI,Capital Investment,DX031,Tyne Bridge Restoration,625.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,14/03/2025,GILLS OF BYKER,9351122,revenue,1KR01,Responsive Maintenance,#N/A,,4054.59
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/03/2025,GILLS OF BYKER,9303199,revenue,1KEWC,Condercum Road Depot,#N/A,,680.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,17/03/2025,GILLS OF BYKER,9352240,revenue,1KVWC,Construction Services,#N/A,,487.80
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,17/03/2025,GILLS OF BYKER,9352155,revenue,1KVWC,Construction Services,#N/A,,255.80
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/03/2025,GILLS OF BYKER,9303202,revenue,1KVWC,Construction Services,#N/A,,1983.95
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,18/03/2025,GILLS OF BYKER,9352242,revenue,1DQ9Y,John Marley Centre,#N/A,,379.28
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,11/03/2025,GLAZING FILMS & BLINDS LTD,9334101,revenue,1MG25,Connie Lewcock House OP,#N/A,,492.65
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/03/2025,GLAZING FILMS & BLINDS LTD,9324795,revenue,1KE1C,Castle Dene Centre R&M,#N/A,,519.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/03/2025,GLAZING FILMS & BLINDS LTD,9324796,revenue,1KEWC,Condercum Road Depot,#N/A,,270.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,28/03/2025,GLAZING FILMS & BLINDS LTD,9352112,revenue,1EA04,Heaton ASB,#N/A,,318.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,11/03/2025,GLOBAL HSE SOLUTIONS LTD,9346215,Capital,2HE01,Capital Citywide,HX160,External Wall Assesments,16800.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,11/03/2025,GLOBAL HSE SOLUTIONS LTD,9346214,Capital,2HE01,Capital Citywide,HX160,External Wall Assesments,22400.00
Children & Families,Children's Social Care,Revenue Expenditure,06/03/2025,GLOBAL MEDIA GROUP SERVICES LTD,9343312,revenue,1MC21,Fostering Unit,#N/A,,1200.00
Children & Families,Children's Social Care,Revenue Expenditure,12/03/2025,GLOBAL MEDIA GROUP SERVICES LTD,9335108,revenue,1MC21,Fostering Unit,#N/A,,5750.00
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,19/03/2025,GLOBAL MEDIA GROUP SERVICES LTD,9335109,revenue,1D506,Events,#N/A,,1450.65
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,03/03/2025,GLOBAL MEDIA GROUP SERVICES LTD,9327683,revenue,1D506,Events,#N/A,,511.76
Investment & Growth,"Museums, Arts and Culture",Revenue Expenditure,03/03/2025,GLOBAL MEDIA GROUP SERVICES LTD,9327682,revenue,1D506,Events,#N/A,,1164.16
Operations & Regulatory Services ,Operations,Revenue Expenditure,27/03/2025,GM COACHWORK LTD,9341838,revenue,3KES1,City Transport Stock,#N/A,,1015.00
Children & Families,Education Schools/DSG,Revenue Expenditure,31/03/2025,GMB,9364111,revenue,1E224,SB Trade Union Facility Time,#N/A,,6653.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,13/03/2025,GMH MINI PLANT HIRE,9349757,revenue,1KR01,Responsive Maintenance,#N/A,,465.00
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GO FAR PLAYGROUP,9359629,revenue,1EEP5,2Yr Old Learning & Childcare,#N/A,,647.10
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GO FAR PLAYGROUP,9359423,revenue,1EEYH,Under 2YO,#N/A,,2214.58
Investment & Growth,Transport,Revenue Expenditure,10/03/2025,GO NORTH EAST,9344471,revenue,1V006,Bus Service Provision,#N/A,,2987.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,GOLDIELEA CARE HOME,9358459,revenue,1MG20,Residential Care OP,#N/A,,3328.40
Adult Social Care & Prevention,Care & Support,Revenue Expenditure,13/03/2025,GOMPELS HEALTHCARE LTD,9328972,revenue,1MG26,Byker Lodge Resource Centre OP,#N/A,,437.64
Housing & Communities,Fairer Housing Unit,Revenue Expenditure,06/03/2025,GONDAL PROPERTIES,9343051,revenue,1VH08,Rent Deposit Fund,#N/A,,500.00
Children & Families,Education,Capital Expenditure,21/03/2025,GOSFORTH ACADEMY,9356380,Capital,2CAPI,Capital Investment,ESN32,Gosforth Academy Washroom,51305.54
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GOSFORTH CHILDMINDING SERVICES,9359566,revenue,1EEP5,2Yr Old Learning & Childcare,#N/A,,970.65
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GOSFORTH CHILDMINDING SERVICES,9359581,revenue,1EEYH,Under 2YO,#N/A,,294.45
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GOSFORTH CHILDMINDING SERVICES,9359564,revenue,1EEYH,Under 2YO,#N/A,,487.99
Operations & Regulatory Services ,Operations,Revenue Expenditure,05/03/2025,GOTT TECHNICAL SERVICES LTD,9332248,revenue,3KES1,City Transport Stock,#N/A,,377.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,05/03/2025,GOTT TECHNICAL SERVICES LTD,9327488,revenue,3KES1,City Transport Stock,#N/A,,334.88
Housing & Communities,Head Housing Services,Revenue Expenditure,13/03/2025,GOVERNMENT EVENTS,9349547,revenue,1BH02,Housing Services General,#N/A,,306.00
HRA Expenditure,General Management,Revenue Expenditure,20/03/2025,GOWING LAW SOLICITORS,9355968,revenue,1HCIS,HRA Insurance Services,#N/A,,260.00
HRA Expenditure,General Management,Revenue Expenditure,11/03/2025,GOWING LAW SOLICITORS,9345863,revenue,1HCIS,HRA Insurance Services,#N/A,,7200.00
Children & Families,Children's Social Care,Revenue Expenditure,26/03/2025,GRAB A CAB,9360280,revenue,1MC20,In House Foster Care Costs,#N/A,,652.00
Children & Families,Children's Social Care,Revenue Expenditure,19/03/2025,GRAB A CAB,9353811,revenue,1MC20,In House Foster Care Costs,#N/A,,555.00
Children & Families,Children's Social Care,Revenue Expenditure,11/03/2025,GRAB A CAB,9346106,revenue,1MC20,In House Foster Care Costs,#N/A,,555.00
Children & Families,Education,Revenue Expenditure,11/03/2025,GRAB A CAB,9345761,revenue,1E212,Transport Special,#N/A,,19289.35
Children & Families,Education,Revenue Expenditure,11/03/2025,GRAB A CAB,9345764,revenue,1E212,Transport Special,#N/A,,19289.35
Children & Families,Education,Revenue Expenditure,14/03/2025,GRAB A CAB,9344953,revenue,1E212,Transport Special,#N/A,,17525.27
Children & Families,Education,Revenue Expenditure,14/03/2025,GRAB A CAB,9346906,revenue,1E212,Transport Special,#N/A,,18989.75
Investment & Growth,Transport,Revenue Expenditure,14/03/2025,GRAITEC LTD,9330232,revenue,1KE85,Traffic Management,#N/A,,5010.00
Children & Families,Early Help and Family Support,Revenue Expenditure,14/03/2025,GRAND HOTEL GOSFORTH PARK,9351096,revenue,1FHSL,Family Hubs and Start for Life,#N/A,,4054.17
Children & Families,Education,Revenue Expenditure,24/03/2025,GRAND HOTEL GOSFORTH PARK,9358538,revenue,1E220,School Effectiveness,#N/A,,805.83
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/03/2025,GRASMERE LODGE,9350619,revenue,1MM20,Residential Care MH,#N/A,,3469.20
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/03/2025,GREAT NORTH CARE HOME,9353312,revenue,1MG50,Home Care OP,#N/A,,264.67
Adult Social Care & Prevention,Community Support,Revenue Expenditure,18/03/2025,GREAT NORTH CARE HOME,9353312,revenue,1MK50,Supported Living LD,#N/A,,20975.96
Workforce & Development,Employability Team,Revenue Expenditure,25/03/2025,GREEN STREET PIONEERS LTD,9359761,revenue,1FP20,Employability,#N/A,,1244.10
Children & Families,Education Schools/DSG,Revenue Expenditure,25/03/2025,GREEN TREE NURSERY,9359442,revenue,1EEYH,Under 2YO,#N/A,,1801.95
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,10/03/2025,GREENBANK RECYCLING SOLUTIONS,9343280,revenue,1KQ20,NFS Commercial Solutions,#N/A,,2730.00
Workforce & Development,Employability Team,Revenue Expenditure,25/03/2025,GREENER SOLUTIONS GROUP,9359767,revenue,1FP20,Employability,#N/A,,1487.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Capital Expenditure,24/03/2025,GREENS SCAFFOLDING SERVICES LTD,9358375,Capital,2CAPI,Capital Investment,EMF17,Newington Rd W Roof/Structural,2818.50
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,26/03/2025,GREENS SCAFFOLDING SERVICES LTD,9358543,revenue,1KEWB,Newington Road West Depot,#N/A,,760.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,26/03/2025,GREENS SCAFFOLDING SERVICES LTD,9350775,revenue,1KVWC,Construction Services,#N/A,,4980.08
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/03/2025,GREENS SCAFFOLDING SERVICES LTD,9324505,revenue,1KEWB,Newington Road West Depot,#N/A,,855.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,26/03/2025,GREENS SCAFFOLDING SERVICES LTD,9361061,revenue,1DR53,Percy Street Temp Shops,#N/A,,2480.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,24/03/2025,GREENS SCAFFOLDING SERVICES LTD,9358374,revenue,1FRAA,Westgate,#N/A,,512.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,24/03/2025,GREENS SCAFFOLDING SERVICES LTD,9358719,revenue,1KKX1,Civic Centre Direct Costs,#N/A,,453.00
Investment & Growth,Development Management,Revenue Expenditure,26/03/2025,GREENS SCAFFOLDING SERVICES LTD,9308648,revenue,1V074,Grainger Town & Public Art,#N/A,,657.00
Investment & Growth,Transport,Revenue Expenditure,27/03/2025,GREENS SCAFFOLDING SERVICES LTD,9362441,revenue,1KEMC,Highways,#N/A,,315.00
Investment & Growth,Development Management,Revenue Expenditure,28/03/2025,GREEN-TECH,9335240,revenue,1V039,Trees 4 Climate,#N/A,,1187.50
Investment & Growth,Development Management,Revenue Expenditure,03/03/2025,GREEN-TECH,9326330,revenue,1V039,Trees 4 Climate,#N/A,,2378.80
Investment & Growth,Development Management,Revenue Expenditure,12/03/2025,GREEN-TECH,9327649,revenue,1V039,Trees 4 Climate,#N/A,,2566.60
Investment & Growth,Development Management,Revenue Expenditure,12/03/2025,GREEN-TECH,9327650,revenue,1V039,Trees 4 Climate,#N/A,,3928.15
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/03/2025,GREENWICH LEISURE LIMITED,9358561,revenue,1MG01,Care Management OP,#N/A,,1680.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,10/03/2025,GREENWICH LEISURE LIMITED,9332270,revenue,1EA15,Newcastle City Learning Main,#N/A,,284.00
Public Health Service,Public Health,Revenue Expenditure,11/03/2025,GREENWICH LEISURE LIMITED,9346055,revenue,1ML18,SSMTRG,#N/A,,1250.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,11/03/2025,GREGGS,9347916,revenue,1MR08,Directorate Leadership Team,#N/A,,810.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,28/03/2025,GROUNDWORK SERVICES (DURHAM) LTD,9347992,revenue,1KEWB,Newington Road West Depot,#N/A,,7479.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,28/03/2025,GROUNDWORK SERVICES (DURHAM) LTD,9345043,revenue,1KVWC,Construction Services,#N/A,,9854.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,14/03/2025,GROUP TEGULA LTD,9351121,revenue,1KR01,Responsive Maintenance,#N/A,,85154.36
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,07/03/2025,GROUP TEGULA LTD,9344156,revenue,1KE1B,Connie Lewcock House R&M,#N/A,,480.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,07/03/2025,GROUP TEGULA LTD,9344157,revenue,1KE1B,Connie Lewcock House R&M,#N/A,,460.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,19/03/2025,GROUP TEGULA LTD,9353858,revenue,1DR03,Grainger Market,#N/A,,28000.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,19/03/2025,GROUP TEGULA LTD,9353856,revenue,1DZ14,Raby Cross Byker,#N/A,,520.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,19/03/2025,GROUP TEGULA LTD,9353854,revenue,1DZW5,Byker Hill Ind. Est.,#N/A,,14481.73
Deputy Chief Executive,Communities Team,Revenue Expenditure,19/03/2025,GROUP TEGULA LTD,9353860,revenue,1KL28,Carnegie Building,#N/A,,1908.00
Deputy Chief Executive,Communities Team,Revenue Expenditure,19/03/2025,GROUP TEGULA LTD,9353859,revenue,1KL28,Carnegie Building,#N/A,,10251.60
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,19/03/2025,GROUP TEGULA LTD,9353861,Capital,2HE01,Capital Citywide,H6045,Asbestos Programme,13080.81
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/03/2025,GSG NEWCASTLE LTD,9362336,revenue,1KEYZ,BEST 2 Project,#N/A,,1024.92
Children & Families,Education Schools/DSG,Revenue Expenditure,05/03/2025,GUST INDEPENDENT SCHOOL,9341149,revenue,1E20A,SB Independent Schools,#N/A,,2850.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,13/03/2025,GUSTHARTS,9343526,revenue,1KEHA,Arbor Team,#N/A,,769.60
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,03/03/2025,GUSTHARTS,9324523,revenue,1KEHA,Arbor Team,#N/A,,662.50
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,26/03/2025,H MALONE & SONS LTD,9361314,revenue,1KR05,District Heating,#N/A,,11412.00
Children & Families,Early Help and Family Support,Revenue Expenditure,31/03/2025,H OUTDOOR EXPERIENCES LTD,9364282,revenue,1EYWC,Wraparound Childcare Programme,#N/A,,10627.00
Children & Families,Early Help and Family Support,Revenue Expenditure,25/03/2025,H OUTDOOR EXPERIENCES LTD,9359416,revenue,1EYWC,Wraparound Childcare Programme,#N/A,,380.00
Children & Families,Early Help and Family Support,Revenue Expenditure,25/03/2025,H OUTDOOR EXPERIENCES LTD,9359427,revenue,1EYWC,Wraparound Childcare Programme,#N/A,,475.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/03/2025,HADRIAN HEALTHCARE GROUP,9350568,revenue,1MG10,Nursing Care OP,#N/A,,10059.88
Adult Social Care & Prevention,Community Support,Revenue Expenditure,14/03/2025,HADRIAN HEALTHCARE GROUP,9350568,revenue,1MG20,Residential Care OP,#N/A,,3760.12
Adult Social Care & Prevention,Community Support,Revenue Expenditure,05/03/2025,HADRIAN HOUSE WALLSEND,9341752,revenue,1MG10,Nursing Care OP,#N/A,,44257.41
Adult Social Care & Prevention,Community Support,Revenue Income,05/03/2025,HADRIAN HOUSE WALLSEND,9341752,revenue,1MG10,Nursing Care OP,#N/A,,-11736.57
Operations & Regulatory Services ,Operations,Revenue Expenditure,07/03/2025,HAKO MACHINES LTD,9329169,revenue,3KES1,City Transport Stock,#N/A,,703.44
Operations & Regulatory Services ,Operations,Revenue Expenditure,28/03/2025,HAKO MACHINES LTD,9343150,revenue,3KES1,City Transport Stock,#N/A,,281.96
Operations & Regulatory Services ,Operations,Revenue Expenditure,28/03/2025,HAKO MACHINES LTD,9345461,revenue,3KES1,City Transport Stock,#N/A,,478.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,14/03/2025,HAKO MACHINES LTD,9333822,revenue,3KES1,City Transport Stock,#N/A,,561.34
