Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/09/2024,A&J KEITH LTD,9207022,revenue,1KVEE,Electrical Stand Alone Works,5990.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/09/2024,A&J KEITH LTD,9207023,revenue,1KVEE,Electrical Stand Alone Works,7100.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/09/2024,A&J KEITH LTD,9207025,revenue,1KVEE,Electrical Stand Alone Works,5648.43
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/09/2024,A&J KEITH LTD,9207021,revenue,1KVEE,Electrical Stand Alone Works,836.51
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/09/2024,A&J KEITH LTD,9207028,revenue,1KVEE,Electrical Stand Alone Works,4965.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/09/2024,A&J KEITH LTD,9207029,revenue,1KVEE,Electrical Stand Alone Works,1232.47
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,05/09/2024,A&J KEITH LTD,9207027,revenue,1KVEE,Electrical Stand Alone Works,1203.09
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/09/2024,A&S LOCKSMITHS,9220954,revenue,1KL84,Out of Scope Open Space,622.21
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,24/09/2024,A&S LOCKSMITHS,9220955,revenue,1KL84,Out of Scope Open Space,468.29
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,10/09/2024,A&S LOCKSMITHS,9209448,revenue,1KL84,Out of Scope Open Space,292.63
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,30/09/2024,A&S LOCKSMITHS,9143771,revenue,1KVWC,Minor Works Contracts,491.30
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,09/09/2024,A&S LOCKSMITHS,9208750,revenue,1DY50,Misc Corporate Estates,758.34
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,03/09/2024,A&S LOCKSMITHS,9204052,revenue,1DT06,Foundry Lane Industrial Estate,293.85
Children & Families,Children's Social Care,Revenue Expenditure,09/09/2024,A1 FOSTER CARE,9208255,revenue,1MC22,External Foster Care Costs,4560.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,18/09/2024,AAETO,9202662,revenue,1EA15,Newcastle City Learning Main,1420.00
Deputy Chief Executive,Education & Skills Services,Revenue Expenditure,09/09/2024,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,9208702,revenue,1EA15,Newcastle City Learning Main,427.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ABBEYFIELD CASTLE FARM,9209716,revenue,1MG20,Residential Care OP,38994.21
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ABBEYFIELD THE GROVE,9209708,revenue,1MG20,Residential Care OP,13997.92
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ABBEYMOOR,9209717,revenue,1MH10,Nursing Care PD,2995.74
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,30/09/2024,ABCA SYSTEMS,9212838,revenue,1KR56,Communal Area & Cyclical Mntce,18250.25
CFO Directorate,Revenues and Benefits,Revenue Expenditure,12/09/2024,ACCESS INDEPENDENT,9212075,revenue,1CS00,Revs and Bens Staffing,879.60
CFO Directorate,Revenues and Benefits,Revenue Expenditure,11/09/2024,ACCESS INDEPENDENT,9211118,revenue,1CS00,Revs and Bens Staffing,884.04
Children & Families,Education Schools/DSG,Revenue Expenditure,03/09/2024,ACORN CARE & EDUCATION LTD,9204961,revenue,1E20A,SB Independent Schools,80524.39
Children & Families,Children's Social Care,Revenue Expenditure,09/09/2024,ACORN HOUSE,9208256,revenue,1MC22,External Foster Care Costs,4003.68
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,13/09/2024,ACP,9207455,revenue,1KSCD,External Vehicle Tracking,537.05
"City Ops, Nghbrhds & Reg Srvcs",ICT,Revenue Expenditure,13/09/2024,ACP,9207457,revenue,1KSCD,External Vehicle Tracking,399.25
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/09/2024,ACP,9202941,revenue,1KENB,Fleet Workshops OH,486.45
Children & Families,Children's Social Care,Revenue Expenditure,09/09/2024,ACTION FOR CHILDREN,9208280,revenue,1MC02,External Residential Placement,21568.00
Children & Families,Education Schools/DSG,Revenue Expenditure,05/09/2024,ACTION FOR CHILDREN,9202983,revenue,1E25R,AP Inclusion Panel,16666.66
Children & Families,Education Schools/DSG,Revenue Expenditure,05/09/2024,ACTION FOR CHILDREN,9202982,revenue,1E25R,AP Inclusion Panel,8333.33
Public Health Service,Public Health,Revenue Expenditure,20/09/2024,ACTION FOR CHILDREN,9206840,revenue,1ML18,SSMTRG,25000.00
Children & Families,Strategy & Commissioning Unit,Revenue Expenditure,05/09/2024,ACTION FOUNDATION,9202598,revenue,1MB31,Voice and Influence,500.00
Children & Families,Children's Social Care,Revenue Expenditure,09/09/2024,ACTIVE ARK,9208281,revenue,1MC02,External Residential Placement,19343.56
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,30/09/2024,ADARE LTD,9220960,revenue,1FL03,Elections Delivery,456.80
"City Ops, Nghbrhds & Reg Srvcs",Democratic Services,Revenue Expenditure,30/09/2024,ADARE LTD,9220961,revenue,1FL03,Elections Delivery,3086.90
Children & Families,Children's Social Care,Capital Expenditure,27/09/2024,ADDERSTONE LIVING LTD,9209825,Capital,2CAPI,Capital Investment,78017.00
Investment & Growth,Transport,Revenue Expenditure,30/09/2024,ADMEC ENVIRONMENTAL SERVICES LTD,9215657,revenue,1KW32,Gullies Team,329.34
Investment & Growth,Transport,Revenue Expenditure,18/09/2024,ADMEC ENVIRONMENTAL SERVICES LTD,9195841,revenue,1KW32,Gullies Team,334.92
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,20/09/2024,ADT FIRE & SECURITY,9212919,revenue,1KJ94,Security Services Delegated,268.20
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,13/09/2024,ADT FIRE & SECURITY,9212911,revenue,1KJ94,Security Services Delegated,558.53
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/09/2024,ADVANCED RENEWABLE POWER LTD,9218982,revenue,1FRAW,Premises Contracts,850.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,30/09/2024,ADVANCED TOTAL SUPPLIES LTD,9204030,Capital,2CAPI,Capital Investment,3622.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,18/09/2024,ADVANCED TOTAL SUPPLIES LTD,9200121,Capital,2CAPI,Capital Investment,5796.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,18/09/2024,ADVANCED TOTAL SUPPLIES LTD,9200120,Capital,2CAPI,Capital Investment,3360.00
"City Ops, Nghbrhds & Reg Srvcs",Facility Services / Civic Mgt,Capital Expenditure,24/09/2024,ADVANCED TOTAL SUPPLIES LTD,9220938,Capital,2CAPI,Capital Investment,8400.00
Housing & Communities,Support Serv Active Incl,Revenue Expenditure,13/09/2024,ADVANCED TOTAL SUPPLIES LTD,9198747,revenue,1VH22,Temporary Accommodation Prem,750.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/09/2024,ADVANCED WATER TECHNOLOGIES,9204796,revenue,1KR05,District Heating,5023.04
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/09/2024,ADVANCED WATER TECHNOLOGIES,9168959,revenue,1KR05,District Heating,699.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/09/2024,ADVANCED WATER TECHNOLOGIES,9198593,revenue,1KR05,District Heating,1100.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/09/2024,ADVANCED WATER TECHNOLOGIES,9198593,revenue,1KR8L,Wide District Heating,265.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,09/09/2024,ADVANTEX NETWORK SOLUTIONS LTD,9191650,revenue,1KVEE,Electrical Stand Alone Works,526.15
Children & Families,Children's Social Care,Revenue Expenditure,09/09/2024,ADVOCATE RESIDENTIAL,9208301,revenue,1MC02,External Residential Placement,39200.00
Operations & Regulatory Services ,Operations,Revenue Expenditure,20/09/2024,AEBI SCHMIDT UK LTD,9204636,revenue,3KES1,City Transport Stock,487.09
Operations & Regulatory Services ,Operations,Revenue Expenditure,26/09/2024,AEBI SCHMIDT UK LTD,9204637,revenue,3KES1,City Transport Stock,544.10
Operations & Regulatory Services ,Operations,Revenue Expenditure,26/09/2024,AEBI SCHMIDT UK LTD,9213408,revenue,3KES1,City Transport Stock,487.64
Operations & Regulatory Services ,Operations,Revenue Expenditure,13/09/2024,AEBI SCHMIDT UK LTD,9213407,revenue,3KES1,City Transport Stock,3413.87
Operations & Regulatory Services ,Operations,Revenue Expenditure,06/09/2024,AEBI SCHMIDT UK LTD,9191587,revenue,3KES1,City Transport Stock,311.98
Operations & Regulatory Services ,Operations,Revenue Expenditure,11/09/2024,AEBI SCHMIDT UK LTD,9192964,revenue,3KES1,City Transport Stock,1056.43
Operations & Regulatory Services ,Operations,Revenue Expenditure,19/09/2024,AEBI SCHMIDT UK LTD,9201218,revenue,3KES1,City Transport Stock,846.63
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,04/09/2024,AGGREKO UK LTD,9197217,revenue,1CC52,Outer West Library Hub,3626.76
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/09/2024,AGROVISTA UK LTD,9202634,revenue,1KEFA,Grounds Maintenance,1199.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,19/09/2024,AIR TECHNIQUE,9192433,revenue,1KVEM,Mechanical Stand Alone Works,786.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/09/2024,AJAY MANAGEMENT SERVICES LTD,9197038,revenue,1KVWC,Minor Works Contracts,1550.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/09/2024,AJAY MANAGEMENT SERVICES LTD,9197039,revenue,1KVWC,Minor Works Contracts,1625.00
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,20/09/2024,AKW MEDI-CARE LTD,9204665,revenue,1KR12,DDA,254.44
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/09/2024,AKW MEDI-CARE LTD,9200125,revenue,1KR12,DDA,317.32
"City Ops, Nghbrhds & Reg Srvcs",Local Services,Revenue Expenditure,06/09/2024,AKW MEDI-CARE LTD,9200124,revenue,1KR12,DDA,266.70
Investment & Growth,Economic Development,Revenue Expenditure,19/09/2024,ALAN HILLARY EVENTS LTD,9197033,revenue,1FN33,Place Innovation Programme,15738.00
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,13/09/2024,ALARM SUPPLIES SCOTLAND LTD,9207453,revenue,1KJ42,Security Consultancy,322.45
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALBANY HOUSE  (WHITLEY BAY),9209718,revenue,1MM20,Residential Care MH,2770.12
Operations & Regulatory Services ,Operations,Revenue Expenditure,13/09/2024,ALBANY MOTORS,9196998,revenue,3KES1,City Transport Stock,317.80
Children & Families,Children's Social Care,Revenue Expenditure,13/09/2024,ALBANY OFFICE FURNITURE SOLUTIONS,9203060,revenue,1MB04,Childrens Standards Unit,1180.97
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALDERWOOD,9209769,revenue,1MM10,Nursing Care MH,6158.76
Adult Social Care & Prevention,Community Support,Revenue Income,10/09/2024,ALDERWOOD,9209769,revenue,1MM10,Nursing Care MH,-432.20
Children & Families,Children's Social Care,Revenue Expenditure,09/09/2024,ALEXANDERS HOUSE LTD,9208305,revenue,1MC02,External Residential Placement,19200.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,12/09/2024,ALIGN PROPERTY PARTNERS LTD,9212244,revenue,1KEYZ,BEST 2 Project,14487.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/09/2024,ALIGN PROPERTY PARTNERS LTD,9209632,revenue,1KEY2,BEST 2 Gateshead,3333.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/09/2024,ALLAN COURT RESIDENTIAL HOME,9221098,revenue,1MG10,Nursing Care OP,940.32
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/09/2024,ALLAN COURT RESIDENTIAL HOME,9221098,revenue,1MK20,Residential Care LD,338.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/09/2024,ALLAN COURT RESIDENTIAL HOME,9221098,revenue,1MM10,Nursing Care MH,846.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLAN COURT RESIDENTIAL HOME,9209780,revenue,1MG10,Nursing Care OP,35859.37
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLAN COURT RESIDENTIAL HOME,9209780,revenue,1MG20,Residential Care OP,105837.62
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLAN COURT RESIDENTIAL HOME,9209780,revenue,1MH10,Nursing Care PD,3499.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLAN COURT RESIDENTIAL HOME,9209780,revenue,1MH20,Residential Care PD,5624.16
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLAN COURT RESIDENTIAL HOME,9209780,revenue,1MK10,Nursing Care LD,7942.48
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLAN COURT RESIDENTIAL HOME,9209780,revenue,1MM10,Nursing Care MH,22577.63
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLAN COURT RESIDENTIAL HOME,9209780,revenue,1MM20,Residential Care MH,3499.48
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,05/09/2024,ALLIANCE DISPOSABLES LTD,9196910,revenue,1KFWC,Welford Day Centre,1397.75
CFO Directorate,Revenues and Benefits,Revenue Expenditure,27/09/2024,ALLIED PUBLICITY SERVICES(MANCHESTER)LTD,9204910,revenue,1CS00,Revs and Bens Staffing,1131.24
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ALLINGTON HOUSE,9209766,revenue,1MG20,Residential Care OP,3468.16
Adult Social Care & Prevention,Community Support,Revenue Income,10/09/2024,ALLINGTON HOUSE,9209766,revenue,1MG20,Residential Care OP,-867.84
Operations & Regulatory Services ,Operations,Revenue Expenditure,30/09/2024,ALPHA RECOVERY LTD,9208113,revenue,3KES1,City Transport Stock,1430.00
Children & Families,Children's Social Care,Revenue Expenditure,02/09/2024,ALPHABIOLABS,9203684,revenue,1MD68,Legal Fees Care,425.20
Children & Families,Children's Social Care,Revenue Expenditure,12/09/2024,ALPHABIOLABS,9203687,revenue,1MD68,Legal Fees Care,825.00
Children & Families,Children's Social Care,Revenue Expenditure,05/09/2024,ALPHABIOLABS,9199786,revenue,1MD68,Legal Fees Care,1222.50
Adult Social Care & Prevention,Community Support,Revenue Expenditure,09/09/2024,ANCHOR HAVEN & ENDEAVOUR PRIORY,9208023,revenue,1MK20,Residential Care LD,3180.27
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/09/2024,ANITA MORRIS ASSOCIATES PUBLIC RELATIONS,9219286,revenue,1V620,Pattern Shop,2777.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/09/2024,ANITA MORRIS ASSOCIATES PUBLIC RELATIONS,9219289,revenue,1V620,Pattern Shop,1270.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,20/09/2024,ANITA MORRIS ASSOCIATES PUBLIC RELATIONS,9219288,revenue,1V620,Pattern Shop,1270.00
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,27/09/2024,ANITA MORRIS ASSOCIATES PUBLIC RELATIONS,9219287,revenue,1V620,Pattern Shop,1270.00
Investment & Growth,Development Management,Revenue Expenditure,20/09/2024,ANTONY G WHARTON LTD T/A WHARLTON LANDSC,9192442,revenue,1V031,Landscaping,6050.00
Investment & Growth,Transport,Revenue Expenditure,25/09/2024,ANTONY G WHARTON LTD T/A WHARLTON LANDSC,9222192,revenue,1KEMC,Highways,17079.60
HRA Expenditure,General Management,Revenue Expenditure,20/09/2024,ANTONY HODARI SOLICITORS,9219198,revenue,1HCIS,HRA Insurance Services,2765.00
HRA Expenditure,General Management,Revenue Expenditure,30/09/2024,ANTONY HODARI SOLICITORS,9224435,revenue,1HCIS,HRA Insurance Services,5283.00
HRA Expenditure,General Management,Revenue Expenditure,19/09/2024,ANTONY HODARI SOLICITORS,9218540,revenue,1HCIS,HRA Insurance Services,276.39
CFO Directorate,Finance,Revenue Expenditure,13/09/2024,AON SOLUTIONS UK LTD,9203710,revenue,1FF51,Finance,2065.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,26/09/2024,APOLLO DOORS LTD,9207477,revenue,1KVWC,Minor Works Contracts,6380.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/09/2024,APPLETON MANOR CARE HOME,9220382,revenue,1MG20,Residential Care OP,3128.00
Adult Social Care & Prevention,Community Support,Revenue Income,24/09/2024,APPLETON MANOR CARE HOME,9220382,revenue,1MG20,Residential Care OP,-1248.48
Public Health Service,Public Health,Revenue Expenditure,04/09/2024,APPRECIATING PEOPLE,9206210,revenue,1ML18,SSMTRG,4225.44
"City Ops, Nghbrhds & Reg Srvcs",Facilities Serv and Civic Mgmt,Revenue Expenditure,17/09/2024,ARC ENVIROMENTAL LTD,9215920,revenue,1EJ20,City Library and Hub,2665.00
HRA Expenditure,General Management,Revenue Expenditure,20/09/2024,ARC ENVIROMENTAL LTD,9203724,revenue,1HRA3,Misc Feasibility Study/Survey,4730.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/09/2024,ARCADEA CIO,9221099,revenue,1MK60,Ind Day Care LD,14692.08
Adult Social Care & Prevention,Community Support,Revenue Expenditure,11/09/2024,ARCADEA CIO,9211072,revenue,1MK51,Home Care LD,192.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,11/09/2024,ARCADEA CIO,9211072,revenue,1MK60,Ind Day Care LD,789.36
Adult Social Care & Prevention,Community Support,Revenue Expenditure,11/09/2024,ARCADEA CIO,9211073,revenue,1MK51,Home Care LD,388.98
Investment & Growth,Transport,Revenue Expenditure,19/09/2024,ARMCON LTD,9218530,revenue,1KEMC,Highways,1507.82
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,17/09/2024,ARNOLD CLARK,9195941,revenue,1KESY,External Hires,277.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/09/2024,ARNOLD CLARK,9201233,revenue,1KESY,External Hires,291.06
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,20/09/2024,ARNOLD CLARK,9201234,revenue,1KESY,External Hires,501.62
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/09/2024,ARNOLD CLARK,9190714,revenue,1KESY,External Hires,254.80
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/09/2024,ARNOLD CLARK,9190716,revenue,1KESY,External Hires,501.62
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/09/2024,ARNOLD CLARK,9190717,revenue,1KESY,External Hires,361.50
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/09/2024,ARNOLD CLARK,9190719,revenue,1KESY,External Hires,385.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,06/09/2024,ARNOLD CLARK,9192970,revenue,1KESY,External Hires,291.06
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,04/09/2024,ARNOLD CLARK,9190705,revenue,1KESY,External Hires,423.36
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,27/09/2024,ARNOLD CLARK,9204650,revenue,1KESY,External Hires,402.92
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,24/09/2024,ARNOLD CLARK,9201388,revenue,1KESY,External Hires,296.52
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/09/2024,ARNOLD CLARK,9201391,revenue,1KESY,External Hires,293.58
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,25/09/2024,ARNOLD CLARK,9201392,revenue,1KESY,External Hires,296.52
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,10/09/2024,ARNOLD CLARK,9191787,revenue,1KESY,External Hires,296.52
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/09/2024,ARNOLD CLARK,9191788,revenue,1KESY,External Hires,277.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/09/2024,ARNOLD CLARK,9191789,revenue,1KESY,External Hires,402.92
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/09/2024,ARNOLD CLARK,9191791,revenue,1KESY,External Hires,293.58
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,11/09/2024,ARNOLD CLARK,9191792,revenue,1KESY,External Hires,296.52
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,03/09/2024,ARNOLD CLARK,9190703,revenue,1KESY,External Hires,277.20
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,19/09/2024,ARNOLD CLARK,9197853,revenue,1KESY,External Hires,576.52
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,19/09/2024,ARNOLD CLARK,9197861,revenue,1KESY,External Hires,423.36
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,19/09/2024,ARNOLD CLARK,9197862,revenue,1KESY,External Hires,332.64
Children & Families,Education Schools/DSG,Revenue Expenditure,10/09/2024,ARTHURS HILL FEDERATION-WESTGATE HILL PR,9209997,revenue,1E20V,Mainstream Schools Top Ups,13353.84
Children & Families,Education Schools/DSG,Revenue Expenditure,10/09/2024,ARTHURS HILL FEDERATION-WESTGATE HILL PR,9210035,revenue,1E20V,Mainstream Schools Top Ups,11699.86
Public Health Service,Public Health,Revenue Expenditure,30/09/2024,ASDA PHARMACY,9209806,revenue,1ML11,PH - Smoking & Tobacco,512.22
Public Health Service,Public Health,Revenue Expenditure,30/09/2024,ASDA STORES LIMITED,9209837,revenue,1ML11,PH - Smoking & Tobacco,307.46
Corporate Budgets,Commercial Dev & Property,Revenue Expenditure,05/09/2024,ASF CONVEYOR SERVICES LTD,9188572,revenue,1KKX1,Civic Centre Direct Costs,3776.40
Children & Families,Education Schools/DSG,Revenue Expenditure,03/09/2024,ASHBROOKE SCHOOL,9204971,revenue,1E20A,SB Independent Schools,119633.97
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ASHFIELD COURT,9209719,revenue,1MG20,Residential Care OP,10363.56
Adult Social Care & Prevention,Community Support,Revenue Income,10/09/2024,ASHFIELD COURT,9209719,revenue,1MG20,Residential Care OP,-1928.00
Adult Social Care & Prevention,Community Support,Revenue Expenditure,24/09/2024,ASHLEIGH COLLEGE,9220404,revenue,1MK20,Residential Care LD,14475.48
Children & Families,Education,Revenue Expenditure,17/09/2024,ASHMOLE MINICOACHES,9215934,revenue,1E212,Transport Special,2874.40
Children & Families,Education,Revenue Expenditure,16/09/2024,ASHMOLE MINICOACHES,9214562,revenue,1E212,Transport Special,1724.64
Children & Families,Education,Revenue Expenditure,24/09/2024,ASHMOLE MINICOACHES,9221100,revenue,1E212,Transport Special,2874.40
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ASHTON COURT CARE HOME,9209755,revenue,1MG10,Nursing Care OP,42611.44
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ASHTON COURT CARE HOME,9209755,revenue,1MG20,Residential Care OP,82958.53
Adult Social Care & Prevention,Community Support,Revenue Expenditure,10/09/2024,ASHTON COURT CARE HOME,9209755,revenue,1MH20,Residential Care PD,3499.48
Children & Families,Children's Social Care,Revenue Expenditure,09/09/2024,ASHWOOD CHILDREN?S CARE HOMES LIMITED,9208307,revenue,1MC02,External Residential Placement,81200.00
"City Ops, Nghbrhds & Reg Srvcs",Operations,Revenue Expenditure,13/09/2024,ASK 4 GLASS & GLAZING LTD,9206822,revenue,1KBM0,Public & Educ O/H,370.00
