Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Unrecoverable vat £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Place & Economy,Transport & Infrastructure Commissioning,Energy Costs,45352,30442292,1321.03,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Transport & Infrastructure Commissioning,Energy Costs,45352,30442293,4521.41,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Transport & Infrastructure Commissioning,Energy Costs,45352,30442297,1284.12,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Transport & Infrastructure Commissioning,Energy Costs,45352,30442298,736.27,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45352,30442301,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442302,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442303,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442304,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442305,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442306,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442307,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45352,30442308,3122.9,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Targeted Youth Service,Agency Staff,45352,30442309,919.8,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442310,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442311,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442312,1065.88,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45352,30442313,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45352,30442314,1347.3,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442315,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442316,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Quality Assurance,Agency Staff,45352,30442317,504.12,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442319,666.14,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442321,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442322,3497.9,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442323,1312.32,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442324,1406.2,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442326,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442327,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Quality Assurance,Agency Staff,45352,30442328,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442329,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442331,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45352,30442333,713.8,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442334,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442335,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442340,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442341,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442342,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442343,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442344,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442345,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442346,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442347,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442349,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Development Management,Agency Staff,45352,30442379,2689.91,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Director of Housing,Agency Staff,45352,30442380,743,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45352,30442389,2052.32,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Director of Housing,Agency Staff,45352,30442390,767.63,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45352,30442391,3061.32,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Regulatory Services,Agency Staff,45352,30442396,918.88,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Service Director Education,Agency Staff,45352,30442402,1146.45,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,IT & Digital Services,Agency Staff,45352,30442403,2338.89,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Executive Director of Children's Services,Agency Staff,45352,30442407,2485.31,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Executive Director of Children's Services,Agency Staff,45352,30442408,2898.95,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Executive Director of Children's Services,Agency Staff,45352,30442409,1799.16,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Business Intelligence,Agency Staff,45352,30442410,2895.76,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30442411,514.2,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45352,30442432,975,,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442458,1406.2,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442462,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442464,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45352,30442466,760.72,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442469,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442470,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442471,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442472,1632.02,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442486,651.16,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45352,30442487,1702.37,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442488,984.24,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45352,30442489,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442490,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442492,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442493,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442494,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442495,1443.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442496,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442497,1665.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442498,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Agency Staff,45352,30442499,1517.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45352,30442500,760.72,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442501,1480.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45352,30442503,1650.38,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45352,30442504,760.72,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442505,1702.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442506,1554.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442507,1628.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,External Education Placements,Schools,45352,30442530,32666.66,,Revenue,524836,The Place Young Peoples Company,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45352,30442535,32666.66,,Revenue,524836,The Place Young Peoples Company,Boarding Out Fees
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30442561,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,External Education Placements,Schools,45352,30442606,32666.66,,Revenue,524836,The Place Young Peoples Company,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45352,30442607,32666.66,,Revenue,524836,The Place Young Peoples Company,Boarding Out Fees
Peterborough City Council,Corporate Services,Performance Managment,Agency Staff,45352,30442749,694.28,,Revenue,500678,Eden Brown Ltd,External Temporary Staff
Peterborough City Council,Corporate,Corporate,Non Revenue,45352,30442760,24700,,Capital,504883,CACI Limited,IT Equipment
Peterborough City Council,Corporate Services,Insurance,Premises Insurances,45352,30442767,37425.38,,Revenue,500692,Zurich Insurance Company,Insurance Premiums
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45352,30442769,650,,Revenue,504319,Anchor Homes (Clayburn Court),Third Party Payments - Contract
Peterborough City Council,Place & Economy,Transport & Infrastructure Commissioning,Energy Costs,45352,30442778,177582.3,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Transport & Infrastructure Commissioning,Energy Costs,45352,30442779,9377.23,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Transport & Infrastructure Commissioning,Energy Costs,45352,30442781,611.9,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30442783,678.54,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45352,30442864,931.21,,Revenue,508656,B & H Services Group Ltd,Maintenance
Peterborough City Council,Corporate,Corporate,Non Revenue,45352,30442922,19000,,Balance Sheet,515524,Crawfords Legal Services,Contributions
Peterborough City Council,Children and Young People,School Improvement,Services,45352,30442985,614.45,,Revenue,511218,Cottenham Village Academy,Grant Payment
Peterborough City Council,Children and Young People,School Improvement,Services,45352,30442988,560,,Revenue,523126,Community Inclusive Trust,Grant Payment
Peterborough City Council,Children and Young People,School Improvement,Services,45352,30442989,620,,Revenue,522981,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,School Improvement,Services,45352,30442990,880,,Revenue,522669,Whitmore High School,Grant Payment
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443000,804.82,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Corporate Services,Commercial Propety,Services,45352,30443014,825,,Revenue,508831,Anglian Water Services Ltd,Legal Costs
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45352,30443054,4520,,Revenue,524631,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45352,30443055,6840,,Revenue,524631,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45352,30443056,5760,,Revenue,524631,Redacted Personal Information,Financial Assistance
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Services,45352,30443094,10856.25,,Revenue,517682,Lighting & Illumination Tech. Experience Ltd,Christmas Lights And Equipment
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443101,1076.62,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443102,1380.87,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443109,1326.04,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443131,2424.8,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443132,1126.06,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443133,917.55,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443134,743.08,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443135,760.44,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443136,804.82,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443142,1512.14,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443143,1191.66,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45352,30443145,1149.38,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45352,30443156,800,,Revenue,504670,Peterborough Women's Aid,Grant-Third Party
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45352,30443158,839.41,,Revenue,523057,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45352,30443160,675,,Revenue,500161,Orton Longueville Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45352,30443161,512.5,,Revenue,501278,Stanground St Johns Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45352,30443163,1350,,Revenue,500541,First Steps Nursery (Maxey) Ltd,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45352,30443165,534.38,,Revenue,508407,Eye C of E Primary School,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45352,30443170,512.5,,Revenue,502261,Thomas Deacon Education Trust,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45352,30443173,2775,,Revenue,500762,Bees At The Hive Pre-school/Early Years Alliance,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45352,30443175,675,,Revenue,522562,Busy Bunnies Hampton Water Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45352,30443176,881,,Revenue,500312,Longthorpe Playgroup,Grant Payment
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45352,30443196,1517.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30443201,1425.38,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45352,30443222,1406.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45352,30443237,1813.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45352,30443252,2144.88,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45352,8000321484,1400,,Revenue,500551,Rawheat Heating & Plumbing Eng.,Materials
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45352,8000321486,990,,Revenue,502495,Allworks Home Improvements Ltd,Materials
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45352,8000321489,610,,Revenue,503546,Handyman Steve,Materials
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45352,8000321490,530,,Revenue,503546,Handyman Steve,Materials
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45352,8000321495,628,,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45352,8000321497,833.32,,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45352,8000321499,1000,,Revenue,510255,Maplethorpe & Mooney Ltd,Occupational Therapy Equipment
