Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45019,30414828,2498.66,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45019,30414829,8250,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45019,30414831,1554.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45019,30414832,1168.79,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45019,30414838,1406.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45019,30414840,1126.44,Revenue,516000,Opus People Solutions Ltd,Internal Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45019,30414841,2252.88,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45019,30414842,3108.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45019,30414844,1819.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45019,30414845,6626.64,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Finance,Agency Staff,45019,30414846,632.73,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45019,30414847,2208.88,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Director of Housing,Agency Staff,45019,30414848,850.91,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45019,30414849,2506.61,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45019,30414849,-2130.18,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45019,30414849,81.29,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45019,30414849,437.78,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45019,30414849,2909.89,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45019,30414849,93.9,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45019,30414849,2653.37,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45019,30414849,76.84,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45019,30414849,7184.27,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45019,30414849,2213.59,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45019,30414849,86.42,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Corporate Services,Office Accomodation,Energy Costs,45019,30414849,186.85,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45019,30414850,1088.01,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45019,30414851,724.18,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45019,30414853,1702.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45019,30414854,11239.44,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Corporate Parenting,Energy Costs,45019,30414855,135.2,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,PFI,Energy Costs,45019,30414855,855.43,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45019,30414855,953.21,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Children and Young People,Corporate Parenting,Energy Costs,45019,30414855,86.42,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45019,30414855,206.9,Revenue,507687,Totalenergies Gas & Power Limited,Gas
Peterborough City Council,Place & Economy,Director of Housing,Services,45019,30414856,1938,Revenue,505010,Sharman Quinney,Financial Assistance
Peterborough City Council,Corporate Services,Bereavement Service,Services,45019,30414911,1685,Revenue,507748,Central England Co-Op,Contract Funerals
Peterborough City Council,Place & Economy,Environmental Enforcement & CCTV,Services,45019,30414912,12600,Revenue,512387,CSS Ltd,Contractors
Peterborough City Council,Adult Social Care,Mental Health,Other Establishments,45019,30414914,24000,Revenue,501876,Norfolk & Suffolk NHS Foundation Trust,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45019,8000280360,-1329.77,Revenue,503803,Fins Care Ltd t/a St Margarets Rest Home,Residential Care
Peterborough City Council,Children and Young People,Family Safeguarding,Services,45019,8000280862,518.96,Revenue,502827,Cross Keys Homes,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,6792,Revenue,522678,Genell Support Community Interest Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,4318.61,Revenue,502850,Eastern Family Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3900.68,Revenue,502850,Eastern Family Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.13,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,13507.14,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,13772.86,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,13507.14,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.27,Revenue,511905,True Fostering Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3538.78,Revenue,508165,Futures For Children,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,113,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,113,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3164,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3164,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-102.71,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,205.43,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,205.43,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,10.28,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,10.28,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1500.91,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1500.91,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1606.49,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.13,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1405.73,Revenue,518174,Apex Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,4342.86,Revenue,519854,MOSAIC FOSTER CARE LIMITED,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,117.15,Revenue,518174,Apex Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3498.57,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3160,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,12425.46,Revenue,511130,The Chartwell Group,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,11223,Revenue,511130,The Chartwell Group,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-233.79,Revenue,511130,The Chartwell Group,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-10319.14,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2293.14,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,27517.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,19491.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,11465.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,12425.46,Revenue,511130,The Chartwell Group,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,968.67,Revenue,511130,The Chartwell Group,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,18345.14,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,10319.14,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,27517.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,13507.14,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.13,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,5515.71,Revenue,509451,Acorn Care & Education Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,6864.29,Revenue,511905,True Fostering Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,0.93,Revenue,508165,Futures For Children,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.13,Revenue,508165,Futures For Children,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-102.71,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-102.71,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,205.43,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,205.43,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,10.28,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-1491.1,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-1605.8,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1606.49,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1606.49,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,113,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3164,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3164,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,4342.86,Revenue,519854,MOSAIC FOSTER CARE LIMITED,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,6400,Revenue,519854,MOSAIC FOSTER CARE LIMITED,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,117.15,Revenue,518174,Apex Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.04,Revenue,522678,Genell Support Community Interest Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,5575.88,Revenue,511228,To The Moon and Back Foster Care LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,0.08,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,0.09,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,11223,Revenue,511130,The Chartwell Group,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,968.67,Revenue,511130,The Chartwell Group,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-10319.14,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2293.14,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,19491.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-19491.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,11465.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-11465.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-11465.71,Revenue,510484,Favour Health LTD,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,8524.29,Revenue,509451,Acorn Care & Education Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,20307.21,Revenue,523534,Aspris Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,20307.21,Revenue,523534,Aspris Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,0.13,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-5515.71,Revenue,509451,Acorn Care & Education Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,13507.14,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,113,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,113,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3164,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3164,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-102.71,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-102.71,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,205.43,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,2876,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,10.28,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,10.28,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1500.91,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3579.08,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-1491.1,Revenue,500434,Foster Care Associates Ltd FCA,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,3621.43,Revenue,514947,Regional Fostering Services Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,120.71,Revenue,514947,Regional Fostering Services Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,6864.29,Revenue,511905,True Fostering Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,4526,Revenue,508165,Futures For Children,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.13,Revenue,508165,Futures For Children,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,1405.73,Revenue,518174,Apex Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,6400,Revenue,519854,MOSAIC FOSTER CARE LIMITED,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,4660,Revenue,510567,The Cambridge Housing Society Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,-0.04,Revenue,522678,Genell Support Community Interest Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,6400,Revenue,519854,MOSAIC FOSTER CARE LIMITED,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,0.09,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45019,8000281958,8524.29,Revenue,509451,Acorn Care & Education Ltd,Boarding Out Fees
