Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428637,1000,Revenue,502058,Stars Pre-School Welland,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428638,675,Revenue,502058,Stars Pre-School Welland,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428639,2000,Revenue,500161,Orton Longueville Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428640,2000,Revenue,500161,Orton Longueville Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428641,1350,Revenue,500161,Orton Longueville Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428642,1350,Revenue,502477,Castor & Ailsworth Pre School,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428643,1350,Revenue,500948,Little Tigers Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428644,675,Revenue,500948,Little Tigers Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428647,675,Revenue,501353,Shining Stars Pre-School Nursery,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45182,30428648,700,Revenue,522562,Busy Bunnies Hampton Water Ltd,Grant Payment
Peterborough City Council,Children and Young People,Corporate Parenting,Services,45182,30428664,599.22,Revenue,524472,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Corporate Parenting,Services,45182,30428664,258.2,Revenue,524472,Redacted Personal Information,Financial Assistance
Peterborough City Council,Corporate Services,Corporate Services,Other Establishments,45182,30428671,594,Revenue,518075,Bretton Baptist Church,Contributions
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45182,30428698,1893.57,Revenue,502734,Cambridgeshirehomecare,Purchased Social Care Services
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45182,30428699,5093.97,Revenue,502734,Cambridgeshirehomecare,Purchased Social Care Services
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45182,30428700,3520.44,Revenue,502734,Cambridgeshirehomecare,Purchased Social Care Services
Peterborough City Council,Place & Economy,Director of Housing,Contract Hire and Operating Leases,45182,30428711,839.98,Revenue,507527,Northumbria Healthcare NHS Foundation Trust,Hired Transport
Peterborough City Council,Public Health,DPH Office &Intelligence Team and Projects,Other Establishments,45182,30428715,1080,Revenue,522782,Peterborough Homeless Helpers (PHH),Third Party Payments - Contract
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,11009.45,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,11159.61,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,9116.6,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,35828.3,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,14135.15,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,24420.73,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,18271.01,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,64304.82,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,5190.14,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,5345.57,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,11326.49,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,9957.21,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,12256.58,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,7388.61,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,78120.47,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,24875.06,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,33130.17,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,8482.73,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,25957.96,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,32366.84,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,136528.39,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,10988.07,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,23127.1,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,11637.27,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,21794.46,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428717,35476.65,Balance Sheet,500181,Teachers Pensions,Pensions
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428718,20073.79,Balance Sheet,500303,The Prudential Assurance Company Ltd,Pensions
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428742,426,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428742,180,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428742,220,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428742,689.4,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428742,5481.27,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428743,143,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428743,110,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428743,713.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428743,427,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428743,5796.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428744,4552,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428744,257,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428744,110,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428744,556.4,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428744,173,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428745,195,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428745,110,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428745,665,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428745,68,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428745,4468.1,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428746,4172.9,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428746,110,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428746,68,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428746,665,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428746,188,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428748,181,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428748,87,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428748,110,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428748,556.4,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428748,4433.8,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Place & Economy,Director of Housing,Services,45182,30428750,2975,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45182,30428751,2090,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45182,30428752,3430,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45182,30428753,2920,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Corporate Services,Commercial Propety,Services,45182,30428754,4843.65,Revenue,523535,Hamson Barron Smith Ltd,Professional Services
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428755,616.35,Revenue,507022,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428757,641.88,Revenue,507950,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428758,616.35,Revenue,510236,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428760,3497.55,Revenue,512251,Friends Play Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428761,2346.51,Revenue,500200,Little Poppets Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428762,12750.15,Revenue,508617,Bright Bambini  Montessori,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428763,975.89,Revenue,511983,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428764,7811.23,Revenue,505309,The Village Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428765,3186.24,Revenue,500451,The Teddy Bears inn Day Nursery Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428766,7908.6,Revenue,509086,The Peterborough School Limited,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45182,30428767,9984.94,Revenue,500396,St Michaels Playgroup,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428770,237745.42,Balance Sheet,500073,LGSS Cambridgeshire Pension Fund,Local Government Pension
Peterborough City Council,Corporate,Corporate,Non Revenue,45182,30428771,10484.27,Balance Sheet,500073,LGSS Cambridgeshire Pension Fund,Local Government Pension
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45182,30428814,2850,Revenue,500155,Advanced Technologies International Ltd,Computer Software
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,30428841,4140,Revenue,524471,Redacted Personal Information,Hired Transport
Peterborough City Council,Corporate Services,Bereavement Service,Services,45182,30428846,1681,Revenue,507748,Central England Co-Op,Contract Funerals
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45182,30428864,7952.3,Revenue,524341,Vivedia Limited,Infrastructure
Peterborough City Council,Corporate Services,HR WFD & Training,Services,45182,30428865,835,Revenue,524290,Tidal Training Ltd,Course Instructors Fees / Courses And Seminars
Peterborough City Council,Place & Economy,Domestic Violence,Catering,45182,30428872,2858.51,Revenue,522887,Origin8 Deli-Cafes Ltd,Catering Equipment / Catering Provisions
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301844,832.01,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301844,415.99,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301845,205,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301845,1025,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Services,45182,8000301846,289.67,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Out Of Area Education Costs
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301846,579.33,Revenue,501229,R T Enterprises Ltd T/A Royal Taxis,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301847,458.34,Revenue,507198,City Cabs Pboro Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301847,916.66,Revenue,507198,City Cabs Pboro Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301848,1710,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301848,1710,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301849,3020,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301853,1224.88,Revenue,522483,Reliant Travels Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301856,1387.43,Revenue,522800,Central Taxis Peterborough LTD,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45182,8000301856,462.47,Revenue,522800,Central Taxis Peterborough LTD,Hired Transport
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,504,Revenue,511490,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,546,Revenue,501433,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,546,Revenue,524358,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,656,Revenue,502063,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,656,Revenue,502354,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502601,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502644,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,656,Revenue,503069,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,502640,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,518552,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,518552,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,500274,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,518552,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,570,Revenue,522081,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,504,Revenue,516555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,680,Revenue,511922,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,501295,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,570,Revenue,522790,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,1508.64,Revenue,511013,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,522592,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,508227,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502640,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,656,Revenue,503722,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,502555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,656,Revenue,502038,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,680,Revenue,510982,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,1350,Revenue,502112,PCH Integration Services Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,300,Revenue,502112,PCH Integration Services Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,-0.01,Revenue,502112,PCH Integration Services Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,1875,Revenue,502112,PCH Integration Services Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,1106.88,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,1158.24,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,993.02,Revenue,503722,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,993.02,Revenue,500864,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502546,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,896,Revenue,522868,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,692.4,Revenue,524364,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,800,Revenue,511016,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,1029.98,Revenue,510984,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,503636,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502841,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502841,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,503029,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,592,Revenue,500807,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,788,Revenue,501295,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,722,Revenue,503069,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,546,Revenue,518703,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502601,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,503137,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,512346,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,504,Revenue,516555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,507446,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,898,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,546,Revenue,503950,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,592,Revenue,502548,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,546,Revenue,518703,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,546,Revenue,510970,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,503222,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,680,Revenue,507330,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,656,Revenue,502433,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,1210.38,Revenue,518552,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,680,Revenue,507447,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502546,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502480,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,-0.01,Revenue,502112,PCH Integration Services Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,632.38,Revenue,502638,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,501.72,Revenue,502129,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,646.16,Revenue,502536,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,707.1,Revenue,524364,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,Fostering and Adoption,"Tools, Equipment, Furniture & Materials",45182,8000301881,1000,Revenue,524431,Redacted Personal Information,Equipment
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,-524.02,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,513.14,Revenue,524464,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,502644,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,940,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,592,Revenue,502063,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,923.66,Revenue,503636,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45182,8000301881,799.96,Revenue,512346,Redacted Personal Information,Boarding Out Fees
