Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Unrecoverable vat £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441726,21002.9,,Revenue,500022,Peterborough Regional College,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441727,9886.65,,Revenue,500417,Sunflower Seed Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441728,25759.56,,Revenue,500544,Stepping Stones Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441729,45859.65,,Revenue,508299,Stars Preschool Woodston,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441730,42905.46,,Revenue,502058,Stars Pre-School Welland,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441731,17046.03,,Revenue,502055,Stars Pre-School Ravensthorpe,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441732,27224.55,,Revenue,522511,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441733,20208.99,,Revenue,502056,Stars Pre-School Parnwell,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441734,21337.22,,Revenue,511157,Stars Day Nursery Oakdale,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441735,31006.77,,Revenue,502057,Stars Pre-School Dogsthorpe,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441736,13280.41,,Revenue,503294,SDN Ltd t/a Stars Day Nursery Bushfield,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441738,15085.83,,Revenue,516355,Stars and Sparkles Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441739,2397.12,,Revenue,519505,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441740,15612.17,,Revenue,501278,Stanground St Johns Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441741,18472.8,,Revenue,500396,St Michaels Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441742,16656.71,,Revenue,522040,Family Action,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441743,33509.33,,Revenue,500268,St John’s Church School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441744,16580.57,,Revenue,500187,Spring Wittering,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441745,18082.12,,Revenue,500724,South Bretton Pre School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441746,13635.61,,Revenue,500291,Smiley Faces Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441747,19023.82,,Revenue,501960,Shooting Stars Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441748,16835.22,,Revenue,501353,Shining Stars Pre-School Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441749,40611.7,,Revenue,507039,Hampton Vale Primary Acad.Seedlings Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441750,15327.65,,Revenue,500469,Rise & Shine Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441751,14329.3,,Revenue,502261,Thomas Deacon Education Trust,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441752,15596.13,,Revenue,522040,Family Action,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441753,28021.65,,Revenue,500408,Park Lane Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441754,24000.26,,Revenue,500161,Orton Longueville Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441755,9883,,Revenue,500635,Noah's Ark Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441756,1640.9,,Revenue,500340,Newborough Pre-School Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441757,18087.01,,Revenue,500023,NewArk Play Association Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441759,6139.26,,Revenue,509327,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441761,12731.68,,Revenue,522040,Family Action,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441762,5666.29,,Revenue,502547,Whiz Kids Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441763,28120.27,,Revenue,500410,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441764,9366.36,,Revenue,500451,The Teddy Bears inn Day Nursery Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441767,559.61,,Revenue,509884,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441768,39527.66,,Revenue,502207,Nene Valley Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441769,23725.94,,Revenue,502405,Manor House Nursery (Peterborough) Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441770,19704.52,,Revenue,522504,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441772,11095.57,,Revenue,500312,Longthorpe Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441773,17342.08,,Revenue,500312,Longthorpe Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441774,30952.69,,Revenue,500948,Little Tigers Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441775,55081.77,,Revenue,500578,Little Stars Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441776,4590.96,,Revenue,500200,Little Poppets Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441777,6692.67,,Revenue,503123,Little Bees Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441778,32727.58,,Revenue,511210,Jungle Tots Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441779,2353.35,,Revenue,522577,leduc8 Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441780,68817,,Revenue,500527,Herlington Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441781,7490.03,,Revenue,500185,Helpston Playhouse & Under Fives,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441782,20773.5,,Revenue,515800,Hampton Lakes Primary School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441784,25104.36,,Revenue,506894,The Fulbridge Academy,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441785,4299.09,,Revenue,512251,Friends Play Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441786,12124.13,,Revenue,500541,First Steps Nursery (Maxey) Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441787,21088.45,,Revenue,500788,"Eyrescroft Preschool, Early Years Alliance",Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441788,39278.05,,Revenue,500160,Eye C of E Primary School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441789,7295.79,,Revenue,507983,Duke Of Bedford Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441790,8130.08,,Revenue,502151,Springtime Nursery Ltd T/As Daisy Chain Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441791,37954.93,,Revenue,522040,Family Action,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441792,10433.9,,Revenue,502477,Castor & Ailsworth Pre School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441793,29388.83,,Revenue,522562,Busy Bunnies Hampton Water Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441794,19689.54,,Revenue,502013,Busy Bunnies Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441795,15403.54,,Revenue,508820,Busy Bunnies Braybrook,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441796,8028.83,,Revenue,500173,Brookside Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441797,14108.03,,Revenue,511525,Broadway Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441798,24800.95,,Revenue,501000,Bright Star's day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441799,12975.82,,Revenue,508617,Bright Bambini  Montessori,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441800,28270.08,,Revenue,500195,Bretton Community Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441801,34705.39,,Revenue,502090,Blackberry House Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441802,14517.24,,Revenue,522040,Family Action,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441803,24229.15,,Revenue,503218,Zig Zag Day Nursery Ltd (Belsize),Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441804,21141.46,,Revenue,500762,Bees At The Hive Pre-school/Early Years Alliance,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441805,20758.23,,Revenue,500194,Beeches Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441806,8979.01,,Revenue,508567,Bee Bright Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441807,6396.97,,Revenue,500193,Barnack Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441808,25257.19,,Revenue,507463,Apricot Childcare,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441809,34979.82,,Revenue,500336,Anna-Ca-Soo Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441810,17310.24,,Revenue,508836,Acorn Academy Day Nursery Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441811,24072.77,,Revenue,503016,ABC Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441812,919.71,,Revenue,500457,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441813,1618.24,,Revenue,508618,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441817,2478.52,,Revenue,503355,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441819,2804.88,,Revenue,512794,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441821,1198.15,,Revenue,505012,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441822,2128.5,,Revenue,507746,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441823,839.41,,Revenue,508934,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441824,1084.68,,Revenue,524901,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441826,1953.66,,Revenue,503855,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441827,1338.06,,Revenue,510236,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441828,1414.27,,Revenue,501073,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441829,996.63,,Revenue,510499,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441830,774.84,,Revenue,508825,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441833,743.16,,Revenue,524812,Lilliput Day Nursery (Spalding) Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441835,33256.88,,Revenue,500647,Kiddi Caru Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441836,17511.37,,Revenue,500570,Discovery Pre School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441837,44550.6,,Revenue,522557,Alpha Kindergarten Stanground Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441838,54733.63,,Revenue,500370,Alpha Kindergarten (Fletton),Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441839,1212.2,,Revenue,511315,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441840,1291.4,,Revenue,507261,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441841,3035.25,,Revenue,511589,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441842,1577.74,,Revenue,503035,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441845,613.14,,Revenue,501377,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441847,1738,,Revenue,500609,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441848,1295.07,,Revenue,507744,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441849,1211.06,,Revenue,511983,Natalies Litte Angels Childminding,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441850,1008.7,,Revenue,524749,Mucky Feet Childminding,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441851,1192.62,,Revenue,507952,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441852,828.32,,Revenue,508051,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441853,2865.56,,Revenue,507240,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441854,1203.35,,Revenue,508121,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441858,987.14,,Revenue,509571,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441859,653.03,,Revenue,522530,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441860,518.76,,Revenue,502557,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441861,1300.13,,Revenue,508298,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441862,1750.32,,Revenue,508463,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441863,1695.65,,Revenue,503414,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441864,1311.42,,Revenue,508761,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441866,1378.87,,Revenue,508737,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441867,1510.3,,Revenue,509290,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441868,2756.09,,Revenue,510348,Little Panda's Childcare ,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441869,653.95,,Revenue,507950,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441870,800.01,,Revenue,508361,Kirsty's Little Sunflowers,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441871,1369.35,,Revenue,500992,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441872,538.08,,Revenue,508464,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441873,1359.31,,Revenue,509893,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441874,1608.42,,Revenue,523057,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441875,1118.7,,Revenue,509423,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441876,1456.4,,Revenue,507022,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441877,7721.82,,Revenue,501274,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441878,1185.31,,Revenue,516071,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441879,1117.58,,Revenue,509353,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441880,1791.94,,Revenue,508892,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441881,622.65,,Revenue,501007,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441883,512.17,,Revenue,522461,Nexa Law Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441884,903.96,,Revenue,500906,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441885,2459.53,,Revenue,507326,Childminding with Claire Close,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441886,849.11,,Revenue,508572,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441887,2333.4,,Revenue,501292,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45338,30441888,1516.42,,Revenue,508553,Redacted Personal Information,Grant Payment
Peterborough City Council,Place & Economy,Director of Housing,Services,45338,30441889,2350,,Revenue,509748,Key Lettings,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45338,30441891,1345,,Revenue,509743,Optimum Lettings and Property Management Ltd,Financial Assistance
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441895,561.37,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441896,756.52,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441897,630.74,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441898,761.84,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441899,762.12,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441900,768.84,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441901,1298.53,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441902,917.74,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441903,603.52,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441904,603.52,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441906,625.7,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441907,759.69,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441908,763.61,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441909,649.57,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45338,30441915,780.04,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,"Tools, Equipment, Furniture & Materials",45338,30441939,946.05,,Revenue,500685,Eastern Shires Purchasing Organisation,Furniture And Equipment Purchase
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319586,2476.06,,Revenue,504319,Anchor Homes (Clayburn Court),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45338,8000319586,-544.78,,Revenue,504319,Anchor Homes (Clayburn Court),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319587,2833.68,,Revenue,504319,Anchor Homes (Clayburn Court),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45338,8000319587,-725.49,,Revenue,504319,Anchor Homes (Clayburn Court),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319588,2856.4,,Revenue,504319,Anchor Homes (Clayburn Court),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45338,8000319588,-1092.32,,Revenue,504319,Anchor Homes (Clayburn Court),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319589,-1888.56,,Revenue,501509,ABBEY COURT PRIORY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319590,3400,,Revenue,501509,ABBEY COURT PRIORY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45338,8000319590,-1101.2,,Revenue,501509,ABBEY COURT PRIORY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319591,3963.24,,Revenue,501509,ABBEY COURT PRIORY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45338,8000319591,-1403.44,,Revenue,501509,ABBEY COURT PRIORY,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319592,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319593,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319594,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319595,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319596,1942.86,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319597,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319598,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319599,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319600,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319601,3200,,Revenue,507087,Aliwal Healthcare Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319602,4349.12,,Revenue,501656,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319603,1008,,Revenue,501656,Redacted Personal Information,Day care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319603,7631.6,,Revenue,501656,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319603,862.64,,Revenue,501656,Redacted Personal Information,Day care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319604,5970.32,,Revenue,501656,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319605,4317.76,,Revenue,501656,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319606,5049.8,,Revenue,501656,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319607,4687.36,,Revenue,501656,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45338,8000319608,5973.08,,Revenue,501656,Redacted Personal Information,Residential Care
