Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289773,1032,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289774,823.52,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289774,926.48,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289775,720,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289776,2580,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289777,840,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289778,900,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289778,900,Revenue,508458,The Taxi Firm Limited,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289780,900,Revenue,520795,Hello Carz Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Services,45079,8000289781,436.79,Revenue,520795,Hello Carz Ltd,Out Of Area Education Costs
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289781,436.81,Revenue,520795,Hello Carz Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289782,1125,Revenue,520795,Hello Carz Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289783,1485,Revenue,520795,Hello Carz Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289785,1300,Revenue,520795,Hello Carz Ltd,Hired Transport
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289789,600,Capital,500551,Rawheat Heating & Plumbing Eng.,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289791,600,Capital,500551,Rawheat Heating & Plumbing Eng.,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289793,552,Capital,500551,Rawheat Heating & Plumbing Eng.,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289795,2553.38,Capital,510255,Maplethorpe & Mooney Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289796,1448.23,Capital,510255,Maplethorpe & Mooney Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289797,729.46,Capital,500044,Redacted Personal Information,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289797,13515.04,Capital,500044,Redacted Personal Information,Grant Payment
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45079,8000289799,500,Revenue,503546,Handyman Steve,Materials
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289800,3078.73,Capital,510255,Maplethorpe & Mooney Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289801,4362.58,Capital,510255,Maplethorpe & Mooney Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45079,8000289802,2940,Capital,505312,Spotless {Cleaning Services},Grant Payment
Peterborough City Council,Children and Young People,HTS & CSC Transport,Services,45079,8000289817,487.32,Revenue,500282,A2B Euro Cars,Out Of Area Education Costs
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289817,487.32,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289817,1245.36,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289818,545.51,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289818,1636.49,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289819,590,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289820,2229.1,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289821,516,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289822,1457.32,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289822,2914.67,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289823,634.17,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289823,1268.33,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289824,545.26,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289824,308.2,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289824,1185.34,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289825,207.5,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289825,622.5,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289826,2123.64,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289826,66.36,Revenue,508117,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289831,841.45,Revenue,522062,TK Transport Solutions LTD,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289831,841.47,Revenue,522062,TK Transport Solutions LTD,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289832,396.85,Revenue,522677,Shaz Travels Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45079,8000289832,1587.4,Revenue,522677,Shaz Travels Ltd,Hired Transport
Peterborough City Council,Children and Young People,IFD and Assessment,Services,45079,8000289837,1668.55,Revenue,500021,Peterborough Womens Aid CIO,Financial Assistance
Peterborough City Council,Children and Young People,IFD and Assessment,Services,45079,8000289837,-355.3,Revenue,500021,Peterborough Womens Aid CIO,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Services,45079,8000289837,500,Revenue,510078,Redacted Personal Information,Course Fees
Peterborough City Council,Children and Young People,CSC Placements,Services,45079,8000289837,500,Revenue,511512,Redacted Personal Information,Course Fees
Peterborough City Council,Children and Young People,CSC Placements,Services,45079,8000289837,500,Revenue,512992,Redacted Personal Information,Course Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,1050,Revenue,522166,SUPPORTED HOUSING FELLOWSHIP CIC,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,3969.99,Revenue,523962,Family First Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,1536.77,Revenue,523962,Family First Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,3969.99,Revenue,523962,Family First Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,IFD and Assessment,Services,45079,8000289837,-355.3,Revenue,500021,Peterborough Womens Aid CIO,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,1536.77,Revenue,523962,Family First Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,4010.07,Revenue,523962,Family First Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,1552.29,Revenue,523962,Family First Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,IFD and Assessment,Services,45079,8000289837,1668.55,Revenue,500021,Peterborough Womens Aid CIO,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45079,8000289837,1050,Revenue,522166,SUPPORTED HOUSING FELLOWSHIP CIC,Boarding Out Fees
Peterborough City Council,Corporate Services,Corporate Services,Agency Staff,45082,30418653,15300,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Corporate Services,Agency Staff,45082,30418654,14640,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45082,30418655,6300,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45082,30418668,1030,Revenue,500452,Wrixon Care Services,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45082,30418670,1030,Revenue,500452,Wrixon Care Services,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45082,30418671,645,Revenue,500452,Wrixon Care Services,External Temporary Staff
Peterborough City Council,Corporate Services,Insurance,Services,45082,30418678,1625,Revenue,501908,Weightmans LLP,Insurance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30418809,1260.64,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Corporate Services,Legal Services,Services,45082,30418816,1650,Revenue,523826,Sally Gore - Fenners Chambers,Legal Costs
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Services,45082,30418849,980,Revenue,517682,Lighting & Illumination Tech. Experience Ltd,Contractors
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45082,30418945,22500,Revenue,508603,AGE UK Cambridgeshire and Peterborough,Grant-Third Party
Peterborough City Council,Corporate Services,Elections,Services,45082,30418954,2575,Revenue,507673,Tracsis Traffic Data Limited,CCTV
Peterborough City Council,Corporate,Corporate,Non Revenue,45082,30418961,61390.79,Capital,522254,Boxxe Limited,Professional/Legal Fees
Peterborough City Council,Corporate Services,IT & Digital Services,Services,45082,30418961,269493.96,Revenue,522254,Boxxe Limited,Materials
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30418985,560.5,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30418989,1633.5,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Corporate Services,Elections,Services,45082,30419021,13032.12,Revenue,501958,Print UK,Printing
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45082,30419101,942,Revenue,500452,Wrixon Care Services,External Temporary Staff
Peterborough City Council,Corporate Services,Marketing & Communications,Services,45082,30419176,625,Revenue,503773,Prestige Giftware Ltd,Printing
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30419502,1562.7,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30419726,1562.7,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30419727,1633.5,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Corporate Services,Finance,Agency Staff,45082,30420248,1231.07,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Commercial Propety,Energy Costs,45082,30420387,206.57,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45082,30420387,876.85,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45082,30420387,198.97,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45082,30420387,196.72,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45082,30420387,-399.92,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Office Accomodation,Energy Costs,45082,30420387,3159.7,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45082,30420387,1309.14,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45082,30420387,201.95,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45082,30420387,148.38,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45082,30420387,-143.86,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45082,30420387,208.15,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45082,30420387,515.48,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45082,30420388,1093.48,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45082,30420388,87.6,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45082,30420388,40.28,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30420621,1562.7,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30420622,1633.5,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,30420623,560.5,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420683,2312.5,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420684,912.5,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420685,1562.5,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420686,2102.5,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420687,2612.5,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Corporate,Corporate,Non Revenue,45082,30420694,338307.58,Capital,507194,R G Carter Cambridge Ltd,Building And Site Works / Bus Passes
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420698,1885,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420702,1950,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420706,650,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420712,650,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420713,1300,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420716,2275,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420718,500,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Corporate Services,Finance,Agency Staff,45082,30420720,3500,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420722,500,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420726,500,Revenue,521834,Oak Activities Limited,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420728,1950,Revenue,508113,The National Teaching & Advisory Service,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45082,30420729,780,Revenue,508113,The National Teaching & Advisory Service,Education Expenses
Peterborough City Council,Corporate Services,Elections,Services,45082,30420733,8371.37,Revenue,501958,Print UK,Printing
Peterborough City Council,Corporate Services,Elections,Services,45082,30420733,62722.38,Revenue,501958,Print UK,Postage
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45082,30420753,10457.63,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Third Party Payments - Contract
Peterborough City Council,Children and Young People,Short Breaks Commissioning,Services,45082,30420758,6845.03,Revenue,501061,Circles Network,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks Commissioning,Services,45082,30420759,6845.03,Revenue,501061,Circles Network,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks Commissioning,Services,45082,30420760,13195.05,Revenue,501061,Circles Network,Purchased Social Care Services
Peterborough City Council,Children and Young People,Short Breaks Commissioning,Services,45082,30420761,13195.05,Revenue,501061,Circles Network,Purchased Social Care Services
Peterborough City Council,Place & Economy,Cohesion and Integration Management,Services,45082,30420765,1840,Revenue,522835,Red Snapper Managed Services Limited,Financial Assistance
Peterborough City Council,Place & Economy,Planning Techinical Services,Agency Staff,45082,30420772,610.74,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45082,30420773,3826.65,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45082,30420774,1404.93,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Westcombe Engineering,Repair & Maintenance of Buildings,45082,30420802,2022.75,Revenue,508908,M.E.B Service,Maintenance
Peterborough City Council,Place & Economy,Director of Housing,Customer and client receipts - Rents,45082,30420815,990,Revenue,508284,Bee Lettings Ltd,Rental Income
Peterborough City Council,Corporate Services,Elections,Contract Hire and Operating Leases,45082,30420816,8605.2,Revenue,507527,Northumbria Healthcare NHS Foundation Trust,Hired Transport
Peterborough City Council,Children and Young People,Family Safeguarding,Direct Transport Costs,45082,30420821,1500,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Place & Economy,Director of Housing,Services,45082,30420823,547.72,Revenue,502827,Cross Keys Homes,Financial Assistance
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45082,30420824,3404.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45082,30420825,605.19,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45082,30420827,1813.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45082,30420830,1813.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45082,30420833,3626.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45082,30420835,1739.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45082,30420836,1665.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45082,30420844,1517.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45082,30420847,1406.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45082,30420850,1180.02,Revenue,511997,CUTWEL LTD,Materials
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45082,30420852,1602.95,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45082,30420853,1670.75,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,8000289845,1221.43,Revenue,522166,SUPPORTED HOUSING FELLOWSHIP CIC,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45082,8000289845,1071.43,Revenue,522166,SUPPORTED HOUSING FELLOWSHIP CIC,Boarding Out Fees
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45082,8000289846,3178.17,Revenue,502507,Cambridgeshire County Council,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45082,8000289847,3178.17,Revenue,502507,Cambridgeshire County Council,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45082,8000289848,1930.04,Revenue,511733,Hertfordshire County Council- Shared Lives,Residential Care
Peterborough City Council,Corporate,Corporate,Non Revenue,45084,30415734,151962.04,Capital,521410,C.P. Davidson & Sons Ltd,Vehicle Acquisition
Peterborough City Council,Corporate,Corporate,Non Revenue,45084,30415735,151962.04,Capital,521410,C.P. Davidson & Sons Ltd,Vehicle Acquisition
Peterborough City Council,Place & Economy,Vivacity,Rents,45084,30416324,10899.1,Revenue,502975,Jones Lang LaSalle,Rent
Peterborough City Council,Children and Young People,External Education Placements,Services,45084,30416788,2296,Revenue,509462,Lincolnshire Wolds Community Trust,Education Expenses
Peterborough City Council,Children and Young People,PFI,Services,45084,30418540,23187.6,Revenue,503080,IIC by Education (P'boro) Ltd,Service Charge
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45084,30418656,13680,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Insurance,Services,45084,30418672,1800,Revenue,501908,Weightmans LLP,Insurance
Peterborough City Council,Corporate Services,Insurance,Services,45084,30418674,719.5,Revenue,501908,Weightmans LLP,Insurance
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418767,6430.76,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418768,6430.76,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418780,6430.76,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418781,6664,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418782,6664,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418783,989.52,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418784,989.52,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418785,989.52,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418786,1229.2,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45084,30418787,1229.2,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Corporate,Corporate,Non Revenue,45084,30418858,6962.43,Capital,500942,Serco Ltd,Consultants Fees
Peterborough City Council,Children and Young People,Clare Lodge,Interview & Training Expenses,45084,30418909,500,Revenue,502507,Cambridgeshire County Council,Training
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45084,30418917,839.58,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,Purchased Social Care Services
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45084,30418939,799.68,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,Purchased Social Care Services
Peterborough City Council,Corporate Services,Legal Services,Services,45084,30418948,1500,Revenue,504634,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Finance,Agency Staff,45084,30418983,20163.68,Revenue,501434,CIPFA Business Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Corporate Services,Services,45084,30418984,2850,Revenue,501434,CIPFA Business Ltd,Consultants Fees
Peterborough City Council,Place & Economy,Community Capacity,Services,45084,30418986,960,Revenue,504410,Nene Park Trust,Property Maintenance
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45084,30418987,589.2,Revenue,503608,AALCO,Materials
Peterborough City Council,Children and Young People,CSC Placements,Schools,45084,30419011,15800,Revenue,511030,Keys PCE Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45084,30419013,17492.86,Revenue,511030,Keys PCE Limited,Boarding Out Fees
Peterborough City Council,Place & Economy,Director of Housing,Services,45084,30419016,3518.45,Revenue,500025,DA Rosalia Hotel,Temporary Accommodation Costs
Peterborough City Council,Corporate Services,Elections,Services,45084,30419020,1404.78,Revenue,501958,Print UK,Postage
Peterborough City Council,Children and Young People,Clare Lodge,Services,45084,30419029,2400,Revenue,508656,B & H Services Group Ltd,Education Expenses
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45084,30419030,2848.57,Revenue,508656,B & H Services Group Ltd,Maintenance
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45084,30419031,594.04,Revenue,508656,B & H Services Group Ltd,Maintenance
Peterborough City Council,Place & Economy,Director of Housing,Services,45084,30419077,774.05,Revenue,522651,Safestore Limited,Financial Assistance
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45084,30419079,816.1,Revenue,503608,AALCO,Materials
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45084,30419080,876,Revenue,503608,AALCO,Materials
Peterborough City Council,Corporate Services,Elections,Services,45084,30419081,10955.64,Revenue,500564,Cambridgeshire Constabulary,Security
