Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45126,30422411,4350,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Corporate Services,Services,45126,30422438,2000,Revenue,522771,Bloom Procurement Services Ltd,Consultants Fees
Peterborough City Council,Corporate Services,Finance,Agency Staff,45126,30422449,10325.22,Revenue,501434,CIPFA Business Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Finance,Agency Staff,45126,30422449,5252.94,Revenue,501434,CIPFA Business Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Director of Housing,Cleaning & Domestic Supplies,45126,30422465,1250,Revenue,505312,Spotless {Cleaning Services},Waste Disposals
Peterborough City Council,Adult Social Care,Community Team,Services,45126,30422467,1335,Revenue,506979,Raj Medical Consultancy Limited,Materials
Peterborough City Council,Corporate Services,HR WFD & Training,Interview & Training Expenses,45126,30422475,531,Revenue,502647,NHS Cambridgeshire and Peterborough ICB,Training
Peterborough City Council,Children and Young People,SEN/Inclusion,Interview & Training Expenses,45126,30422477,1039.5,Revenue,523007,EdPsychEd Ltd,Training
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45126,30422481,6114.72,Revenue,511067,Longhurst Group Limited,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45126,30422483,4563,Revenue,503608,AALCO,Materials
Peterborough City Council,Corporate Services,Strategic Projects,Finance,45126,30422485,1895.83,Revenue,523148,Oxygen Finance Limited,Consultants Fees
Peterborough City Council,Children and Young People,Head of Children's Social Care,Contract Hire and Operating Leases,45126,30422490,4910.75,Revenue,502287,R S P LTD,Hired Transport
Peterborough City Council,Place & Economy,Domestic Violence,Services,45126,30422491,5000,Revenue,524213,Standing Together Against Domestic Abuse,Subscriptions
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45126,30422492,630,Revenue,500351,Caterfix Ltd,Maintenance
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45126,30422495,565.5,Revenue,503608,AALCO,Materials
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45126,30422497,1035,Revenue,500997,Lincolnshire County Council,Hired Transport
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30422607,15582.32,Revenue,521049,Prospero Group Ltd,Boarding Out Fees
Peterborough City Council,Corporate Services,Democratic Services,Interview & Training Expenses,45126,30422610,1790,Revenue,522387,Governance Training and Consultancy Ltd,Training
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45126,30422728,2897.4,Revenue,503608,AALCO,Materials
Peterborough City Council,Corporate Services,Chief Executive,Services,45126,30422731,5000,Revenue,503848,Hemming Group Ltd,Subscriptions
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30422732,2500,Revenue,523826,Legal Costs,Legal Costs
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45126,30422733,34971.96,Revenue,507976,BWC Aluminium Ltd,Materials
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45126,30422741,1576.15,Revenue,509976,Carter Brown The Expert Service Limited,Purchased Social Care Services
Peterborough City Council,Corporate Services,Marketing & Communications,Services,45126,30422742,1405,Revenue,507610,XL Circondare Ltd,Printing
Peterborough City Council,Children and Young People,School Improvement,Services,45126,30422748,500,Revenue,500997,Lincolnshire County Council,Hired Services
Peterborough City Council,Children and Young People,Early Help,Services,45126,30422751,634,Revenue,522960,Redacted Personal Information,Property Maintenance
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45126,30422766,2714.38,Revenue,502360,BDP Social Care Ltd,Purchased Social Care Services
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30422792,3200,Revenue,518149,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45126,30422849,2700,Revenue,500829,A M Strickland Builders,Infrastructure
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45126,30422849,7668,Revenue,500829,A M Strickland Builders,Infrastructure
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45126,30422850,2172.76,Revenue,500843,Facultatieve Technologies Ltd,Cremators
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45126,30422852,5789.28,Revenue,500829,A M Strickland Builders,Infrastructure
Peterborough City Council,Corporate Services,Bereavement Service,"Tools, Equipment, Furniture & Materials",45126,30422890,642.85,Revenue,504443,Barlow Tyrie Ltd,Memorials
Peterborough City Council,Place & Economy,Growth & Regen AD,Services,45126,30423053,23738,Revenue,523652,McBains Ltd,Professional Services
Peterborough City Council,Corporate Services,Finance,Agency Staff,45126,30423077,2476.35,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Adult Social Care,Block Contracts,Other Establishments,45126,30423440,60548.12,Revenue,501856,HEREWARD CARE SERVICES LIMITED,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45126,30423625,8920.16,Revenue,500768,City College Peterborough,External Temporary Staff
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45126,30423701,6321.5,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,Purchased Social Care Services
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30423942,1900,Revenue,500414,Brookdale Property Management,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423970,894.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423971,894.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423972,1530.29,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423973,613.4,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423974,1728.44,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423976,1704.8,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423977,874.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423978,2296.5,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423979,615.8,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423980,894.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30423986,2344.24,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424042,1956.78,Revenue,512794,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424044,1472.2,Revenue,503355,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424045,1578.84,Revenue,511980,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424048,1277.64,Revenue,508618,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424049,4165.26,Revenue,500193,Barnack Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424050,11818.53,Revenue,508567,Bee Bright Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424052,14255.55,Revenue,500762,Bees At The Hive Pre-school,Grant Payment
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424065,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424066,1500,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424067,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424068,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424069,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424072,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424074,650,Revenue,522912,Redacted Personal Information,Legal Costs
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424077,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424079,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424082,2057.1,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424083,1500,Revenue,517076,Crown Social Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424084,6039.08,Revenue,501187,Shiny Stars Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424085,14907.19,Revenue,500291,Smiley Faces Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424086,20733.1,Revenue,500268,St John’s Church School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424087,14202.14,Revenue,500396,St Michaels Playgroup,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424088,1969.5,Revenue,508299,Stars Preschool Woodston,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424089,10899.9,Revenue,500451,The Teddy Bears inn Day Nursery Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424090,8951.93,Revenue,505309,The Village Playgroup,Grant Payment
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424109,2330.58,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424113,1142.12,Revenue,501007,Redacted Personal Information,Grant Payment
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424141,796.5,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424142,1911,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,HR,Advertising,45126,30424167,2079.56,Revenue,501536,PeopleScout Ltd,Recruitment Advertising
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424193,2009.08,Revenue,503808,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424195,609.84,Revenue,507744,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424196,1107.21,Revenue,500609,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424197,1077.38,Revenue,508721,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424198,1348.14,Revenue,507746,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424202,915.93,Revenue,501130,Redacted Personal Information,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424219,9578.21,Revenue,508617,Bright Bambini  Montessori,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424222,18939.53,Revenue,500541,First Steps Nursery (Maxey) Ltd,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424223,6935.88,Revenue,512251,Friends Play Pre-School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424224,10480.68,Revenue,515800,Hampton Lakes Primary School,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45126,30424225,19660.36,Revenue,511210,Jungle Tots Day Nursery,Grant Payment
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424227,547.22,Revenue,516228,Longhurst Group,Financial Assistance
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Other Establishments,45126,30424248,3150,Revenue,512845,"BLACK HISTORY MONTH PETERBOROUGH
",Grant-Third Party
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424253,2046,Revenue,516186,Blenheim Sales & Lettings Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424254,3060,Revenue,516186,Blenheim Sales & Lettings Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424255,3500,Revenue,516186,Blenheim Sales & Lettings Ltd,Financial Assistance
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,5.71,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,105.01,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,231.91,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,100.1,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,16.07,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Vivacity,Water Services,45126,30424416,11949.56,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Corporate Services,Community - CAT,Water Services,45126,30424416,20.02,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Corporate Services,Registration Service,Water Services,45126,30424416,19.68,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,5.71,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,287.1,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424416,155.79,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Vivacity,Water Services,45126,30424416,67.24,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Vivacity,Water Services,45126,30424425,2864.12,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Vivacity,Water Services,45126,30424425,6460.61,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Water Services,45126,30424425,16.07,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Corporate Services,Commercial - Office,Water Services,45126,30424425,48.62,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Children and Young People,Corporate Parenting,Water Services,45126,30424425,114.37,Revenue,509386,Anglian Water Business National,Water
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,30424427,10920,Revenue,501506,Redacted Personal Information,Residential Care
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424429,500,Revenue,511605,Century 21,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424448,894.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424450,1199.59,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424452,894.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424455,894.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424459,894.14,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45126,30424460,5627.25,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424467,1223.1,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424468,836.5,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45126,30424469,639414,Revenue,512562,Wonde Ltd,Third Party Payments - Contract
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424470,705.8,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424474,8893,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424475,625,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Place & Economy,Director of Housing,Other Establishments,45126,30424481,11660.49,Revenue,510189,Futures Homescape Limited,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424501,2220,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424502,2975,Revenue,522147,BSK Property Management Ltd,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424503,2540,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424503,510,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424504,3430,Revenue,522349,RBS Property Management,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424512,1600,Revenue,509748,Key Lettings,Financial Assistance
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,30424513,12075.35,Capital,507835,Redacted Personal Information,Professional/Legal Fees
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424516,2350,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424517,750,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424519,750,Revenue,507835,Redacted Personal Information,Legal Costs
Peterborough City Council,Place & Economy,Planning Techinical Services,Agency Staff,45126,30424520,78.28,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Planning Techinical Services,Agency Staff,45126,30424520,532.46,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,30424526,27888,Capital,510447,Peterborough Limited,Building And Site Works / Bus Passes
Peterborough City Council,Place & Economy,Community Capacity,Services,45126,30424528,26406.25,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45126,30424529,547.72,Revenue,508919,Accent Housing Limited,Financial Assistance
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,30424532,1200,Revenue,502318,Barchester Healthcare (Werrington Lodge),Residential Care
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,30424534,1000,Revenue,522862,TOTAL CARE OPTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,30424538,1000,Revenue,510441,Caring Crew Ltd,Home Care
Peterborough City Council,Corporate Services,IT & Digital Services,Contract Hire and Operating Leases,45126,30424540,4910.6,Revenue,507527,Northumbria Healthcare NHS Foundation Trust,Hired Transport
Peterborough City Council,Place & Economy,Regulatory Services,Contract Hire and Operating Leases,45126,30424541,6641.8,Revenue,507527,Northumbria Healthcare NHS Foundation Trust,Hired Transport
Peterborough City Council,Corporate Services,Legal Services,Services,45126,30424546,650,Revenue,522912,Legal Costs,Legal Costs
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45126,30424547,2340,Revenue,509976,Carter Brown The Expert Service Limited,Purchased Social Care Services
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45126,30424549,2106,Revenue,509976,Carter Brown The Expert Service Limited,Purchased Social Care Services
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45126,8000295115,3956.38,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45126,8000295116,875.2,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45126,8000295117,1969.2,Revenue,501228,Peterborough Cars Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45126,8000295124,1764,Revenue,508027,Kholyo Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45126,8000295130,511.73,Revenue,522378,Redacted Personal Information,Hired Transport
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45126,8000295164,625,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45126,8000295165,544.5,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45126,8000295166,631,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45126,8000295168,715.5,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45126,8000295169,758,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45126,8000295170,757,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,"Tools, Equipment, Furniture & Materials",45126,8000295171,578,Revenue,500840,Casbon Building Services,Occupational Therapy Equipment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295186,1649,Capital,509481,MORLEY BUILDING SERVICES LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295187,600,Capital,500551,Rawheat Heating & Plumbing Eng.,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295188,2229,Capital,500080,Stannah Lift Services Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295189,16253.4,Capital,509481,MORLEY BUILDING SERVICES LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295190,960,Capital,500044,Redacted Personal Information,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295191,1887.8,Capital,500044,Redacted Personal Information,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295192,6923.66,Capital,500044,Redacted Personal Information,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295193,650,Capital,509481,MORLEY BUILDING SERVICES LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295194,4286.15,Capital,509481,MORLEY BUILDING SERVICES LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295195,1735.6,Capital,509481,MORLEY BUILDING SERVICES LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295196,6446.25,Capital,509481,MORLEY BUILDING SERVICES LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295197,4725,Capital,501100,Premier Mobility (UK) Limited,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295198,16920,Capital,500044,M J Greaves,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45126,8000295199,17250.8,Capital,523076,Foster Building Services Ltd,Grant Payment
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,8000295200,1280,Revenue,500551,Rawheat Heating & Plumbing Eng.,Materials
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,8000295201,570,Revenue,503546,Handyman Steve,Materials
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,8000295202,520,Revenue,503546,Handyman Steve,Materials
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Services,45126,8000295203,580,Revenue,503546,Handyman Steve,Materials
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295204,2400,Revenue,510920,RBL Field House Care LTD,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295205,913.85,Revenue,501604,PRIME LIFE LTD (Caenarvon House),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295206,4364.8,Revenue,518325,RCH Care Homes LTD (Woodland Care Centre),Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295207,13434.6,Revenue,511693,Richardson Care Holdings Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45126,8000295208,-455.76,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295208,11764.12,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45126,8000295209,-527.68,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295209,14368.32,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295210,10604.28,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45126,8000295210,-483,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45126,8000295211,-483,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295211,11767.2,Revenue,501822,Home From Home Care Limited,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295212,2800,Revenue,501506,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295213,5035.58,Revenue,501506,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45126,8000295214,-1392.28,Revenue,501506,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295214,2570.64,Revenue,501506,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295215,3400,Revenue,501506,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45126,8000295216,2800.04,Revenue,501506,Redacted Personal Information,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45126,8000295216,-616.12,Revenue,501506,Redacted Personal Information,Residential Care
