Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Unrecoverable vat £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,504,,Revenue,516555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,504,,Revenue,516555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1106.88,,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,612.24,,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,612.24,,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,-1106.88,,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1158.24,,Revenue,511179,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,522081,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,519696,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,512346,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,512346,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,799.96,,Revenue,512346,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,512346,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,512346,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,680,,Revenue,514821,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,855.96,,Revenue,522790,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,522790,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,896,,Revenue,522868,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,518703,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,518703,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,646.16,,Revenue,502536,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,646.16,,Revenue,502536,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502546,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502546,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502546,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,592,,Revenue,502548,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,502555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502555,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,502354,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,502433,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,502479,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502480,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,518552,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1210.38,,Revenue,518552,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,510099,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,722,,Revenue,502038,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502063,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,502063,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502063,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,502068,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1473.08,,Revenue,501956,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1576.2,,Revenue,501956,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,508227,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,508227,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,508227,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,680,,Revenue,511922,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,707.1,,Revenue,524364,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,692.4,,Revenue,524364,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,500863,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,844.48,,Revenue,500592,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,500602,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,500602,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,500807,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,722,,Revenue,500394,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,500394,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,839.78,,Revenue,503939,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503939,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,503950,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,524358,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,506.57,,Revenue,505416,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,722,,Revenue,506239,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,592,,Revenue,506901,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,504,,Revenue,524165,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,524165,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,524497,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,504,,Revenue,524673,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,722,,Revenue,500380,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,524464,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,524464,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,524464,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,502601,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502601,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502601,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502601,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502601,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,632.38,,Revenue,502638,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,522473,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,522473,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,522592,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,510979,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,680,,Revenue,510982,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,510982,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1029.98,,Revenue,510984,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,511009,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,511009,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1508.64,,Revenue,511013,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,-646.56,,Revenue,511013,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1508.64,,Revenue,511013,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,-646.56,,Revenue,511013,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,800,,Revenue,511016,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,800,,Revenue,511016,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,800,,Revenue,511016,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,506901,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,506901,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,546,,Revenue,506901,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,680,,Revenue,507330,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,507446,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,507446,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,507446,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,680,,Revenue,507447,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502640,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502644,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502644,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,503636,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,923.66,,Revenue,503636,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,503676,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503676,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,503722,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,993.02,,Revenue,503722,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503762,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,502841,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,504,,Revenue,502965,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,503029,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503029,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503029,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503029,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,722,,Revenue,503069,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,656,,Revenue,503069,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,503137,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,1000,,Revenue,503222,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503222,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,503222,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,882.42,,Revenue,501287,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,501295,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,501295,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,501295,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,722,,Revenue,500792,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,570,,Revenue,510979,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,993.02,,Revenue,500209,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,500209,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,500274,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,788,,Revenue,500274,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,940,,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,898,,Revenue,500148,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,501.72,,Revenue,502129,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,592,,Revenue,502225,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,584.96,,Revenue,502225,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45266,8000311819,541.98,,Revenue,502334,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Place & Economy,Vivacity,Services,45268,30432494,2295,,Revenue,509577,Redacted Personal Information,Surveys
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45268,30433299,3497.9,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Executive Director of Children's Services,Agency Staff,45268,30433662,2898.95,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Executive Director of Children's Services,Agency Staff,45268,30433673,2898.95,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45268,30433705,3148.53,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45268,30433748,3823.22,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate,Corporate,Non Revenue,45268,30434045,598,,Balance Sheet,501908,Weightmans LLP,Contributions
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45268,30434092,13800,,Revenue,524655,Peterborough Skills Limited,Education Expenses
Peterborough City Council,Corporate Services,Legal Services,Services,45268,30434124,925.67,,Revenue,510885,Cansford Laboratories Ltd,Jurors / Expert Witnesses
Peterborough City Council,Corporate Services,Legal Services,Services,45268,30434134,2050,,Revenue,522912,Regency Barrister Chambers,Legal Costs
Peterborough City Council,Corporate Services,PSSP Retained Services,Services,45268,30434139,2435.33,,Revenue,507454,Whistl UK Ltd,Postage
Peterborough City Council,Corporate,Corporate,Non Revenue,45268,30434152,7200,,Capital,523542,Joule Infrastructure Ltd,Consultants Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45268,30434155,5566,,Revenue,524459,University of St Mark/John t/a Plymouth Marjon,Boarding Out Fees
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45268,30434159,912.51,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,School Improvement,Services,45268,30434181,750,,Revenue,503382,Redacted Personal Information,Grant Payment
Peterborough City Council,Corporate Services,Legal Services,Agency Staff,45268,30434183,1152,,Revenue,501423,Sellick Partnership Limited,External Temporary Staff
Peterborough City Council,Children and Young People,HTS & CSC Transport,Services,45268,30434187,7000,,Revenue,524169,Integrated Transport Planning Limited,Consultants Fees
Peterborough City Council,Children and Young People,Clare Lodge,Interview & Training Expenses,45268,30434189,1050,,Revenue,501523,Harm-ed  Ltd,Training
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45268,30434203,3143.77,,Revenue,501778,Westland Casting Company Ltd,Materials
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45268,30434205,1377,,Revenue,501778,Westland Casting Company Ltd,Materials
Peterborough City Council,Place & Economy,Growth & Regen AD,Services,45268,30434268,18600,,Revenue,507756,Solace Group Ltd,Professional Services
Peterborough City Council,Place & Economy,Growth & Regen AD,Services,45268,30434268,5580,,Revenue,507756,Solace Group Ltd,Professional Services
Peterborough City Council,Place & Economy,Growth & Regen AD,Services,45268,30434268,2480,,Revenue,507756,Solace Group Ltd,Professional Services
Peterborough City Council,Corporate Services,Legal Services,Services,45268,30434281,15750,,Revenue,504634,Redacted Personal Information,Legal Costs
Peterborough City Council,Place & Economy,Regulatory Services,"Tools, Equipment, Furniture & Materials",45268,30434381,5509.87,,Revenue,501921,VIP-System Ltd,Equipment
Peterborough City Council,Adult Social Care,Mental Health,Other Establishments,45268,30434595,107402.33,,Revenue,500588,Cambs & P'boro NHS Foundation Trust,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Director of Housing,Services,45268,30434613,19565,,Revenue,500548,Eastfield Guesthouse,Temporary Accommodation Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45268,30434685,8580,,Revenue,500548,Eastfield Guesthouse,Temporary Accommodation Costs
Peterborough City Council,Children and Young People,Corporate Parenting,Agency Staff,45268,30434833,792,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Corporate Parenting,Agency Staff,45268,30434846,742.5,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate,Corporate,Non Revenue,45268,30434868,900,,Balance Sheet,524703,Redacted Personal Information,Contributions
Peterborough City Council,Place & Economy,Planning Compliance,Agency Staff,45268,30434890,1632.34,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate,Corporate,Non Revenue,45268,30434945,900,,Balance Sheet,524704,Redacted Personal Information,Contributions
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45268,30435064,881,,Revenue,507039,Hampton Vale Primary Acad.Seedlings Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45268,30435065,881,,Revenue,500647,Kiddi Caru Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45268,30435066,881,,Revenue,500161,Orton Longueville Playgroup,Grant Payment
Peterborough City Council,Corporate Services,HR,Agency Staff,45268,30435150,2012.5,,Revenue,501423,Sellick Partnership Limited,External Temporary Staff
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45268,30435170,1987.19,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45268,30435170,2782.69,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45268,30435170,805.91,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45268,30435170,2218.56,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45268,30435170,608.26,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45268,30435170,10761.55,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,"City Centre, Markets and Events",Energy Costs,45268,30435170,66.63,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45268,30435170,7015.97,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Commercial - Office,Energy Costs,45268,30435170,19032.4,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Bereavement Service,Energy Costs,45268,30435170,5679.39,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45268,30435170,18257.37,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45268,30435170,12422.91,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Parking Services,Energy Costs,45268,30435171,31,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Vivacity,Energy Costs,45268,30435171,175.9,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Corporate Services,Community - CAT,Energy Costs,45268,30435171,143.91,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Energy Costs,45268,30435171,59.54,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
Peterborough City Council,Children and Young People,Corporate Parenting,Energy Costs,45268,30435171,58.44,,Revenue,507687,Totalenergies Gas & Power Limited,Electricity
