Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Public Health,Sexual Health,Other Establishments,45140,30423449,7737.5,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30423581,2450,Capital,502507,Cambridgeshire County Council,Building And Site Works / Bus Passes
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45140,30423658,7668,Revenue,500829,A M Strickland Builders,Infrastructure
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45140,30423658,2700,Revenue,500829,A M Strickland Builders,Infrastructure
Peterborough City Council,Adult Social Care,OP/PD/SI,Other Establishments,45140,30423663,3241.75,Revenue,522241,Cambridgeshire Society for Blind & Partially Sighted,Third Party Payments - Contract
Peterborough City Council,Corporate Services,Corporate Services,Agency Staff,45140,30423692,12750,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Corporate Services,Agency Staff,45140,30423693,11050,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Service Director Education,Agency Staff,45140,30423694,13456,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30423697,8700,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30423698,14490,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Corporate Services,Services,45140,30423699,10560,Revenue,512024,Tile Hill Interim & Executive Ltd,Consultants Fees
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45140,30423702,6431.25,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Corporate Services,Agency Staff,45140,30423703,11712,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,HR WFD & Training,Services,45140,30424099,650,Revenue,502507,Cambridgeshire County Council,Course Instructors Fees / Courses And Seminars
Peterborough City Council,Place & Economy,Network and Traffic Management,Services,45140,30424101,19341.67,Revenue,502507,Cambridgeshire County Council,Third Party Payment
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Rents,45140,30424121,833,Revenue,500055,Peterborough Italian Social Club,Hire Of Premises
Peterborough City Council,Place & Economy,Development Management,Services,45140,30424123,3950,Revenue,522201,Landscope Land and Property Ltd,Consultants Fees
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30424128,36350,Capital,517078,Dell Corporation Limited,Computer Hardware
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30424131,36350,Capital,517078,Dell Corporation Limited,Computer Hardware
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45140,30424188,2625.43,Revenue,508656,B & H Services Group Ltd,Maintenance
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45140,30424189,4851.7,Revenue,508656,B & H Services Group Ltd,Maintenance
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45140,30424190,1320.84,Revenue,508656,B & H Services Group Ltd,Maintenance
Peterborough City Council,Children and Young People,External Education Placements,Schools,45140,30424215,8333,Revenue,508167,Red Balloon Educational Trust,Boarding Out Fees
Peterborough City Council,Children and Young People,Clare Lodge,Catering,45140,30424217,508.19,Revenue,500069,King Bros Lady Lodge Ltd,Catering Equipment / Catering Provisions
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30424226,4802.96,Capital,511734,CDW Ltd,Computer Hardware
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45140,30424231,2853.76,Revenue,502360,BDP Social Care Ltd,Purchased Social Care Services
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30424259,9187.85,Capital,500942,Serco Ltd,Consultants Fees
Peterborough City Council,Place & Economy,Growth & Regen AD,Services,45140,30424260,645,Revenue,510032,Adept,Subscriptions
Peterborough City Council,Public Health,Sexual Health,Other Establishments,45140,30424266,422866.25,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Parking Services,Services,45140,30424268,2139.2,Revenue,500693,Flowbird Smart City UK Limited,Contractors
Peterborough City Council,Corporate Services,Legal Services,Services,45140,30424283,650,Revenue,504634,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45140,30424285,700,Revenue,518149,Redacted Personal Information,Legal Costs
Peterborough City Council,Place & Economy,Growth & Regen AD,Services,45140,30424287,4000,Revenue,523669,Black Sail Red Sky Limited,Publicity
Peterborough City Council,Corporate Services,Legal Services,Services,45140,30424288,750,Revenue,500719,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45140,30424289,1600,Revenue,509501,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45140,30424294,1200,Revenue,515674,Hornbill Service Management Ltd,Computer Software
Peterborough City Council,Children and Young People,IFD and Assessment,Other Establishments,45140,30424436,90158,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Corporate Services,Marketing & Communications,Members Allowances,45140,30424491,6807.87,Revenue,511094,Specialist Computer Centres (SCC) Plc,Computer Hardware
Peterborough City Council,Corporate Services,Legal Services,Services,45140,30424545,750,Revenue,522912,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Legal Services,Services,45140,30424589,650,Revenue,522912,Redacted Personal Information,Legal Costs
Peterborough City Council,Adult Social Care,Finance Operations,"Printing, Stationery & General Office Expenses",45140,30424646,1670.62,Revenue,510130,Prepaid Financial Services Limited,Stationery
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30424883,12160,Balance Sheet,501517,Clyde & Co LLP,Contributions
Peterborough City Council,Corporate Services,Finance,Services,45140,30424885,654,Revenue,500853,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Finance,Agency Staff,45140,30425034,3587.5,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Place & Economy,Waste & Operational Svs Mgmt,Services,45140,30425035,1265,Revenue,515688,Redacted Personal Information,Legal Costs
Peterborough City Council,Corporate Services,Finance,Agency Staff,45140,30425043,2476.35,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Corporate Services,Finance,Agency Staff,45140,30425044,1890.55,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Corporate Services,Legal Services,Grants and Subscriptions,45140,30425045,650,Revenue,500719,Redacted Personal Information,Direct Payments
Peterborough City Council,Corporate Services,Finance,Agency Staff,45140,30425048,1890.55,Revenue,504124,HAYS Working for your tomorrow,External Temporary Staff
Peterborough City Council,Corporate Services,Legal Services,Services,45140,30425049,750,Revenue,504788,Redacted Personal Information,Legal Costs
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45140,30425113,1406.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425133,969.77,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45140,30425148,3510.84,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Other Establishments,45140,30425361,-90158,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45140,30425439,1404.93,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425469,5524.6,Revenue,522283,Redacted Personal Information,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425470,3438.5,Revenue,502409,Redacted Personal Information,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425471,1232.8,Revenue,506624,Thorpe Road Surgery,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425472,2792.2,Revenue,506806,Boroughbury Medical Centre,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425473,943,Revenue,500937,Hampton Medical Centre,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425474,4307.9,Revenue,511308,Lakeside Healthcare,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425475,506,Revenue,521747,Nene Valley Hodgson Medical Practice,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425476,578.45,Revenue,517957,Nightingale Medical Centre,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425477,2144.75,Revenue,502251,Old Fletton Surgery,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Director of Housing,Services,45140,30425478,1099.64,Revenue,502827,Cross Keys Homes,Financial Assistance
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45140,30425483,4944.1,Revenue,502242,Graham Young Pharmacy,Third Party Payments - Contract
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45140,30425484,1464.13,Revenue,502222,Mi Pharmacy Ltd - Werrington Branch,Third Party Payments - Contract
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45140,30425485,3902.28,Revenue,502239,Millfield Pharmacy,Third Party Payments - Contract
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45140,30425486,693.39,Revenue,522739,Walton Chemist,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425489,696.9,Revenue,502241,Westwood Clinic,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425490,1843.45,Revenue,501411,Ailsworth Medical Centre,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425491,1863,Revenue,521903,Bretton Park Healthcare,Third Party Payments - Contract
Peterborough City Council,Public Health,Health Check Services,Other Establishments,45140,30425492,2334.5,Revenue,508321,Central Medical Centre,Third Party Payments - Contract
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425522,1785.83,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425522,257,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425522,510,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425522,195,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425522,580,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425523,146,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425523,550,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425523,510,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425523,270,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425523,2129.26,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425524,270,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425524,510,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425524,2106.92,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425524,550,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425524,251,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425525,318,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425525,550,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425525,202,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425525,510,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45140,30425525,1890.37,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Place & Economy,Director of Housing,Other Establishments,45140,30425582,38530.5,Revenue,500720,Cross Keys Homes,Third Party Payments - Contract
Peterborough City Council,Corporate Services,Peterborough Serco Strategic Partnership,Other Establishments,45140,30425583,146419.03,Revenue,507183,Serco Ltd,Third Party Payments - Contract
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425586,2106.35,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425587,3712.51,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425588,3719.55,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425589,1609.5,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425590,2968.42,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425591,3639.55,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425592,1636.12,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425593,2031.95,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425594,1609.5,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425595,1724.44,Revenue,523963,Redacted Personal Information,Boarding Out Fees
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45140,30425715,1406.37,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45140,30425717,1554.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425718,1702.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45140,30425719,1494.63,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Targeted Youth Service,Agency Staff,45140,30425720,1924.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425721,3601.6,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425722,1813.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425723,808.85,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45140,30425724,1628.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425725,1814.85,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45140,30425726,1517.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45140,30425727,1702.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425728,1406.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425729,1286.48,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425730,1702.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425731,1813.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,IFD and Assessment,Agency Staff,45140,30425733,1702.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45140,30425735,1065.88,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425737,1763.34,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45140,30425738,1665.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425739,2016.3,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425741,1578.1,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45140,30425743,1667.6,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45140,30425745,1543.75,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Targeted Youth Service,Agency Staff,45140,30425746,1813.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Corporate Services,Finance,Agency Staff,45140,30425747,1100.4,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Therapy / Reablement teams,Agency Staff,45140,30425749,2258.01,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Assistant Director,Other Establishments,45140,30425750,65000,Revenue,500112,Peterborough Citizens Advice Bureau,Grant-Third Party
Peterborough City Council,Corporate Services,Legal Services,Grants and Subscriptions,45140,30425753,650,Revenue,511486,Redacted Personal Information,Direct Payments
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30425756,15635.96,Capital,522902,Wrightspace Ltd,Grant
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30425756,6701.12,Capital,522902,Wrightspace Ltd,Grant
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45140,30425767,6120,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45140,30425768,6825,Revenue,523075,1-2 Achieve LTD,Education Expenses
Peterborough City Council,Place & Economy,Director of Housing,Services,45140,30425773,4310.21,Revenue,509760,Hyde Housing Association,Financial Assistance
Peterborough City Council,Place & Economy,Director of Housing,Services,45140,30425774,725,Revenue,502065,Progressive Lets Ltd,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,30425780,503.39,Revenue,523811,PARAGON SOCIAL CARE LIMITED,Boarding Out Fees
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,30425783,399069.52,Capital,522242,R H Commercial Vehicles Limited,Vehicle Acquisition
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45140,30425825,2400,Revenue,508113,The National Teaching & Advisory Service,Education Expenses
Peterborough City Council,Children and Young People,CSC Placements,Schools,45140,8000296908,6957.29,Revenue,501561,Credo Care Ltd,Boarding Out Fees
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296917,10873.5,Capital,500840,Casbon Building Services,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296918,780.19,Capital,510221,Sovereign Property Services Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296919,1905.97,Capital,500840,Casbon Building Services,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296920,984.73,Capital,500840,Casbon Building Services,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296921,984.73,Capital,500840,Casbon Building Services,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296922,2437,Capital,501100,Premier Mobility (UK) Limited,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296923,12985.2,Capital,523104,Westone Housing Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296924,5172,Capital,505312,Spotless {Cleaning Services},Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296925,2760,Capital,505312,Spotless {Cleaning Services},Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296926,8504,Capital,523079,ASPIRE ADAPTATIONS LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296927,14508,Capital,500840,Casbon Building Services,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296928,7173,Capital,523079,ASPIRE ADAPTATIONS LTD,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296929,4281.92,Capital,510255,Maplethorpe & Mooney Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296930,3552.34,Capital,510255,Maplethorpe & Mooney Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296931,7196,Capital,500840,Casbon Building Services,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296932,12000,Capital,500840,Casbon Building Services,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296933,5045.5,Capital,510255,Maplethorpe & Mooney Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296934,9953,Capital,501100,Premier Mobility (UK) Limited,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296935,4833.9,Capital,502495,Allworks Home Improvements Ltd,Grant Payment
Peterborough City Council,Corporate,Corporate,Non Revenue,45140,8000296936,5993.1,Capital,502495,Allworks Home Improvements Ltd,Grant Payment
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296975,-766.2,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296975,3000,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296976,-782.96,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296976,3000,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296977,3000,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296977,-782.96,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296978,-3744.61,Revenue,501605,Goldcare Homes t/a The Tudors Care Home,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296978,3080.84,Revenue,501605,Goldcare Homes t/a The Tudors Care Home,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296979,3000,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296979,-782.96,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296980,-695.12,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296980,3227.24,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296981,-677.36,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296981,3130.44,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296982,3130.44,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296982,-727.04,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296983,-980.8,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296983,3280.44,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296984,2778.6,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296984,-1201.24,Revenue,507516,Healthcare Homes Group Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296985,3000,Revenue,501605,Goldcare Homes t/a The Tudors Care Home,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296985,-812.05,Revenue,501605,Goldcare Homes t/a The Tudors Care Home,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296986,15404.2,Revenue,501605,Goldcare Homes t/a The Tudors Care Home,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296986,-6191.37,Revenue,501605,Goldcare Homes t/a The Tudors Care Home,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296987,-969.26,Revenue,506794,Cherry Blossom Care Home Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45140,8000296987,3282.43,Revenue,506794,Cherry Blossom Care Home Ltd,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Customer and client receipts - Fees & Charges,45140,8000296988,-1039.4,Revenue,501506,Redacted Personal Information,Residential Care
