Beneficiary,Category/Purpose,Department,     Net value,VAT Value,Gross,Date incurred -Payment Date,,
MMCG (2) Ltd,Residential Placemnt,Long Term Care,4285.72,0,4285.72,45252,,
MMCG (2) Ltd,Residential Placemnt,Long Term Care,4500,0,4500,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5755.8,0,5755.8,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5830.8,0,5830.8,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5830.8,0,5830.8,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5998.75,0,5998.75,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6000,0,6000,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6428.57,0,6428.57,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6428.57,0,6428.57,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6570.82,0,6570.82,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6615.9,0,6615.9,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6615.9,0,6615.9,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6615.9,0,6615.9,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6701.62,0,6701.62,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6707.15,0,6707.15,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6708.43,0,6708.43,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Residential Placemnt,Long Term Care,5892.85,0,5892.85,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6857.15,0,6857.15,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Residential Placemnt,Long Term Care,6000,0,6000,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,7178.57,0,7178.57,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,7328.57,0,7328.57,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-847.45,0,-847.45,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,7691.62,0,7691.62,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,7798.75,0,7798.75,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,9262.26,0,9262.26,45252,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-1318.26,0,-1318.26,45252,,
MMCG (2) Ltd,Nursing Care,Long Term Care,36142.86,0,36142.86,45257,,
MMCG (2) Ltd,Nursing Care,Self funders L.T.- Adult Social Care,6753.57,0,6753.57,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Self funders L.T.- Adult Social Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Working Together - Learning Disability,4747.25,0,4747.25,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Interim Funding,4737.29,0,4737.29,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Interim Funding,-973,0,-973,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,910.23,0,910.23,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,-7435.23,0,-7435.23,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-1224.1,0,-1224.1,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6910.87,0,6910.87,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-2968.91,0,-2968.91,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4146.47,0,4146.47,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4312.63,0,4312.63,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4313.74,0,4313.74,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4406.69,0,4406.69,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4406.87,0,4406.87,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4114.29,0,4114.29,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-502.19,0,-502.19,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4830.38,0,4830.38,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5013.63,0,5013.63,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5109.29,0,5109.29,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5401.57,0,5401.57,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Residential Placemnt,Long Term Care,4428.57,0,4428.57,45280,,
MMCG (2) Ltd,Residential Placemnt,Long Term Care,4650,0,4650,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,4871.43,0,4871.43,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,5947.66,0,5947.66,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6025.16,0,6025.16,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6025.16,0,6025.16,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6198.72,0,6198.72,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6200,0,6200,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6642.86,0,6642.86,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6642.86,0,6642.86,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6789.84,0,6789.84,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6836.43,0,6836.43,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6836.43,0,6836.43,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6836.43,0,6836.43,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6925,0,6925,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6930.71,0,6930.71,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6932.04,0,6932.04,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,7085.71,0,7085.71,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Residential Placemnt,Long Term Care,6200,0,6200,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,7417.86,0,7417.86,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,9600,0,9600,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-2950.39,0,-2950.39,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,8058.72,0,8058.72,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,20767.36,0,20767.36,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,6666.06,0,6666.06,45280,,
MMCG (2) Ltd,Rec Cost Ext Non-Vat,Long Term Care,-3358.42,0,-3358.42,45280,,
MMCG (2) Ltd,Nursing Care,Long Term Care,38971.43,0,38971.43,45280,,
MNA Home Care Services,Domiciliary Care,Personalisation,575.24,0,575.24,45215,,
MNA Home Care Services,Domiciliary Care,Self funders Personalisation - Adult Soc,651.24,0,651.24,45223,,
MNA Home Care Services,Domiciliary Care,Self funders Personalisation - Adult Soc,651.24,0,651.24,45223,,
MNA Home Care Services,Domiciliary Care,Self funders Personalisation - Adult Soc,814.56,0,814.56,45223,,
MNA Home Care Services,Domiciliary Care,Self funders Personalisation - Adult Soc,5143,0,5143,45223,,
MNA Home Care Services,Domiciliary Care,Working Together - Learning Disability,1221.52,0,1221.52,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,523.52,0,523.52,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,544.15,0,544.15,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,558.4,0,558.4,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,570.28,0,570.28,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,570.28,0,570.28,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,640.08,0,640.08,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,648.61,0,648.61,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,651.24,0,651.24,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,651.24,0,651.24,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,663.12,0,663.12,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,677.8,0,677.8,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,732.92,0,732.92,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,732.92,0,732.92,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,732.92,0,732.92,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,732.92,0,732.92,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,439.35,0,439.35,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,418.65,0,418.65,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,869.35,0,869.35,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,62.32,0,62.32,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,822.06,0,822.06,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,895.52,0,895.52,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,977.2,0,977.2,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,977.2,0,977.2,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,977.2,0,977.2,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,977.2,0,977.2,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,997.14,0,997.14,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1035.12,0,1035.12,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1035.14,0,1035.14,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1058.88,0,1058.88,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1058.88,0,1058.88,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1058.88,0,1058.88,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1081.92,0,1081.92,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1093.73,0,1093.73,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1128.68,0,1128.68,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1349.24,0,1349.24,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1384.12,0,1384.12,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1512.23,0,1512.23,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,1628.44,0,1628.44,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,2053.53,0,2053.53,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,2280.36,0,2280.36,45223,,
MNA Home Care Services,Domiciliary Care,Personalisation,2745.24,0,2745.24,45223,,
MNA Home Care Services,Domiciliary Care,Self funders Personalisation - Adult Soc,651.24,0,651.24,45246,,
MNA Home Care Services,Domiciliary Care,Self funders Personalisation - Adult Soc,651.24,0,651.24,45246,,
MNA Home Care Services,Domiciliary Care,Self funders Personalisation - Adult Soc,6428.75,0,6428.75,45246,,
MNA Home Care Services,Domiciliary Care,Working Together - Learning Disability,1221.52,0,1221.52,45246,,
MNA Home Care Services,Domiciliary Care,Working Together - Learning Disability,1721.98,0,1721.98,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,522.4,0,522.4,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,523.52,0,523.52,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,526.37,0,526.37,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,558.4,0,558.4,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,570.28,0,570.28,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,570.28,0,570.28,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,590.27,0,590.27,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,593.32,0,593.32,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,610.92,0,610.92,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,613.79,0,613.79,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,617.22,0,617.22,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,651.24,0,651.24,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,651.24,0,651.24,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,651.24,0,651.24,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,651.24,0,651.24,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,654.39,0,654.39,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,663.12,0,663.12,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,732.92,0,732.92,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,732.92,0,732.92,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,732.92,0,732.92,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,738.8,0,738.8,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,814.56,0,814.56,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,872.52,0,872.52,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,622.54,0,622.54,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,261.82,0,261.82,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,895.52,0,895.52,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,895.52,0,895.52,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,896.24,0,896.24,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,954.16,0,954.16,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,977.2,0,977.2,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,977.2,0,977.2,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,977.2,0,977.2,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1035.12,0,1035.12,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1058.88,0,1058.88,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1058.88,0,1058.88,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1058.88,0,1058.88,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1081.92,0,1081.92,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1120.64,0,1120.64,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1337.65,0,1337.65,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1349.25,0,1349.25,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1384.12,0,1384.12,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1396,0,1396,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1529.68,0,1529.68,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,1660.05,0,1660.05,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,2280.36,0,2280.36,45246,,
MNA Home Care Services,Domiciliary Care,Personalisation,2745.24,0,2745.24,45246,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,411.02,0,411.02,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,520,0,520,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,643.77,0,643.77,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,671.94,0,671.94,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,504,0,504,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,923.94,0,923.94,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1046.3,0,1046.3,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,810.23,0,810.23,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,591.17,0,591.17,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,805.24,0,805.24,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,805.24,0,805.24,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,504,0,504,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1169.84,0,1169.84,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1434.24,0,1434.24,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,2092.77,0,2092.77,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,504,0,504,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,103.98,0,103.98,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,588.06,0,588.06,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,589.68,0,589.68,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,670.32,0,670.32,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,252,0,252,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1008,0,1008,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,251.95,0,251.95,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,471.01,0,471.01,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,402.26,0,402.26,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,402.43,0,402.43,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1260,0,1260,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,934.55,0,934.55,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,300.58,0,300.58,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1681.87,0,1681.87,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,419.76,0,419.76,45258,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,2450,0,2450,45258,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,632.56,0,632.56,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,632.28,0,632.28,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,643,0,643,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,643.94,0,643.94,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,845,0,845,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,850,0,850,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,885.44,0,885.44,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,960.13,0,960.13,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1000.5,0,1000.5,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1325,0,1325,45260,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,563,0,563,45260,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,563.56,0,563.56,45260,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,3.04,0,3.04,45260,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,805.06,0,805.06,45260,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,883.89,0,883.89,45260,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,520,0,520,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,563.73,0,563.73,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,667.06,0,667.06,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,345.1,0,345.1,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,897,0,897,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,943.06,0,943.06,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,966,0,966,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,966,0,966,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1046.72,0,1046.72,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1046,0,1046,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1126.77,0,1126.77,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1310,0,1310,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1126.76,0,1126.76,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,966,0,966,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,1288.24,0,1288.24,45264,,
MNA Home Care Services,Reablmnt Care Client,COVID-19 Public Health,2500,0,2500,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,617.65,0,617.65,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,399.9,0,399.9,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,770,0,770,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,890,0,890,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,920,0,920,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,-6.72,0,-6.72,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1058.21,0,1058.21,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1181.25,0,1181.25,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1190.7,0,1190.7,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1354.56,0,1354.56,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,281.24,0,281.24,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,529.06,0,529.06,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1510,0,1510,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1510,0,1510,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1565,0,1565,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1701,0,1701,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,1851.82,0,1851.82,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,643.93,0,643.93,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,2015.64,0,2015.64,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,2140,0,2140,45264,,
MNA Home Care Services,Reablmnt Care Client,Reablement - OP,805.06,0,805.06,45264,,
MNA Home Care Services,Reablmnt Care Client,Reablement - OP,845,0,845,45264,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,504,0,504,45267,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,511,0,511,45267,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,517,0,517,45267,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,529,0,529,45267,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,529,0,529,45267,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,529.2,0,529.2,45267,,
MNA Home Care Services,Reablmnt Care Client,Personalisation,567,0,567,45267,,
