Beneficiary,Category/Purpose,Department,     Net value,VAT Value,Gross,Date incurred -Payment Date,,
Louise A Manning,Private Nurseries,3&4yo Entitlement - Universal,4358.48,0,4358.48,45310,,
Louise A Manning,Private Nurseries,3&4yo Entitlement - Universal,1547.32,0,1547.32,45355,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4406.87,0,3433.87,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3433.87,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4737.29,0,3764.29,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3764.29,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4922.58,0,3949.58,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3949.58,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,5013.63,0,4040.63,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,4040.63,45314,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4122.56,0,3212.33,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,3212.33,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4431.65,0,3521.42,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,3521.42,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4604.99,0,3694.76,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,3694.76,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4690.17,0,3779.94,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,3779.94,45348,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4406.87,0,3433.87,45376,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3433.87,45376,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4737.29,0,3764.29,45376,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3764.29,45376,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,4922.58,0,3949.58,45376,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3949.58,45376,,
Lukka Care Homes 2010 Ltd t/a Ashto,Nursing Care,Long Term Care,5013.63,0,4040.63,45376,,
Lukka Care Homes 2010 Ltd t/a Ashto,Rec Cost Ext Non-Vat,Long Term Care,-973,0,4040.63,45376,,
Lumby Consultancy,Private Contractors,Cap - Environment,1747.5,349.5,2097,45349,,
Lumby Consultancy,Private Contractors,Cap - Environment,3600,720,4320,45349,,
Lumby Consultancy,Consultants Fees,Cap- Enterprise and Planning,3150,630,3780,45358,,
LUNG Productions CIO,Activity Leaders,Harrow Arts Centre,6079.5,0,6079.5,45370,,
Lynsay Shaw,Residential Schools,DSG Prov For Therapy Serv,662.5,0,662.5,45295,,
Lynsay Shaw,Residential Schools,DSG Prov For Therapy Serv,684,0,684,45295,,
Lyons Davidson Limited,Other Agencies,Liability Insurance,11000,0,11000,45350,,
M B Mitchell,Residential Placemnt,Long Term Care,3022.5,0,3022.5,45314,,
M B Mitchell,Residential Placemnt,Long Term Care,3100,0,3100,45314,,
M B Mitchell,Residential Placemnt,Long Term Care,2827.5,0,2827.5,45348,,
M B Mitchell,Residential Placemnt,Long Term Care,2900,0,2900,45348,,
M B Mitchell,Residential Placemnt,Long Term Care,3022.5,0,3022.5,45376,,
M B Mitchell,Residential Placemnt,Long Term Care,3100,0,3100,45376,,
MACINTYRE CARE,Residential Placemnt,Children With Disabilities Client Costs,46915.96,0,46915.96,45314,,
MACINTYRE CARE,Residential Placemnt,Children With Disabilities Client Costs,46915.96,0,46915.96,45314,,
MACINTYRE CARE,Residential Schools,Ind & Non Maint Res Sch,17706.78,0,17706.78,45343,,
MACINTYRE CARE,Residential Placemnt,Children With Disabilities Client Costs,47431.52,0,47431.52,45349,,
MACINTYRE CARE,Residential Placemnt,Children With Disabilities Client Costs,47431.52,0,47431.52,45349,,
MACINTYRE CARE,Residential Schools,Ind & Non Maint Res Sch,17901.36,0,17901.36,45350,,
MACINTYRE CARE,Residential Schools,Ind & Non Maint Res Sch,17901.36,0,17901.36,45350,,
MACINTYRE CARE,Residential Schools,Ind & Non Maint Res Sch,17901.36,0,17901.36,45350,,
Magic Life Ltd,Supptd Accommodation,Mental Health  - S75,5133.91,0,3080.34,45314,,
Magic Life Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-2053.57,0,3080.34,45314,,
Magic Life Ltd,Supptd Accommodation,Mental Health  - S75,4607.04,0,3593.47,45314,,
Magic Life Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-1013.57,0,3593.47,45314,,
Magic Life Ltd,Supptd Accommodation,Mental Health  - S75,4802.69,0,2881.6,45348,,
Magic Life Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-1921.09,0,2881.6,45348,,
Magic Life Ltd,Supptd Accommodation,Mental Health  - S75,4309.82,0,3361.65,45348,,
Magic Life Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-948.17,0,3361.65,45348,,
Magic Life Ltd,Supptd Accommodation,Mental Health  - S75,5133.91,0,3080.34,45376,,
Magic Life Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-2053.57,0,3080.34,45376,,
Magic Words Therapy Ltd,Consultants Fees,DSG Prov For Therapy Serv,765.41,0,765.41,45336,,
Magneto Electrics Ltd,Other Professionals,Harrow Museum,638,127.6,765.6,45352,,
Mallard Consultancy Ltd,Staff training - Gen,Environmental Compliance,999,199.8,1198.8,45322,,
Mango Rides,Trans (Private Hire),P-DSG Transport Educ - Ops,7626,1525.2,9151.2,45294,,
Mango Rides,Trans (Private Hire),Brent SNT Childrens,1620,324,1944,45295,,
Mango Rides,Trans (Private Hire),Brent SNT Childrens,2430,486,2916,45331,,
Mango Rides,Trans (Private Hire),P-DSG Transport Educ - Ops,10095.5,2019.1,12114.6,45331,,
Mango Rides,Trans (Private Hire),Brent SNT Childrens,1755,351,2106,45365,,
Mango Rides,Trans (Private Hire),P-DSG Transport Educ - Ops,7112,1422.4,8534.4,45365,,
Marcia Henry,Private Nurseries,3&4yo Entitlement - Universal,943.8,0,943.8,45362,,
Marcia Henry,Private Nurseries,2yo Entitlement - Disadvantaged,1514.7,0,1514.7,45362,,
Marego Limited,Domiciliary Care,Working Together - Learning Disability,4510,0,4510,45314,,
Marego Limited,Domiciliary Care,Working Together - Learning Disability,4510,0,4510,45342,,
Marego Limited,Domiciliary Care,Working Together - Learning Disability,4510,0,4510,45379,,
Maria Mallaband 12 Limited,Residential Placemnt,Long Term Care,6089.29,0,6089.29,45314,,
Maria Mallaband 12 Limited,Residential Placemnt,Long Term Care,5696.42,0,5696.42,45348,,
Maria Mallaband 12 Limited,Residential Placemnt,Long Term Care,6089.29,0,6089.29,45376,,
Marlowe Kitchen Fire Suppression,Build Maint Exit Cst,Non-Delegated Building Maintenance,295,59,512.1,45329,,
Marlowe Kitchen Fire Suppression,Build Maint Exit Cst,Non-Delegated Building Maintenance,131.75,26.35,512.1,45329,,
Marvellous Care,Semi Independent,Leaving Care Placements,3033.57,0,3432.14,45306,,
Marvellous Care,Youth Aid Payments,Leaving Care Placements,398.57,0,3432.14,45306,,
Marvellous Care,Semi Independent,Leaving Care Placements,3033.57,0,3432.14,45334,,
Marvellous Care,Youth Aid Payments,Leaving Care Placements,398.57,0,3432.14,45334,,
Marvellous Care,Semi Independent,Leaving Care Placements,2837.85,0,3210.71,45362,,
Marvellous Care,Youth Aid Payments,Leaving Care Placements,372.86,0,3210.71,45362,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,732.92,0,942.32,45315,,
Marygold Care UK ltd,Carer's Service,Personalisation,209.4,0,942.32,45315,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,1163.21,0,1163.21,45315,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2268.5,0,2268.5,45315,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2443,0,2443,45315,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2611.57,0,2611.57,45315,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2687.32,0,2687.32,45315,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,3187.76,0,3187.76,45315,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,694.17,0,694.17,45322,,
Marygold Care UK ltd,Carer's Service,Personalisation,209.4,0,942.32,45343,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,732.92,0,942.32,45343,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,1163.22,0,1163.22,45343,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,1474.53,0,1474.53,45343,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2198.7,0,2198.7,45343,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2605.64,0,2605.64,45343,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2687.32,0,2687.32,45343,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,3187.76,0,3187.76,45343,,
Marygold Care UK ltd,Carer's Service,Personalisation,209.4,0,889.97,45372,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,680.57,0,889.97,45372,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,1058.88,0,1058.88,45372,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,1170.9,0,1170.9,45372,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2280.36,0,2280.36,45372,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2605.64,0,2605.64,45372,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,2687.32,0,2687.32,45372,,
Marygold Care UK ltd,Domiciliary Care,Personalisation,3187.76,0,3187.76,45372,,
Maten and Degan Limited,Other Professionals,Housing Reduction Act (HRA17),850,0,1850,45350,,
Maten and Degan Limited,Other Professionals,Housing Reduction Act (HRA17),1000,0,1850,45350,,
Matrix Solicitors,Legal Fees,Housing Repairs,5541.25,0,5541.25,45314,,
Matthew Residential Care Ltd,Residential Placemnt,Long Term Care,7542.86,0,3922.29,45314,,
Matthew Residential Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-3620.57,0,3922.29,45314,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,4756.29,0,4756.29,45314,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,5409.41,0,5409.41,45314,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,7027.61,0,5692.35,45314,,
Matthew Residential Care Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1335.26,0,5692.35,45314,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,6888.64,0,6888.64,45314,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,7452.98,0,7452.98,45314,,
Matthew Residential Care Ltd,Residential Placemnt,Long Term Care,4971.42,0,2585.14,45348,,
Matthew Residential Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-2386.28,0,2585.14,45348,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,4449.42,0,4449.42,45348,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,5060.42,0,5060.42,45348,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,6574.22,0,5325.11,45348,,
Matthew Residential Care Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1249.11,0,5325.11,45348,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,6444.22,0,6444.22,45348,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,6972.13,0,6972.13,45348,,
Matthew Residential Care Ltd,Residential Placemnt,Long Term Care,5314.29,0,2763.43,45376,,
Matthew Residential Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-2550.86,0,2763.43,45376,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,4756.29,0,4756.29,45376,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,5409.41,0,5409.41,45376,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,7027.61,0,5692.35,45376,,
Matthew Residential Care Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1335.26,0,5692.35,45376,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,6888.64,0,6888.64,45376,,
Matthew Residential Care Ltd,Residential Placemnt,Working Together - Learning Disability,7452.98,0,7452.98,45376,,
Maxability,Other Professionals,AEB Fixed costs,7987.5,0,7987.5,45295,,
Maxability,Other Professionals,AEB Fixed costs,12012.5,0,12012.5,45377,,
Maximum Potential,Residential Schools,DSG Prov For Therapy Serv,85,0,1572.5,45330,,
Maximum Potential,Residential Schools,DSG Prov For Therapy Serv,1487.5,0,1572.5,45330,,
McAllister Bros Ltd,Private Contractors,Drainage Maintenance,3000,600,3600,45314,,
McAvoy Modular Rental & Sales Limited,Landld Rprs Exit Cts,Cap - Schools and Children,223958.7,44791.74,268750.44,45331,,
McDermott Smith Law Client Account,Legal Fees,Housing Repairs,500,0,500,45344,,
Md Homes,Residential Placemnt,Long Term Care,4360.28,0,2180.14,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-2180.14,0,2180.14,45314,,
Md Homes,Nursing Care,Long Term Care,2571.43,0,2257.56,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-313.87,0,2257.56,45314,,
Md Homes,Nursing Care,Mental Health  - S75,12827.36,0,2822.02,45314,,
Md Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-10005.34,0,2822.02,45314,,
Md Homes,Nursing Care,Long Term Care,5904.97,0,2952.71,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-2952.26,0,2952.71,45314,,
Md Homes,Nursing Care,Self funders L.T.- Adult Social Care,4108.43,0,3135.43,45314,,
Md Homes,Rec Cost Ext Non-Vat,Self funders L.T.- Adult Social Care,-973,0,3135.43,45314,,
Md Homes,Nursing Care,Long Term Care,4207.14,0,3234.14,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3234.14,45314,,
Md Homes,Nursing Care,Long Term Care,6812.91,0,3406.45,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-3406.46,0,3406.45,45314,,
Md Homes,Residential Placemnt,Long Term Care,4871.43,0,3432.14,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1439.29,0,3432.14,45314,,
Md Homes,Nursing Care,Long Term Care,4696.59,0,3723.59,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3723.59,45314,,
Md Homes,Nursing Care,Long Term Care,7750,0,3875,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-3875,0,3875,45314,,
Md Homes,Residential Placemnt,Long Term Care,4185,0,4185,45314,,
Md Homes,Nursing Care,Long Term Care,5904.53,0,4428.4,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1476.13,0,4428.4,45314,,
Md Homes,Nursing Care,Long Term Care,5456.49,0,4483.49,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,4483.49,45314,,
Md Homes,Nursing Care,Long Term Care,5892.86,0,4919.86,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,4919.86,45314,,
Md Homes,Nursing Care,Long Term Care,5996.95,0,5023.95,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5023.95,45314,,
Md Homes,Nursing Care,Long Term Care,6246.59,0,5273.59,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5273.59,45314,,
Md Homes,Nursing Care,Long Term Care,6342.2,0,5369.2,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5369.2,45314,,
Md Homes,Nursing Care,Long Term Care,7494.21,0,5620.66,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1873.55,0,5620.66,45314,,
Md Homes,Nursing Care,Long Term Care,7750,0,6777,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,6777,45314,,
Md Homes,Residential Placemnt,Long Term Care,4650,0,8106.15,45314,,
Md Homes,Residential Placemnt,Long Term Care,4266.84,0,8106.15,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-810.69,0,8106.15,45314,,
Md Homes,Residential Placemnt,Mental Health  - S75,13392,0,9131.72,45314,,
Md Homes,Residential Placemnt,Mental Health  - S75,4871.43,0,9131.72,45314,,
Md Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-9131.71,0,9131.72,45314,,
Md Homes,Nursing Care,Long Term Care,29828.57,0,25308.82,45314,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-4519.75,0,25308.82,45314,,
Md Homes,Residential Placemnt,Long Term Care,75714.28,0,126042.28,45314,,
Md Homes,Residential Placemnt,Long Term Care,50328,0,126042.28,45314,,
Md Homes,Residential Placemnt,Long Term Care,4078.98,0,2039.49,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-2039.49,0,2039.49,45348,,
Md Homes,Nursing Care,Mental Health  - S75,11999.78,0,2639.95,45348,,
Md Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-9359.83,0,2639.95,45348,,
Md Homes,Nursing Care,Long Term Care,5524,0,2762.2,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-2761.8,0,2762.2,45348,,
Md Homes,Nursing Care,Self funders L.T.- Adult Social Care,3843.37,0,2933.14,45348,,
Md Homes,Rec Cost Ext Non-Vat,Self funders L.T.- Adult Social Care,-910.23,0,2933.14,45348,,
Md Homes,Nursing Care,Long Term Care,3935.72,0,3025.49,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,3025.49,45348,,
Md Homes,Nursing Care,Long Term Care,6373.38,0,3186.7,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-3186.68,0,3186.7,45348,,
Md Homes,Residential Placemnt,Long Term Care,4557.14,0,3210.72,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1346.42,0,3210.72,45348,,
Md Homes,Nursing Care,Long Term Care,4393.58,0,3483.35,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,3483.35,45348,,
Md Homes,Nursing Care,Long Term Care,7250,0,3625,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-3625,0,3625,45348,,
Md Homes,Residential Placemnt,Long Term Care,3915,0,3915,45348,,
Md Homes,Nursing Care,Long Term Care,5523.58,0,4142.68,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1380.9,0,4142.68,45348,,
Md Homes,Residential Placemnt,Long Term Care,4142.86,0,4142.86,45348,,
Md Homes,Nursing Care,Long Term Care,5104.45,0,4194.22,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,4194.22,45348,,
Md Homes,Nursing Care,Long Term Care,5610.05,0,4699.82,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,4699.82,45348,,
Md Homes,Nursing Care,Long Term Care,5843.58,0,4933.35,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,4933.35,45348,,
Md Homes,Nursing Care,Long Term Care,5933.03,0,5022.8,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,5022.8,45348,,
Md Homes,Nursing Care,Long Term Care,6007.14,0,5096.91,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,5096.91,45348,,
Md Homes,Nursing Care,Long Term Care,7010.7,0,5258.02,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1752.68,0,5258.02,45348,,
Md Homes,Nursing Care,Long Term Care,6421.42,0,5511.19,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,5511.19,45348,,
Md Homes,Nursing Care,Long Term Care,7250,0,6339.77,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,6339.77,45348,,
Md Homes,Residential Placemnt,Long Term Care,3991.56,0,7583.16,45348,,
Md Homes,Residential Placemnt,Long Term Care,4350,0,7583.16,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-758.4,0,7583.16,45348,,
Md Homes,Nursing Care,Long Term Care,12857.14,0,11287.78,45348,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1569.36,0,11287.78,45348,,
Md Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,39767.14,0,-39767.15,45376,,
Md Homes,Residential Placemnt,Mental Health  - S75,-21214.29,0,-39767.15,45376,,
Md Homes,Residential Placemnt,Mental Health  - S75,-58320,0,-39767.15,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,10232.21,0,-3129.81,45376,,
Md Homes,Nursing Care,Self funders L.T.- Adult Social Care,40171.43,0,-3129.81,45376,,
Md Homes,Rec Cost Ext Non-Vat,Self funders L.T.- Adult Social Care,-9290.59,0,-3129.81,45376,,
Md Homes,Nursing Care,Long Term Care,-44242.86,0,-3129.81,45376,,
Md Homes,Residential Placemnt,Long Term Care,4360.28,0,2180.14,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-2180.14,0,2180.14,45376,,
Md Homes,Nursing Care,Mental Health  - S75,12827.36,0,2822.02,45376,,
Md Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-10005.34,0,2822.02,45376,,
Md Homes,Nursing Care,Long Term Care,5904.97,0,2952.71,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-2952.26,0,2952.71,45376,,
Md Homes,Nursing Care,Self funders L.T.- Adult Social Care,4108.43,0,3135.43,45376,,
Md Homes,Rec Cost Ext Non-Vat,Self funders L.T.- Adult Social Care,-973,0,3135.43,45376,,
Md Homes,Nursing Care,Long Term Care,6812.91,0,3406.45,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-3406.46,0,3406.45,45376,,
Md Homes,Residential Placemnt,Long Term Care,4871.43,0,3432.14,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1439.29,0,3432.14,45376,,
Md Homes,Nursing Care,Long Term Care,4696.59,0,3723.59,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3723.59,45376,,
Md Homes,Nursing Care,Long Term Care,7750,0,3875,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-3875,0,3875,45376,,
Md Homes,Residential Placemnt,Long Term Care,4185,0,4185,45376,,
Md Homes,Nursing Care,Long Term Care,5904.53,0,4428.4,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1476.13,0,4428.4,45376,,
Md Homes,Nursing Care,Long Term Care,5456.49,0,4483.49,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,4483.49,45376,,
Md Homes,Nursing Care,Long Term Care,5996.95,0,5023.95,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5023.95,45376,,
Md Homes,Nursing Care,Long Term Care,6246.59,0,5273.59,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5273.59,45376,,
Md Homes,Nursing Care,Long Term Care,6342.2,0,5369.2,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5369.2,45376,,
Md Homes,Nursing Care,Long Term Care,6421.43,0,5448.43,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5448.43,45376,,
Md Homes,Nursing Care,Long Term Care,7494.21,0,5620.66,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1873.55,0,5620.66,45376,,
Md Homes,Nursing Care,Long Term Care,6864.29,0,5891.29,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,5891.29,45376,,
Md Homes,Nursing Care,Long Term Care,7750,0,6777,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,6777,45376,,
Md Homes,Nursing Care,Long Term Care,7971.43,0,6998.43,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-973,0,6998.43,45376,,
Md Homes,Residential Placemnt,Long Term Care,4650,0,8106.15,45376,,
Md Homes,Residential Placemnt,Long Term Care,4266.84,0,8106.15,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-810.69,0,8106.15,45376,,
Md Homes,Nursing Care,Long Term Care,12114.29,0,10450.77,45376,,
Md Homes,Rec Cost Ext Non-Vat,Long Term Care,-1663.52,0,10450.77,45376,,
Meadow High School,Consultants Fees,Other LA Special Schools,8333.34,0,8733.33,45315,,
Meadow High School,Consultants Fees,Other LA Special Schools,399.99,0,8733.33,45315,,
Media First Ltd,Staff training - Gen,Communications,4495,899,5394,45329,,
Medigold Health Consultancy Limited,Other Professionals,Occupational Health,3308.8,661.76,3970.56,45344,,
Medigold Health Consultancy Limited,Other Professionals,Occupational Health,4135.3,827.06,4962.36,45344,,
Medigold Health Consultancy Limited,Other Professionals,Occupational Health,5275.15,1055.03,6330.18,45344,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,3540.55,0,2567.55,45314,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,2567.55,45314,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,3555.66,0,2582.66,45314,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,2582.66,45314,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,3555.66,0,2582.66,45314,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,2582.66,45314,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,4016.27,0,3043.27,45314,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3043.27,45314,,
Meera Nursing Home Ltd,Residential Placemnt,Long Term Care,3542.86,0,3542.86,45314,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,4690.7,0,3717.7,45314,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,3717.7,45314,,
Meera Nursing Home Ltd,Residential Placemnt,Long Term Care,3952.5,0,3952.5,45314,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,3312.14,0,2401.91,45348,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,2401.91,45348,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,3326.25,0,2416.02,45348,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,2416.02,45348,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,3326.25,0,2416.02,45348,,
Meera Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-910.23,0,2416.02,45348,,
Meera Nursing Home Ltd,Nursing Care,Long Term Care,3757.16,0,2846.93,45348,,
