Body Name,Body,Directorate,Service Area,Sub-Service Area,Sub-description,Payment Date,Sub Amount,Invoice Amount,Supplier Name
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,"1,048.96","1,048.96",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,"1,585.36","1,585.36",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,"1,788.71","1,788.71",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,"1,823.76","1,823.76",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,"2,240.96","2,240.96",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,"2,670.08","2,670.08",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,929.20,929.20,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,"1,649.33","1,649.33",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,371.68,371.68,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,775.68,775.68,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,727.20,727.20,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46120-Homecare Exceptional Rate,08/11/2023,378.00,378.00,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,353.03,353.03,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,08/11/2023,581.76,581.76,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,08/11/2023,286.08,286.08,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,08/11/2023,"12,532.08","12,532.08",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,261.80,261.80,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,261.80,261.80,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,785.40,785.40,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,261.80,261.80,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,261.80,261.80,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,785.40,785.40,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,"1,047.20","1,047.20",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,261.80,261.80,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,08/11/2023,"1,309.00","1,309.00",1 OAK HOME CARE
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,01/11/2023,"1,700.00","2,040.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,01/11/2023,"1,950.00","2,340.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,01/11/2023,"2,000.00","2,400.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,01/11/2023,"2,000.00","2,400.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,01/11/2023,"3,000.00","3,600.00",1ST STAFF
,,CORPORATE SERVICES,S4_UF-Locality Budgets,S5_UF-Locality Budgets,38403-Grants paid from Locality Budgets,21/11/2023,"1,246.50","1,246.50",29TH IPS ALL HALLOWS GUIDE COMPANY
,,CORPORATE SERVICES,S4_UF-Locality Budgets,S5_UF-Locality Budgets,38403-Grants paid from Locality Budgets,21/11/2023,898.00,898.00,29TH IPS ALL HALLOWS GUIDE COMPANY
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,35310-Consultants Fees,20/11/2023,"19,946.00","23,935.20",31TEN CONSULTING LTD
,,CORPORATE SERVICES,S4_RA-Assets and Investment,S5_RAC-Corporate Property,31100-Equipment Purchase - Under 1 year,02/11/2023,985.00,985.00,3GEN
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,13/11/2023,"4,263.80","4,263.80",3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,13/11/2023,619.36,619.36,3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,13/11/2023,"1,946.56","1,946.56",3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAE-MH Care Purchasing,46117-External Home Care,13/11/2023,"1,061.76","1,061.76",3HA LTD
,,CYP,S4_BC-Directorate Teams & Central Support,S5_BCC-QUEP,01300-Training,14/11/2023,370.00,444.00,3SPIRIT UK
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GH-Transport Strategy,S5_GHC-Strategic Transport,23101-Passenger Transport Hire,03/11/2023,316.00,379.20,4IMPRINT DIRECT LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46117-External Home Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,14/11/2023,"3,599.99","3,599.99",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,09/11/2023,"3,599.99","3,599.99",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46125-Homecare Live in Care,08/11/2023,"4,364.72","4,364.72",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46125-Homecare Live in Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,08/11/2023,913.63,913.63,A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,08/11/2023,"4,263.40","4,263.40",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,581.76,581.76,A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"4,071.44","4,071.44",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46120-Homecare Exceptional Rate,08/11/2023,"1,200.00","1,200.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46125-Homecare Live in Care,08/11/2023,"7,200.00","7,200.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,08/11/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,TA004-Amenity Funds Expenditure,10/11/2023,"1,000.00","1,000.00",A DODGSON AND C NEAL
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,TA004-Amenity Funds Expenditure,13/11/2023,"1,000.00","1,000.00",A DODGSON AND C NEAL
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,50001-Direct Payments,27/11/2023,841.28,841.28,REDACTED PERSONAL DATA
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46116-Supported Housing,13/11/2023,"4,989.60","4,989.60",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46116-Supported Housing,13/11/2023,"8,358.00","8,358.00",A&A HEALTHCARE SERVICES LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE","S4_GE-Housing, Growth, Planning and Suffolk Archives",S5_GEI-Economic Development and Archives,31400-Operational Equipment Leases,16/11/2023,732.77,879.32,A&S COACHWORKS LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE","S4_GE-Housing, Growth, Planning and Suffolk Archives",S5_GEI-Economic Development and Archives,31400-Operational Equipment Leases,28/11/2023,732.77,879.32,A&S COACHWORKS LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"4,071.44","4,071.44",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,08/11/2023,420.00,420.00,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,08/11/2023,840.00,840.00,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,08/11/2023,"1,680.00","1,680.00",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,667.52,667.52,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"2,714.88","2,714.88",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46137-Reablement,08/11/2023,"4,071.44","4,071.44",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,339.95,339.95,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,650.44,650.44,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"1,357.44","1,357.44",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"1,381.68","1,381.68",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"2,926.98","2,926.98",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"3,902.64","3,902.64",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46137-Reablement,08/11/2023,483.78,483.78,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,08/11/2023,"1,065.95","1,065.95",A1 CARE IPSWICH
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,02/11/2023,"1,890.00","2,332.38",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,02/11/2023,"1,065.00","2,216.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,09/11/2023,330.00,620.88,A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,13/11/2023,"1,035.00","1,784.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,24/11/2023,"1,530.00","2,432.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,27/11/2023,"1,530.00","2,000.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,02/11/2023,53.65,"2,332.38",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,02/11/2023,452.30,"2,216.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,09/11/2023,187.40,620.88,A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,13/11/2023,360.00,"1,784.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,24/11/2023,405.00,"2,432.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,27/11/2023,45.00,"2,000.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,02/11/2023,330.00,"2,216.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,13/11/2023,92.30,"1,784.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,24/11/2023,92.30,"2,432.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,27/11/2023,92.30,"2,000.76",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,10/11/2023,320.00,384.00,A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,17/11/2023,800.00,960.00,A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,23/11/2023,480.00,576.00,A1 CARS SUFFOLK LTD
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,31103-Equipment Repairs & Maintenance,22/11/2023,301.08,361.30,A1 PRESSURE WASHERS LTD
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,31116-Equipment Purchase - Firefighting,15/11/2023,"1,162.20","1,394.64",A1 SUPPLIES LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,14/11/2023,360.00,432.00,A2B TAXIS NORWICH
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,50001-Direct Payments,27/11/2023,397.16,397.16,REDACTED PERSONAL DATA
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GH-Transport Strategy,S5_GHC-Strategic Transport,23101-Passenger Transport Hire,21/11/2023,992.10,992.10,AARON TAFFERA
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BA800-Works in Progress (CAPEX),17/11/2023,"39,519.03","47,422.84",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BA800-Works in Progress (CAPEX),17/11/2023,"94,508.90","113,410.68",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BM910-Withholding Tax - Construct.Indust (Taxable Element),17/11/2023,0.00,"47,422.84",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BM910-Withholding Tax - Construct.Indust (Taxable Element),17/11/2023,0.00,"113,410.68",ABACUS BUILD (UK) LTD
,,CYP,S4_BO-Universal Health and Community Nursing,S5_BOA-Health and Childrens Centre Teams,37201-Room Hire,16/11/2023,701.79,701.79,ABBEYCROFT LEISURE
,,PUBLIC HEALTH & COMMUNITIES,"S4_PQ-Infrastructure, Health Behaviours, Mental Health and Children and Families","S5_PQA-Infrastructure, Health Behaviours, Mental Health and Children and Families (Public Health Grant Funded)",31303-Medical Supplies & Services,20/11/2023,"1,110.00","1,332.00",ABBEYCROFT LEISURE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,13100-Rent Payments - Property,15/11/2023,459.70,459.70,ABBEYFIELD ORWELL EXTRA CARE SOCIETY LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,01/11/2023,270.25,270.25,ABELLIO GREATER ANGLIA
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,01/11/2023,309.75,309.75,ABELLIO GREATER ANGLIA
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,07/11/2023,"1,370.25","1,370.25",ABELLIO GREATER ANGLIA
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,39230-Compensation Payments,23/11/2023,"2,000.00","2,000.00",REDACTED PERSONAL DATA
,,CYP,S4_BA-Inclusion,S5_BAC-Specialist Education Services,31118-Special Equipment Purchase - For Customers,27/11/2023,608.00,608.00,ABILITY WORLD LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,06/11/2023,420.00,504.00,ABLE TAXIS LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/11/2023,560.00,672.00,ABLE TAXIS LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"1,463.49","1,463.49",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,743.36,743.36,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,-975.66,-975.66,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,-975.66,-975.66,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,371.68,371.68,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,418.14,418.14,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,487.83,487.83,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,650.44,650.44,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,766.59,766.59,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,813.05,813.05,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,975.66,975.66,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"1,881.63","1,881.63",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"2,601.76","2,601.76",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,"2,926.98","2,926.98",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,08/11/2023,557.52,557.52,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,08/11/2023,371.68,371.68,ABOVE AND BEYOND CARE
,,CYP,S4_BA-Inclusion,S5_BAC-Specialist Education Services,46128-Non Staff - Education & Training,29/11/2023,"1,980.00","2,376.00",ACADEMY 21
,,CYP,S4_BA-Inclusion,S5_BAA-SEND Services,46133-Residential School,13/11/2023,654.00,784.80,ACADEMY 21
,,CYP,S4_BH-Education & Learning,"S5_BHB-Performance, Partnership and Development",38100-Grants to Organisations,29/11/2023,"1,800.00","1,800.00",ACADEMY TRANSFORMATION TRUST
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDD-Corporate Parenting,46116-Supported Housing,21/11/2023,"1,008.92","1,008.92",ACCESS COMMUNITY TRUST
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDD-Corporate Parenting,46116-Supported Housing,21/11/2023,"-1,008.92","-1,008.92",ACCESS COMMUNITY TRUST
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDD-Corporate Parenting,46116-Supported Housing,22/11/2023,"1,008.92","1,008.92",ACCESS COMMUNITY TRUST
,,CORPORATE SERVICES,"S4_RH-Customer Experience, Coroners, Registrars and Service Improvement",S5_RHA-Customer and Online Services Operations,49110-Assessments,15/11/2023,"3,804.00","4,564.80",ACCESS INDEPENDENT LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GD-Passenger Transport,S5_GDD-Home to School Transport Programme Transformation,23101-Passenger Transport Hire,03/11/2023,"1,113,444.97","1,250,150.76",ACCESS UK LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GD-Passenger Transport,S5_GDD-Home to School Transport Programme Transformation,23101-Passenger Transport Hire,13/11/2023,"577,638.68","613,921.32",ACCESS UK LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GD-Passenger Transport,S5_GDD-Home to School Transport Programme Transformation,23101-Passenger Transport Hire,17/11/2023,"1,112,968.78","1,233,787.67",ACCESS UK LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GD-Passenger Transport,S5_GDD-Home to School Transport Programme Transformation,23101-Passenger Transport Hire,27/11/2023,"1,386,344.19","1,556,286.36",ACCESS UK LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46111-Residential Care Exceptional Rate,28/11/2023,"6,693.28","6,693.28",ACCOMPLISH GROUP LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,83692-Charges - Residential Special Needs,28/11/2023,-621.40,-621.40,ACCOMPLISH GROUP LTD
