Body Name,Body,Directorate,Service Area,Sub-Service Area,Sub-description,Payment Date,Sub Amount,Invoice Amount,Supplier Name
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"1,100.00","1,320.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"1,200.00","1,440.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"1,500.00","1,800.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"1,650.00","1,980.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"1,700.00","2,040.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"1,800.00","2,160.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"2,000.00","2,400.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"2,550.00","3,060.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,11/12/2023,"2,550.00","3,060.00",1ST STAFF
,,ACS,S4_AD-Service Development & Contracts,S5_ADB-Ips & East SD&C,31100-Equipment Purchase - Under 1 year,04/12/2023,"2,100.00","2,100.00",3GEN
,,ACS,S4_AD-Service Development & Contracts,S5_ADB-Ips & East SD&C,31100-Equipment Purchase - Under 1 year,22/12/2023,"2,820.00","2,820.00",3GEN
,,CORPORATE SERVICES,S4_RA-Assets and Investment,S5_RAC-Corporate Property,31100-Equipment Purchase - Under 1 year,11/12/2023,850.00,850.00,3GEN
,,CORPORATE SERVICES,S4_RA-Assets and Investment,S5_RAC-Corporate Property,31100-Equipment Purchase - Under 1 year,22/12/2023,"1,350.00","1,350.00",3GEN
,,CORPORATE SERVICES,S4_RA-Assets and Investment,S5_RAC-Corporate Property,31100-Equipment Purchase - Under 1 year,22/12/2023,"1,050.00","1,050.00",3GEN
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,12/12/2023,"4,263.80","4,263.80",3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,12/12/2023,"1,946.56","1,946.56",3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAE-MH Care Purchasing,46117-External Home Care,12/12/2023,"1,061.76","1,061.76",3HA LTD
,,CYP,S4_BC-Directorate Teams & Central Support,S5_BCC-QUEP,01300-Training,06/12/2023,370.00,444.00,3SPIRIT UK
,,CYP,S4_BC-Directorate Teams & Central Support,S5_BCC-QUEP,01300-Training,06/12/2023,750.00,900.00,3SPIRIT UK
,,CORPORATE SERVICES,S4_RU-Information Technology,S5_RUA-Council and Third Party Provision,36403-Computer Maintenance Hardware,28/12/2023,0.00,"18,136.62",8X8 UK LTD
,,CORPORATE SERVICES,S4_RU-Information Technology,S5_RUA-Council and Third Party Provision,36809-Software Licences Renewals - Under 1 year,07/12/2023,"15,115.19","18,138.22",8X8 UK LTD
,,CORPORATE SERVICES,S4_RU-Information Technology,S5_RUA-Council and Third Party Provision,36809-Software Licences Renewals - Under 1 year,28/12/2023,"15,113.85","18,136.62",8X8 UK LTD
,,CORPORATE SERVICES,S4_RU-Information Technology,S5_RUA-Council and Third Party Provision,36809-Software Licences Renewals - Under 1 year,28/12/2023,"-3,264.80","-3,917.76",8X8 UK LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,39204-Advertising & Marketing (Non Staff),28/12/2023,"1,000.00","1,200.00",955 CREATIVE LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDD-Corporate Parenting,49101-Fostering Allowances,15/12/2023,398.00,398.00,REDACTED PERSONAL DATA
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDD-Corporate Parenting,49101-Fostering Allowances,15/12/2023,448.00,448.00,REDACTED PERSONAL DATA
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46125-Homecare Live in Care,06/12/2023,"4,364.72","4,364.72",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46125-Homecare Live in Care,06/12/2023,"-4,263.80","-4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"3,959.26","3,959.26",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,581.76,581.76,A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,653.75,653.75,A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"4,071.44","4,071.44",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46120-Homecare Exceptional Rate,06/12/2023,"1,200.00","1,200.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46125-Homecare Live in Care,06/12/2023,"7,200.00","7,200.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,06/12/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,50001-Direct Payments,22/12/2023,841.28,841.28,REDACTED PERSONAL DATA
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46116-Supported Housing,11/12/2023,"4,989.60","4,989.60",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46116-Supported Housing,11/12/2023,"8,358.00","8,358.00",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"4,071.44","4,071.44",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,06/12/2023,420.00,420.00,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,06/12/2023,840.00,840.00,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,06/12/2023,"1,680.00","1,680.00",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,667.52,667.52,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"2,714.88","2,714.88",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46137-Reablement,06/12/2023,533.28,533.28,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,650.44,650.44,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,706.05,706.05,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"1,357.44","1,357.44",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"1,381.68","1,381.68",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"2,926.98","2,926.98",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"3,902.64","3,902.64",A1 CARE IPSWICH
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,04/12/2023,"1,965.40","2,358.48",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/12/2023,"1,870.00","2,244.00",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/12/2023,"1,780.00","2,191.38",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,28/12/2023,"1,880.00","2,256.00",A1 CARS SUFFOLK LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/12/2023,46.15,"2,191.38",A1 CARS SUFFOLK LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GD-Passenger Transport,S5_GDC-Travel Services,23101-Passenger Transport Hire,01/12/2023,745.00,745.00,A1 CARS SUFFOLK LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GD-Passenger Transport,S5_GDC-Travel Services,23101-Passenger Transport Hire,28/12/2023,480.00,480.00,A1 CARS SUFFOLK LTD
,,CYP,S4_BH-Education & Learning,S5_BHD-Early Years and Childcare Function,49104-Early Years Provision,15/12/2023,"1,575.00","1,575.00",A1 FUN CLUB
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,21201-Plant & Vehicle - Repairs & Maintenance,13/12/2023,321.90,386.28,A1 SUPPLIES LTD
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,31116-Equipment Purchase - Firefighting,01/12/2023,"1,329.90","1,595.88",A1 SUPPLIES LTD
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,31116-Equipment Purchase - Firefighting,13/12/2023,810.40,972.48,A1 SUPPLIES LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,15/12/2023,600.00,720.00,A2B TAXIS NORWICH
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,15/12/2023,600.00,720.00,A2B TAXIS NORWICH
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/12/2023,360.00,432.00,A2B TAXIS NORWICH
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/12/2023,360.00,432.00,A2B TAXIS NORWICH
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/12/2023,720.00,864.00,A2B TAXIS NORWICH
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,50001-Direct Payments,22/12/2023,397.16,397.16,REDACTED PERSONAL DATA
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BA800-Works in Progress (CAPEX),21/12/2023,"77,385.55","92,862.66",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BA800-Works in Progress (CAPEX),21/12/2023,"2,787.30","3,344.76",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BA800-Works in Progress (CAPEX),22/12/2023,"19,990.14","23,988.17",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BM910-Withholding Tax - Construct.Indust (Taxable Element),21/12/2023,0.00,"92,862.66",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BM910-Withholding Tax - Construct.Indust (Taxable Element),21/12/2023,0.00,"3,344.76",ABACUS BUILD (UK) LTD
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BM910-Withholding Tax - Construct.Indust (Taxable Element),22/12/2023,0.00,"23,988.17",ABACUS BUILD (UK) LTD
,,CYP,S4_BH-Education & Learning,S5_BHG-Skills,38100-Grants to Organisations,13/12/2023,"3,000.00","3,000.00",ABBEY LABELS LIMITED
,,CYP,S4_BO-Universal Health and Community Nursing,S5_BOA-Health and Childrens Centre Teams,37201-Room Hire,18/12/2023,644.79,644.79,ABBEYCROFT LEISURE
,,PUBLIC HEALTH & COMMUNITIES,"S4_PQ-Infrastructure, Health Behaviours, Mental Health and Children and Families","S5_PQA-Infrastructure, Health Behaviours, Mental Health and Children and Families (Public Health Grant Funded)",31303-Medical Supplies & Services,20/12/2023,450.00,540.00,ABBEYCROFT LEISURE
,,CYP,S4_BH-Education & Learning,S5_BHD-Early Years and Childcare Function,49104-Early Years Provision,15/12/2023,300.00,300.00,ABC CHILDCARE LTD (IPSWICH)
,,CYP,S4_BH-Education & Learning,S5_BHD-Early Years and Childcare Function,49104-Early Years Provision,20/12/2023,"3,879.90","3,879.90",ABC WONDERLAND CHILDCARE
,,CORPORATE SERVICES,S4_Z-Balance Sheet,S5_Z-Balance Sheet,BA800-Works in Progress (CAPEX),29/12/2023,"50,000.00","50,000.00",ABELLIO EAST ANGLIA LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,01/12/2023,"1,204.30","1,204.30",ABELLIO GREATER ANGLIA
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,01/12/2023,481.50,481.50,ABELLIO GREATER ANGLIA
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,01/12/2023,653.10,653.10,ABELLIO GREATER ANGLIA
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,01/12/2023,446.25,446.25,ABELLIO GREATER ANGLIA
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,39230-Compensation Payments,07/12/2023,"2,400.00","2,400.00",REDACTED PERSONAL DATA
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"1,463.49","1,463.49",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,743.36,743.36,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,-325.22,-325.22,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,325.22,325.22,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,325.22,325.22,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,325.22,325.22,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,325.22,325.22,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,470.41,470.41,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,487.83,487.83,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,650.44,650.44,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,813.05,813.05,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,975.66,975.66,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,975.66,975.66,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"1,167.31","1,167.31",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"2,323.00","2,323.00",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,"2,926.98","2,926.98",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,06/12/2023,557.52,557.52,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46137-Reablement,06/12/2023,882.74,882.74,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,06/12/2023,371.68,371.68,ABOVE AND BEYOND CARE
,,CYP,S4_BA-Inclusion,S5_BAC-Specialist Education Services,46128-Non Staff - Education & Training,12/12/2023,990.00,"1,188.00",ACADEMY 21
,,CYP,S4_BA-Inclusion,S5_BAC-Specialist Education Services,46128-Non Staff - Education & Training,28/12/2023,"2,262.00","2,714.40",ACADEMY 21
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,39220-Payments to Other Schools,14/12/2023,"32,366.67","32,366.67",ACADEMY TRANSFORMATION TRUST
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,39220-Payments to Other Schools,14/12/2023,"23,666.67","23,666.67",ACADEMY TRANSFORMATION TRUST
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,39220-Payments to Other Schools,14/12/2023,"66,466.67","66,466.67",ACADEMY TRANSFORMATION TRUST
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,39220-Payments to Other Schools,20/12/2023,"1,833.33","1,833.33",ACADEMY TRANSFORMATION TRUST
,,PUBLIC HEALTH & COMMUNITIES,"S4_PQ-Infrastructure, Health Behaviours, Mental Health and Children and Families","S5_PQB-Infrastructure, Health Behaviours, Mental Health and Children and Families (Externally Grant Funded)",39215-Contributions to Projects,14/12/2023,"2,000.00","2,000.00",ACADEMY TRANSFORMATION TRUST
,,CYP,S4_BH-Education & Learning,S5_BHG-Skills,38100-Grants to Organisations,07/12/2023,"3,000.00","3,000.00",ACCENTFRESH
