Organisation,Supplier Name,Unique reference number,Payment Date,Cost Center/Capital Project Description,GL Account Description,Amount £ (Ex VAT)
LBHF,Graceful Care Ltd,3009202317158,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,739.2
LBHF,Graceful Care Ltd,3009202317159,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317160,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317161,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1100
LBHF,Graceful Care Ltd,3009202317162,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317163,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Graceful Care Ltd,3009202317164,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Graceful Care Ltd,3009202317165,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317166,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,865.76
LBHF,Graceful Care Ltd,3009202317167,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,67.04
LBHF,Graceful Care Ltd,3009202317168,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317169,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317170,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317171,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1570.8
LBHF,Graceful Care Ltd,3009202317172,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1570.8
LBHF,Graceful Care Ltd,3009202317173,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317174,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,265.05
LBHF,Graceful Care Ltd,3009202317175,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,2319.16
LBHF,Graceful Care Ltd,3009202317176,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,126.19
LBHF,Graceful Care Ltd,3009202317177,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,862.4
LBHF,Graceful Care Ltd,3009202317178,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317179,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317180,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Graceful Care Ltd,3009202317181,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317182,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1355.2
LBHF,Graceful Care Ltd,3009202317183,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317184,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317185,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,970.2
LBHF,Graceful Care Ltd,3009202317186,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,754.6
LBHF,Graceful Care Ltd,3009202317187,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,988.96
LBHF,Graceful Care Ltd,3009202317188,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,67.04
LBHF,Graceful Care Ltd,3009202317189,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317190,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1971.2
LBHF,Graceful Care Ltd,3009202317191,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1628
LBHF,Graceful Care Ltd,3009202317192,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1628
LBHF,Graceful Care Ltd,3009202317193,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,774.4
LBHF,Graceful Care Ltd,3009202317194,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,281.6
LBHF,Graceful Care Ltd,3009202317195,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,158.4
LBHF,Graceful Care Ltd,3009202317196,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317197,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1355.2
LBHF,Graceful Care Ltd,3009202317198,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,4197.6
LBHF,Graceful Care Ltd,3009202317199,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,682.08
LBHF,Graceful Care Ltd,3009202317200,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,48.72
LBHF,Graceful Care Ltd,3009202317201,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,34.8
LBHF,Graceful Care Ltd,3009202317202,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,651.2
LBHF,Graceful Care Ltd,3009202317203,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1707.89
LBHF,Graceful Care Ltd,3009202317204,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,139.42
LBHF,Graceful Care Ltd,3009202317205,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1707.89
LBHF,Graceful Care Ltd,3009202317206,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317207,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Graceful Care Ltd,3009202317208,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317209,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,484
LBHF,Graceful Care Ltd,3009202317210,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,176
LBHF,Graceful Care Ltd,3009202317211,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
LBHF,Graceful Care Ltd,3009202317212,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317213,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,910.8
LBHF,Graceful Care Ltd,3009202317214,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,739.2
LBHF,Graceful Care Ltd,3009202317215,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317216,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,792
LBHF,Graceful Care Ltd,3009202317217,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317218,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,730.4
LBHF,Graceful Care Ltd,3009202317219,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317220,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1601.6
LBHF,Graceful Care Ltd,3009202317221,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1601.6
LBHF,Graceful Care Ltd,3009202317222,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317223,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1355.2
LBHF,Graceful Care Ltd,3009202317224,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,176
LBHF,Graceful Care Ltd,3009202317225,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317226,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,915.2
LBHF,Graceful Care Ltd,3009202317227,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317228,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317229,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,86.8
LBHF,Graceful Care Ltd,3009202317230,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1063.2
LBHF,Graceful Care Ltd,3009202317231,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1063.2
LBHF,Graceful Care Ltd,3009202317232,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317233,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317234,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1465.2
LBHF,Graceful Care Ltd,3009202317235,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1465.2
LBHF,Graceful Care Ltd,3009202317236,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,3907.2
LBHF,Graceful Care Ltd,3009202317237,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,440
LBHF,Graceful Care Ltd,3009202317238,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,109.68
LBHF,Graceful Care Ltd,3009202317239,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,2217.6
LBHF,Graceful Care Ltd,3009202317240,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1493.8
LBHF,Graceful Care Ltd,3009202317241,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1493.8
LBHF,Graceful Care Ltd,3009202317242,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,198
LBHF,Graceful Care Ltd,3009202317243,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,198
LBHF,Graceful Care Ltd,3009202317244,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317245,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317246,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,108.96
LBHF,Graceful Care Ltd,3009202317247,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,67.04
LBHF,Graceful Care Ltd,3009202317248,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1227.6
LBHF,Graceful Care Ltd,3009202317249,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
LBHF,Graceful Care Ltd,3009202317250,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
LBHF,Graceful Care Ltd,3009202317251,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317252,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,739.2
LBHF,Graceful Care Ltd,3009202317253,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1113.2
LBHF,Graceful Care Ltd,3009202317254,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,2094.4
LBHF,Graceful Care Ltd,3009202317255,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1601.6
LBHF,Graceful Care Ltd,3009202317256,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,990.64
LBHF,Graceful Care Ltd,3009202317257,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,100.56
LBHF,Graceful Care Ltd,3009202317258,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1346.4
LBHF,Graceful Care Ltd,3009202317259,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1355.2
LBHF,Graceful Care Ltd,3009202317260,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,528
LBHF,Graceful Care Ltd,3009202317261,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,778.8
LBHF,Graceful Care Ltd,3009202317262,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,778.8
LBHF,Graceful Care Ltd,3009202317263,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1239.73
LBHF,Graceful Care Ltd,3009202317264,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,419.07
LBHF,Graceful Care Ltd,3009202317265,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317266,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Graceful Care Ltd,3009202317267,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,669.34
LBHF,Graceful Care Ltd,3009202317268,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,63.75
LBHF,Graceful Care Ltd,3009202317269,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,182.11
LBHF,Graceful Care Ltd,3009202317270,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,61.6
LBHF,Graceful Care Ltd,3009202317271,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1821.6
LBHF,Graceful Care Ltd,3009202317272,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1355.2
LBHF,Graceful Care Ltd,3009202317273,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1592.8
LBHF,Graceful Care Ltd,3009202317274,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1601.6
LBHF,Graceful Care Ltd,3009202317275,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,281.6
LBHF,Graceful Care Ltd,3009202317276,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317277,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317278,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1100
LBHF,Graceful Care Ltd,3009202317279,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1342.01
LBHF,Graceful Care Ltd,3009202317280,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,66.38
LBHF,Graceful Care Ltd,3009202317281,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,488
LBHF,Graceful Care Ltd,3009202317282,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1342.01
LBHF,Graceful Care Ltd,3009202317283,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1848
LBHF,Graceful Care Ltd,3009202317284,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1848
LBHF,Graceful Care Ltd,3009202317285,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317286,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317287,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317288,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317289,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Graceful Care Ltd,3009202317290,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,352
LBHF,Graceful Care Ltd,3009202317291,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1346.4
LBHF,Graceful Care Ltd,3009202317292,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
LBHF,Graceful Care Ltd,3009202317293,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,611.6
LBHF,Graceful Care Ltd,3009202317294,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317295,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,246.4
LBHF,Graceful Care Ltd,3009202317296,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1337.6
LBHF,Graceful Care Ltd,3009202317297,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1337.6
LBHF,Graceful Care Ltd,3009202317298,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,959.57
LBHF,Graceful Care Ltd,3009202317299,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,65.26
LBHF,Graceful Care Ltd,3009202317300,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,959.57
LBHF,Graceful Care Ltd,3009202317301,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317302,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1100
LBHF,Graceful Care Ltd,3009202317303,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Graceful Care Ltd,3009202317304,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Graceful Care Ltd,3009202317305,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,968
LBHF,Graceful Care Ltd,3009202317306,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,968
LBHF,Graceful Care Ltd,3009202317307,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317308,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317309,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,633.6
LBHF,Graceful Care Ltd,3009202317310,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317311,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,176
LBHF,Graceful Care Ltd,3009202317312,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317313,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1724.8
LBHF,Graceful Care Ltd,3009202317314,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317315,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,475.2
LBHF,Graceful Care Ltd,3009202317316,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
LBHF,Graceful Care Ltd,3009202317317,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,677.6
LBHF,Graceful Care Ltd,3009202317318,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1151.64
LBHF,Graceful Care Ltd,3009202317319,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1151.64
LBHF,Graceful Care Ltd,3009202317320,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317321,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1724.8
LBHF,Graceful Care Ltd,3009202317322,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317323,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317324,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1113.2
LBHF,Graceful Care Ltd,3009202317325,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317326,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317327,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,211.2
LBHF,Graceful Care Ltd,3009202317328,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,862.4
LBHF,Graceful Care Ltd,3009202317329,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,547.11
LBHF,Graceful Care Ltd,3009202317330,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,615.5
LBHF,Graceful Care Ltd,3009202317331,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,34.19
LBHF,Graceful Care Ltd,3009202317332,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317333,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1196.8
LBHF,Graceful Care Ltd,3009202317334,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317335,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317336,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317337,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,211.2
LBHF,Graceful Care Ltd,3009202317338,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
LBHF,Graceful Care Ltd,3009202317339,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1601.6
LBHF,Graceful Care Ltd,3009202317340,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317341,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317342,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317343,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
