Entity Name,Directorate,Service/Board,Cost Centre,Description,Subjective,Subjective Description,Supplier Name,Payment Date,Line Amount,Invoice Amount,Net Amount
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,21101,R&M - Buildings - Planned,Davey & Gilbert Ltd,45202.041666666664,6595.63,7914.76,6595.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,21101,R&M - Buildings - Planned,Davey & Gilbert Ltd,45230,623.11,747.73,623.11
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,21101,R&M - Buildings - Planned,P & P Lifts Ltd,45216.041666666664,760,912,760
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45225.041666666664,3000,3600,3000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,22002,Electricity,Community Venture (Smart Islands Project),45211.041666666664,1868.23,2241.87,1868.23
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45219.041666666664,-384.43,807.29,672.74
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45219.041666666664,384.43,807.29,672.74
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45219.041666666664,672.74,807.29,672.74
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,25003,Fire Equipment,Advanced Fire and Security South West Ltd,45209.041666666664,1306,1567.2,1306
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,25003,Fire Equipment,Advanced Fire and Security South West Ltd,45211.041666666664,476.5,571.8,476.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,25003,Fire Equipment,Advanced Fire and Security South West Ltd,45218.041666666664,1808,2169.6,1808
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45204.041666666664,1794,2152.8,1794
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45204.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45216.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45216.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45216.041666666664,1897.5,2277,1897.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600001,Corporate Properties,27001,Contract Cleaning,,45216.041666666664,796.25,796.25,796.25
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600002,Public Conveniences,21101,R&M - Buildings - Planned,SWAN Maintenance,45204.041666666664,648,648,648
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600002,Public Conveniences,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45230,1523.75,1828.5,1523.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600002,Public Conveniences,27001,Contract Cleaning,,45216.041666666664,750,750,750
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600003,Commercial Property,21101,R&M - Buildings - Planned,SWAN Maintenance,45204.041666666664,557,557,557
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600003,Commercial Property,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45230,702.5,843,702.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600003,Commercial Property,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45230,1178.75,1414.5,1178.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600003,Commercial Property,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45230,770,924,770
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600003,Commercial Property,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45230,920,1104,920
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600003,Commercial Property,22002,Electricity,Edf Energy Plc,45205.041666666664,1789.98,2147.97,1789.98
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600005,AONB,31601,Rail,,45230,11.29,822.48,822.48
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600005,AONB,31601,Rail,,45230,16,822.48,822.48
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600005,AONB,31601,Rail,,45230,100.99,822.48,822.48
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600005,AONB,31601,Rail,,45230,156.5,822.48,822.48
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600005,AONB,31601,Rail,,45230,169.7,822.48,822.48
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600005,AONB,31601,Rail,,45230,368,822.48,822.48
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,49002,Miscellaneous Expenditure,,45204.041666666664,11467,13760.4,11467
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89104,Major Enhancement Works,Scillonian Trading Ltd,45223.041666666664,3495,4194,3495
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89104,Major Enhancement Works,Scillonian Trading Ltd,45223.041666666664,5372.71,6447.25,5372.71
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89104,Major Enhancement Works,Scillonian Trading Ltd,45223.041666666664,-1392,2318.4,1932
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89104,Major Enhancement Works,Scillonian Trading Ltd,45223.041666666664,1392,2318.4,1932
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89104,Major Enhancement Works,Scillonian Trading Ltd,45223.041666666664,1932,2318.4,1932
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets.,600006,Adaptive Scillies,89104,Major Enhancement Works,Marine Management Organisation,45209.041666666664,945.5,945.5,945.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,31501,Vehicle & Plant Contract Hire,Tolman & Longstone Farms,45216.041666666664,850,850,850
51 Council of the Isles of Scilly,"Place, Economy and Environment",Planning and Development.,600023,Planning Enforcement,43505,Professional Services,Bloom Procurement Services Ltd,45211.041666666664,4725,5670,4725
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,21124,R&M - Planned Fire equip servicing,Max Fire Services Ltd,45218.041666666664,1035,1242,1035
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,25003,Fire Equipment,Le Maitre Ltd,45223.041666666664,617.6,741.12,617.6
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue.,600030,Fire & Rescue,42503,Uniforms / Clothing,Bristol Uniforms Ltd,45204.041666666664,1178.22,1413.86,1178.22
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,41109,R&M of Plant & Equipment,Weightron Bilanciai Ltd,45216.041666666664,6245,7494,6245
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46118,Freight Costs,Wheal Alfred Metals Recycling Ltd,45230,800,960,800
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Island Carriers,45216.041666666664,3829.87,4595.83,3829.87
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Isles Of Scilly Steamship Co,45216.041666666664,2529.78,3035.74,2529.78
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Isles Of Scilly Steamship Co,45216.041666666664,12825.08,15390.08,12825.08
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Sibleys Fuel & Marine Services,45218.041666666664,624.92,2030.75,1770.4
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,46119,Haulage Costs,Sibleys Fuel & Marine Services,45218.041666666664,1145.48,2030.75,1770.4
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Bryher Forge,45218.041666666664,1265.5,1265.5,1265.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,,45216.041666666664,1100,1100,1100
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Suez Recycling and Recovery UK Ltd (was Sita UK Ltd),45202.041666666664,33089.62,39707.54,33089.62
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Suez Recycling and Recovery UK Ltd (was Sita UK Ltd),45225.041666666664,26417.16,31700.59,26417.16
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Tresco Island Ltd,45202.041666666664,3033.33,3640,3033.33
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Tresco Island Ltd,45230,3033.33,3640,3033.33
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Tresco Island Ltd,45230,3033.33,3640,3033.33
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling.,600042,Waste Recycling (Code Closed),57069,Waste Disposal Contracts - Private Contractors,,45202.041666666664,3612,3612,3612
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,12301,Training,Tim Horam & Sons Transport Training Ltd,45218.041666666664,-1655,1955,1655
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,12301,Training,Tim Horam & Sons Transport Training Ltd,45218.041666666664,155,1955,1655
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,12301,Training,Tim Horam & Sons Transport Training Ltd,45218.041666666664,1500,1955,1655
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,12301,Training,Tim Horam & Sons Transport Training Ltd,45218.041666666664,1655,1955,1655
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,12301,Training,Tim Horam & Sons Transport Training Ltd,45223.041666666664,115,835,715
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,12301,Training,Tim Horam & Sons Transport Training Ltd,45223.041666666664,600,835,715
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,12601,Professional subscriptions,SASIG (Strategic Aviation Special Interest Group),45211.041666666664,465,558,465
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,21101,R&M - Buildings - Planned,DMF Carpentry,45204.041666666664,1800,2160,1800
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,21216,R&M - Other - Reactive,ADB Safegate BV,45219.041666666664,3833.34,3833.34,3833.34
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,45219.041666666664,-983.32,983.32,819.43
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,45219.041666666664,819.43,983.32,819.43
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,45219.041666666664,983.32,983.32,819.43
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,27001,Contract Cleaning,Island Cleaning co,45216.041666666664,1170,1170,1170
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,41118,Health & Safety Equipment,Advanced Fire and Security South West Ltd,45218.041666666664,1154.35,1385.22,1154.35
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,41118,Health & Safety Equipment,Amerex Fire International Ltd,45216.041666666664,861.38,1033.65,861.38
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,43510,Advertising (Non Recruitment),DVV Media International Limited (Flight Global),45211.041666666664,1096.5,1315.8,1096.5
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,43534,Licences,CCA Trading,45226.041666666664,826.8,826.8,826.8
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,43534,Licences,Civil Aviation Authority,45205.041666666664,826.8,826.8,826.8
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,45210,IT Communications,Servicom (High Tech) Ltd,45202.041666666664,2960.75,3552.9,2960.75
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,45210,IT Communications,Servicom (High Tech) Ltd,45216.041666666664,491.67,589.99,491.67
51 Council of the Isles of Scilly,Chief Executives Department,Airport,600060,Airport,45210,IT Communications,Servicom (High Tech) Ltd,45218.041666666664,622.08,746.49,622.08
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45204.041666666664,1599,1918.8,1599
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45211.041666666664,1482,1778.4,1482
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45218.041666666664,936,1123.2,936
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,11601,Agency Costs,Eden Brown Synergy Ltd,45225.041666666664,1755,2106,1755
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,22501,Rent,,45212.041666666664,859.87,859.87,859.87
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,41302,Materials,SJ Andrew And Sons Ltd,45218.041666666664,-445.43,546.52,455.43
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,41302,Materials,SJ Andrew And Sons Ltd,45218.041666666664,445.43,546.52,455.43
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,41302,Materials,SJ Andrew And Sons Ltd,45218.041666666664,455.43,546.52,455.43
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600100,Adult Social Care,43506,Professional Fees - Legal,Cornwall Council,45202.041666666664,2395.4,2874.48,2395.4
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,31603,Other Public Transport,St Agnes Boating,45216.041666666664,533.5,533.5,533.5
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,31603,Other Public Transport,Tresco Island Ltd,45225.041666666664,714,714,714
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,31603,Other Public Transport,Tresco Island Ltd,45230,760.5,760.5,760.5
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600101,Better Care Fund,47013,Grants & Conts to Other Bodies - Discretionary,Age UK Cornwall & The Isles of Scilly (Age Concern In Cornwall & The Isles of Scilly),45212.041666666664,3375,3375,3375
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600102,One Public Estate_,43504,Consultancy,Kensington Taylor Architects,45218.041666666664,1000,1200,1000
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600103,Short and Long Term Support 18-64,57053,Independent Schools - Private Contractors,Autism West Midlands,45205.041666666664,9413.84,9413.84,9413.84
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600103,Short and Long Term Support 18-64,57053,Independent Schools - Private Contractors,Autism West Midlands,45226.041666666664,9413.84,9413.84,9413.84
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600103,Short and Long Term Support 18-64,62004,Direct Payments,,45226.041666666664,1232,1232,1232
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600104,Short and Long Term Support 65,57066,Independent Meals at Home - Private Contractors,Cornwall Partnership NHS Foundation Trust,45204.041666666664,1365,1638,1365
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Blue Carn Cottage,45216.041666666664,1500,1500,1500
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Newcross Healthcare Solutions Ltd,45225.041666666664,1304.39,1304.39,1304.39
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Nurse Plus,45202.041666666664,885.05,885.05,885.05
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45202.041666666664,-1986.96,1986.96,1655.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45202.041666666664,1655.8,1986.96,1655.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45202.041666666664,1986.96,1986.96,1655.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45202.041666666664,2209.2,2651.04,2209.2
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45202.041666666664,1172.65,1407.18,1172.65
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45202.041666666664,1867.2,2240.64,1867.2
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45209.041666666664,1247.5,1497,1247.5
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45209.041666666664,1268.4,1522.08,1268.4
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45209.041666666664,2000.25,2400.3,2000.25
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45209.041666666664,2785.75,3342.9,2785.75
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45211.041666666664,1378.25,1653.9,1378.25
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45211.041666666664,1570.26,1884.31,1570.26
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45211.041666666664,1970.4,2364.48,1970.4
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45216.041666666664,2424.5,2909.4,2424.5
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45218.041666666664,1475.25,1770.3,1475.25
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45218.041666666664,2098,2517.6,2098
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45218.041666666664,1567.8,1881.36,1567.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45218.041666666664,1432.8,1719.36,1432.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45218.041666666664,2089.8,2507.76,2089.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45225.041666666664,1432.8,1719.36,1432.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45225.041666666664,-2831.5,2857.8,2381.5
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45225.041666666664,2381.5,2857.8,2381.5
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45225.041666666664,2831.5,2857.8,2381.5
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45225.041666666664,1851,2221.2,1851
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45225.041666666664,1380.68,1656.82,1380.68
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45225.041666666664,1642.65,1971.18,1642.65
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45230,2448,2937.6,2448
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45230,2089.75,2507.7,2089.75
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45230,1368.2,1641.84,1368.2
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45230,1393.15,1671.78,1393.15
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45230,1920.7,2304.84,1920.7
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,,45202.041666666664,560,560,560
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,12301,Training,Fresh Air Thinking,45223.041666666664,3983,3983,3983
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,21110,R&M - Electrical - Planned,Wright Construction,45223.041666666664,6000,7200,6000
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,,45212.041666666664,655,655,655
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Cornwall Partnership NHS Foundation Trust,45212.041666666664,1138,1138,1138
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Holyvale Partnership,45226.041666666664,1800,1800,1800
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,,45212.041666666664,1100,1100,1100
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Sibleys Island Homes,45226.041666666664,950,950,950
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,41304,Cleaning & Domestic Materials,Protec Healthcare LLP,45216.041666666664,1008.25,1209.9,1008.25
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,41304,Cleaning & Domestic Materials,Protec Healthcare LLP,45223.041666666664,662.36,794.83,662.36
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,42001,Catering - Provisions,Mike Benney Butchers Ltd,45216.041666666664,1278.09,1278.09,1278.09
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,46103,Hotel Expenses,,45230,1150,1150,1150
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,46103,Hotel Expenses,,45230,800,800,800
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,89005,Acquisition Costs - Equipment,ABM Trade (UK) Ltd,45202.041666666664,989.98,1187.98,989.98
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,31603,Other Public Transport,St Agnes Boating,45218.041666666664,946.26,946.26,946.26
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,31603,Other Public Transport,Tresco Island Ltd,45230,2454.75,2454.75,2454.75
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47001,Grants & Conts to Other Bodies - Non Discretionary,Cherry Blossom Childcare,45216.041666666664,3302.98,3302.98,3302.98
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47001,Grants & Conts to Other Bodies - Non Discretionary,Cherry Blossom Childcare,45230,2700.05,2700.05,2700.05
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47001,Grants & Conts to Other Bodies - Non Discretionary,Cherry Blossom Childcare,45230,643.12,643.12,643.12
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47013,Grants & Conts to Other Bodies - Discretionary,Cherry Blossom Childcare,45216.041666666664,2790.68,2790.68,2790.68
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47013,Grants & Conts to Other Bodies - Discretionary,Cherry Blossom Childcare,45230,2551.52,2551.52,2551.52
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45223.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45225.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45223.041666666664,4243.34,4243.34,4243.34
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45223.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45230,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45223.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45230,4243.34,4243.34,4243.34
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45202.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45223.041666666664,2121.67,2121.67,2121.67
