Entity Name,Directorate,Service/Board,Cost Centre,Description,Subjective,Description,Supplier Name,Payment Date,Line Amount,Invoice Amount,Net Amount
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45293,2520,3260.4,2717
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45293,2520,3024,2520
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45293,2220,2664,2220
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45293,2520,3024,2520
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45295,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45295,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45295,180,576,480
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45295,300,576,480
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45302,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45302,2392.5,2871,2392.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45316,3190,3828,3190
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45316,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,31603,Other Public Transport,Tresco Island Ltd,45302,3627,3627,3627
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,43504,Consultancy,West Monkton Consulting Ltd,45307,-4500,4500,4500
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,43504,Consultancy,West Monkton Consulting Ltd,45307,4500,4500,4500
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,43532,Professional Fees - Other,CSW Group Ltd,45295,-2750,3300,2750
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,43532,Professional Fees - Other,CSW Group Ltd,45295,2750,3300,2750
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,43532,Professional Fees - Other,Teachers Pensions,45316,661.3,661.3,661.3
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600130,Children Social Care - Strategic,31501,Vehicle & Plant Contract Hire,Community Venture (Smart Islands Project),45302,450,540,450
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600130,Children Social Care - Strategic,43532,Professional Fees - Other,SEN Experts (North East) Ltd,45321,595,595,595
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600130,Children Social Care - Strategic,43532,Professional Fees - Other,Teaching Talent Ltd t/a TCES National Online School,45302,-7392,8870.4,7392
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600130,Children Social Care - Strategic,43532,Professional Fees - Other,Teaching Talent Ltd t/a TCES National Online School,45302,7392,8870.4,7392
51 Council of the Isles of Scilly,"Place, Economy and Environment",Environmental Services.,600200,Environmental Health & Food,43610,Water Sample Testing,South West Water Ltd,45300,566.98,680.38,566.98
51 Council of the Isles of Scilly,"Place, Economy and Environment",Environmental Services.,600200,Environmental Health & Food,43610,Water Sample Testing,South West Water Ltd,45314,945.5,1134.6,945.5
51 Council of the Isles of Scilly,People and Communities,Learning and Library.,600210,Adult Education,12301,Training,Geo Pollution Technologies UK Limited,45300,1592,1910.4,1592
51 Council of the Isles of Scilly,People and Communities,Learning and Library.,600210,Adult Education,12301,Training,Skills for Care Solutions Ltd,45309,1250,1500,1250
51 Council of the Isles of Scilly,People and Communities,Learning and Library.,600210,Adult Education,12301,Training,South West Councils,45293,1738,2085.6,1738
51 Council of the Isles of Scilly,People and Communities,Learning and Library.,600210,Adult Education,12301,Training,South West Councils,45321,1899,2278.8,1899
51 Council of the Isles of Scilly,People and Communities,Learning and Library.,600210,Adult Education,43576,Purchased Training (Not for Staff),Island Bride Flowers,45300,531.99,531.99,531.99
51 Council of the Isles of Scilly,"Place, Economy and Environment",Inshore Fisheries and Conservation Authorities.,600220,IFCA,43505,Professional Services,Marine Mapping Ltd,45293,5250,5250,5250
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600230,Capital Development & Procurement Team,43505,Professional Services,Inner Circle Consulting Ltd,45300,2825,3390,2825
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600233,CIOS Cultural Centre,43512,Publicity Promotions & Marketing,Roscoe Communications Ltd,45316,1181.25,1417.5,1181.25
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600234,Creative Islands,43504,Consultancy,,45300,1250,1250,1250
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600234,Creative Islands,49019,Charitable Donations,Five Islands Academy,45302,1500,1500,1500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21101,R&M - Buildings - Planned,Ginnick Property Maintenance,45309,711.97,711.97,711.97
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21110,R&M - Electrical - Planned,Wright Construction,45316,890,1068,890
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Davey & Gilbert Ltd,45300,1500,1800,1500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,57002,Housing B&B Charges - Private Contractors,Scilly Holiday Homes,45309,1000,1000,1000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600241,Private Housing,22501,Rent,,45303,875,875,875
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600242,Housing Staffing,12301,Training,Chartered Institute Of Housing,45302,2250,2250,2250
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600243,Housing Delivery Project,43506,Professional Fees - Legal,Campbell Reith Hill LLP,45314,2500,3000,2500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Strategic Development Management.,600261,GO-EV Smart,44002,Insurance Premiums - Motor,Zurich Municipal,45309,805.97,805.97,805.97
51 Council of the Isles of Scilly,"Place, Economy and Environment",Strategic Development Management.,600261,GO-EV Smart,47013,Grants & Conts to Other Bodies - Discretionary,Hitachi Europe Ltd,45314,57533.53,57533.53,57533.53
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43548,External Audit Charges,Grant Thornton Ltd,45302,10000,12000,10000
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43548,External Audit Charges,Grant Thornton Ltd,45307,8830,10596,8830
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600307,Healthwatch,47013,Grants & Conts to Other Bodies - Discretionary,Healthwatch I.O.S,45309,12222.75,12222.75,12222.75
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600307,Healthwatch,47013,Grants & Conts to Other Bodies - Discretionary,Healthwatch I.O.S,45309,12222.75,12222.75,12222.75
51 Council of the Isles of Scilly,Chief Executives Department,Support Services.,600321,Finance,44007,Insurance Premiums - General,Zurich Municipal,45309,840,840,840
51 Council of the Isles of Scilly,Chief Executives Department,Support Services.,600321,Finance,44007,Insurance Premiums - General,Zurich Municipal,45309,147324.21,147324.21,147324.21
51 Council of the Isles of Scilly,Chief Executives Department,Support Services.,600321,Finance,44007,Insurance Premiums - General,Zurich Municipal,45309,6626.9,6626.9,6626.9
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,42001,Catering - Provisions,Hugh Street Cafe,45307,92.5,590.4,492
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,42001,Catering - Provisions,Hugh Street Cafe,45307,98,590.4,492
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,42001,Catering - Provisions,Hugh Street Cafe,45307,144.75,590.4,492
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,42001,Catering - Provisions,Hugh Street Cafe,45307,156.75,590.4,492
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,43504,Consultancy,Swift HR,45293,875,875,875
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600328,Levelling Up Fund – Sea Link Project,43504,Consultancy,Bloom Procurement Services Ltd,45307,6500,7800,6500
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89005,Acquisition Costs - Equipment,S J Andrew & Sons,45314,468.08,561.7,468.08
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89104,Major Enhancement Works,Teignmouth Maritime Services Ltd,45309,326550.34,391860.41,326550.34
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Bloom Procurement Services Ltd,45307,14686.12,17623.34,14686.12
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Currie & Brown UK Ltd,45316,6098.75,7318.5,6098.75
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45302,13148.96,15778.75,13148.96
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45309,13148.96,15778.75,13148.96
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45316,-33.84,1161.54,967.95
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45316,33.84,1161.54,967.95
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45316,967.95,1161.54,967.95
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45316,27729.79,33275.75,27729.79
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Raptor Scaffold Design & Consultancy Limited,45295,4350,5220,4350
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Stone King LLP,45316,2426,2911.2,2426
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89209,Other Professional Fees,Wright Construction,45300,8150,9780,8150
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89003,Acquisition Costs - Fixtures & Fittings,Davey & Gilbert Ltd,45302,15094.8,18113.76,15094.8
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89102,Demolition / Site Clearance Works / Other Preparation,Scillonian Trading Ltd,45300,176,1214.4,1012
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89102,Demolition / Site Clearance Works / Other Preparation,Scillonian Trading Ltd,45300,250,1214.4,1012
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89102,Demolition / Site Clearance Works / Other Preparation,Scillonian Trading Ltd,45300,336,1214.4,1012
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89209,Other Professional Fees,Currie & Brown UK Ltd,45316,5125,6150,5125
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,21127,R&M - Planned Lift servicing,P & P Lifts Ltd,45344,900,1080,900
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,21210,R&M - Electrical - Reactive,Davey & Gilbert Ltd,45344,470,564,470
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45345,546.68,656.02,546.68
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45345,510.63,612.76,510.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,24001,Water,South West Water Ltd,45323,214.96,557.05,557.05
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,24001,Water,South West Water Ltd,45323,342.09,557.05,557.05
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,24001,Water,South West Water Ltd,45323,237.19,587.83,587.83
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,24001,Water,South West Water Ltd,45323,350.64,587.83,587.83
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,23,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,34.5,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,57.5,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,69,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,103.5,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,138,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,161,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,189.75,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,379.5,1497.3,1247.75
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,23.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,35.25,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,58.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,70.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,105.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,141,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,164.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,193.88,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45335,387.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,23.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,35.25,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,58.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,70.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,105.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,141,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,164.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,193.88,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45344,387.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,23.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,35.25,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,58.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,70.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,105.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,141,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,164.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,193.88,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45351,387.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27009,Confidential Waste,Cornwall Council,45323,1000,1200,1000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,31501,Vehicle & Plant Contract Hire,Community Venture (Smart Islands Project),45330,450,540,450
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,41304,Cleaning & Domestic Materials,ESPO Eastern Shires Purchasing Organisation,45323,3232.5,3879,3232.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Able Skills Ltd,45323,-475,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Able Skills Ltd,45323,-395.83,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Able Skills Ltd,45323,-150,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Able Skills Ltd,45323,150,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Able Skills Ltd,45323,395.83,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Able Skills Ltd,45323,475,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Star Castle Hotel,45344,-570,570,475
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Star Castle Hotel,45344,475,570,475
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46103,Hotel Expenses,Star Castle Hotel,45344,570,570,475
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46119,Haulage Costs,Richard Hand Haulage,45342,63.2,999.2,843.2
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,46119,Haulage Costs,Richard Hand Haulage,45342,780,999.2,843.2
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,89208,Inspection / Survey Fees,Vickery Holman Ltd,45335,1450,1740,1450
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,89208,Inspection / Survey Fees,Vickery Holman Ltd,45335,2550,3060,2550
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,27001,Contract Cleaning,,45328,775,775,775
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,27012,Washroom And Hygeine Services,SWAN Maintenance,45330,-100.8,604.8,504
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,27012,Washroom And Hygeine Services,SWAN Maintenance,45330,100.8,604.8,504
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,27012,Washroom And Hygeine Services,SWAN Maintenance,45330,104,604.8,504
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,27012,Washroom And Hygeine Services,SWAN Maintenance,45330,400,604.8,504
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600003,Commercial Property,22002,Electricity,Edf Energy Plc,45324,2092.04,2510.45,2092.04
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600003,Commercial Property,22002,Electricity,Edf Energy Plc,45345,2006.83,2408.2,2006.83
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600003,Commercial Property,45105,Telephone Usage,The Phone Co-Op Ltd,45324,547.85,657.42,547.85
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600003,Commercial Property,45105,Telephone Usage,The Phone Co-Op Ltd,45345,461.33,553.59,461.33
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600006,Adaptive Scillies,41104,Equipment & Plant - Direct Purchase,Kit Building (Steel) Ltd,45328,5260,6312,5260
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600006,Adaptive Scillies,41104,Equipment & Plant - Direct Purchase,Kit Building (Steel) Ltd,45344,7890,9468,7890
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600006,Adaptive Scillies,43505,Professional Services,Pitman Associates Ltd.,45328,1400,1680,1400
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600006,Adaptive Scillies,43532,Professional Fees - Other,Cornwall Council,45335,1199.34,1439.21,1199.34
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,46103,Hotel Expenses,Able Skills Ltd,45323,-475,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,46103,Hotel Expenses,Able Skills Ltd,45323,-395.84,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,46103,Hotel Expenses,Able Skills Ltd,45323,-150,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,46103,Hotel Expenses,Able Skills Ltd,45323,150,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,46103,Hotel Expenses,Able Skills Ltd,45323,395.84,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600010,Operational R & M Services,46103,Hotel Expenses,Able Skills Ltd,45323,475,950,791.67
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,22002,Electricity,Edf Energy Plc,45324,1071.4,1285.65,1071.4
51 Council of the Isles of Scilly,"Place, Economy and Environment",Highway and Environmental Assets,600012,Highways,41302,Materials,Jewson Ltd,45328,723.39,868.07,723.39
51 Council of the Isles of Scilly,"Place, Economy and Environment",Planning and Development,600021,Development Management,43504,Consultancy,Cornwall Environmental Consultants,45330,460,552,460
51 Council of the Isles of Scilly,"Place, Economy and Environment",Planning and Development,600021,Development Management,43505,Professional Services,Cornwall Council,45330,1199.34,1439.21,1199.34
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue,600030,Fire & Rescue,31105,Vehicle Parts,Sibleys Fuel & Marine Services,45344,-116.5,1465.01,1348.29
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue,600030,Fire & Rescue,31105,Vehicle Parts,Sibleys Fuel & Marine Services,45344,116.5,1465.01,1348.29
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue,600030,Fire & Rescue,31105,Vehicle Parts,Sibleys Fuel & Marine Services,45344,361.27,1465.01,1348.29
51 Council of the Isles of Scilly,People and Communities,Fire and Rescue,600030,Fire & Rescue,31204,Derv Purchases,Sibleys Fuel & Marine Services,45344,-179.51,1465.01,1348.29
