Entity Name,Directorate,Service/Board,Cost Centre,Description,Subjective,Description,Supplier Name,Payment Date,Line Amount,Invoice Amount,Net Amount
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,11.1,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,11.6,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,17,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,17.3,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,21,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,30.93,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,56.2,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,64.25,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,67.68,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,75.23,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,93.2,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,98.4,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,120.41,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45324,162.57,852.12,848.72
51 Council of the Isles of Scilly,People and Communities,Adult Social Care,600105,Park House,46103,Hotel Expenses,,45323,3817.63,3817.63,3817.63
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600113,Early Year Provision,31603,Other Public Transport,St Agnes Boating,45337,1588.56,1588.56,1588.56
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600113,Early Year Provision,31603,Other Public Transport,Tresco Island Ltd,45335,1773.75,1773.75,1773.75
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600113,Early Year Provision,47013,Grants & Conts to Other Bodies - Discretionary,,45342,743.16,743.16,743.16
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45351,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45351,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45351,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45351,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45351,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45351,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600121,Home to School Transport,31603,Other Public Transport,Tresco Island Ltd,45335,2460,2460,2460
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45323,2514.35,3017.22,2514.35
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45323,2360,2832,2360
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45323,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45328,3840,4608,3840
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45328,1475,1770,1475
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45328,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45337,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45337,2950,3540,2950
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45344,2950,3540,2950
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45344,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45342,2220,2664,2220
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45342,2520,3024,2520
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45342,2220,2664,2220
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45335,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45335,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45349,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45349,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45349,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,31603,Other Public Transport,St Agnes Boating,45337,539.55,539.55,539.55
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,31603,Other Public Transport,Tresco Island Ltd,45335,2507.08,2507.08,2507.08
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,43504,Consultancy,West Monkton Consulting Ltd,45328,4500,4500,4500
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,43532,Professional Fees - Other,,45328,1500,1500,1500
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,43532,Professional Fees - Other,Cornwall Council,45328,2400,2400,2400
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600127,C&YP Central Support Services,43532,Professional Fees - Other,Cornwall Council,45351,2400,2400,2400
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600130,Children Social Care - Strategic,22501,Rent,Holyvale Partnership,45324,1600,1600,1600
51 Council of the Isles of Scilly,People and Communities,Childrens Services,600130,Children Social Care - Strategic,31501,Vehicle & Plant Contract Hire,Community Venture (Smart Islands Project),45328,450,540,450
51 Council of the Isles of Scilly,"Place, Economy and Environment",Environmental Services,600200,Environmental Health & Food,12301,Training,RH Environmental Ltd,45349,1975,2370,1975
51 Council of the Isles of Scilly,"Place, Economy and Environment",Environmental Services,600200,Environmental Health & Food,43505,Professional Services,Cieh,45349,681,681,681
51 Council of the Isles of Scilly,People and Communities,Learning and Library,600210,Adult Education,12301,Training,Able Skills Ltd,45323,791.67,950,791.67
51 Council of the Isles of Scilly,People and Communities,Learning and Library,600211,Library Services,41104,Equipment & Plant - Direct Purchase,Cornwall Council,45351,-10467.7,12025,10467.7
51 Council of the Isles of Scilly,People and Communities,Learning and Library,600211,Library Services,41104,Equipment & Plant - Direct Purchase,Cornwall Council,45351,2681.2,12025,10467.7
51 Council of the Isles of Scilly,People and Communities,Learning and Library,600211,Library Services,41104,Equipment & Plant - Direct Purchase,Cornwall Council,45351,7786.5,12025,10467.7
51 Council of the Isles of Scilly,People and Communities,Learning and Library,600211,Library Services,41104,Equipment & Plant - Direct Purchase,Cornwall Council,45351,10467.7,12025,10467.7
51 Council of the Isles of Scilly,People and Communities,Learning and Library,600212,Customer Hub,45301,Postage/Franking Charges,Francotyp-Postalia Ltd,45324,733.07,879.69,733.07
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,41110,Hire of Plant & Equipment,Bunkabin Ltd,45335,20,1536,1280
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,41110,Hire of Plant & Equipment,Bunkabin Ltd,45335,80,1536,1280
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,41110,Hire of Plant & Equipment,Bunkabin Ltd,45335,260,1536,1280
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,41110,Hire of Plant & Equipment,Bunkabin Ltd,45349,24,1675.2,1396
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,41110,Hire of Plant & Equipment,Bunkabin Ltd,45349,100,1675.2,1396
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,41110,Hire of Plant & Equipment,Bunkabin Ltd,45349,300,1675.2,1396
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,43512,Publicity Promotions & Marketing,Roscoe Communications Ltd,45344,1181.25,1417.5,1181.25
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,89207,Consultancy Costs,,45342,-2064,2064,2064
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,89207,Consultancy Costs,,45342,2064,2064,2064
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600233,CIOS Cultural Centre,89207,Consultancy Costs,Ashfords,45351,473,567.6,473
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600234,Creative Islands,43504,Consultancy,,45342,-2064,2064,2064
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600234,Creative Islands,43504,Consultancy,,45342,2064,2064,2064
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600234,Creative Islands,43504,Consultancy,,45328,1950,1950,1950
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement,600234,Creative Islands,43504,Consultancy,,45328,1500,1500,1500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45342,144,580.8,484
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45342,340,580.8,484
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45349,520,624,520
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21116,R&M - Other - Planned,Wright Construction,45328,1790,2148,1790
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45337,-7665,7665,6387.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45337,-6387.5,7665,6387.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45337,6387.5,7665,6387.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45337,7665,7665,6387.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45344,-1900,3975,3312.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45344,-1725,3975,3312.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45344,-350,3975,3312.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45344,350,3975,3312.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45344,1725,3975,3312.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45344,1900,3975,3312.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Cornwall Woodburners Ltd,45344,3312.5,3975,3312.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Peter Gilbert Plumbing & Heating,45328,-9839,11806.8,9839
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Peter Gilbert Plumbing & Heating,45328,4584,11806.8,9839
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Peter Gilbert Plumbing & Heating,45328,5255,11806.8,9839
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Peter Gilbert Plumbing & Heating,45328,9839,11806.8,9839
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21201,R&M - Buildings - Reactive,Wright Construction,45349,2490,2988,2490
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,21216,R&M - Other - Reactive,Davey & Gilbert Ltd,45323,608.5,730.2,608.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,41302,Materials,Longrock Window Company Ltd,45351,568.54,568.54,568.54
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,46103,Hotel Expenses,Star Castle Hotel,45323,-570,570,475
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,46103,Hotel Expenses,Star Castle Hotel,45323,475,570,475
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness,600240,Social Housing,46103,Hotel Expenses,Star Castle Hotel,45323,570,570,475
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,22501,Rent,,45336,1100,1100,1100
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43504,Consultancy,Cornwall Council,45351,1306.63,1567.96,1306.63
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43505,Professional Services,Lavat Consulting Ltd T/A PSTAX,45323,600,720,600
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43505,Professional Services,Lavat Consulting Ltd T/A PSTAX,45323,1900,2280,1900
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43505,Professional Services,Lavat Consulting Ltd T/A PSTAX,45323,950,1140,950
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43521,Other Witnesses,Cornwall Council,45351,4100,4920,4100
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43548,External Audit Charges,Grant Thornton Ltd,45351,6905,8286,6905
51 Council of the Isles of Scilly,People and Communities,Active Scilly,600310,Active Scilly Staffing Costs,43505,Professional Services,South West Councils,45323,1050.7,1260.84,1050.7
51 Council of the Isles of Scilly,People and Communities,Active Scilly,600313,Normandy Swimming Pool,22002,Electricity,Edf Energy Plc,45324,3122.77,3747.33,3122.77
51 Council of the Isles of Scilly,People and Communities,Active Scilly,600313,Normandy Swimming Pool,22002,Electricity,Edf Energy Plc,45345,3331.31,3997.57,3331.31
51 Council of the Isles of Scilly,Chief Executives Department,Support Services,600321,Finance,43606,Financial Support,Cornwall Council,45342,-98182.2,98182.2,81818.5
51 Council of the Isles of Scilly,Chief Executives Department,Support Services,600321,Finance,43606,Financial Support,Cornwall Council,45342,81818.5,98182.2,81818.5
51 Council of the Isles of Scilly,Chief Executives Department,Support Services,600321,Finance,43606,Financial Support,Cornwall Council,45342,98182.2,98182.2,81818.5
51 Council of the Isles of Scilly,Chief Executives Department,Support Services,600321,Finance,45105,Telephone Usage,The Phone Co-Op Ltd,45324,445.26,534.31,445.26
51 Council of the Isles of Scilly,Chief Executives Department,Support Services,600321,Finance,45105,Telephone Usage,The Phone Co-Op Ltd,45345,443.57,532.28,443.57
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,43504,Consultancy,South West Councils,45323,759.09,910.91,759.09
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,43505,Professional Services,Improvement & Development Agency,45323,1100,1320,1100
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600328,Levelling Up Fund – Sea Link Project,43504,Consultancy,Bloom Procurement Services Ltd,45328,47157.6,56589.12,47157.6
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89002,Acquisition Costs - Buildings,AR Newport,45349,750,900,750
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89202,Legal Fees & Expenses,Owen + Co,45351,398.75,1348.5,1123.75
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89202,Legal Fees & Expenses,Owen + Co,45351,725,1348.5,1123.75
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Bloom Procurement Services Ltd,45351,5510.74,6612.89,5510.74
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Currie & Brown UK Ltd,45351,2970.59,3564.71,2970.59
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Stepnell Ltd,45323,3552.16,4262.59,3552.16
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Stepnell Ltd,45335,23424.6,28109.52,23424.6
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Stone King LLP,45342,1313,1575.6,1313
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89002,Acquisition Costs - Buildings,Teignmouth Maritime Services Ltd,45351,15000,18000,15000
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89003,Acquisition Costs - Fixtures & Fittings,Davey & Gilbert Ltd,45323,6469.2,7763.04,6469.2
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89102,Demolition / Site Clearance Works / Other Preparation,CG Groundworks and General Building,45328,558.53,670.24,558.53
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89104,Major Enhancement Works,Wright Construction,45349,146226.61,175471.93,146226.61
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89208,Inspection / Survey Fees,Cornwall Council,45328,910,1092,910
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89209,Other Professional Fees,Currie & Brown UK Ltd,45351,5310,6372,5310
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89209,Other Professional Fees,Currie & Brown UK Ltd,45351,5387.5,6465,5387.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,21116,R&M - Other - Planned,AADNunn Energy Assessors,45377,1230,1230,1230
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,21130,M&E Planned - Property Framework,StructureHaus Ltd,45363,950,1140,950
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Community Venture (Smart Islands Project),45370,219.05,2469.35,2057.8
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Community Venture (Smart Islands Project),45370,340.97,2469.35,2057.8
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Community Venture (Smart Islands Project),45370,467.56,2469.35,2057.8
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Community Venture (Smart Islands Project),45370,1030.22,2469.35,2057.8
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45366,503.13,603.75,503.13
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45366,511.02,613.23,511.02
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45378,-503.13,508.46,423.71
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45378,424.72,508.46,423.71
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,22002,Electricity,Edf Energy Plc,45378,502.12,508.46,423.71
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,24001,Water,South West Water Ltd,45379,1604.57,1604.57,1604.57
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,23.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,35.25,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,58.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,70.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,105.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,141,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,164.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,193.88,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45358,387.75,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,11.75,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,23.5,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,35.25,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,58.75,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,70.5,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,105.75,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,141,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,164.5,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,193.88,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45365,387.75,1543.96,1286.63
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45372,23.5,1529.86,1274.88
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,45372,35.25,1529.86,1274.88
