Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
23/11/2023,2700320,252.38,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,252.38,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,252.38,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,252.38,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
30/11/2023,2703132,252.38,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,252.38,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,252.38,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,252.38,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,252.38,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
07/11/2023,2691665,252.32,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2698874,252.32,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/11/2023,2689821,252.22,NORTH TYNESIDE COUNCIL,102767,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
13/11/2023,2694185,252.22,NORTH TYNESIDE COUNCIL,102767,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
20/11/2023,2697095,252.22,NORTH TYNESIDE COUNCIL,102767,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
27/11/2023,2701313,252.22,NORTH TYNESIDE COUNCIL,102767,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
07/11/2023,2693216,252.17,DE POEL MANAGED SERVICES LIMITED,391542,Childrens,Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
23/11/2023,2700408,252.17,DE POEL MANAGED SERVICES LIMITED,391542,Childrens,Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
07/11/2023,2691618,252.06,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2698899,252.06,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/11/2023,2700278,252.00,BRYAN CRISP & SON SPECIALIST SERVICES LIMITED,399128,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
06/11/2023,2690335,252.00,METALPOINT T/A ARNDALE ENGINEERING LTD,397743,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
07/11/2023,2691015,251.86,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2698288,251.86,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
03/11/2023,2689387,251.80,ST BARTHOLOMEWS PRIMARY SCHOOL,276838,Capital,General Fund,N/A,Capital,Capital,Capital,Capital,Capital,NON INFLUENCIBLE.NT SCHOOLS
06/11/2023,57080,251.47,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
07/11/2023,2690744,251.44,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2697985,251.44,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
17/11/2023,2696701,251.28,J T DOVE LTD,004226,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
24/11/2023,2700879,251.28,J T DOVE LTD,004226,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
03/11/2023,2689432,251.25,LORD TECHNICAL LTD,012820,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.OFFICE & REPROGRAPHICS EQUIPMENT
06/11/2023,2690081,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
06/11/2023,2690081,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
13/11/2023,2694388,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
13/11/2023,2694388,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
20/11/2023,2697439,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
20/11/2023,2697439,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
27/11/2023,2701644,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
27/11/2023,2701644,251.13,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
20/11/2023,2697464,251.10,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
07/11/2023,2691561,250.98,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2698772,250.98,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2699313,250.89,BUS & TRUCK PARTS (NE) LTD,392837,Fleet Management,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE MANAGEMENT.PARTS
07/11/2023,2691198,250.86,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2698371,250.86,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
20/11/2023,57318,250.63,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
07/11/2023,2693227,250.60,HEATING COMPONENTS & EQUIPMENT LTD,008520,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
07/11/2023,2691727,250.36,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
21/11/2023,2698975,250.36,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
30/11/2023,2703146,250.36,HOUSING BENEFIT,299992,,,,,,,,,NON INFLUENCIBLE.NON INFLUENCIBLE
14/11/2023,2695350,250.20,REXEL UK LTD,347413,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,STATIONERY.STATIONERY
30/11/2023,2703199,250.15,W MCCLURE LTD,211194,,,,,,,,,CATERING.FOOD & BEVERAGES
07/11/2023,2693192,250.00,CORAM ACADEMY LTD T/A CORAM BAFF LTD,392880,Childrens,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,SOCIAL CARE.ADOPTION SERVICES
16/11/2023,2696607,250.00,HADAWAY & HADAWAY,008027,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,LEGAL.LEGAL OPINION
29/11/2023,2703036,250.00,JD TRAINING SOLUTIONS,392065,,,,,,,,,HUMAN RESOURCES.TRAINING & CONFERENCES
15/11/2023,2696339,250.00,NITELITES LIMITED,014762,Resources,Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.OFFICE & REPROGRAPHICS EQUIPMENT
29/11/2023,2703113,250.00,VASEY THOMPSON LTD,279406,,,,,,,,,BUILDING MATERIALS.SIGNAGE
10/11/2023,2693622,250.00,Redacted Personal Data,397051,Resources,Central Services,102,Capital,Capital,Capital,Capital,Revenue,LEGAL.GENERAL SUPPORT
21/11/2023,2699362,250.00,Redacted Personal Data,404037,Resources,Central Services,102,Capital,Capital,Capital,Capital,Revenue,LEGAL.GENERAL SUPPORT
21/11/2023,2699362,250.00,Redacted Personal Data,404037,Resources,Central Services,102,Capital,Capital,Capital,Capital,Revenue,LEGAL.GENERAL SUPPORT
14/11/2023,2695394,250.00,GEORGE IRELAND LIVESTOCK LIMITED,339886,Commissioning & Asset Management,Central Services,102,Third Party Payments,505,Private Contractors,5042,Revenue,ENVIRONMENTAL SERVICES.ANIMAL SERVICES
09/11/2023,2693526,250.00,ENVIROROD LTD,397735,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
03/11/2023,2689453,250.00,NORTHERN FLOORCRAFT (GATESHEAD) LIMITED,014251,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,FURNITURE.SOFT FURNISHINGS
06/11/2023,2690334,250.00,REXEL UK LTD,347413,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,STATIONERY.STATIONERY
09/11/2023,2693446,249.43,Redacted Personal Data,393838,General Fund Housing,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
09/11/2023,2693446,249.43,Redacted Personal Data,393838,Housing Operations,Housing Revenue Account,N/A,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
09/11/2023,2693446,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
09/11/2023,2693446,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
09/11/2023,2693446,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
09/11/2023,2693446,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
09/11/2023,2693446,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
16/11/2023,2696392,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
23/11/2023,2700320,249.43,Redacted Personal Data,393838,Housing Operations,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,FURNITURE.DOMESTIC
30/11/2023,2703132,249.43,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,249.43,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,249.43,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,249.43,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,249.43,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
30/11/2023,2703132,249.43,Redacted Personal Data,393838,,,,,,,,,FURNITURE.DOMESTIC
10/11/2023,2693607,249.00,JOHN NIXON LTD,014520,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,BUILDING MATERIALS.GENERAL MATERIALS
24/11/2023,2700927,248.92,ASKEWS & HOLTS LIBRARY SERVICE LTD,313909,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,SUBSCRIPTIONS & PUBLICATIONS.BOOKS & PUBLICATIONS
02/11/2023,2689311,248.52,J T DOVE LTD,004226,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
02/11/2023,2689296,248.10,ASKEWS & HOLTS LIBRARY SERVICE LTD,313909,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,SUBSCRIPTIONS & PUBLICATIONS.BOOKS & PUBLICATIONS
13/11/2023,2694670,248.06,CAREABILITY HEALTHCARE (322034),322034,Adults,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,SOCIAL CARE.CARE SERVICES
16/11/2023,2696583,248.00,BUS & TRUCK PARTS (NE) LTD,392837,Fleet Management,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE MANAGEMENT.PARTS
20/11/2023,2697930,247.90,HEATING COMPONENTS & EQUIPMENT LTD,008520,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
24/11/2023,2700880,247.52,ALL FLOORS (SERVICES) LTD,397729,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
22/11/2023,2700228,246.24,HEATING COMPONENTS & EQUIPMENT LTD,008520,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
10/11/2023,2693711,246.08,BSS FINANCE,382492,Regeneration & Economic Development,Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PETTY CASH
10/11/2023,2693613,245.84,REXEL UK LTD,347413,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,STATIONERY.STATIONERY
06/11/2023,2690118,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
06/11/2023,2690118,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
06/11/2023,2690118,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
06/11/2023,2690118,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
06/11/2023,2690118,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
06/11/2023,2690118,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694345,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694345,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694345,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694345,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694345,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694345,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694345,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
20/11/2023,2697398,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
20/11/2023,2697398,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
20/11/2023,2697398,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
20/11/2023,2697398,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
20/11/2023,2697398,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
20/11/2023,2697398,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
20/11/2023,2697398,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
27/11/2023,2701707,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
27/11/2023,2701707,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
27/11/2023,2701707,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
27/11/2023,2701707,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
27/11/2023,2701707,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
27/11/2023,2701707,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
27/11/2023,2701707,245.44,FIRST MOVE CARE LTD,341358,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
24/11/2023,2700956,245.30,ALLIANCE DISPOSABLES LTD,396709,Commissioning & Asset Management,Children's & Education Services,103,Income,509,Customer and Client Receipts,5064,Revenue,CATERING.DISPOSABLES
15/11/2023,2696291,245.00,BOLTON GATE SERVICES LTD,366997,Commissioning & Asset Management,Planning Services,110,Third Party Payments,505,Private Contractors,5042,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
02/11/2023,2689200,245.00,Redacted Personal Data,403685,General Fund Housing,Housing Services,108,Supplies and Services,504,Expenses,5030,Revenue,NON INFLUENCIBLE.INDIVIDUAL
17/11/2023,2696787,245.00,BOLTON GATE SERVICES LTD,366997,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
07/11/2023,2693208,245.00,BOLTON GATE SERVICES LTD,366997,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
09/11/2023,2693522,245.00,BOLTON GATE SERVICES LTD,366997,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
14/11/2023,2695344,245.00,BOLTON GATE SERVICES LTD,366997,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
13/11/2023,2694668,244.94,RINGTONS LTD (387786),387786,Local Environmental Services,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,CATERING.FOOD & BEVERAGES
27/11/2023,2701935,244.00,WATSONS TIMBER LTD,366019,Childrens,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.TIMBER
30/11/2023,2703134,244.00,FIRST AID WAREHOUSE,393199,,,,,,,,,HEALTH & SAFETY.PRODUCTS
13/11/2023,2694692,243.93,HAGUE SOFTWARE SOLUTIONS LIMITED,405397,Resources,Adult Social Care,101,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,ICT.SOFTWARE
23/11/2023,2700319,243.52,BUNZL UK LTD T/A BUNZL CLEANING & HYGIENE SUPPLIES,027747,"Sport, Leisure & Community",Housing Services,108,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,CLEANING & JANITORIAL.CLEANING MATERIALS
30/11/2023,2703130,243.52,BUNZL UK LTD T/A BUNZL CLEANING & HYGIENE SUPPLIES,027747,,,,,,,,,CLEANING & JANITORIAL.CLEANING MATERIALS
22/11/2023,2700259,243.18,J T DOVE LTD,004226,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
29/11/2023,2703047,242.30,DE POEL MANAGED SERVICES LIMITED,391542,,,,,,,,,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
29/11/2023,2703047,242.30,DE POEL MANAGED SERVICES LIMITED,391542,,,,,,,,,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
29/11/2023,2703047,242.30,DE POEL MANAGED SERVICES LIMITED,391542,,,,,,,,,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
29/11/2023,2703047,242.30,DE POEL MANAGED SERVICES LIMITED,391542,,,,,,,,,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
28/11/2023,2702318,242.00,ARJO MED A B LIMITED,377499,Adults,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,SOCIAL CARE.FITTED EQUIPMENT
24/11/2023,2700879,241.48,J T DOVE LTD,004226,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
06/11/2023,2690154,241.40,NORTHUMBRIA DAYBREAK,362030,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
06/11/2023,2690154,241.40,NORTHUMBRIA DAYBREAK,362030,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
13/11/2023,2694325,241.40,NORTHUMBRIA DAYBREAK,362030,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
