Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
18/09/2023,2668068,351.20,Redacted Personal Data,396951,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668068,351.20,Redacted Personal Data,396951,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668069,546.30,Redacted Personal Data,404811,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668072,274.35,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,329.22,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,384.09,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,426.82,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,426.82,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,640.15,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,792.33,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,877.92,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668072,2231.38,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668173,351.20,Redacted Personal Data,400930,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
18/09/2023,2668175,1144.64,CARELINE LIFESTYLES,403722,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668175,2357.20,CARELINE LIFESTYLES,403722,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668185,785.46,EOTHEN HOMES LTD,276943,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668188,3.75,Redacted Personal Data,396159,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668188,558.35,Redacted Personal Data,396159,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668194,11881.03,HESLEY GROUP LIMITED,008273,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
18/09/2023,2668197,828.73,Redacted Personal Data,353764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668197,3716.16,Redacted Personal Data,353764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668198,5301.62,Redacted Personal Data,397291,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
18/09/2023,2668200,41.76,Redacted Personal Data,386764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
18/09/2023,2668200,166.72,Redacted Personal Data,386764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
18/09/2023,2668200,300.00,Redacted Personal Data,386764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
18/09/2023,2668204,7635.67,DANSHELL HEALTHCARE LTD,397064,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.WELFARE
18/09/2023,2668205,3651.98,ROYAL BLIND ASYLUM AND SCHOOL,018071,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668206,3.75,Redacted Personal Data,396160,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668206,60.03,Redacted Personal Data,396160,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668206,239.66,Redacted Personal Data,396160,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668208,754.66,CLOVELLY HOUSE RESIDENTIAL HOME,396980,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668210,469.65,Redacted Personal Data,012801,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
18/09/2023,2668213,301.32,Redacted Personal Data,396923,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668214,7.83,Redacted Personal Data,396158,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668214,31.26,Redacted Personal Data,396158,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668214,421.85,Redacted Personal Data,396158,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668216,785.46,CRYSTAL CROFTDENE LIMITED T/A CROFTDENE CARE HOME,396800,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668216,785.46,CRYSTAL CROFTDENE LIMITED T/A CROFTDENE CARE HOME,396800,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668216,785.46,CRYSTAL CROFTDENE LIMITED T/A CROFTDENE CARE HOME,396800,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668216,785.46,CRYSTAL CROFTDENE LIMITED T/A CROFTDENE CARE HOME,396800,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668217,3.25,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668217,43.07,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668217,171.93,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668217,333.32,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668217,1130.02,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668221,337.48,Redacted Personal Data,396359,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668224,3.75,Redacted Personal Data,388986,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668224,14.43,Redacted Personal Data,388986,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668224,511.85,Redacted Personal Data,388986,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668227,414.72,Redacted Personal Data,387387,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668234,208.69,Redacted Personal Data,389532,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668234,749.89,Redacted Personal Data,389532,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668239,109.62,Redacted Personal Data,375753,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668239,437.64,Redacted Personal Data,375753,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668242,253.11,Redacted Personal Data,395823,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668247,792.33,Redacted Personal Data,395813,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668247,1792.42,Redacted Personal Data,395813,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668249,303.30,Redacted Personal Data,395808,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668268,253.11,Redacted Personal Data,399392,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
18/09/2023,2668269,219.71,Redacted Personal Data,399318,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
18/09/2023,2668269,738.27,Redacted Personal Data,399318,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
18/09/2023,2668270,785.46,ROSEBERRY CARE CENTRES – WILLOW COURT,399300,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668271,632.80,ROSEBERRY CARE CENTRES - ROSEMOUNT,399299,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668273,253.11,Redacted Personal Data,399234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668274,3.75,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668274,10.44,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668274,41.68,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668274,489.57,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668277,41.68,Redacted Personal Data,398988,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668277,1471.72,Redacted Personal Data,398988,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668280,351.20,Redacted Personal Data,367261,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
18/09/2023,2668288,15.00,Redacted Personal Data,386762,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668288,71.04,Redacted Personal Data,386762,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668288,765.60,Redacted Personal Data,386762,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668290,670.53,Redacted Personal Data,395718,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668290,792.33,Redacted Personal Data,395718,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668290,3848.88,Redacted Personal Data,395718,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668292,3.75,Redacted Personal Data,386090,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668292,73.08,Redacted Personal Data,386090,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668292,291.76,Redacted Personal Data,386090,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668294,372.90,Redacted Personal Data,386997,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668303,627.56,Redacted Personal Data,395670,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668307,592.24,Redacted Personal Data,339103,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668313,3.75,Redacted Personal Data,385580,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668313,73.08,Redacted Personal Data,385580,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668313,240.45,Redacted Personal Data,385580,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668313,291.76,Redacted Personal Data,385580,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668313,750.82,Redacted Personal Data,385580,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668319,347.13,Redacted Personal Data,395610,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668319,1385.86,Redacted Personal Data,395610,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668323,312.60,Redacted Personal Data,395592,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668324,421.48,Redacted Personal Data,395590,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668327,4.95,Redacted Personal Data,385051,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668327,91.74,Redacted Personal Data,385051,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668327,366.26,Redacted Personal Data,385051,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668328,10.44,Redacted Personal Data,385754,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668328,41.68,Redacted Personal Data,385754,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668328,252.89,Redacted Personal Data,385754,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668330,4.38,Redacted Personal Data,389997,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668330,317.81,Redacted Personal Data,389997,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668330,318.41,Redacted Personal Data,389997,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668330,618.09,Redacted Personal Data,389997,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668330,828.73,Redacted Personal Data,389997,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668336,366.33,Redacted Personal Data,386996,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668338,2.08,Redacted Personal Data,360881,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668338,31.44,Redacted Personal Data,360881,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668338,338.48,Redacted Personal Data,360881,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668343,3.75,Redacted Personal Data,385687,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668343,62.64,Redacted Personal Data,385687,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668343,253.08,Redacted Personal Data,385687,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668347,386.00,Redacted Personal Data,395539,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668351,3395.82,Redacted Personal Data,395507,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668352,3.75,Redacted Personal Data,395503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668352,10.44,Redacted Personal Data,395503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668352,41.68,Redacted Personal Data,395503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668352,526.85,Redacted Personal Data,395503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668359,375.84,Redacted Personal Data,377968,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668359,1500.48,Redacted Personal Data,377968,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668360,21.00,Redacted Personal Data,395478,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668360,237.51,Redacted Personal Data,395478,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668360,901.02,Redacted Personal Data,395478,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668363,351.20,Redacted Personal Data,372033,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
18/09/2023,2668365,20.25,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,27.00,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,27.00,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,27.00,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,27.00,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,27.00,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,33.75,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,33.75,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,278.48,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,278.48,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,278.48,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,278.48,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,278.48,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,278.48,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,313.67,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,348.10,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668365,348.10,INDEPENDENT LIVES (NE),389234,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.DAY CARE
18/09/2023,2668366,986.74,BRIAR DENE,321950,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668366,-120.80,BRIAR DENE,321950,Adults,Adult Social Care,101,Income,509,Customer and Client Receipts,5064,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668367,389.16,Redacted Personal Data,376386,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668367,389.16,Redacted Personal Data,376386,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
18/09/2023,2668368,785.46,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668368,785.46,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668368,867.04,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/09/2023,2668369,420.67,CREATIVE SUPPORT LTD,359340,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
18/09/2023,2668369,79.24,CREATIVE SUPPORT LTD,359340,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
