Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
22/01/2024,2725738,480.00,MRM ELECTRONIC SOLUTIONS LTD T/A MRM SOLUTIONS,391641,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
18/01/2024,2724500,480.00,ARNOLD LAVER & CO LTD,320113,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
02/01/2024,2716056,479.48,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
30/01/2024,2729835,479.48,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
17/01/2024,2724307,478.71,GENERAL BACS PAYMENTS - BSS ONLY,381148,Commissioning & Asset Management,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725740,478.46,PAYPOINT NETWORKS LTD,389716,Adults,Adult Social Care,101,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,FINANCIAL SERVICES.FINANCIAL SERVICES
08/01/2024,2718955,476.40,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,476.40,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,476.40,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,476.40,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,476.25,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
16/01/2024,2723528,476.04,FAMILY PSYCHOLOGY UK,400027,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.MENTAL HEALTH SERVICES
09/01/2024,2719969,476.00,Redacted Personal Data,392766,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
30/01/2024,2730715,476.00,Redacted Personal Data,392766,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
26/01/2024,2727586,476.00,REXEL UK LTD,347413,,,,,,,,,STATIONERY.STATIONERY
11/01/2024,2720335,475.85,PORTERS NEWS,384235,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,SUBSCRIPTIONS & PUBLICATIONS.BOOKS & PUBLICATIONS
08/01/2024,2718510,475.54,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
15/01/2024,2721467,475.54,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
22/01/2024,2725153,475.54,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
29/01/2024,2728157,475.54,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
26/01/2024,2727475,475.00,REVIVED MEDICAL UK LTD,404549,Adults,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,PUBLIC HEALTH.EQUIPMENT
26/01/2024,2727475,475.00,REVIVED MEDICAL UK LTD,404549,Adults,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,PUBLIC HEALTH.EQUIPMENT
05/01/2024,2717973,475.00,Redacted Personal Data,403694,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.ADOPTION SERVICES
16/01/2024,2723495,475.00,MICHAEL BETTENCOURT,405513,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
16/01/2024,2723536,475.00,Redacted Personal Data,398454,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.ADOPTION SERVICES
29/01/2024,2728050,475.00,Redacted Personal Data,398454,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.ADOPTION SERVICES
31/01/2024,2731254,475.00,SIGN PRO LTD,379788,Corporate Strategy,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,BUILDING MATERIALS.SIGNAGE
05/01/2024,2718103,475.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,306382,Capital,Capital,Capital,Supplies and Services,504,Equipment,5023,Capital,FURNITURE.OFFICE
09/01/2024,2719339,474.75,PREMIER TRANSPORT,310296,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
15/01/2024,2721750,474.43,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
09/01/2024,2719435,474.21,Redacted Personal Data,364711,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.GRANTS
08/01/2024,2718711,473.56,Redacted Personal Data,389470,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721671,473.56,Redacted Personal Data,389470,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725363,473.56,Redacted Personal Data,389470,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2724971,473.00,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718318,472.90,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
09/01/2024,2719463,472.00,LINSKILL TRADING LTD,393264,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
25/01/2024,2726984,471.00,BUNZL UK LTD T/A BUNZL CLEANING & HYGIENE SUPPLIES,027747,Commissioning & Asset Management,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,CLEANING & JANITORIAL.CLEANING MATERIALS
08/01/2024,2718820,470.85,NEW PROSPECTS - ISF FUND,389249,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721778,470.85,NEW PROSPECTS - ISF FUND,389249,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725468,470.85,NEW PROSPECTS - ISF FUND,389249,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728487,470.85,NEW PROSPECTS - ISF FUND,389249,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
16/01/2024,2723495,470.00,MICHAEL BETTENCOURT,405513,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CHILDCARE SERVICES
22/01/2024,58088,470.00,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718641,469.65,Redacted Personal Data,012801,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
15/01/2024,2721597,469.65,Redacted Personal Data,012801,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
22/01/2024,2725226,469.65,Redacted Personal Data,012801,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
29/01/2024,2728208,469.65,Redacted Personal Data,012801,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
29/01/2024,58248,469.41,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
03/01/2024,2717650,469.20,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
08/01/2024,2719034,469.20,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
12/01/2024,2720946,469.20,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
23/01/2024,2726423,469.20,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
29/01/2024,2728120,469.20,NORTH TYNESIDE COUNCIL,102767,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
29/01/2024,2728518,469.14,MELROSE HOUSE,388684,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
18/01/2024,2724474,469.00,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
08/01/2024,2718743,468.90,Redacted Personal Data,395609,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721702,468.90,Redacted Personal Data,395609,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725325,468.90,Redacted Personal Data,395609,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728421,468.90,Redacted Personal Data,395609,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
17/01/2024,2724270,468.60,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.HOMECARE SERVICES
18/01/2024,2724527,468.60,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
19/01/2024,2724782,468.00,2020 VISION SYSTEMS LIMITED,360174,Local Environmental Services,Environmental & Regulatory Services,105,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,FIRE & SECURITY.CLOSED-CIRCUIT TELEVISION
08/01/2024,2718513,468.00,Redacted Personal Data,404421,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721470,468.00,Redacted Personal Data,404421,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725156,468.00,Redacted Personal Data,404421,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728160,468.00,Redacted Personal Data,404421,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
04/01/2024,2717800,468.00,NE EXECUTIVE LTD T/A NE TAXIS,397329,Commissioning & Asset Management,Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
18/01/2024,2724458,468.00,MRM ELECTRONIC SOLUTIONS LTD T/A MRM SOLUTIONS,391641,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
18/01/2024,2724461,467.60,BIRCH TREE NORTHERN LTD,367315,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
23/01/2024,2726461,466.67,MELROSE HOUSE,388684,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
29/01/2024,2727796,466.49,NNDR,299990,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718968,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721843,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725606,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728453,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718968,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721843,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725606,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728453,466.40,LIFEWAYS COMMUNITY CARE LTD,385849,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725728,466.40,KIDS KITCHEN UK LTD,403183,Corporate Strategy,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
15/01/2024,2722034,466.29,DE POEL MANAGED SERVICES LIMITED,391542,Resources,Central Services,102,Employees,501,Direct Employee Expenses,5001,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
26/01/2024,2727548,465.91,NORTH TYNESIDE COUNCIL,102767,Central Items,Holding A/C,N/A,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
22/01/2024,2724954,465.58,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
02/01/2024,2715684,465.36,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728037,465.00,MANDY DUNN TA HAWTHORN BOARDING KENNELS AND CATTERY,402888,Adults,Adult Social Care,101,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,ENVIRONMENTAL SERVICES.ANIMAL SERVICES
25/01/2024,2727018,465.00,LAKES CATERING MAINTENANCE,397475,Childrens,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,ENVIRONMENTAL SERVICES.MAINTENANCE
05/01/2024,2718089,465.00,SARAH BARLOW,397561,"Sport, Leisure & Community",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
29/01/2024,58212,465.00,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
26/01/2024,2727591,464.10,ALL FLOORS (SERVICES) LTD,397729,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
24/01/2024,2726952,464.10,ALL FLOORS (SERVICES) LTD,397729,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
15/01/2024,2722028,464.00,ALLIED BUSINESS SUPPORT SERVICES,400715,Adults,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,HUMAN RESOURCES.PROFESSIONAL & ADVISORY SERVICES
09/01/2024,2719385,464.00,JOHN ROBERTS ASSOCIATES LTD,391417,Corporate Strategy,Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
12/01/2024,2720953,463.20,THE BECK COMPANY LIMITED,401616,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
15/01/2024,58031,463.15,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,58134,463.15,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2719103,462.72,LINCOLN HEALTHCARE GROUP LTD,393778,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
31/01/2024,2731288,462.26,DE POEL MANAGED SERVICES LIMITED,391542,Housing Property Services,Housing Services,108,Employees,501,Direct Employee Expenses,5001,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
29/01/2024,2727794,461.74,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
02/01/2024,2714660,461.52,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
02/01/2024,2715237,461.52,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
30/01/2024,2728677,461.52,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
30/01/2024,2728710,461.52,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
09/01/2024,2719305,461.43,BRANDON HIRE LTD,369853,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,BUILDING MATERIALS.HAND TOOLS
29/01/2024,58207,461.23,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2727743,461.00,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
03/01/2024,2717650,460.42,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
08/01/2024,2719034,460.42,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
08/01/2024,2719034,460.42,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
18/01/2024,2724527,460.42,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
24/01/2024,2726911,460.42,KML KARE LIMITED,402350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.HOMECARE SERVICES
22/01/2024,2725725,460.00,Redacted Personal Data,404248,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.PLAY & ACTIVITY SERVICES
18/01/2024,2724533,460.00,INDEPENDENT ADVOCACY (NORTH TYNESIDE),277774,Adults,Adult Social Care,101,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,SOCIAL CARE.ADULT SUPPORT SERVICES
22/01/2024,2725659,460.00,AIDAPT BATHROOMS LTD,352134,Adults,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,SOCIAL CARE.SUPPLIES
22/01/2024,2725686,459.32,NORTH TYNESIDE COUNCIL,102767,Central Items,Holding A/C,N/A,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
05/01/2024,2718103,459.20,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,306382,Capital,Capital,Capital,Supplies and Services,504,Equipment,5023,Capital,FURNITURE.OFFICE
02/01/2024,2715016,459.18,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
02/01/2024,2715153,459.18,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
16/01/2024,2722770,459.18,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
16/01/2024,2723015,459.18,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
30/01/2024,2729749,459.18,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
30/01/2024,2729981,459.18,HOUSING BENEFIT,299992,Resources,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
02/01/2024,2717338,459.00,QUICKSILVER,110169,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,FACILITIES MANAGEMENT.REMOVALS & STORAGE
25/01/2024,2727019,459.00,NICHOL ASSOCIATES LIMITED,369772,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
22/01/2024,2725686,458.78,NORTH TYNESIDE COUNCIL,102767,Central Items,Holding A/C,N/A,Capital,Capital,Capital,Capital,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
08/01/2024,2718924,458.44,COMMUNITY INTERGRATED CARE,315395,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721908,458.44,COMMUNITY INTERGRATED CARE,315395,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725570,458.44,COMMUNITY INTERGRATED CARE,315395,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
29/01/2024,2728539,458.44,COMMUNITY INTERGRATED CARE,315395,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718924,458.44,COMMUNITY INTERGRATED CARE,315395,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
