Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
28/07/2023,2000027,42128.78,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,28928.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,5066.41,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,63488.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,5888.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,4044.80,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,3276.52,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,34816.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,29440.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,24950.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,8960.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,7249.46,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,7731.20,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,26880.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,3404.80,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,6538.74,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,27542.49,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,29184.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,3353.60,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,6656.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,13516.80,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,4531.20,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,1459.20,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,3906.36,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,3993.60,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,6195.20,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,4340.65,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,29440.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,14221.50,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,3814.40,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,28928.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,30208.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,8979.92,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,10444.80,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,16588.80,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,8660.50,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,17920.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,38912.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,26112.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Supplies and Services,504,Expenses,5030,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,40960.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,42602.30,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,37302.20,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,27136.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,9420.80,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,38656.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,19625.58,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,6680.36,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2000027,14471.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Commissioning & Asset Management,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
31/07/2023,2646124,9070.00,HUMAN 1ST LIMITED,404878,Childrens,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
21/07/2023,2642676,4400.00,BENTON DENE SCHOOL (GLEBE),300170,Childrens,Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
05/07/2023,2636310,4332.00,CLEAPSS,275273,Childrens,Children's & Education Services,103,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
14/07/2023,2638890,3662.09,Redacted Personal Data,400993,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,CONSULTANCY.CONSULTANCY
12/07/2023,2638499,2200.00,Redacted Personal Data,394213,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,CONSULTANCY.CONSULTANCY
10/07/2023,2637458,1000.00,DENBIGH COMMUNITY PRIMARY SCHOOL,276823,Childrens,Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
12/07/2023,2638471,1000.00,Redacted Personal Data,400291,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,CONSULTANCY.CONSULTANCY
11/07/2023,2637701,600.00,BAILEY GREEN PRIMARY SCHOOL,276819,Childrens,Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
11/07/2023,2637746,600.00,CLEAPSS,275273,Childrens,Children's & Education Services,103,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,SUBSCRIPTIONS & PUBLICATIONS.MEMBERSHIPS
25/07/2023,2644672,600.00,KAREN GAMMACK,404059,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,CONSULTANCY.CONSULTANCY
11/07/2023,2637691,500.00,AMBERLEY PRIMARY SCHOOL,300146,Childrens,Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
11/07/2023,2637700,500.00,BURRADON PRIMARY SCHOOL,280335,Childrens,Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
13/07/2023,2638680,400.00,WATERVILLE PRIMARY SCHOOL,259090,Childrens,Children's & Education Services,103,Third Party Payments,505,Independent Units within the Council,5035,Revenue,NON INFLUENCIBLE.NT SCHOOLS
18/07/2023,2641454,180.00,LINSKILL TRADING LTD,393264,Childrens,Children's & Education Services,103,Premises-Related Expenditure,502,Rents,5007,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
18/07/2023,2641454,172.00,LINSKILL TRADING LTD,393264,Childrens,Children's & Education Services,103,Premises-Related Expenditure,502,Rents,5007,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
18/07/2023,2641454,148.00,LINSKILL TRADING LTD,393264,Childrens,Children's & Education Services,103,Premises-Related Expenditure,502,Rents,5007,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
18/07/2023,2641454,144.00,LINSKILL TRADING LTD,393264,Childrens,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
18/07/2023,2641454,78.00,LINSKILL TRADING LTD,393264,,,,,,,,,HUMAN RESOURCES.TRAINING & CONFERENCES
18/07/2023,2641454,63.00,LINSKILL TRADING LTD,393264,,,,,,,,,HUMAN RESOURCES.TRAINING & CONFERENCES
14/07/2023,2638890,61.66,Redacted Personal Data,400993,,,,,,,,,CONSULTANCY.CONSULTANCY
18/07/2023,2641454,60.00,LINSKILL TRADING LTD,393264,,,,,,,,,HUMAN RESOURCES.TRAINING & CONFERENCES
14/07/2023,2638890,-61.66,Redacted Personal Data,400993,,,,,,,,,CONSULTANCY.CONSULTANCY
28/07/2023,2000027,32768.00,NNDR - NORTH TYNESIDE COUNCIL,014998,Childrens,Children's & Education Services,103,Premises-Related Expenditure,502,Rates,5008,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
28/07/2023,2645210,2226.78,TYNE TEES SECURITY LTD,389237,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,FIRE & SECURITY.MANNED GUARDING
03/07/2023,2632909,2185.08,TYNE TEES SECURITY LTD,389237,Childrens,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,FIRE & SECURITY.MANNED GUARDING
13/07/2023,2638694,236.44,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,162.47,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,133.49,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,127.11,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,127.11,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,124.24,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,121.32,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,121.32,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,121.32,OCE (UK) LIMITED,015952,Childrens,Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,54.04,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,48.01,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,42.70,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,40.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,40.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,40.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,40.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,40.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,40.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,40.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,35.46,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,32.60,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,18.61,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,8.47,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,6.89,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,6.89,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,6.89,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,6.89,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,6.89,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,6.89,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,6.89,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,3.68,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,1.13,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,1.08,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.88,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.87,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.87,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.87,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.87,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.87,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.87,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.87,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.76,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.23,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.10,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
13/07/2023,2638694,0.09,OCE (UK) LIMITED,015952,,,,,,,,,OFFICE & REPROGRAPHICS EQUIPMENT.PHOTOCOPIERS & MFDS
10/07/2023,2637566,10850.00,COOPERS TOURMASTER TRAVEL LIMITED,304672,Childrens,Children's & Education Services,103,Transport,503,Contract Hire and Operating Leases,5018,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
