Tranparency Report February 2024,,,,,
Date,Supplier,Department,CC Description,Ledger Code,Value £
 19-Feb-2024,A Star Hospitality,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services - Projects for Luton 2040,"£1,500.00"
 19-Feb-2024,Bartham Press,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services - Projects for Luton 2040,£525.00
 19-Feb-2024,Bartham Press,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services - Projects for Luton 2040,"£1,335.00"
 22-Feb-2024,REVOLUTON ARTS CIC,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services - Projects for Luton 2040,"£3,030.00"
 26-Feb-2024,Redacted Personal Payment,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services - Projects for Luton 2040,£350.00
 15-Feb-2024,Desi Arts Development Group,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,£500.00
 22-Feb-2024,Luton Carnival Arts Development Trust,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£13,500.00"
 12-Feb-2024,Handling the Past,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Projects - Heritage Spend,"£2,600.00"
 15-Feb-2024,Redacted Personal Payment,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Projects - Heritage Spend,£310.12
 12-Feb-2024,Safeguarding Circle LLP,Chief Executive,Social Justice Unit,Community Safety Expenditure,"£4,550.00"
 05-Feb-2024,Elected Technologies,Population Wellbeing,Business Intelligence,Software Rental & Licence Fees,"£1,750.00"
 22-Feb-2024,Redacted Personal Payment,Population Wellbeing,Business Intelligence,Subscriptions,£300.00
 20-Feb-2024,Midland Software Limited,Population Wellbeing,Service Director Customer and Org Develo,Priority 1 Training,£758.00
 02-Feb-2024,Siteimprove Ltd,Population Wellbeing,Digital Team - Web Mngment,Software Rental Licence Fee,"£3,593.71"
 05-Feb-2024,Civica UK Ltd,Inclusive Economy,ICT,Contract Payments Civica,"-£13,554.62"
 07-Feb-2024,Civica UK Ltd,Inclusive Economy,ICT,Contract Payments Civica,"£439,604.87"
 16-Feb-2024,Gamma Network Solutions Limited,Inclusive Economy,ICT,Telephones,"£5,677.60"
 01-Feb-2024,NOMINET UK,Inclusive Economy,ICT,Software Maintenance & Licence Fees,£555.76
 07-Feb-2024,Civica UK Ltd,Inclusive Economy,ICT,Software Maintenance & Licence Fees,"£65,711.00"
 26-Feb-2024,Xerox UK Ltd,Inclusive Economy,Xerox Photocopiers,Photocopying Contract Direct Costs,"£9,254.50"
 01-Feb-2024,Civica UK Ltd,Inclusive Economy,Future ICT Programme - Civica Insource,Services - Professional - External Assurance,£907.13
 27-Feb-2024,Alemba Ltd,Inclusive Economy,Future ICT Programme - Civica Insource,Services - Projects - Service Desk,"£11,560.00"
 28-Feb-2024,Alemba Ltd,Inclusive Economy,Future ICT Programme - Civica Insource,Services - Projects - Service Desk,"-£11,560.00"
 28-Feb-2024,Alemba Ltd,Inclusive Economy,Future ICT Programme - Civica Insource,Services - Projects - Service Desk,"£20,445.00"
 28-Feb-2024,Alemba Ltd,Inclusive Economy,Future ICT Programme - Civica Insource,Services - Projects - Service Desk,"£11,560.00"
 01-Feb-2024,Dell Computer Corporation Ltd,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£4,448.00"
 01-Feb-2024,Dell Computer Corporation Ltd,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£1,300.00"
 01-Feb-2024,CCS Media Limited,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£1,792.00"
 07-Feb-2024,Dell Computer Corporation Ltd,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£4,448.00"
 08-Feb-2024,Dell Computer Corporation Ltd,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£1,690.00"
 15-Feb-2024,Probrand Limited,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£3,620.89"
 15-Feb-2024,Bytes Software Services Ltd,Inclusive Economy,ICT Equipment Holding Account,Purchases,£648.50
 22-Feb-2024,Probrand Limited,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£4,177.95"
 23-Feb-2024,Bytes Software Services Ltd,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£1,297.00"
 23-Feb-2024,Dell Computer Corporation Ltd,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£25,576.00"
 26-Feb-2024,CCS Media Limited,Inclusive Economy,ICT Equipment Holding Account,Purchases,"£3,639.40"
 08-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,"£1,750.00"
 21-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,"£1,990.00"
 21-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 19-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,"£1,519.27"
 20-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,"£1,571.62"
 20-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,"£1,186.50"
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£450.00
 19-Feb-2024,J & B Electrical Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£859.00
 19-Feb-2024,J & B Electrical Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,"£1,282.00"
 20-Feb-2024,City Electrical Factors Ltd,Population Wellbeing,Property Services,Purchase Of Materials,£348.95
 27-Feb-2024,Gibbs & Dandy Plc,Population Wellbeing,Property Services,Purchase Of Materials,£895.28
 08-Feb-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,"£1,575.00"
 08-Feb-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,£650.00
 08-Feb-2024,Lonsdale Painting & Decorating,Population Wellbeing,Property Architects,Sub-Contractors,"£3,100.00"
 08-Feb-2024,Lonsdale Painting & Decorating,Population Wellbeing,Property Architects,Sub-Contractors,"£3,100.00"
 19-Feb-2024,Logic4Training,Population Wellbeing,Planned Contracts - Central Heating,Direct Purchases - Supplies,£450.00
 09-Feb-2024,3B Training,Population Wellbeing,Overheads,Staff Training,£795.00
 16-Feb-2024,Glynns Skip,Population Wellbeing,Overheads,Direct Purchases - Supplies,£316.90
 26-Feb-2024,Shades Printing Limited,Population Wellbeing,Overheads,Internal Printing,£255.00
 01-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£962.00
 01-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 01-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£970.51
 01-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 01-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,110.00"
 01-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 01-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£848.41
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£848.41
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£962.00
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£970.51
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£740.00
 09-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,110.00"
 12-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,-£740.00
 12-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£740.00
 16-Feb-2024,Certsure LLP (NICEIC),Population Wellbeing,Overheads,Other Expenses,£262.25
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£710.00
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£730.00
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£848.41
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£970.51
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£962.00
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,110.00"
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£737.50
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,110.00"
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£962.00
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£634.25
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£848.41
 19-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£970.51
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£848.41
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£970.51
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,110.00"
 22-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£962.00
 26-Feb-2024,M3 Housing Ltd,Population Wellbeing,Overheads,Other Expenses,"£2,865.00"
 26-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£925.00
 26-Feb-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£784.75
 19-Feb-2024,New Century Doors Ltd,Population Wellbeing,Aids and Adaptations,Purchase Of Materials,£550.00
 22-Feb-2024,Gibbs & Dandy Plc,Population Wellbeing,Aids and Adaptations,Purchase Of Materials,£281.91
 29-Feb-2024,New Century Doors Ltd,Population Wellbeing,Aids and Adaptations,Purchase Of Materials,£885.00
 01-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 01-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£695.00
 07-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 07-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 07-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 07-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£695.00
 19-Feb-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£9,639.16"
 19-Feb-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£4,416.60"
 21-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 21-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 02-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Grant Work,Sub-Contractors,£700.00
 07-Feb-2024,The Dwelling Doctors LTD,Population Wellbeing,Grant Work,Sub-Contractors,£480.00
 08-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Grant Work,Sub-Contractors,£700.00
 09-Feb-2024,Dycol Ltd,Population Wellbeing,Grant Work,Sub-Contractors,£750.00
 09-Feb-2024,Dycol Ltd,Population Wellbeing,Grant Work,Sub-Contractors,£955.00
 09-Feb-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Grant Work,Sub-Contractors,£525.00
 09-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Grant Work,Sub-Contractors,£430.00
 02-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£924.09
 16-Feb-2024,J P Hygiene Supplies,Population Wellbeing,Voids,Purchase Of Materials,£310.20
 19-Feb-2024,New Century Doors Ltd,Population Wellbeing,Voids,Purchase Of Materials,£530.00
 19-Feb-2024,JCL Glass Limited,Population Wellbeing,Voids,Purchase Of Materials,£324.86
 19-Feb-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£250.81
 20-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,160.09"
 20-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,027.10"
 20-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,220.62"
 20-Feb-2024,Fascia & Glazing Supplies,Population Wellbeing,Voids,Purchase Of Materials,£402.99
 20-Feb-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£290.62
 20-Feb-2024,Window Parts Ltd,Population Wellbeing,Voids,Purchase Of Materials,£303.62
 22-Feb-2024,Direct Glazing Limited,Population Wellbeing,Voids,Purchase Of Materials,£675.00
 22-Feb-2024,H McIntyre & Sons Ltd,Population Wellbeing,Voids,Purchase Of Materials,£470.16
 23-Feb-2024,Direct Glazing Limited,Population Wellbeing,Voids,Purchase Of Materials,"£2,090.00"
 27-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,294.18"
 27-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£351.81
 01-Feb-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Voids,Sub-Contractors,£650.00
 01-Feb-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,575.00"
 05-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Voids,Sub-Contractors,"£1,620.00"
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,960.00"
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£975.00
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,660.00"
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 05-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£2,915.00"
 08-Feb-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Voids,Sub-Contractors,"£8,950.00"
 08-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 08-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 08-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£785.00
 08-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 08-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£2,485.00"
 09-Feb-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,350.00"
 09-Feb-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,000.00"
 09-Feb-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£2,900.00"
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£875.00
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£285.00
 12-Feb-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£2,219.68"
 12-Feb-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,569.89"
 12-Feb-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,362.39"
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 12-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,685.00"
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 26-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 02-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£270.55
 02-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£290.36
 02-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£297.91
 19-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£508.29
 19-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£277.26
 19-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£935.00
 19-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£685.00
 19-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£256.50
 19-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£574.85
 19-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£760.00
 20-Feb-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£355.58
 20-Feb-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£412.86
 20-Feb-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£261.98
 20-Feb-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£362.72
 20-Feb-2024,UC (Sealed Units) Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£431.65
 20-Feb-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£283.21
 23-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£796.10
 27-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£251.01
 27-Feb-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£270.66
 29-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£530.00
 29-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£542.05
 29-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£531.76
 29-Feb-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£550.00
 01-Feb-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£712.50
 01-Feb-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,120.00"
 01-Feb-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£360.00
 02-Feb-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,790.00"
 02-Feb-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£255.20
 02-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£700.00
 02-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 02-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£700.00
 02-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£700.00
 02-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 02-Feb-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 05-Feb-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,170.00"
 05-Feb-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,847.50"
 05-Feb-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£985.00
 07-Feb-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£840.00
 07-Feb-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£930.00
 07-Feb-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£470.00
 07-Feb-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 07-Feb-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£460.00
 07-Feb-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£720.00
 07-Feb-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£6,424.52"
 07-Feb-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,382.84"
 07-Feb-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£14,403.20"
 07-Feb-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£5,875.99"
 07-Feb-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£7,005.02"
 07-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 07-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 07-Feb-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
