Tranparency Report February 2024,,,,,
Date,Supplier,Department,CC Description,Ledger Code,Value £
 08-Feb-2024,Anacreonte Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£7,100.00"
 08-Feb-2024,Anacreonte Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£9,150.00"
 09-Feb-2024,Poplar Homes Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£5,850.00"
 11-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 11-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 11-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 12-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,073.33"
 12-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£433.33
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£675.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£700.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£450.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£725.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£675.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£700.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£700.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£900.00
 12-Feb-2024,Maximus Homes Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,525.00"
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£700.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£900.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,350.00"
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,500.00"
 12-Feb-2024,T A W Aziz Property,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,460.00"
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£790.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£800.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£600.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£800.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,073.33"
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£704.17
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£704.17
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£595.83
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£595.83
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£325.00
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£433.33
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£366.67
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£433.33
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,245.83"
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£866.67
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£866.67
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,625.00"
 13-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£758.33
 14-Feb-2024,The Strathmore Hotel (luton) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£333.33
 14-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 14-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,350.00"
 15-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£551.67
 15-Feb-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£650.00
 15-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 15-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 15-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£265.83
 16-Feb-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,620.00"
 16-Feb-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,620.00"
 16-Feb-2024,Investment Properties (GB) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,038.00"
 16-Feb-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,038.00"
 16-Feb-2024,Simply Move Estate and Lettings Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£5,500.00"
 16-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 16-Feb-2024,Swift Accommodation,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,950.00"
 16-Feb-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£39,760.00"
 16-Feb-2024,My Estate (2),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,000.00"
 16-Feb-2024,My Estate,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,550.00"
 16-Feb-2024,Sabba Furniture & Flooring Centre,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£8,449.80"
 16-Feb-2024,Red & Black Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£7,611.00"
 16-Feb-2024,Rent Connect Housing Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£46,654.00"
 17-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 18-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£925.00
 18-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 19-Feb-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 19-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£265.83
 19-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£260.67
 19-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£465.82
 19-Feb-2024,Sai Aryan Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,790.00"
 19-Feb-2024,Swift Accommodation,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£12,225.00"
 19-Feb-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,146.00"
 19-Feb-2024,My Estate (2),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£8,642.00"
 19-Feb-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£8,162.00"
 19-Feb-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£37,249.72"
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 19-Feb-2024,Exclusive Housing Solutions Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,200.00"
 19-Feb-2024,Exclusive Housing Solutions Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£133,448.00"
 19-Feb-2024,Hilton Garden Inn,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£103,835.00"
 19-Feb-2024,Hampton by Hilton Luton Airport,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£78,940.00"
 19-Feb-2024,Investment Properties (GB) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,319.17"
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 19-Feb-2024,Land & Property Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£4,200.00"
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£700.00
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£825.00
 19-Feb-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,080.00"
 19-Feb-2024,Centennial Property Limited (trading as The Housin,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£19,437.00"
 19-Feb-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£101,870.00"
 19-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£8,500.00"
 19-Feb-2024,Cromwood Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,061.91"
 19-Feb-2024,My Estate,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,150.00"
 19-Feb-2024,VA Property Consultants,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£12,710.00"
 19-Feb-2024,Bellister Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,200.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,827.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,000.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,612.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,886.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£7,700.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,450.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,100.00"
 20-Feb-2024,Cromwood Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,231.00"
 20-Feb-2024,Cromwood Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,231.00"
 20-Feb-2024,County Private Client Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£61,943.00"
 20-Feb-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,668.00"
 20-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 21-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 22-Feb-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£375.00
 22-Feb-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£900.00
 22-Feb-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£900.00
 22-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£840.00
 22-Feb-2024,Jardan Cooke Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£810.00
 25-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,500.00"
 26-Feb-2024,Simply Move Estate and Lettings Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 26-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 26-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 26-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 27-Feb-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£96,678.40"
 27-Feb-2024,RESI Capital Management (Wesley House),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£101,813.25"
 27-Feb-2024,Thackeray Lettings Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£54,365.00"
 27-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Feb-2024,Gatehall Services,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,050.00"
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Feb-2024,Aztec Financial Services(Jesery) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,414.18"
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 05-Feb-2024,Amir Carpets & Furniture,Population Wellbeing,Homelessness,Unaffordable Rent,£690.00
 06-Feb-2024,Miratrad Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£8,000.00"
 07-Feb-2024,Luton Community Housing Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£1,998.02"
 07-Feb-2024,Luton Community Housing Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,£267.53
 07-Feb-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,Unaffordable Rent,£650.00
 14-Feb-2024,Ideal Properties(UK)Limited,Population Wellbeing,Homelessness,Unaffordable Rent,"£1,100.00"
 16-Feb-2024,Freshasset Limited,Population Wellbeing,Homelessness,Unaffordable Rent,"£3,317.00"
 16-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,£285.84
 19-Feb-2024,Spicerhaart Residential Lettings Client Deposit Ac,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,043.07"
 22-Feb-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,850.00"
 22-Feb-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£4,000.00"
 22-Feb-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,£652.47
 22-Feb-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£4,000.00"
 27-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Unaffordable Rent,"£3,000.00"
 28-Feb-2024,Luton Heights Limited,Population Wellbeing,Homelessness,Unaffordable Rent,"£3,220.00"
 28-Feb-2024,Bedfordshire Accommodation Bureau,Population Wellbeing,Homelessness,Unaffordable Rent,"£8,639.49"
 15-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£370.66
 16-Feb-2024,Sabba Furniture & Flooring Centre,Population Wellbeing,Homelessness,HB Assessors Payment,£549.60
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,HB Assessors Payment,£620.00
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,HB Assessors Payment,£620.00
 28-Feb-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,"£5,000.00"
 28-Feb-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£546.30
 28-Feb-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,"£5,000.00"
 28-Feb-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£254.80
 05-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Storage Facility,£640.00
 01-Feb-2024,BBIT Training Services limited,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Special Training,£500.00
 01-Feb-2024,Keystone Luton Estate Agents,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,"£1,800.00"
 15-Feb-2024,Keystone Luton Estate Agents,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,"£1,600.00"
 15-Feb-2024,Redacted Personal Payment,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,£500.00
 27-Feb-2024,Joe Graham & Son Ltd,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,£422.50
 15-Feb-2024,The Bell Westoning LTD,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,TA Navigator personalisation fund,"£1,250.00"
 02-Feb-2024,Noah Enterprise,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Women`s Navigators & SWEP,"£15,679.00"
 16-Feb-2024,Red & Black Ltd,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Women`s Navigators & SWEP,"£1,300.00"
 01-Feb-2024,Panda Residential LTD,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Move-on & Prevention,"£3,660.00"
 02-Feb-2024,Noah Enterprise,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Move-on & Prevention,"£19,321.00"
 08-Feb-2024,Scutum East LTD,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£644.04
 01-Feb-2024,Keystone Luton Estate Agents,Population Wellbeing,Accommodation for Ex Offenders,Landlord Incentives,"£1,800.00"
 01-Feb-2024,Reacted Personal Payment,Population Wellbeing,Accommodation for Ex Offenders,Landlord Incentives,"£1,950.00"
 01-Feb-2024,Reacted Personal Payment,Population Wellbeing,Accommodation for Ex Offenders,Landlord Incentives,"£1,150.00"
 15-Feb-2024,Keystone Luton Estate Agents,Population Wellbeing,Accommodation for Ex Offenders,Landlord Incentives,"£1,800.00"
 02-Feb-2024,Inglewood Ventures LTD,Population Wellbeing,Accommodation for Ex Offenders,PRS Personalisation Fund,"£1,250.00"
 28-Feb-2024,Luton Lets Squared,Population Wellbeing,Homelessness for Ukraine,Miscellaneous Expenses,"£1,766.15"
 01-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 01-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 04-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 06-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 06-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 06-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 07-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 10-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 20-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 21-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 21-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 22-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,"£1,500.00"
 23-Feb-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 01-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£900.00
 01-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£740.00
 01-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£510.00
 01-Feb-2024,Reacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£700.00
 01-Feb-2024,Reacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£700.00
 01-Feb-2024,Reds Property Maintenance Ltd,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£750.00
 05-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£720.00
 07-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£900.00
 07-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£660.00
 10-Feb-2024,Smokes Real Estate LLP,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£700.00
 10-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,"£1,450.00"
 11-Feb-2024,Reacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£915.00
 12-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£875.00
 14-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,"£1,300.00"
 16-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,"£1,300.00"
 16-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,"£1,107.69"
 17-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,"£5,580.00"
 17-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£850.00
 18-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£725.00
 18-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£810.00
 19-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£900.00
 23-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£850.00
 27-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£930.00
 27-Feb-2024,Reacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,£850.00
 28-Feb-2024,Redacted Personal Payment,Population Wellbeing,Housing Social Letting Agency,SLA Landlord Rent Payments,"£1,300.00"
 08-Feb-2024,CME Heating Ltd,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£585.00
 08-Feb-2024,CME Heating Ltd,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£585.00
 08-Feb-2024,CME Heating Ltd,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£585.00
 08-Feb-2024,Scutum East LTD,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£386.42
 12-Feb-2024,County Security Services Ltd,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£600.00
 12-Feb-2024,County Security Services Ltd,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£600.00
 12-Feb-2024,County Security Services Ltd,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£600.00
 22-Feb-2024,Formula Aluminium Systems Ltd,Population Wellbeing,Housing Needs,Reactive R & M Heating,"£1,731.00"
 26-Feb-2024,Xerox UK Ltd,Population Wellbeing,Housing Needs,Photocopying and Network Printing,£334.38
 29-Feb-2024,TPAS Limited,Population Wellbeing,Tenant Participation,Postages,"£1,980.00"
 19-Feb-2024,Grant Thornton UK LLP,Population Wellbeing,Housing Management,Services - Professional,"£10,000.00"
 19-Feb-2024,Grant Thornton UK LLP,Population Wellbeing,Housing Management,Services - Professional,"£7,000.00"
 09-Feb-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Housing Management,Tenants Removal Expenses,£747.00
 05-Feb-2024,Aon Risk Services Limited,Population Wellbeing,Housing Management,Commission on Home Contents Insurance,-£735.50
 06-Feb-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£347.08
 06-Feb-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£316.74
 06-Feb-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£324.51
 06-Feb-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£337.08
 06-Feb-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£302.25
