Transparency Report - October 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,R M D Enterprises Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,926.28"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,931.20"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,877.84"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 21-Oct-2024,HC One Limited Milliner House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 29-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£274.57
 29-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£274.57
 29-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£274.57
 29-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£274.57
 29-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£274.57
 29-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£274.57
 29-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£274.57
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£3,276.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,968.00"
 17-Oct-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£3,680.00"
 17-Oct-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£4,796.00"
 17-Oct-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£685.14
 17-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£4,800.00"
 17-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 17-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£1,000.00"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£1,200.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£3,883.04"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£1,386.80"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£800.00
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£4,400.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,600.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,613.76"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,931.20"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,931.20"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,800.00"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,921.16"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,791.36"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,Elm Lodge Nursing & Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,060.00"
 17-Oct-2024,Kimbolton Lodge,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,260.00"
 17-Oct-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,780.00"
 17-Oct-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,444.72"
 17-Oct-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,142.04"
 17-Oct-2024,Health & Care Services (NW) Limited t/as Potton Ho,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,876.48"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,400.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,276.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,£954.00
 17-Oct-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,682.56"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£5,600.00"
 23-Oct-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£1,200.00"
 17-Oct-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,£520.00
 17-Oct-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,"£3,360.00"
 17-Oct-2024,Deway Care Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,£756.00
 17-Oct-2024,Redacted Personal Payment,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,"£1,996.68"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,247.66"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£557.70
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,313.13"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£988.65
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£857.27
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£522.21
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,409.46"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£273.78
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£719.94
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£585.23
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£703.60
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£349.83
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£283.92
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,024.14"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,277.64"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,277.64"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£710.24
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£505.60
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,488.57"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,221.87"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,070.21"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£945.18
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,308.94"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,008.93"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£973.88
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,379.04"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£369.17
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,294.17"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,292.85"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£512.28
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£425.88
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,384.11"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£973.44
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,703.52"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£930.85
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£700.98
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,004.07"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,323.27"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£943.02
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£410.67
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£400.53
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£425.88
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£263.64
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£785.85
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£979.83
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,090.93"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£999.23
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£707.73
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,090.49"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,152.21"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£297.54
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,049.49"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£921.82
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,414.53"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£649.40
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,272.57"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£797.02
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,410.30"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,526.07"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£732.26
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£709.80
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,252.29"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£699.66
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£980.69
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£517.14
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,627.47"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,696.19"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,379.04"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,120.91"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,221.87"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,485.51"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£466.44
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,125.04"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,414.53"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,328.34"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,470.30"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,110.94"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,338.48"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£770.64
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,404.39"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£811.20
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,521.44"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,799.85"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,886.04"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,511.74"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£812.69
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,014.00"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,708.59"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,348.60"
