Transparency Report - August 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Value £
 07-Aug-2024,Redacted ,Chief Executive,Kikit Pathwayz,Grants - Other Statutory,"£20,675.00"
 01-Aug-2024,Society for the Advancement of Black Arts (SABA),Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£5,000.00"
 01-Aug-2024,Luton Irish Forum,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£15,000.00"
 05-Aug-2024,The 11 O clock number,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£2,400.00"
 07-Aug-2024,The 11 O clock number,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£2,363.33"
 21-Aug-2024,Luton Carnival Arts Development Trust,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£9,000.00"
 21-Aug-2024,Event Maestros Group CIC,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£5,000.00"
 21-Aug-2024,Event Maestros Group CIC,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£5,000.00"
 28-Aug-2024,Remedy Sound Ltd,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,£800.00
 16-Aug-2024,Specialist Computer Centres Plc,Population Wellbeing,Business Intelligence,Software Rental & Licence Fees,"£1,054.45"
 29-Aug-2024,Civica UK Ltd,Population Wellbeing,Business Intelligence,Software Rental & Licence Fees,£680.37
 15-Aug-2024,Idox Software Ltd,Population Wellbeing,Digital Team - Web Mngment,Purchase Of Software,"£21,000.00"
 16-Aug-2024,Specialist Computer Centres Plc,Population Wellbeing,Digital Team - Web Mngment,Software Rental Licence Fee,"£1,054.45"
 16-Aug-2024,Specialist Computer Centres Plc,Inclusive Economy,Procurement,Software Rental & Licence Fees,£421.78
 05-Aug-2024,Gravitas Recruitment Group Ltd,Chief Executive,ICT,Consultancy Fees,"£4,950.00"
 06-Aug-2024,Civica UK Ltd,Chief Executive,ICT,Contract Payments Civica,"£66,261.00"
 07-Aug-2024,Civica UK Ltd,Chief Executive,ICT,Contract Payments Civica,"£459,189.42"
 23-Aug-2024,Civica UK Ltd,Chief Executive,ICT,Contract Payments Civica,"£66,261.00"
 19-Aug-2024,Gamma Network Solutions Limited,Chief Executive,ICT,Telephones,"£5,389.81"
 02-Aug-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,"£4,159.20"
 02-Aug-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,£663.84
 02-Aug-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,"£2,509.20"
 06-Aug-2024,Softcat Limited,Chief Executive,ICT,Software Maintenance & Licence Fees,"£15,455.72"
 16-Aug-2024,Specialist Computer Centres Plc,Chief Executive,ICT,Software Maintenance & Licence Fees,£421.78
 22-Aug-2024,Civica UK Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,"£6,468.50"
 30-Aug-2024,Xerox UK Ltd,Chief Executive,Xerox Photocopiers,Photocopying Contract Direct Costs,"£9,632.29"
 22-Aug-2024,Alemba Ltd,Chief Executive,Future ICT Programme - Civica Insource,Services - Professional - External Assurance,"£2,416.44"
 01-Aug-2024,Alemba Ltd,Chief Executive,Future ICT Programme - Civica Insource,Services - Projects - Service Desk,"£8,670.00"
 07-Aug-2024,Doree Bonner International / Kelerbay Limited,Chief Executive,Future ICT Programme - Civica Insource,Services - Projects - Service Desk,£408.00
 07-Aug-2024,Dell Computer Corporation Ltd,Chief Executive,Future ICT Programme - Civica Insource,Purchase Of Hardware,"£2,749.50"
 05-Aug-2024,Dell Computer Corporation Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,084.00"
 06-Aug-2024,Specialist Computer Centres Plc,Chief Executive,ICT Equipment Holding Account,Purchases,£633.60
 07-Aug-2024,A2 C Services Limited t/a Circular,Chief Executive,ICT Equipment Holding Account,Purchases,"£6,670.00"
 07-Aug-2024,A2 C Services Limited t/a Circular,Chief Executive,ICT Equipment Holding Account,Purchases,"£3,200.00"
 07-Aug-2024,A2 C Services Limited t/a Circular,Chief Executive,ICT Equipment Holding Account,Purchases,£690.00
 07-Aug-2024,A2 C Services Limited t/a Circular,Chief Executive,ICT Equipment Holding Account,Purchases,"£1,987.66"
 07-Aug-2024,A2 C Services Limited t/a Circular,Chief Executive,ICT Equipment Holding Account,Purchases,£840.00
 07-Aug-2024,Phoenix Software Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£1,997.50"
 07-Aug-2024,Dell Computer Corporation Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,582.50"
 07-Aug-2024,A2 C Services Limited t/a Circular,Chief Executive,ICT Equipment Holding Account,Purchases,£841.98
 09-Aug-2024,Dell Computer Corporation Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,095.48"
 16-Aug-2024,Specialist Computer Centres Plc,Chief Executive,ICT Equipment Holding Account,Purchases,£325.44
 16-Aug-2024,Specialist Computer Centres Plc,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,850.47"
 16-Aug-2024,Specialist Computer Centres Plc,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,850.47"
 16-Aug-2024,Specialist Computer Centres Plc,Chief Executive,ICT Equipment Holding Account,Purchases,"£2,741.57"
 29-Aug-2024,Civica UK Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,£740.60
 15-Aug-2024,Edmundson Electrical Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Direct Purchases - Supplies,£305.83
 08-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Miscellaneous Expenses,£925.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 15-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,£909.67
 20-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,"£1,150.70"
 05-Aug-2024,J & B Electrical Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£948.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£444.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£429.00
 20-Aug-2024,Jewson,Population Wellbeing,Property Services,Purchase Of Materials,£288.67
 20-Aug-2024,Fascia & Glazing Supplies,Population Wellbeing,Property Services,Purchase Of Materials,"£1,191.15"
 07-Aug-2024,Concorde Blind Co,Population Wellbeing,Property Services,Sub-Contractors,£960.56
 07-Aug-2024,Ivorybridge Ltd,Population Wellbeing,Property Services,Sub-Contractors,£290.00
 07-Aug-2024,Ivorybridge Ltd,Population Wellbeing,Property Services,Sub-Contractors,"£1,500.00"
 30-Aug-2024,Ivorybridge Ltd,Population Wellbeing,Property Services,Sub-Contractors,"£1,690.00"
 30-Aug-2024,Ivorybridge Ltd,Population Wellbeing,Property Services,Sub-Contractors,£300.00
 30-Aug-2024,Ivorybridge Ltd,Population Wellbeing,Property Services,Sub-Contractors,£275.00
 30-Aug-2024,Concorde Blind Co,Population Wellbeing,Property Services,Sub-Contractors,£351.95
 30-Aug-2024,Concorde Blind Co,Population Wellbeing,Property Services,Sub-Contractors,£404.17
 05-Aug-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,"£1,575.00"
 14-Aug-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,"£1,575.00"
 08-Aug-2024,Gassoft Limited T/A Gas Checker,Population Wellbeing,Planned Contracts - Central Heating,Direct Purchases - Supplies,"£2,009.79"
 14-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Planned Contracts - Central Heating,Sub-Contractors,£364.00
 27-Aug-2024,UK Locksmiths Association,Population Wellbeing,Overheads,Staff Training,£583.33
 30-Aug-2024,Safecontractor,Population Wellbeing,Overheads,Subscriptions,"£1,699.00"
 01-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 01-Aug-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£840.00
 07-Aug-2024,Glynns Skip,Population Wellbeing,Overheads,Other Expenses,£330.70
 08-Aug-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,036.00"
 08-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£817.00
 08-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£750.00
 08-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 15-Aug-2024,Glynns Skip,Population Wellbeing,Overheads,Other Expenses,£302.50
 16-Aug-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£840.00
 22-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 22-Aug-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£630.00
 22-Aug-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£284.25
 30-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£817.00
 30-Aug-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£19,089.77"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£11,826.00"
 14-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£10,944.80"
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 06-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£281.66
 06-Aug-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£255.86
 15-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£695.40
 15-Aug-2024,Joe Graham & Son Ltd,Population Wellbeing,Voids,Purchase Of Materials,£250.99
 19-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£833.35
 19-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£843.12
 20-Aug-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Voids,Purchase Of Materials,£930.00
 27-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£250.50
 27-Aug-2024,Howden Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£253.12
 14-Aug-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£2,487.86"
 14-Aug-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,425.17"
 14-Aug-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£4,120.64"
 14-Aug-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£2,183.89"
 14-Aug-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,208.26"
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£375.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£475.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£325.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,075.00"
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£325.00
 22-Aug-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,765.00"
 22-Aug-2024,Garage Doors (Luton),Population Wellbeing,Voids,Sub-Contractors,£689.00
 06-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£428.95
 14-Aug-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£885.00
 15-Aug-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,"£1,429.55"
 20-Aug-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£330.85
 20-Aug-2024,Jewson,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.77
 27-Aug-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£530.00
 27-Aug-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£530.00
 27-Aug-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£530.00
 27-Aug-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£292.00
 27-Aug-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£532.23
 27-Aug-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 27-Aug-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£339.33
 27-Aug-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£253.01
 05-Aug-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£5,838.00"
 05-Aug-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,790.00"
 05-Aug-2024,Metro Rod Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£576.90
 07-Aug-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,117.04"
 07-Aug-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,542.87"
 07-Aug-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,852.00"
 07-Aug-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,165.00"
 07-Aug-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,276.00"
 07-Aug-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£729.50
 07-Aug-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£705.50
 07-Aug-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£705.50
 07-Aug-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£711.00
 07-Aug-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 07-Aug-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 07-Aug-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 07-Aug-2024,Royal Industrial Doors Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,600.00"
 07-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,325.00"
 07-Aug-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,281.78"
 07-Aug-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,800.00"
 07-Aug-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£250.00
 07-Aug-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£950.00
 07-Aug-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£750.00
 07-Aug-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£485.00
 07-Aug-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£675.00
 07-Aug-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£995.00
 07-Aug-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,580.00"
 07-Aug-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£632.36
 07-Aug-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,537.36"
 07-Aug-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£790.00
 07-Aug-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,870.80"
 07-Aug-2024,EnviroVent Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,455.70"
 07-Aug-2024,EnviroVent Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,560.77"
 07-Aug-2024,Ivorybridge Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£300.00
 08-Aug-2024,Access Security (Luton) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 08-Aug-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£450.00
 08-Aug-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£525.00
 08-Aug-2024,The Leak Detection Company,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£535.00
 08-Aug-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£560.00
 08-Aug-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£560.00
 08-Aug-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,247.00"
 08-Aug-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£780.00
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,388.00"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,821.60"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,136.00"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,535.00"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,157.20"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,203.60"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,513.60"
 08-Aug-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,372.00"
 08-Aug-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 08-Aug-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£870.00
 08-Aug-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 08-Aug-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£730.00
 08-Aug-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,758.00"
