Transparency Report - November 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Value £
 11-Nov-2024,Redacted Personal Payments,Chief Executive,TNLCF - UK FUND Grant,Services - Citizen Payments,£500.00
 11-Nov-2024,Oxford Consultants for Social Inclusion Ltd,Population Wellbeing,Business Intelligence,Software Rental & Licence Fees,"£8,800.00"
 04-Nov-2024,NOMINET UK,Inclusive Economy,Procurement,Software Rental & Licence Fees,£425.24
 04-Nov-2024,Gravitas Recruitment Group Ltd,Chief Executive,ICT,Consultancy Fees,"£1,650.00"
 05-Nov-2024,Gravitas Recruitment Group Ltd,Chief Executive,ICT,Consultancy Fees,"£1,650.00"
 04-Nov-2024,Phoenix Software Ltd,Chief Executive,ICT,Contract Payments Civica,£791.93
 11-Nov-2024,Toplead Consulting Ltd,Chief Executive,ICT,Contract Payments Civica,"£3,005.88"
 15-Nov-2024,Phoenix Software Ltd,Chief Executive,ICT,Contract Payments Civica,£791.93
 18-Nov-2024,Datum Datacentres Limited,Chief Executive,ICT,Contract Payments Civica,"£5,000.00"
 21-Nov-2024,Thrive Operations Ltd,Chief Executive,ICT,Contract Payments Civica,"£2,811.51"
 21-Nov-2024,Phoenix Software Ltd,Chief Executive,ICT,Contract Payments Civica,£744.78
 26-Nov-2024,Gamma Network Solutions Limited,Chief Executive,ICT,Telephones,"£5,458.74"
 08-Nov-2024,Call Logging Limited,Chief Executive,ICT,Maintenance Of Hardware,"£2,194.93"
 11-Nov-2024,Dell Computer Corporation Ltd,Chief Executive,ICT,Maintenance Of Hardware,£659.56
 11-Nov-2024,Dell Computer Corporation Ltd,Chief Executive,ICT,Maintenance Of Hardware,£299.14
 04-Nov-2024,CDW Ltd,Chief Executive,ICT,Purchase Of Software,£407.05
 18-Nov-2024,Xerox UK Ltd,Chief Executive,Xerox Photocopiers,Photocopying Contract Direct Costs,"£10,305.86"
 04-Nov-2024,Phoenix Software Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,£738.00
 04-Nov-2024,Specialist Computer Centres Plc,Chief Executive,ICT Equipment Holding Account,Purchases,£755.05
 11-Nov-2024,Civica UK Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£2,593.00"
 26-Nov-2024,Specialist Computer Centres Plc,Chief Executive,ICT Equipment Holding Account,Purchases,£694.85
 21-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 21-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 12-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,"£1,182.77"
 13-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,£480.07
 13-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,£279.41
 04-Nov-2024,J & B Electrical Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£912.00
 04-Nov-2024,J & B Electrical Ltd,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£738.00
 13-Nov-2024,Jewson,Population Wellbeing,Property Services,Purchase Of Materials,£360.22
 13-Nov-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Property Services,Purchase Of Materials,£333.64
 11-Nov-2024,Dycol Ltd,Population Wellbeing,Property Services,Sub-Contractors,£600.00
 11-Nov-2024,Dycol Ltd,Population Wellbeing,Property Services,Sub-Contractors,£700.00
 11-Nov-2024,Dycol Ltd,Population Wellbeing,Property Services,Sub-Contractors,"£1,040.00"
 13-Nov-2024,Concorde Blind Co,Population Wellbeing,Property Services,Sub-Contractors,£943.88
 21-Nov-2024,J & B Electrical Ltd,Population Wellbeing,Property Services,Sub-Contractors,"£9,754.40"
 06-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,£605.00
 13-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,£605.00
 21-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,£605.00
 27-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,£605.00
 07-Nov-2024,3B Training,Population Wellbeing,Overheads,Staff Training,£397.50
 12-Nov-2024,The British Assesment Bureau,Population Wellbeing,Overheads,Staff Training,"£2,843.00"
 12-Nov-2024,3B Training,Population Wellbeing,Overheads,Staff Training,£397.50
 07-Nov-2024,Shades Printing Limited,Population Wellbeing,Overheads,Internal Printing,£345.00
 07-Nov-2024,4imprint,Population Wellbeing,Overheads,Marketing,£425.00
 04-Nov-2024,Glynns Skip,Population Wellbeing,Overheads,Other Expenses,£408.90
 07-Nov-2024,Glynns Skip,Population Wellbeing,Overheads,Other Expenses,£302.50
 07-Nov-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,050.00"
 14-Nov-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£645.00
 14-Nov-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£630.00
 14-Nov-2024,Certsure LLP (NICEIC),Population Wellbeing,Overheads,Other Expenses,£267.75
 21-Nov-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 14-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£4,660.00"
 14-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£6,000.00"
 13-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Grant Work,Sub-Contractors,"£1,055.00"
 04-Nov-2024,Window Parts Ltd,Population Wellbeing,Voids,Purchase Of Materials,£684.16
 12-Nov-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£283.49
 12-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£554.36
 12-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,039.49"
 12-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,007.82"
 13-Nov-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£264.15
 13-Nov-2024,Jewson,Population Wellbeing,Voids,Purchase Of Materials,"£1,543.80"
 13-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,235.18"
 13-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,332.85"
 13-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£253.27
 13-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,538.02"
 13-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£436.65
 15-Nov-2024,Jewson,Population Wellbeing,Voids,Purchase Of Materials,£900.60
 15-Nov-2024,Jewson,Population Wellbeing,Voids,Purchase Of Materials,"£1,200.80"
 19-Nov-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£267.07
 21-Nov-2024,Flogas UK Ltd,Population Wellbeing,Voids,Purchase Of Materials,£263.10
 22-Nov-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,035.52"
 13-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Voids,Sub-Contractors,£500.00
 13-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,950.00"
 13-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Voids,Sub-Contractors,"£16,380.00"
 13-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,519.65"
 13-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,694.40"
 13-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£2,427.29"
 13-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,743.39"
 13-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,157.07"
 13-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,946.53"
 13-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,398.79"
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£450.00
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,350.00"
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,200.00"
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£300.00
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£5,550.00"
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£900.00
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£800.00
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£450.00
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,550.00"
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£3,450.00"
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£2,800.00"
 21-Nov-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Voids,Sub-Contractors,"£15,386.67"
 25-Nov-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£2,400.97"
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£290.00
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,785.00"
 27-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£541.82
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£542.05
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£720.36
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£684.60
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£561.60
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£535.27
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£530.00
 07-Nov-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£549.14
 07-Nov-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£358.36
 08-Nov-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£522.34
 08-Nov-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£275.23
 08-Nov-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£273.57
 13-Nov-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£372.03
 13-Nov-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£272.22
 13-Nov-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£270.38
 13-Nov-2024,UC (Sealed Units) Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£291.10
 15-Nov-2024,Jewson,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,"£1,200.80"
 15-Nov-2024,Jewson,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£900.60
 19-Nov-2024,Fascia & Glazing Supplies,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£591.95
 22-Nov-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£587.70
 04-Nov-2024,EnviroVent Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£503.91
 04-Nov-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£374.70
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£675.00
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£775.00
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.00
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,675.00"
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,700.00"
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,675.00"
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£875.00
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,150.00"
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£775.00
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,175.00"
 06-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,034.72"
 06-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,400.00"
 06-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,830.00"
 06-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,250.00"
 06-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,320.00"
 06-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£560.00
 06-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 06-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 06-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 06-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 07-Nov-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£926.00
 07-Nov-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£722.56
 07-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,310.00"
 11-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,818.00"
 11-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,237.00"
 11-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,237.00"
 11-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,588.00"
 11-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£550.00
 11-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 11-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,500.00"
 11-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£550.00
 11-Nov-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£845.00
 13-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£903.34
 13-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,777.21"
 13-Nov-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,040.00"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,442.55"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,611.60"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,362.80"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£7,120.08"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£983.20
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,392.12"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,080.64"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£5,776.00"
 13-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£9,067.64"
 13-Nov-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.42
 13-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£300.00
 13-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£350.00
 13-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£300.00
 13-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 13-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,800.00"
 13-Nov-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,422.08"
 13-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£703.33
 13-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£888.20
 13-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,207.36"
 13-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,158.34"
 14-Nov-2024,Access Security (Luton) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,500.00"
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£800.00
 14-Nov-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,140.00"
 14-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,125.00"
 14-Nov-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£684.00
 21-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,800.00"
 21-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,600.00"
 21-Nov-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,480.00"
 21-Nov-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,462.00"
 21-Nov-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£702.50
 21-Nov-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£708.50
 21-Nov-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£686.50
 21-Nov-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,542.87"
 21-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 21-Nov-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 21-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£895.00
 21-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£985.00
 25-Nov-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£695.00
 25-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,097.36"
 25-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 25-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 25-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 25-Nov-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 25-Nov-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£630.00
 25-Nov-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 25-Nov-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£280.00
 25-Nov-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£495.20
 25-Nov-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,646.19"
 25-Nov-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£519.96
 25-Nov-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,510.36"
