Transparency Report -  May 2024,,,,,
Date,Supplier,Department,CC Description,Ledger Code ,Value £
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Chaul End Centre,Service Contracts,£465.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Luton Memorial Park,Service Contracts,£265.00
 10-May-2024,David Nott & Sons Ltd,Inclusive Economy,Stockwood Park,Electrical Works,£556.91
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Ashcroft Recreation Ground,Service Contracts,£265.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Icknield Rec Grd/Limbury Comm Centre,Service Contracts,£310.00
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Icknield Rec Grd/Limbury Comm Centre,Maintenance Auto Doors Shutters Barriers,"£2,472.85"
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Lancaster Avenue Sports Ground,Service Contracts,£365.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Lancaster Avenue Sports Ground,Service Contracts,£265.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Leagrave Park,Service Contracts,£265.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Lewsey Park,Service Contracts,£265.00
 10-May-2024,HCL Safety Limited,Inclusive Economy,Lea Manor Recreation Centre,Service Contracts,£447.00
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Lea Manor Recreation Centre,Service Contracts,"£1,985.00"
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Lea Manor Recreation Centre,Service Contracts,£365.00
 09-May-2024,Quantec Consultants Limited,Inclusive Economy,Lewsey Swimming Pool,Electrical Works,£911.20
 24-May-2024,MRER Ltd,Inclusive Economy,Luton Central Library,General Building,£340.00
 24-May-2024,Lift Specialists Limited,Inclusive Economy,Luton Central Library,Service Contracts,£517.50
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Luton Central Library,Maintenance Auto Doors Shutters Barriers,£498.00
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Luton Central Library,Maintenance Auto Doors Shutters Barriers,"£2,266.70"
 24-May-2024,NPower Ltd,Inclusive Economy,Luton Central Library,Electricity,"£7,570.32"
 09-May-2024,MRER Ltd,Inclusive Economy,Wardown House (Museum),Mechanical Incl.Heating & Plumbing,£330.00
 09-May-2024,T F Tull Ltd,Inclusive Economy,Wardown House (Museum),Service Contracts,"£1,000.00"
 09-May-2024,Metro Rod Ltd,Inclusive Economy,The Vale Cemetery & Crematorium,Mechanical Incl.Heating & Plumbing,£330.00
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,The Vale Cemetery & Crematorium,Service Contracts,£772.75
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,The Vale Cemetery & Crematorium,Service Contracts,"£1,535.00"
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,The Vale Cemetery & Crematorium,Maintenance Auto Doors Shutters Barriers,£391.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,LowerSportsGrdWardownPark Public Toilets,Service Contracts,£265.00
 24-May-2024,ADT Fire & Security plc,Inclusive Economy,Surrey St.&Avenue/Cutenhoe L.Village CCL,Mechanical Incl.Heating & Plumbing,"£1,510.26"
 09-May-2024,T F Tull Ltd,Inclusive Economy,Surrey St.&Avenue/Cutenhoe L.Village CCL,Service Contracts,£500.00
 24-May-2024,ADT Fire & Security plc,Inclusive Economy,Surrey St.&Avenue/Cutenhoe L.Village CCL,Service Contracts,"£1,925.39"
 24-May-2024,NPower Ltd,Inclusive Economy,Surrey St.&Avenue/Cutenhoe L.Village CCL,Electricity,£368.99
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Leagrave Centre (Lut.Learning Resource),Service Contracts,£365.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Jill Jenkins Court,Service Contracts,£370.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Manor Centre (SC2214),Service Contracts,£300.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Manor Centre (SC2214),Service Contracts,£330.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Manor Centre (SC2214),Service Contracts,£730.00
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Manor Centre (SC2214),Maintenance Auto Doors Shutters Barriers,£372.00
 23-May-2024,NPower Ltd,Inclusive Economy,Manor Centre (SC2214),Electricity,£758.60
 09-May-2024,MRER Ltd,Inclusive Economy,Fairway/Resource Centre(111 London Rd),Mechanical Incl.Heating & Plumbing,£394.25
 24-May-2024,Arjo UK Limited,Inclusive Economy,Fairway/Resource Centre(111 London Rd),Mechanical Incl.Heating & Plumbing,"£2,600.00"
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Fairway/Resource Centre(111 London Rd),Service Contracts,£350.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Fairway/Resource Centre(111 London Rd),Service Contracts,£325.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Fairway/Resource Centre(111 London Rd),Service Contracts,£570.00
 23-May-2024,NPower Ltd,Inclusive Economy,Fairway/Resource Centre(111 London Rd),Electricity,£692.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,96 Tomlinson Ave replaced by NP5768,Service Contracts,£405.00
 23-May-2024,NPower Ltd,Inclusive Economy,96 Tomlinson Ave replaced by NP5768,Electricity,£315.96
 24-May-2024,NPower Ltd,Inclusive Economy,Lewsey Learning Centre-Tomlinson Avenue,Electricity,£752.88
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Lewsey Sports Park (Former Rileys),Maintenance Auto Doors Shutters Barriers,£483.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Wardown Park - Bowling Pavilion,Service Contracts,£265.00
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Stockwood Park - Football Pavilion,Service Contracts,£265.00
 10-May-2024,David Nott & Sons Ltd,Inclusive Economy,Stockwood Park - Discovery Centre,Reactive Repair & Maintenance  - General,£638.00
 24-May-2024,Metro Rod Ltd,Inclusive Economy,Stockwood Park - Discovery Centre,Reactive R & M Heating,£261.00
 09-May-2024,T F Tull Ltd,Inclusive Economy,Stockwood Park - Discovery Centre,Service Contracts,"£1,000.00"
 24-May-2024,SMS Environmental Ltd,Inclusive Economy,Stockwood Park - Discovery Centre,Service Contracts,£360.00
 10-May-2024,David Nott & Sons Ltd,Inclusive Economy,Stockwood Park - Golf Pavilion & Course,Reactive Repair & Maintenance  - General,£491.34
 23-May-2024,NPower Ltd,Inclusive Economy,Stopsley Respite,Electricity,£845.85
 23-May-2024,NPower Ltd,Inclusive Economy,Stopsley Day Centre,Electricity,"£1,160.77"
 09-May-2024,Quantec Consultants Limited,Inclusive Economy,Cricket Pavilions Stopsley Playing Field,Reactive R & M Electrical,"£1,708.00"
 03-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Maintenance Of Equipment,"£11,001.42"
 08-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Replacement of Special Equipment,"£1,178.00"
 08-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Replacement of Special Equipment,£656.00
 15-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Replacement of Special Equipment,"£3,365.00"
 15-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Replacement of Special Equipment,"£17,005.00"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Town Centre CCTV,Replacement of Special Equipment,£569.48
 30-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Replacement of Special Equipment,"£11,995.00"
 30-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Replacement of Special Equipment,"£9,595.00"
 03-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Services-Monitoring Costs,"£36,187.84"
 03-May-2024,Reliance High-Tech Ltd,Inclusive Economy,Town Centre CCTV,Services - Building Control Access,"£2,448.02"
 06-May-2024,Churchill Contract Services,Inclusive Economy,Building Cleaning Contract,Variations,"£3,388.00"
 30-May-2024,Churchill Contract Services,Inclusive Economy,Building Cleaning Contract,Variations,£657.93
 03-May-2024,Guardforce Security Services Ltd,Population Wellbeing,Service Shop - Infrastructure Costs,Agency Staff,"£1,581.00"
 03-May-2024,Vangis Presentation Solutions Ltd,Population Wellbeing,Service Shop - Infrastructure Costs,Purchase Of Equipment,£781.00
 10-May-2024,Policy in Practice Ltd,Population Wellbeing,Luton Supporting You,Software Rental Licence Fee,"£54,132.00"
 24-May-2024,Policy in Practice Ltd,Population Wellbeing,Luton Supporting You,Software Rental Licence Fee,"£51,741.00"
 30-May-2024,JNB Publishing Limited,Population Wellbeing,Luton Supporting You,Promotional Activities,£261.50
 30-May-2024,JNB Publishing Limited,Population Wellbeing,Luton Supporting You,Promotional Activities,£594.00
 01-May-2024,HUGGG,Population Wellbeing,Household Support Fund Apr 2023 to Mar 2,Grants - HUGGG Admin Fees,£850.00
 10-May-2024,HUGGG,Population Wellbeing,Household Support Fund 5 - Apr 24 to Sep,Grants - HUGGG FSM,"£176,000.00"
 10-May-2024,HUGGG,Population Wellbeing,Household Support Fund 5 - Apr 24 to Sep,Grants - HUGGG CL,"£6,000.00"
 01-May-2024,Picture Blast Events,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,"£1,797.00"
 09-May-2024,Redacted Personal Payment,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,£500.00
 10-May-2024,The Events Structure,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,"£1,143.00"
 17-May-2024,The Events Structure,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,"£2,400.00"
 20-May-2024,BT Events Ltd,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,"£3,352.00"
 21-May-2024,Wise Ltd,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,£850.00
 23-May-2024,Confluence (UK) Educational Consultants,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,£350.00
 30-May-2024,JNB Publishing Limited,Inclusive Economy,E8: Campaigns to encourage exploring of,Services - Projects,£403.00
 13-May-2024,LCST Trading Ltd,Inclusive Economy,E6a Radio 1 Big Weekend - Communities &,Services - Event Costs,"£1,156.00"
 13-May-2024,LCST Trading Ltd,Inclusive Economy,E6a Radio 1 Big Weekend - Communities &,Services - Event Costs,£570.00
 17-May-2024,Bartham Press,Inclusive Economy,E6a Radio 1 Big Weekend - Communities &,Services - Event Costs,"£2,449.00"
 17-May-2024,Venue 360 Ltd,Inclusive Economy,E6a Radio 1 Big Weekend - Communities &,Services - Event Costs,£673.33
 24-May-2024,D2D Distribution Ltd,Inclusive Economy,E6a Radio 1 Big Weekend - Communities &,Services - Event Costs,"£1,195.00"
 29-May-2024,We Brand It,Inclusive Economy,E6a Radio 1 Big Weekend - Communities &,Services - Event Costs,"£1,011.03"
 30-May-2024,Mills Fencing Ltd,Inclusive Economy,E6a Radio 1 Big Weekend - Communities &,Services - Event Costs,"£8,809.00"
 10-May-2024,Redacted( Legal),Inclusive Economy,E17: Development & promotion of visitor,Services - Projects,£350.00
 20-May-2024,Youth Network CIC,Inclusive Economy,E29: Supporting decarbonisation,Services - Projects,"£2,800.00"
 03-May-2024,Parking and Secure Documents,Inclusive Economy,Enforcement,Purchase Of Equipment,"£1,532.50"
 30-May-2024,Auckland Manufacturing Ltd t/a PGM Signs,Inclusive Economy,Enforcement,Purchase Of Equipment,"£1,750.00"
 30-May-2024,Auckland Manufacturing Ltd t/a PGM Signs,Inclusive Economy,Enforcement,Purchase Of Equipment,£537.50
 20-May-2024,ASM Auto Recycling Ltd,Inclusive Economy,Enforcement,Vehicle Removal & Storage costs,"£1,000.00"
 20-May-2024,ASM Auto Recycling Ltd,Inclusive Economy,Enforcement,Vehicle Removal & Storage costs,£685.00
 30-May-2024,Southern Electric,Inclusive Economy,On-Street Parking - Inner Zone,Electricity - P&D Machines,"£1,894.89"
 01-May-2024,Traffic Enforcement Systems Limited,Inclusive Economy,On-Street Parking - Inner Zone,CCTV Enforcement Vehicle,£989.00
 03-May-2024,O2 (UK) Limited,Inclusive Economy,On-Street Parking - Inner Zone,Maintenance of Pay & Display Machines,£434.42
 30-May-2024,Flowbird Smart City UK Ltd,Inclusive Economy,On-Street Parking - Inner Zone,Maintenance of Pay & Display Machines,"£2,779.50"
 13-May-2024,PIVOTAL RMS Cash Solutions Limited,Inclusive Economy,On-Street Parking - Inner Zone,Cash Collection,£365.28
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Off Street Parking Overhead Account,Reactive Repair & Maintenance  - General,£271.99
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Off Street Parking Overhead Account,Reactive Repair & Maintenance  - General,"£16,036.91"
 23-May-2024,NPower Ltd,Inclusive Economy,Crawley Rd Car Park,Electricity,£839.54
 23-May-2024,NPower Ltd,Inclusive Economy,Beech Hill Car Park (Dunstable Rd),Electricity,"£1,792.15"
 20-May-2024,Allied Publicity Services (Manchester) Limited t/a,Inclusive Economy,Parking Service Support Services,Printing,£716.88
 20-May-2024,Valtech Limited,Inclusive Economy,Parking Service Support Services,Printing,£327.06
 31-May-2024,Xerox UK Ltd,Inclusive Economy,Parking Service Support Services,Photocopying and Network Printing,"£7,543.14"
 28-May-2024,Allied Publicity Services (Manchester) Limited t/a,Inclusive Economy,Blue Badge Scheme,Printing,£410.20
 02-May-2024,SHA Disability Consultancy Limited,Inclusive Economy,Blue Badge Scheme,Eligibility Assessments,£382.02
 13-May-2024,JCT Consultancy Ltd,Inclusive Economy,Urban Traffic Control Centre,Software Rental Licence Fee,£475.00
 29-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Management of CBC Traffic Signals,Traffic Signal Maintenance,£658.28
 10-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Management of CBC Traffic Signals,Irrecoverable Damage,£763.04
 10-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Management of CBC Traffic Signals,Irrecoverable Damage,"£2,394.05"
 10-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Management of CBC Traffic Signals,Irrecoverable Damage,-£763.04
 10-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Management of CBC Traffic Signals,Irrecoverable Damage,"-£2,394.05"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Support to Public Transport,CF Smart Cards,£678.82
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Support to Public Transport,CF Smart Cards,"£18,671.53"
 30-May-2024,Arriva The Shires Ltd,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£140,087.49"
 30-May-2024,Arriva The Shires Ltd,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£144,661.50"
 30-May-2024,Grant Palmer Limited,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£12,057.30"
 30-May-2024,Grant Palmer Limited,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£19,204.70"
 30-May-2024,Grant Palmer Limited,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£30,463.70"
 30-May-2024,Centrebus Ltd,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£95,389.78"
 30-May-2024,Centrebus Ltd,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£24,943.24"
 30-May-2024,Centrebus Ltd,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£47,483.20"
 30-May-2024,Universitybus Limited,Inclusive Economy,Support to Public Transport,Concessionary Fares Reimbursement,"£2,764.99"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Rechargeables,Highways Rechargeables,£872.80
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Rechargeables,Highways Rechargeables,"£5,432.53"
 06-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Rechargeables,Traffic Signals Rechargeables,"£31,902.72"
 02-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Traffic Signal Maintenance,Traffic Signal Maintenance,"£8,579.25"
 23-May-2024,NPower Ltd,Inclusive Economy,Traffic Signal Maintenance,Electricity,"£8,658.86"
 24-May-2024,Findlay Irvine Ltd,Inclusive Economy,Winter Routine Maintenance,Winter Routine Maintenance,"£5,788.40"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Winter Routine Maintenance,Winter Routine Maintenance,"£16,231.09"
 02-May-2024,SWARCO UK & IRELAND LTD,Inclusive Economy,Lighting,Maintenance Illuminated Signs & Bollards,£520.54
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Lighting,Maintenance Illuminated Signs & Bollards,"£11,303.55"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Lighting,Road Lighting Maintenance,"£9,753.34"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Lighting,Road Lighting Maintenance,"£7,527.59"
 23-May-2024,NPower Ltd,Inclusive Economy,Lighting,Electricity,£393.16
 23-May-2024,NPower Ltd,Inclusive Economy,Lighting,Electricity,"£1,925.79"
 08-May-2024,National World Publishing Limited,Inclusive Economy,Road Markings,Permanent Traffic Sigs Signals & Marks,£564.24
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Road Markings,Permanent Traffic Sigs Signals & Marks,"£26,354.76"
 30-May-2024,National World Publishing Limited,Inclusive Economy,Road Markings,Permanent Traffic Sigs Signals & Marks,£564.24
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Fences & Barriers,"£5,193.11"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Fences & Barriers,"£2,714.53"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Fences & Barriers,"£12,528.37"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Fences & Barriers,£289.96
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Drainage Other,"£1,487.97"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Drainage Other,"£1,797.61"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Drainage Other,"£3,556.21"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Footways & Kerbs,"£63,652.46"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Footways & Kerbs,"£17,159.98"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Footways & Kerbs,"£63,750.10"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Footways & Kerbs,"£29,507.07"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Footways & Kerbs,£682.46
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Footways & Kerbs,"£6,079.97"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Footways & Kerbs,"£3,002.85"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Patching & Minor Repairs,"£9,078.53"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Patching & Minor Repairs,"£9,306.95"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Patching & Minor Repairs,"£16,971.77"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Patching & Minor Repairs,"£3,846.81"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Patching & Minor Repairs,"£6,807.90"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Patching & Minor Repairs,"£33,539.79"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Patching & Minor Repairs,"-£14,529.90"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Grass Verge Maintenance,"£6,809.40"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Grass Verge Maintenance,£377.09
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Grass Verge Maintenance,"£1,577.24"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Grass Verge Maintenance,"£7,251.22"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Hedges & Trees Maintenance,£795.53
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Maintenance Road Signs Non Illuminated,"£3,203.22"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Maintenance Road Signs Non Illuminated,"£1,145.42"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Maintenance Road Signs Non Illuminated,"£2,174.00"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Maintenance Road Signs Non Illuminated,"£1,842.41"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Routine Repairs,Maintenance Road Signs Non Illuminated,£304.02
 24-May-2024,Secure Engineering Limited,Inclusive Economy,Busway Maintenance,CCTV Security Maintenance,£725.00
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Busway Maintenance,Maintenance Of Trees & Grass Areas,£269.48
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Busway Maintenance,Fences & Barriers,£279.08
 23-May-2024,NPower Ltd,Inclusive Economy,Busway Maintenance,Electricity,£641.91
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Volker`s Overhead Costs,Emergency Team Service,"£3,290.17"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Drainage Cleasing,Drainage Cleansing,"£23,653.70"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Vehicle Crossovers,Footways & Kerbs,"£61,932.53"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,BSIP - Safe Waiting Environments,Infrastructure Works,"£12,000.00"
 13-May-2024,Systra Ltd,Inclusive Economy,BSIP - EP & Franchising Delivery: LTA Co,Consultancy Fees,"£4,867.84"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,BSIP - EP & Franchising Delivery: LTA Co,Miscellaneous Expenses,£442.91
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,BSIP - EP & Franchising Delivery: LTA Co,Miscellaneous Expenses,"£2,205.01"
 03-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£582.14
 03-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£716.48
 03-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£626.92
 03-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£716.48
 03-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,"£1,522.52"
 03-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£447.80
 08-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£611.26
 08-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£517.22
 08-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£611.26
 13-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£799.34
 30-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£611.26
 30-May-2024,National World Publishing Limited,Inclusive Economy,Traffic Regulation Orders,General Advertising,£517.22
 20-May-2024,Auckland Manufacturing Ltd t/a PGM Signs,Inclusive Economy,Amenity Maintenance,Maintenance of Signs,£463.76
 20-May-2024,Auckland Manufacturing Ltd t/a PGM Signs,Inclusive Economy,Amenity Maintenance,Maintenance of Signs,£463.76
 20-May-2024,Auckland Manufacturing Ltd t/a PGM Signs,Inclusive Economy,Amenity Maintenance,Maintenance of Signs,£463.76
 13-May-2024,Kainos Software Limited,Inclusive Economy,Regional Street Works Permit Scheme,Software Rental Licence Fee,"£2,500.00"
 02-May-2024,Millstream Estate Services Ltd,Inclusive Economy,Flood Risk Management,Suds in Schools,"£6,367.14"
 09-May-2024,Tetra tech Limited,Inclusive Economy,Flood Risk Management,Open Lea II,"£9,460.38"
 20-May-2024,East of England LGA,Inclusive Economy,Environmental Initiatives,Environmental Projects,"£1,400.00"
 30-May-2024,The Carbon Literacy Trust,Inclusive Economy,Climate Change,Climate Change Project,£500.00
 30-May-2024,Community Energy South Ltd,Inclusive Economy,Climate Change,Climate Change Project,"£5,000.00"
 31-May-2024,Proving Services Ltd,Inclusive Economy,Highway Services,Subscriptions,"£14,800.00"
 29-May-2024,Volker Highways Crowley Ltd,Inclusive Economy,Active Travel Capability Fund,CAF - Feasibility,"£1,743.10"
 10-May-2024,Truvelo (UK) Ltd,Inclusive Economy,Road Safety Education Team,Maintenance of Camera Equipment,"£8,040.00"
 20-May-2024,Agilysis Ltd,Inclusive Economy,Road Safety Education Team,Education & Publicity,"£1,495.00"
 08-May-2024,Outspoken Training,Inclusive Economy,Cycle Training & Promotion Unit,Services - Projects - Project Provision,"£1,691.00"
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Travel Centre,Maint`nce Auto Doors Shutters Barriers,"£3,045.60"
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Travel Centre,Maint`nce Auto Doors Shutters Barriers,"£1,597.80"
 24-May-2024,Formula Aluminium Systems Ltd,Inclusive Economy,Travel Centre,Maint`nce Auto Doors Shutters Barriers,"£3,263.00"
 23-May-2024,NPower Ltd,Inclusive Economy,Travel Centre,Electricity,"£1,721.27"
 10-May-2024,In Car Safety,Inclusive Economy,Fleet & Operations,Internal Vehicle Safety,"£2,000.00"
 20-May-2024,Allocate Software Limited,Inclusive Economy,Fleet & Operations,Software Rental Licence Fee,"£1,437.78"
 15-May-2024,APSE,Inclusive Economy,Corporate Director of Inclusive Economy,Subscriptions,"£4,299.00"
 16-May-2024,Adept,Inclusive Economy,Corporate Director of Inclusive Economy,Subscriptions,£685.00
 13-May-2024,Kielder newport west Ltd-KNW training,Inclusive Economy,Service Director of Neighbourhood Servic,Priority 1 Training,£588.00
 30-May-2024,Kielder newport west Ltd-KNW training,Inclusive Economy,Service Director of Neighbourhood Servic,Priority 1 Training,£580.00
 17-May-2024,Haymarket Media Group Limited,Inclusive Economy,Service Director of Sustainable Developm,Priority 1 Training,£295.00
 15-May-2024,The Chilterns Conservation Board,Inclusive Economy,Strategic Planning,Subscriptions,"£1,016.40"
 01-May-2024,Haymarket Media Group Limited,Inclusive Economy,Development Management,Textbooks Reports And Journals,£362.00
 24-May-2024,Alpha Planning Ltd,Inclusive Economy,Development Management,Section 106 Related Expenditure,"£2,707.50"
 03-May-2024,National World Publishing Limited,Inclusive Economy,Development Management,Other Advertising - Stat Notices,£611.26
 24-May-2024,National World Publishing Limited,Inclusive Economy,Development Management,Other Advertising - Stat Notices,£716.48
 29-May-2024,National World Publishing Limited,Inclusive Economy,Development Management,Other Advertising - Stat Notices,£893.38
 29-May-2024,National World Publishing Limited,Inclusive Economy,Development Management,Other Advertising - Stat Notices,£799.34
 29-May-2024,National World Publishing Limited,Inclusive Economy,Development Management,Other Advertising - Stat Notices,£761.26
 21-May-2024,The Roscoe Group,Inclusive Economy,Development Management,S106 Funds Received,"£2,250.00"
