Transparency Report March 2024,,,,,
Date,Supplier,Dept,CC Description,Ledger Code,Value £
 08-Mar-2024,8APT Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,055.04"
 08-Mar-2024,Courage Health care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£917.28
 08-Mar-2024,Courage Health care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,198.08"
 08-Mar-2024,Courage Health care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£683.28
 08-Mar-2024,Courage Health care,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£917.28
 08-Mar-2024,HATSZZ PRESTIGE CARE LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,055.04"
 08-Mar-2024,HATSZZ PRESTIGE CARE LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£301.44
 08-Mar-2024,HATSZZ PRESTIGE CARE LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,205.76"
 08-Mar-2024,HATSZZ PRESTIGE CARE LTD,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£1,205.76"
 08-Mar-2024,LDA Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£10,218.60"
 08-Mar-2024,LDA Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£10,218.60"
 08-Mar-2024,LDA Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,"£12,262.32"
 08-Mar-2024,Livingways Care Services Ltd (Homecare Provider),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£639.36
 08-Mar-2024,Livingways Care Services Ltd (Homecare Provider),Population Wellbeing,LBC funded LD Purchased Care 18-64,Home Care - Private Service,£816.96
 08-Mar-2024,Macintyre,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,350.80"
 08-Mar-2024,Autism Plus Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£747.40
 08-Mar-2024,Lansdowne Care Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,687.40"
 08-Mar-2024,Lansdowne Care Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,-£537.48
 08-Mar-2024,Lansdowne Care Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"-£1,920.00"
 08-Mar-2024,Lansdowne Care Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£403.11
 08-Mar-2024,Lansdowne Care Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,272.80"
 08-Mar-2024,Lansdowne Care Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"-£1,466.16"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£440.00
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£449.16
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£943.20
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,010.61"
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,347.48"
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£490.92
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"-£2,337.50"
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,245.80"
 08-Mar-2024,Elite Day Services,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,296.26"
 08-Mar-2024,Really Flexible Care Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£3,960.00"
 08-Mar-2024,Sense @ Keech,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£3,843.00"
 08-Mar-2024,Sense @ Keech,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,993.76"
 08-Mar-2024,Optimal Living (Luton) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,109.80"
 08-Mar-2024,Optimal Living (Luton) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£767.20
 08-Mar-2024,Optimal Living (Luton) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,320.00"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£971.68
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£728.76
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,821.90"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,943.36"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,307.74"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,821.90"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£760.00
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,235.00"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£570.00
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£950.00
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£600.00
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£760.00
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,235.00"
 08-Mar-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£975.00
 08-Mar-2024,Lifeways Social Care Solutions,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£3,674.00"
 08-Mar-2024,Care World Wide (Staffordshire) Ltd t/a Hill Lodge,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£550.00
 08-Mar-2024,Livingways Care Services Ltd (Homecare Provider),Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£301.44
 11-Mar-2024,Redacted Personal Payment,Population Wellbeing,LBC funded LD Purchased Care 18-64,Purchase Care-Direct Payment,£380.00
 11-Mar-2024,Redacted Personal Payment,Population Wellbeing,LBC funded LD Purchased Care 18-64,Purchase Care-Direct Payment,£380.00
 08-Mar-2024,Bluebird Care (Luton),Population Wellbeing,LBC funded LD Purchased Care 18-64,Sitting Services,£259.60
 08-Mar-2024,Quality Care (Surrey) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£385.60
 08-Mar-2024,Quality Care (Surrey) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£385.60
 08-Mar-2024,Quality Care (Surrey) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£702.32
 08-Mar-2024,SeeAbility,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£483.20
 08-Mar-2024,Macintyre,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£385.60
 08-Mar-2024,Macintyre,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£385.60
 08-Mar-2024,Rose Court,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£483.20
 08-Mar-2024,CareTech Community Services Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£489.00
 08-Mar-2024,Desboro House,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£405.00
 08-Mar-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£447.20
 08-Mar-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£385.60
 08-Mar-2024,Optimal Living (Luton) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Ind Sector - Res Care Homes - Contribs,-£483.20
 08-Mar-2024,Richardson Part For Care,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£9,484.72"
 08-Mar-2024,Complete Care Services Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£7,675.48"
 08-Mar-2024,Rose Court,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£6,880.16"
 08-Mar-2024,Voyage Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£8,468.64"
 08-Mar-2024,Consensus Healthcare Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£9,059.20"
 08-Mar-2024,St George,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£10,532.32"
 08-Mar-2024,Home From Home Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£13,221.08"
 08-Mar-2024,Blamsters Farm,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£10,581.44"
 08-Mar-2024,Shelton Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£5,915.00"
 08-Mar-2024,Shelton Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£2,569.56"
 08-Mar-2024,Shelton Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,£896.00
 08-Mar-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£7,505.68"
 08-Mar-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£1,064.00"
 08-Mar-2024,Lifeways Community Care Solutions,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,£421.12
 08-Mar-2024,Lifeways Community Care Solutions,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£6,236.40"
 08-Mar-2024,CAS Learning Disabilities Midlands Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£15,364.12"
 08-Mar-2024,Bruna Cottage,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£2,927.68"
 08-Mar-2024,Bruna Cottage,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£9,650.28"
 08-Mar-2024,Bruna Cottage,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£1,080.00"
 08-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£15,865.84"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£5,870.48"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,861.60"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,005.20"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,006.80"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,006.80"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,668.40"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,292.64"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£601.16
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£601.16
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£601.16
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£601.16
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£5,870.48"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,861.60"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£12,007.80"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,524.80"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,002.60"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£5,336.80"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,967.08"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,005.20"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,202.04"
 08-Mar-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,202.04"
 08-Mar-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£841.44
 08-Mar-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,050.88"
 08-Mar-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,498.37"
 08-Mar-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,015.84"
 08-Mar-2024,Exclusive Care Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,359.17"
 08-Mar-2024,Exclusive Care Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,391.73"
 08-Mar-2024,Exclusive Care Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£742.00
 08-Mar-2024,Alderwood LLA Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£887.70
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,918.60"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,918.60"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,918.60"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,918.60"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,918.60"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,900.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,920.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,959.30"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,980.00"
 08-Mar-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,980.00"
