Transparency Report September 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 18-Sep-2024,Central Bedfordshire Council,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,052.10"
 18-Sep-2024,Sense @ Keech,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,630.55"
 18-Sep-2024,Sense @ Keech,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,970.50"
 18-Sep-2024,Optimal Living (Luton) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,110.71"
 18-Sep-2024,Optimal Living (Luton) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£807.92
 18-Sep-2024,Optimal Living (Luton) Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,390.09"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,023.28"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,023.28"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,023.28"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,023.28"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£767.46
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£800.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£480.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£320.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,040.00"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£780.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£383.73
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£895.37
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,534.92"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,023.28"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£2,046.56"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,534.92"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£640.00
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£1,040.00"
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,£480.00
 18-Sep-2024,Lifeways Social Care Solutions,Population Wellbeing,LBC funded LD Purchased Care 18-64,Day Care,"£3,675.55"
 18-Sep-2024,Central Bedfordshire Council,Population Wellbeing,LBC funded LD Purchased Care 18-64,Shared Lives Respite Care,"£4,481.07"
 18-Sep-2024,Central Bedfordshire Council,Population Wellbeing,LBC funded LD Purchased Care 18-64,Shared Lives Respite Care,"£1,222.11"
 18-Sep-2024,Central Bedfordshire Council,Population Wellbeing,LBC funded LD Purchased Care 18-64,Shared Lives Respite Care,"£2,036.85"
 18-Sep-2024,Central Bedfordshire Council,Population Wellbeing,LBC funded LD Purchased Care 18-64,Shared Lives Respite Care,£407.37
 18-Sep-2024,Central Bedfordshire Council,Population Wellbeing,LBC funded LD Purchased Care 18-64,Shared Lives Respite Care,"£2,036.85"
 18-Sep-2024,Richardson Part For Care,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£9,484.72"
 18-Sep-2024,Complete Care Services Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£7,675.48"
 18-Sep-2024,Complete Care Services Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,£988.00
 18-Sep-2024,Rose Court,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£6,880.16"
 18-Sep-2024,Voyage Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£9,215.56"
 18-Sep-2024,Consensus Healthcare Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£9,059.20"
 18-Sep-2024,St George,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£10,532.32"
 18-Sep-2024,Home From Home Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£13,221.08"
 18-Sep-2024,Blamsters Farm,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£10,581.44"
 18-Sep-2024,Shelton Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£5,915.00"
 18-Sep-2024,Shelton Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£2,569.56"
 18-Sep-2024,Shelton Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,£896.00
 18-Sep-2024,Lynfield,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£4,900.00"
 18-Sep-2024,Lynfield,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£7,314.56"
 18-Sep-2024,Central Bedfordshire Council,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£11,406.40"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£1,064.00"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£7,505.68"
 18-Sep-2024,Lifeways Community Care Solutions,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,£421.12
 18-Sep-2024,Lifeways Community Care Solutions,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£6,236.40"
 18-Sep-2024,CAS Learning Disabilities Midlands Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£15,364.12"
 18-Sep-2024,Bruna Cottage,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£1,080.00"
 18-Sep-2024,Bruna Cottage,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£2,927.68"
 18-Sep-2024,Bruna Cottage,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£9,650.28"
 18-Sep-2024,Alderwood LLA Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£15,865.84"
 18-Sep-2024,Crediton Care and Support Homes,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£5,320.00"
 18-Sep-2024,Crediton Care and Support Homes,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£7,448.00"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Nursing Homes-Long Stay,"£6,780.76"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Nursing Homes-Long Stay,"£6,780.76"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Nursing Homes-Long Stay,"£6,780.76"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Nursing Homes-Long Stay,"£6,780.76"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Nursing Homes-Long Stay,"£6,780.76"
 18-Sep-2024,Oakley Lodge Care Homes Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independ Sector-Nursing Homes-Long Stay,"£6,054.25"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,404.64"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£630.56
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£630.56
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£630.56
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£630.56
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,156.92"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,196.40"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£14,187.60"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,599.20"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,197.90"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£5,597.20"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,355.82"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,395.80"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,260.84"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,260.84"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,156.92"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,196.40"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,395.80"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,202.80"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,202.80"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,798.60"
 18-Sep-2024,Redacted Address,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,746.00"
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,015.84"
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£917.17
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,050.88"
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,498.37"
 18-Sep-2024,Exclusive Care Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,359.17"
 18-Sep-2024,Exclusive Care Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,391.73"
 18-Sep-2024,Exclusive Care Limited,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£742.00
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,110.12"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,110.12"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,110.12"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,110.12"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,110.12"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,111.80"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,055.20"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,371.72"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,371.72"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,993.00"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,055.20"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,069.22"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,371.72"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,790.20"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,348.24"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,370.60"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,030.96"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,929.60"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,929.60"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,643.20"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£5,154.24"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£4,757.76"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£2,326.02"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£528.64
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,117.12"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,£528.64
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,510.40"
 18-Sep-2024,Winray Care Housing Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£6,117.12"
 18-Sep-2024,Mido Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£1,102.50"
 18-Sep-2024,Mido Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£7,350.00"
 18-Sep-2024,Kisimul Group Ltd - Taigh Carbaid,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£8,281.00"
 18-Sep-2024,Kisimul Group Ltd - Taigh Carbaid,Population Wellbeing,Jointly funded LD Purchased Care,Independent Sector - Supported Living,"£3,503.44"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Home Care - Private Service,"£2,628.08"
 23-Sep-2024,Prime Care Support Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Home Care - Private Service,£388.44
 23-Sep-2024,Prime Care Support Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Home Care - Private Service,£433.26
 23-Sep-2024,Bridge Cross Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Home Care - Private Service,£610.08
 23-Sep-2024,Bridge Cross Care Ltd,Population Wellbeing,Jointly funded LD Purchased Care,Home Care - Private Service,£624.96
 18-Sep-2024,Sense @ Keech,Population Wellbeing,Jointly funded LD Purchased Care,Day Care,"£4,472.91"
 18-Sep-2024,Macintyre,Population Wellbeing,LD LC Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£1,993.20"
 18-Sep-2024,Castletroy Nursing Home Ltd,Population Wellbeing,LD LC Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£2,800.00"
 18-Sep-2024,Castletroy Nursing Home Ltd,Population Wellbeing,LD LC Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
 18-Sep-2024,Castletroy Nursing Home Ltd,Population Wellbeing,LD LC Purchased Care,Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
 18-Sep-2024,Dimensions (ADP) Limited,Population Wellbeing,LD LC Purchased Care,Independent Sector - Supported Living,"£8,395.80"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LD LC Purchased Care,Independent Sector - Supported Living,"£1,371.72"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LD LC Purchased Care,Independent Sector - Supported Living,"£2,055.20"
 18-Sep-2024,ITRUST AGENCY LIMITED,Population Wellbeing,LD LC Purchased Care,Independent Sector - Supported Living,"£1,993.00"
 23-Sep-2024,Prime Care Support Ltd,Population Wellbeing,LD LC Purchased Care,Home Care,£513.26
 23-Sep-2024,Bluebird Care (Luton),Population Wellbeing,LD LC Purchased Care,Home Care,£735.15
 23-Sep-2024,Bluebird Care (Luton),Population Wellbeing,LD LC Purchased Care,Home Care,"£1,282.71"
 18-Sep-2024,Headway Luton,Population Wellbeing,LD LC Purchased Care,Day Care,£368.62
 18-Sep-2024,The Next Best Place Ltd,Population Wellbeing,LD LC Purchased Care,Day Care,"£2,046.56"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,348.17"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£3,605.72"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£1,120.00"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£4,480.00"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£1,120.00"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£1,120.00"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£1,120.00"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£1,120.00"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Memory & Cognition Purchased Care 18-64,Independ Sector-Res Care Homes-Long Stay,"£1,120.00"
