Transparency Report - July 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Value £
 19-Jul-2024,D2D Distribution Ltd,Chief Executive,Communications,"Luton Life Costs (see income 6486,6973)","£5,034.00"
 23-Jul-2024,Cliffe Enterprise Ltd,Chief Executive,Communications,"Luton Life Costs (see income 6486,6973)","£10,045.00"
 17-Jul-2024,Active Luton,Chief Executive,Sponsorship & Advertising Trading,Promotional Activities,£350.00
 11-Jul-2024,Community Interest Luton CIC,Chief Executive,Director Citizen Engagement & Legal Serv,Policy Projects,"£3,000.00"
 11-Jul-2024,Inspire FM,Chief Executive,Director Citizen Engagement & Legal Serv,Policy Projects,"£1,500.00"
 08-Jul-2024,Luton Turkish Community Association,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£5,000.00"
 11-Jul-2024,The 11 O clock number,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£2,336.67"
 24-Jul-2024,Remedy Sound Ltd,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,£500.00
 31-Jul-2024,Luton Irish Forum,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Services re Cultural Enabler,"£15,000.00"
 22-Jul-2024,A Childrens Story,Chief Executive,Luton 2040 - Strategy (was Luton Invest.,Projects - Heritage Spend,"£1,200.00"
 24-Jul-2024,Redacted Personal Payment,Chief Executive,Social Justice Unit,Fairness Taskforce Expenditure - COMF £11k,£500.00
 12-Jul-2024,LCST Trading Ltd,Chief Executive,Community Development Unit,New Homes Luton,"£2,595.50"
 11-Jul-2024,Civica UK Ltd,Population Wellbeing,Business Intelligence,Software Maintenance,"£2,312.00"
 01-Jul-2024,Human Engine Limited,Population Wellbeing,Strategic Change Team (ex LEX),Consultancy Fees,"£107,800.00"
 01-Jul-2024,Human Engine Limited,Population Wellbeing,Strategic Change Team (ex LEX),Consultancy Fees,"£76,800.00"
 01-Jul-2024,Human Engine Limited,Population Wellbeing,Strategic Change Team (ex LEX),Consultancy Fees,"£48,600.00"
 08-Jul-2024,Human Engine Limited,Population Wellbeing,Strategic Change Team (ex LEX),Consultancy Fees,"£85,200.00"
 01-Jul-2024,Human Engine Limited,Population Wellbeing,Strategic Change Team (ex LEX),Services - Projects,"£110,000.00"
 03-Jul-2024,University of Bedfordshire Enterprises Ltd,Population Wellbeing,Service Director Customer and Org Develo,Hire Of Premises,£799.50
 24-Jul-2024,Venue 360 Ltd,Population Wellbeing,Service Director Customer and Org Develo,Services - Professional,"£1,031.20"
 29-Jul-2024,NOMINET UK,Inclusive Economy,Procurement,Software Rental & Licence Fees,£425.24
 19-Jul-2024,Gravitas Recruitment Group Ltd,Chief Executive,ICT,Consultancy Fees,"£3,300.00"
 04-Jul-2024,Civica UK Ltd,Chief Executive,ICT,Contract Payments Civica,"£459,189.42"
 04-Jul-2024,Civica UK Ltd,Chief Executive,ICT,Contract Payments Civica,"£72,997.52"
 09-Jul-2024,Civica UK Ltd,Chief Executive,ICT,Contract Payments Civica,"£72,997.52"
 15-Jul-2024,Civica UK Ltd,Chief Executive,ICT,Contract Payments Civica,"£459,189.42"
 22-Jul-2024,Gamma Network Solutions Limited,Chief Executive,ICT,Telephones,"£5,396.94"
 11-Jul-2024,Civica UK Ltd,Chief Executive,ICT,Maintenance Of Hardware,"£27,758.12"
 24-Jul-2024,Bytes Software Services Ltd,Chief Executive,ICT,Maintenance Of Hardware,"£1,038.64"
 08-Jul-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,"£533,414.98"
 08-Jul-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,"£124,618.41"
 09-Jul-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,"£533,414.98"
 17-Jul-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,"£3,880.80"
 17-Jul-2024,Phoenix Software Ltd,Chief Executive,ICT,Software Maintenance & Licence Fees,£849.80
 25-Jul-2024,Xerox UK Ltd,Chief Executive,Xerox Photocopiers,Photocopying Contract Direct Costs,"£2,889.00"
 25-Jul-2024,Xerox UK Ltd,Chief Executive,Xerox Photocopiers,Photocopying Contract Direct Costs,"£7,936.81"
 29-Jul-2024,Alemba Ltd,Chief Executive,Future ICT Programme - Civica Insource,Services - Professional - External Assurance,"£8,482.19"
 31-Jul-2024,Bates Office Services Ltd,Chief Executive,Future ICT Programme - Civica Insource,Services - Projects - Service Desk,"£3,210.58"
 29-Jul-2024,BT Events Ltd,Population Wellbeing,LEX and LSA Awards,Hire of Premises,"£6,192.00"
 29-Jul-2024,BT Events Ltd,Population Wellbeing,LEX and LSA Awards,Refreshments,"£3,545.55"
 29-Jul-2024,BT Events Ltd,Population Wellbeing,LEX and LSA Awards,Consultants,£500.00
 24-Jul-2024,Redacted Personal Payment,Population Wellbeing,LEX and LSA Awards,Miscellaneous Expenditure,£450.00
 29-Jul-2024,BT Events Ltd,Population Wellbeing,LEX and LSA Awards,Miscellaneous Expenditure,"£1,200.00"
 29-Jul-2024,BT Events Ltd,Population Wellbeing,LEX and LSA Awards,Decorations,"£10,128.00"
 16-Jul-2024,Bartham Press,Population Wellbeing,LEX and LSA Awards,Trophies,"£1,120.00"
 04-Jul-2024,Dell Computer Corporation Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£1,275.75"
 08-Jul-2024,Dell Computer Corporation Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,124.00"
 08-Jul-2024,Probrand Limited,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,335.00"
 10-Jul-2024,Probrand Limited,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,335.00"
 11-Jul-2024,Dell Computer Corporation Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£28,868.00"
 11-Jul-2024,Probrand Limited,Chief Executive,ICT Equipment Holding Account,Purchases,£760.00
 19-Jul-2024,Civica UK Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£2,290.66"
 24-Jul-2024,Civica UK Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£2,290.66"
 24-Jul-2024,Dell Computer Corporation Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£4,095.48"
 29-Jul-2024,CDW Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,£571.80
 29-Jul-2024,Bytes Software Services Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,£861.25
 29-Jul-2024,Bytes Software Services Ltd,Chief Executive,ICT Equipment Holding Account,Purchases,"£3,931.20"
 02-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Miscellaneous Expenses,£925.00
 02-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Miscellaneous Expenses,£925.00
 19-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Miscellaneous Expenses,£814.00
 19-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Miscellaneous Expenses,£925.00
 19-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Miscellaneous Expenses,"£1,717.00"
 19-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Miscellaneous Expenses,"£1,842.86"
 18-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Planned Contracts - Bathrooms,Sub-Contractors,£430.00
 19-Jul-2024,Cadent Gas Limited,Population Wellbeing,Planned Contracts - Kitchens,Gas,£798.10
 19-Jul-2024,Cadent Gas Limited,Population Wellbeing,Planned Contracts - Kitchens,Gas,£798.10
 19-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,"£1,549.38"
 23-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Planned Contracts - Kitchens,Purchase Of Materials,£982.99
 10-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Planned Contracts - Kitchens,Sub-Contractors,£460.00
 12-Jul-2024,Jewson,Population Wellbeing,Property Services,Purchase Of Materials,£423.87
 01-Jul-2024,Access Security (Luton) Ltd,Population Wellbeing,Property Services,Sub-Contractors,£412.00
 10-Jul-2024,Dycol Ltd,Population Wellbeing,Property Services,Sub-Contractors,£250.00
 31-Jul-2024,Concorde Blind Co,Population Wellbeing,Property Services,Sub-Contractors,£509.82
 31-Jul-2024,Concorde Blind Co,Population Wellbeing,Property Services,Sub-Contractors,£526.24
 31-Jul-2024,Concorde Blind Co,Population Wellbeing,Property Services,Sub-Contractors,£744.58
 10-Jul-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,"£1,575.00"
 10-Jul-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,"£1,575.00"
 24-Jul-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,"£1,575.00"
 24-Jul-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Property Architects,Sub-Contractors,"£1,575.00"
 10-Jul-2024,J P Hygiene Supplies,Population Wellbeing,Overheads,Clothing & Uniforms,£262.80
 02-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£700.00
 02-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£602.00
 02-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£677.25
 02-Jul-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£630.00
 02-Jul-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,050.00"
 15-Jul-2024,Glynns Skip,Population Wellbeing,Overheads,Other Expenses,£328.40
 19-Jul-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,085.00"
 19-Jul-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,050.00"
 19-Jul-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,"£1,050.00"
 19-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£840.65
 19-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 19-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£806.25
 22-Jul-2024,Heattreat Ltd,Population Wellbeing,Overheads,Other Expenses,£338.70
 25-Jul-2024,Workmates & Daniel Owen Ltd,Population Wellbeing,Overheads,Other Expenses,£795.50
 25-Jul-2024,The Oyster Partnership Ltd,Population Wellbeing,Overheads,Other Expenses,£840.00
 18-Jul-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£3,400.00"
 18-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 18-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 18-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,£430.00
 22-Jul-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£6,307.15"
 22-Jul-2024,Furlong & Higgs Ltd,Population Wellbeing,Aids and Adaptations,Sub-Contractors,"£10,000.00"
 18-Jul-2024,The Dwelling Doctors LTD,Population Wellbeing,Grant Work,Sub-Contractors,"£2,300.84"
 24-Jul-2024,Access Security (Luton) Ltd,Population Wellbeing,Grant Work,Sub-Contractors,"£1,100.00"
 02-Jul-2024,Jewson,Population Wellbeing,Voids,Purchase Of Materials,£514.60
 02-Jul-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£275.09
 02-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£262.46
 02-Jul-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£274.94
 04-Jul-2024,Flogas UK Ltd,Population Wellbeing,Voids,Purchase Of Materials,£388.24
 09-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£283.25
 10-Jul-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£295.33
 12-Jul-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Voids,Purchase Of Materials,£422.70
 12-Jul-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Voids,Purchase Of Materials,£930.00
 15-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£907.65
 16-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£292.07
 16-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£256.00
 16-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,"£1,062.93"
 16-Jul-2024,Howden Joinery Limited,Population Wellbeing,Voids,Purchase Of Materials,£260.16
 23-Jul-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Voids,Purchase Of Materials,£250.01
 24-Jul-2024,Fascia & Glazing Supplies,Population Wellbeing,Voids,Purchase Of Materials,£301.44
 29-Jul-2024,New Century Doors Ltd,Population Wellbeing,Voids,Purchase Of Materials,£550.00
 29-Jul-2024,New Century Doors Ltd,Population Wellbeing,Voids,Purchase Of Materials,£520.00
 29-Jul-2024,Glazerite Windows Ltd,Population Wellbeing,Voids,Purchase Of Materials,"£1,938.57"
 01-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,328.17"
 01-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,475.35"
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£430.00
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£430.00
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£650.00
 01-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 10-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,611.67"
 10-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,561.88"
 10-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,433.12"
 10-Jul-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£350.00
 10-Jul-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£325.00
 18-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,386.00"
 18-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,405.00"
 18-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,660.00"
 24-Jul-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£450.00
 24-Jul-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£750.00
 24-Jul-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£550.00
 24-Jul-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,£550.00
 24-Jul-2024,Dycol Ltd,Population Wellbeing,Voids,Sub-Contractors,"£5,800.00"
 25-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 25-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 25-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 25-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 25-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£865.00
 25-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£760.00
 25-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£1,491.90"
 25-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,168.93"
 25-Jul-2024,Lonsdale Painting & Decorating,Population Wellbeing,Voids,Sub-Contractors,"£3,033.51"
 25-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,"£1,430.00"
 31-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 31-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£660.00
 31-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£435.00
 31-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£745.00
 31-Jul-2024,T & L Flooring Ltd,Population Wellbeing,Voids,Sub-Contractors,£430.00
 02-Jul-2024,Jewson,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£617.52
 02-Jul-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£281.35
 04-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 04-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£532.05
 04-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£541.88
 04-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£885.00
 04-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£380.00
 04-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£380.00
 04-Jul-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£527.31
 10-Jul-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£287.62
 15-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£530.00
 15-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£550.00
 16-Jul-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£445.81
 22-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£580.00
 22-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£868.31
 22-Jul-2024,New Century Doors Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£520.00
 22-Jul-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£299.99
 22-Jul-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£264.88
 23-Jul-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£394.15
 23-Jul-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£299.82
 24-Jul-2024,Glazerite Windows Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£318.90
 31-Jul-2024,Window Parts Ltd,Population Wellbeing,Repairs - Aldenham,Direct Purchases - Supplies,£296.08
 01-Jul-2024,EnviroVent Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,214.87"
 01-Jul-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£760.00
 01-Jul-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£660.00
 01-Jul-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 01-Jul-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£420.00
 01-Jul-2024,Colt Property Improvements Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,190.00"
 01-Jul-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£750.00
 01-Jul-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£450.00
 01-Jul-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£450.00
 01-Jul-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£325.00
 01-Jul-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£385.00
 01-Jul-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£385.00
 01-Jul-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£385.00
 01-Jul-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£875.00
 01-Jul-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£425.00
 01-Jul-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£712.80
 01-Jul-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 01-Jul-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.20
 01-Jul-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.20
 01-Jul-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.20
 01-Jul-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 01-Jul-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.20
 01-Jul-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 01-Jul-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 01-Jul-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£800.00
 01-Jul-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
