Transparency Report - June 2024,,,,,
Date,Supplier,Department,CC Description,Ledger Code,Value £
 11-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£337.50
 11-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£690.00
 11-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 11-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 11-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 12-Jun-2024,Aztec Financial Services(Jesery) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£284.98
 12-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 12-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 13-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 13-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£800.00
 14-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 14-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,350.00"
 14-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£495.00
 14-Jun-2024,Anacreonte Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£13,530.00"
 14-Jun-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£31,790.00"
 14-Jun-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,705.00"
 14-Jun-2024,Investment Properties (GB) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,900.00"
 14-Jun-2024,Land & Property Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£4,200.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,500.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,100.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£7,700.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,200.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£8,500.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,890.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,760.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,000.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,780.00"
 14-Jun-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£5,520.00"
 14-Jun-2024,My Estate,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,860.00"
 14-Jun-2024,My Estate,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,900.00"
 14-Jun-2024,Hilton Garden Inn,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£147,389.40"
 14-Jun-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,938.00"
 14-Jun-2024,OYO Technology Hospitality,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£9,900.00"
 14-Jun-2024,Sai Aryan Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£9,552.00"
 14-Jun-2024,The Chiltern Hotel,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,600.00"
 14-Jun-2024,The Chiltern Hotel,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 14-Jun-2024,Swift Accommodation,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£13,750.00"
 14-Jun-2024,Swift Accommodation,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,100.00"
 14-Jun-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£43,745.00"
 14-Jun-2024,VA Property Consultants,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£13,485.00"
 14-Jun-2024,Red & Black Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,278.00"
 14-Jun-2024,Simply Move Estate and Lettings Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,310.00"
 14-Jun-2024,My Estate (2),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£7,250.00"
 14-Jun-2024,My Estate (2),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£11,160.00"
 14-Jun-2024,Rent Connect Housing Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£53,075.00"
 14-Jun-2024,Poplar Homes Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,450.00"
 15-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 15-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£925.00
 16-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 17-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 18-Jun-2024,Cromwood Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,231.00"
 18-Jun-2024,Exclusive Housing Solutions Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,200.00"
 18-Jun-2024,Exclusive Housing Solutions Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£128,673.00"
 18-Jun-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£992.00
 18-Jun-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£970.00
 18-Jun-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 18-Jun-2024,RESI Capital Management (Wesley House),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£441,668.63"
 18-Jun-2024,Thackeray Lettings Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£10,375.00"
 19-Jun-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 19-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,080.00"
 19-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 19-Jun-2024,Bellister Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 19-Jun-2024,Centennial Property Limited (trading as The Housin,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£13,547.00"
 19-Jun-2024,County Private Client Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£82,227.00"
 19-Jun-2024,Grange Homes Estate Agents,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,488.00"
 20-Jun-2024,ORBIS PROTECT LIMITED,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£954.44
 20-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 21-Jun-2024,Langham House Investments,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£860.00
 21-Jun-2024,Cromwood Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,140.38"
 21-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£450.00
 22-Jun-2024,Jardan Cooke Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£810.00
 22-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 24-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 24-Jun-2024,Simply Move Estate and Lettings Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,500.00"
 25-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£480.00
 26-Jun-2024,Simply Move Estate and Lettings Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 26-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 27-Jun-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£96,678.40"
 27-Jun-2024,Aztec Financial Services(Jesery) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,698.98"
 27-Jun-2024,RESI Capital Management (Wesley House),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£101,813.25"
 27-Jun-2024,Thackeray Lettings Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£64,740.00"
 27-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 27-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 27-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£700.00
 27-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£825.00
 27-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 28-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 28-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Jun-2024,Gatehall Services,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,050.00"
 28-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£775.00
 28-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 28-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 20-Jun-2024,MSJ Investment Properties Ltd,Population Wellbeing,Homelessness,Barristers Fees,"£4,600.00"
 07-Jun-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£391.65
 10-Jun-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,"£4,000.00"
 10-Jun-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£471.92
 10-Jun-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,HB Assessors Payment,"£1,800.00"
 11-Jun-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£391.65
 11-Jun-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,"£1,734.92"
 11-Jun-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£399.98
 14-Jun-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,HB Assessors Payment,"£2,300.00"
 19-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,HB Assessors Payment,£620.00
 19-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,HB Assessors Payment,£620.00
 24-Jun-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,HB Assessors Payment,"£2,000.00"
 24-Jun-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,HB Assessors Payment,"£1,000.00"
 07-Jun-2024,NowMedical,Population Wellbeing,Homelessness,Storage Facility,£520.00
 14-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Storage Facility,£625.95
 18-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Storage Facility,£661.05
 18-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Storage Facility,£565.70
 18-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Storage Facility,£422.37
 18-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Storage Facility,£422.37
 18-Jun-2024,Doree Bonner International / Kelerbay Limited,Population Wellbeing,Homelessness,Storage Facility,"£1,887.21"
 21-Jun-2024,Keystage Housing,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Move-on & Prevention,"£2,264.13"
 10-Jun-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£682.43
 10-Jun-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£272.95
 10-Jun-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£682.37
 13-Jun-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£656.13
 28-Jun-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£272.95
 10-Jun-2024,Camplin Bianco LLP,Population Wellbeing,TAPS,Services - Studies & Surveys,"£5,850.00"
 14-Jun-2024,Redacted Personal Payment,Population Wellbeing,Accommodation for Ex Offenders,Landlord Incentives,£400.00
 03-Jun-2024,Redacted Personal Payment,Population Wellbeing,Accommodation for Ex Offenders,PRS Personalisation Fund,"£1,550.00"
 03-Jun-2024,Keystone Luton Estate Agents,Population Wellbeing,Accommodation for Ex Offenders,PRS Personalisation Fund,£392.00
 03-Jun-2024,Stanley Management Services Ltd,Population Wellbeing,Accommodation for Ex Offenders,PRS Personalisation Fund,"£1,700.00"
 10-Jun-2024,Penrose Estate Agents,Population Wellbeing,Accommodation for Ex Offenders,PRS Personalisation Fund,"£1,938.46"
 13-Jun-2024,Pinewest Limited,Population Wellbeing,Accommodation for Ex Offenders,PRS Personalisation Fund,"£1,900.00"
 01-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 03-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 04-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 04-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 06-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 10-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 10-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 15-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 15-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 17-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 18-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 19-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,"£1,500.00"
 27-Jun-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 10-Jun-2024,Scutum East LTD,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£406.15
 10-Jun-2024,Scutum East Ltd,Population Wellbeing,Assured Shorthold Tenancy,Reactive Repair & Maintenance  - General,£406.23
 14-Jun-2024,E.on Next,Population Wellbeing,Assured Shorthold Tenancy,Electricity,£339.65
 17-Jun-2024,Xerox UK Ltd,Population Wellbeing,Housing Needs,Photocopying and Network Printing,£379.28
 25-Jun-2024,A1 Security Home Counties(UK)Limited,Population Wellbeing,Tenancy Enforcement Team,Security,£444.80
 21-Jun-2024,Zebra Training Services Ltd,Population Wellbeing,Tenant Participation,Tenant Expense,£480.00
 27-Jun-2024,Housing Technology,Population Wellbeing,Housing Management,Other Employee Expenses,£274.00
 13-Jun-2024,Redacted Personal Payment,Population Wellbeing,Housing Management,Miscellaneous Expenses,"£1,720.00"
 21-Jun-2024,Voicescape Limited,Population Wellbeing,Housing Management,Miscellaneous Expenses,"£4,998.50"
 21-Jun-2024,Voicescape Limited,Population Wellbeing,Housing Management,Miscellaneous Expenses,"£5,000.00"
 20-Jun-2024,FirstPort Property Services Limited,Population Wellbeing,Service Charge Team,NSAP Service charge,£781.61
 20-Jun-2024,FirstPort Property Services Limited,Population Wellbeing,Service Charge Team,NSAP Service charge,£781.61
 24-Jun-2024,FirstPort Property Services Limited,Population Wellbeing,Service Charge Team,NSAP Service charge,£914.32
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£277.87
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£328.32
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£288.85
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£276.38
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£271.01
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£287.64
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£267.48
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£286.66
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£322.00
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£332.51
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£346.86
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£350.47
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£357.63
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£376.24
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£383.46
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£383.46
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£387.16
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£387.52
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£390.96
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£401.32
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£403.93
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£421.29
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£422.86
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£428.85
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£429.04
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£433.99
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£449.50
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£489.72
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£496.65
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£528.27
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£705.17
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£720.98
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£822.37
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£826.52
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£846.81
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£899.50
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£949.26
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,054.15"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,148.42"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,159.27"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,177.49"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,185.32"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,195.34"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,256.19"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,316.15"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,363.81"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,401.77"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,414.03"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,494.01"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,683.29"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£1,791.66"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£2,283.19"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£2,387.99"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£3,021.64"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£3,024.69"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£3,068.01"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£3,278.02"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£3,446.66"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,"£5,657.97"
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£269.92
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£268.56
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£255.06
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£323.44
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£250.32
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£273.07
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£289.57
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£340.78
 03-Jun-2024,NPower Ltd,Population Wellbeing,Grounds Maint/Cleansing/Waste Management,Communal Lighting,£298.28
 24-Jun-2024,Castle Water Limited,Population Wellbeing,Sheltered Accomodation,Water Charges,"£1,240.59"
 25-Jun-2024,British Gas Trading Ltd,Population Wellbeing,Step-Up/Down Accommodation,Gas,£329.32
 25-Jun-2024,British Gas Trading Ltd,Population Wellbeing,Step-Up/Down Accommodation,Gas,£264.13
 25-Jun-2024,British Gas Trading Ltd,Population Wellbeing,Step-Up/Down Accommodation,Gas,£376.06
 13-Jun-2024,The Oyster Partnership Ltd,Population Wellbeing,Property Maintenance,Services - Agency Property Maintenance,"£1,900.00"
 14-Jun-2024,The Oyster Partnership Ltd,Population Wellbeing,Property Maintenance,Services - Agency Property Maintenance,"£1,900.00"
 18-Jun-2024,Association of Retained Council Housing (ARCH),Population Wellbeing,General Costs,Subscriptions,"£2,500.00"
 27-Jun-2024,Guardforce Security Services Ltd,Population Wellbeing,Estate Officer Service,Services - Security,"£4,337.32"
 27-Jun-2024,Guardforce Security Services Ltd,Population Wellbeing,Estate Officer Service,Services - Security,"£4,337.32"
 27-Jun-2024,Guardforce Security Services Ltd,Population Wellbeing,Estate Officer Service,Services - Security,"£4,635.84"
 03-Jun-2024,Redacted Personal Payment,Population Wellbeing,Responsive Repairs,Disrepair Work,"£2,635.00"
 07-Jun-2024,Bond Turner Ltd,Population Wellbeing,Responsive Repairs,Disrepair Work,£400.00
 07-Jun-2024,Bond Turner Ltd,Population Wellbeing,Responsive Repairs,Disrepair Work,"£1,000.00"
 24-Jun-2024,Redacted Personal Payment,Population Wellbeing,Responsive Repairs,Disrepair Work,"£20,000.00"
 06-Jun-2024,CME Heating Ltd,Population Wellbeing,Responsive Repairs,Domestic Services & Appliances,"£1,498.00"
 06-Jun-2024,CME Heating Ltd,Population Wellbeing,Responsive Repairs,Domestic Services & Appliances,£354.48
