LBBD Payments Greater than £250 for Publishing,,,,,,,,,,
Payment Date,Supplier,Category,Cost Centre,Cost Centre Description,Cost Centre Parent,Cost Centre Parent,Cost Centre Parent,Nominal Description,Gross,Vat
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,2501.92,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1272.20,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,435.96,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,765.96,0.00
13-Mar-24,Lee Valley Regional Park Authority,Commercial,F30580,OTHER OPERATING EXPENDITURE,CENTRAL EXPENSES 10BD,GENERAL FINANCE 10BDB,OUTSIDE CIES 10BDBA,701000 LEVIES PAID,11289.88,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,576.08,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1121.32,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,1870.36,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,527.76,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1124.60,0.00
13-Mar-24,London LGBT+ Community Pride CIC,Commercial,F25360,STRATEGY TEAM,STRATEGY 10D,STRATEGY & INSIGHT 10DC,STRATEGY 10DCC,641520 EVENTS,450.00,75.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1916.28,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,1980.00,0.00
13-Mar-24,Redacted,Direct Payment,F10300,SOCIAL SUPP SUPPORT FOR CARERS,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,520.00,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,1020.48,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1118.52,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,887.56,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,3710.96,0.00
13-Mar-24,Make It Bow Ltd,Commercial,F19360,COMMUNITY MUSIC SERVICE,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",INTEGRATED YOUTH SERVICES 10AFH,641380 ARTS AND LEISURE COSTS,1080.00,180.00
13-Mar-24,Make It Bow Ltd,Commercial,F24040,BUSINESS PARTNERS & HR ADVISRY,CORPORATE MANAGEMENT 10B,WORKFORCE CHANGE / HR 10BE,HUMAN RESOURCES 10BEA,611480 STAFF DEVELOPMENT AND T,630.00,105.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,621.00,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,737.80,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1117.16,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1050.24,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,434.40,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,2671.00,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1336.36,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,759.88,0.00
13-Mar-24,Redacted,Direct Payment,F10300,SOCIAL SUPP SUPPORT FOR CARERS,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,520.00,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,513.20,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,801.68,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,4299.68,0.00
13-Mar-24,Marlborough Surfacing Ltd_f,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,1488.52,248.09
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1411.98,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1071.72,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,274.16,0.00
13-Mar-24,Redacted,Direct Payment,F10300,SOCIAL SUPP SUPPORT FOR CARERS,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,910.00,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,734.96,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,2328.00,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,3327.61,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,775.64,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,769.12,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,2129.32,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,2517.04,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,309.20,0.00
13-Mar-24,Redacted,Other Entities and Individuals,F14470,CULTURAL COMMISSIONING,INCLUSIVE GROWTH 10E,INCLUSIVE GROWTH 10EB,CULTURE AND HERITAGE 10EBH,641380 ARTS AND LEISURE COSTS,554.29,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1021.80,0.00
13-Mar-24,Redacted,Direct Payment,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,517800 DIRECT PAYMENTS INCOME,993.48,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,2070.80,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1566.54,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,2170.16,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,2802.20,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,2333.44,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,296.00,0.00
13-Mar-24,Redacted,Direct Payment,F10400,SUPPORT WITH MEMORY & COGNITN,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,517800 DIRECT PAYMENTS INCOME,1888.92,0.00
13-Mar-24,Redacted,Direct Payment,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,661060 DIRECT PAYMENTS,3816.97,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1295.42,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,4759.28,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1111.56,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,962.88,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,561.64,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,389.04,0.00
13-Mar-24,Redacted,Other Entities and Individuals,F10300,SOCIAL SUPP SUPPORT FOR CARERS,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,910.00,0.00
13-Mar-24,Redacted,Direct Payment,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,661060 DIRECT PAYMENTS,1606.72,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,278.76,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,377.56,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,1393.96,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,634.68,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,1388.74,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,8900.04,0.00
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1171.80,195.30
13-Mar-24,Redacted,Commercial,F29200,WASTE - REFUSE COLL DOMESTIC,MY PLACE 10G,PUBLIC REALM 10GC,WASTE OPS 10GCE,641000 REFUSE CONTAINERS/LITTE,1524.60,254.10
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,940.50,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1383.72,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1940.16,0.00
13-Mar-24,Redacted,Direct Payment,F10340,SENSORY SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,1678.24,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1709.14,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,15249.56,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,4200.00,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,711.96,0.00
13-Mar-24,Redacted,Direct Payment,F10300,SOCIAL SUPP SUPPORT FOR CARERS,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,427.76,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,933.18,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,1495.28,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,664.72,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,373.76,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,1196.72,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,2867.48,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,2640.60,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,493.36,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,568.72,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,274.00,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,564.36,0.00
13-Mar-24,Redacted,Direct Payment,F10300,SOCIAL SUPP SUPPORT FOR CARERS,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,520.00,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1239.88,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,1566.72,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,343.96,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,661060 DIRECT PAYMENTS,1255.26,0.00
13-Mar-24,Redacted,Direct Payment,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,517800 DIRECT PAYMENTS INCOME,990.36,0.00
13-Mar-24,Redacted,Direct Payment,F11580,MENTAL HEALTH SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,MENTAL HEALTH CARE PACKAGES 10ABF,661060 DIRECT PAYMENTS,1584.66,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,2387.98,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,661060 DIRECT PAYMENTS,6090.00,0.00
13-Mar-24,Redacted,Other Entities and Individuals,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,8886.20,0.00
13-Mar-24,Redacted,Direct Payment,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,517800 DIRECT PAYMENTS INCOME,3140.60,0.00
13-Mar-24,Redacted,Direct Payment,F11220,LEARNING DISABILITIES SUPPORT,PEOPLE & RESILIENCE 10A,ADULTS DISABILITY 10AA,DISABILITIES CARE PACKAGES 10AAB,517800 DIRECT PAYMENTS INCOME,731.52,0.00
