Body Name,Body,Service label,Organisational unit,Expenditure category,Detailed Expenses type,Date,Transaction Number,Amount,Capital/ Revenue,Supplier Name,Supplier ID
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Third Party Payments,Accommodation Based Service,45474.35361111111,PLY4543825,7000.0,Revenue,Redacted personal data,151858.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49049768518,9804543959,2609.8,Revenue,Redacted personal data,23875.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49050925926,9804543961,1097.03,Revenue,Redacted personal data,29826.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49050925926,9804543963,1020.0,Revenue,Redacted personal data,29827.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49050925926,9804543965,725.6800000000001,Revenue,Redacted personal data,30639.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49050925926,9804543966,553.2,Revenue,Redacted personal data,32401.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543967,705.0600000000001,Revenue,Redacted personal data,36853.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543968,1150.91,Revenue,Redacted personal data,38671.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543971,562.21,Revenue,Redacted personal data,41050.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543972,752.38,Revenue,Redacted personal data,43403.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543975,1057.45,Revenue,Redacted personal data,47042.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543982,902.99,Revenue,Redacted personal data,53345.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543985,1589.1200000000001,Revenue,Redacted personal data,60823.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49052083334,9804543988,1691.24,Revenue,Redacted personal data,62900.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.490532407406,9804544005,595.85,Revenue,Redacted personal data,72650.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.490532407406,9804544011,526.72,Revenue,Redacted personal data,74166.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.490532407406,9804544014,1109.07,Revenue,Redacted personal data,74782.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.490532407406,9804544016,627.82,Revenue,Redacted personal data,74947.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.490532407406,9804544020,521.71,Revenue,Redacted personal data,78189.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544025,589.6,Revenue,Redacted personal data,81533.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544026,590.33,Revenue,Redacted personal data,81815.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544028,852.23,Revenue,Redacted personal data,82245.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544041,4211.55,Revenue,Redacted personal data,84326.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544045,1623.6000000000001,Revenue,Redacted personal data,85418.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544049,599.66,Revenue,Redacted personal data,85852.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544056,545.08,Revenue,Redacted personal data,87143.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49054398148,9804544060,932.0,Revenue,Redacted personal data,87982.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49055555555,9804544065,1296.4,Revenue,Redacted personal data,88971.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49055555555,9804544067,505.88,Revenue,Redacted personal data,89053.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49055555555,9804544070,1253.18,Revenue,Redacted personal data,89349.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49055555555,9804544074,1175.69,Revenue,Redacted personal data,89641.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,45474.49055555555,9804544086,2007.29,Revenue,Redacted personal data,90567.0
