Body Name,Body,Service label,Organisational unit,Expenditure category,Detailed Expenses type,Date,Transaction Number,Amount,Capital/ Revenue,Supplier Name,Supplier ID
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Other Agency & Contracted Services,2025-01-02 15:32:21,PLY4781075,122227,Revenue,Barnardos,30543
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Premises,Service Charge,2025-01-02 15:32:21,PLY4771103,3998.87,Revenue,Vickery Holman Ltd,30925
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Premises,Service Charge,2025-01-02 15:32:21,PLY4771104,7657.2300000000005,Revenue,Vickery Holman Ltd,30925
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor  Main Contract,2025-01-02 15:32:21,PLY4781014,28543.77,Capital,YGS Landscapes,32793
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Various,Various,Premises,Electricity,2025-01-02 15:32:21,Various,664.89,Revenue,Npower Ltd,33026
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Public Health,Supplies and Services,Purchase Of Equipment,2025-01-02 15:32:21,PLY4780904,3600,Revenue,Atlas Graphics,33815
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Various,Various,Supplies and Services,Various,2025-01-02 15:32:22,Various,496.5,Revenue,Arco Ltd,34385
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Supported Living,2025-01-02 15:32:22,PLY4781239,1675.92,Revenue,British Gas,35389
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Various,Various,Supplies and Services,Removals & Storage Costs,2025-01-02 15:32:22,Various,3719,Revenue,Kirtley Removals,36275
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Consultancy Fees,2025-01-02 15:32:22,PLY4770197,980,Capital,Jubb Consulting Engineers Limited,39694
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Supplies and Services,Consultancy Fees,2025-01-02 15:32:22,PLY4769974,495,Revenue,Jubb Consulting Engineers Limited,39694
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor  Main Contract,2025-01-02 15:32:22,PLY4781018,29986.100000000002,Capital,Vital Energi Utilities,42095
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor  Main Contract,2025-01-02 15:32:22,PLY4781017,39849.33,Capital,Vital Energi Utilities,42095
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Supplies and Services,Security Services,2025-01-02 15:32:22,PLY4780892,10556.33,Revenue,Security Management South West Limited,44971
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Supplies and Services,Subscriptions,2025-01-02 15:32:22,PLY4770465,4000,Revenue,Barnsley Metropolitan Borough Council,47461
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Inspection and Servicing of Heating Syst,2025-01-02 15:32:23,PLY4752773,2605.75,Revenue,Dodd Group,47656
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Inspection and Servicing of Heating Syst,2025-01-02 15:32:23,PLY4752772,14742.380000000001,Revenue,Dodd Group,47656
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Inspection of Electrical Instals & Equip,2025-01-02 15:32:23,PLY4752770,7308.64,Revenue,Dodd Group,47656
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Inspection of Electrical Instals & Equip,2025-01-02 15:32:23,PLY4752770,727.45,Revenue,Dodd Group,47656
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Repair & Maintenance Of Heating Equipmen,2025-01-02 15:32:23,PLY4752771,23903.63,Revenue,Dodd Group,47656
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,School Fees  Independent Schools,2025-01-02 15:32:23,PLY4780873,7462.9400000000005,Revenue,Redacted personal data,57909
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,School Fees  Independent Schools,2025-01-02 15:32:23,PLY4780874,6631.83,Revenue,Redacted personal data,57909
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Private Contractors,2025-01-02 15:32:23,PLY4770490,2127.5,Revenue,Equita Ltd,68705
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Private Contractors,2025-01-02 15:32:23,PLY4770490,4792.08,Revenue,Equita Ltd,68705
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Public Health,Public Health,Third Party Payments,Other Agency & Contracted Services,2025-01-02 15:32:23,PLY4781182,1000,Revenue,Young Devon,73054
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Premises,Electricity,2025-01-02 15:32:23,PLY4780942,1706.77,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Electricity,2025-01-02 15:32:23,PLY4781168,18572.09,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Electricity,2025-01-02 15:32:23,PLY4781168,268545.99,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Electricity,2025-01-02 15:32:23,PLY4781169,787.27,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Electricity,2025-01-02 15:32:23,PLY4781169,958.03,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Gas,2025-01-02 15:32:23,PLY4781170,9997.48,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Gas,2025-01-02 15:32:23,PLY4781170,18531.8,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Premises,Electricity,2025-01-02 15:32:23,PLY4780968,914.1800000000001,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Premises,Electricity,2025-01-02 15:32:23,PLY4780944,1980.0800000000002,Revenue,Kent County Council,75618
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Conferences/Events,2025-01-02 15:32:23,PLY4780840,1050,Revenue,Future Inns,81282
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Public Health,Premises,R & M Of Cremators,2025-01-02 15:32:23,PLY4752743,1276.2,Revenue,Teleshore UK Ltd,85275
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Supplies and Services,Purchase Of Books/Media,2025-01-02 15:32:23,PLY4781066,3424,Revenue,FOTONOW CIC,86728
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Supplies and Services,Purchase Of Books/Media,2025-01-02 15:32:23,PLY4780894,1476,Revenue,FOTONOW CIC,86728
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Customer and Corporate Service,Supplies and Services,Bailiff Costs,2025-01-02 15:32:23,PLY4781205,1002.25,Revenue,Ross & Roberts Ltd,87497
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Customer and Corporate Service,Supplies and Services,Bailiff Costs,2025-01-02 15:32:23,PLY4781203,538.25,Revenue,Ross & Roberts Ltd,87497
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Customer and Corporate Service,Supplies and Services,Bailiff Costs,2025-01-02 15:32:23,PLY4781204,1365.65,Revenue,Ross & Roberts Ltd,87497
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Consultancy Fees,2025-01-02 15:32:23,PLY4770402,3460,Capital,Aecom Ltd,90317
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Consultancy Fees,2025-01-02 15:32:23,PLY4770401,10387.5,Capital,Aecom Ltd,90317
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,People Directorate,Capital Expenditure,Private Contractor  Other,2025-01-02 15:32:23,PLY4770495,3115,Capital,Aecom Ltd,90317
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Consultancy Fees,2025-01-02 15:32:23,PLY4770612,5747.5,Capital,Aecom Ltd,90317
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Consultancy Fees,2025-01-02 15:32:23,PLY4770497,7283.75,Capital,Aecom Ltd,90317
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Private Contractors,2025-01-02 15:32:23,PLY4770493,8485.67,Revenue,Aecom Ltd,90317
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Supplies and Services,Purchase Of Materials,2025-01-02 15:32:24,PLY4780900,737.04,Revenue,Q C Engineering Ltd (Quality Component),91819
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Family Based Short Breaks,2025-01-02 15:32:24,PLY4771210,2545.84,Revenue,Action for Children Services Ltd,94554
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Family Based Short Breaks,2025-01-02 15:32:24,PLY4771024,5116.68,Revenue,Action for Children Services Ltd,94554
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Family Based Short Breaks,2025-01-02 15:32:24,PLY4771209,1297.92,Revenue,Action for Children Services Ltd,94554
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Premises,Rent - Leased in Property,2025-01-02 15:32:24,PLY4770567,3970.67,Revenue,Network Rail,94941
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Employees,Employee Training,2025-01-02 15:32:24,PLY4780897,2115,Revenue,CIPFA Business Ltd,95574
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Advocacy,2025-01-02 15:32:24,PLY4770201,40833,Revenue,The Advocacy People,96270
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Premises,Cleaning Contracts,2025-01-02 15:32:24,PLY4781224,2750,Revenue,Clean Coast Services,101131
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor  Other,2025-01-02 15:32:24,PLY4781145,5160,Capital,Red Rock Geoscience Ltd,101540
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Supplies and Services,Legal Expenses,2025-01-02 15:32:24,PLY4770475,1050,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4771222,2762.5,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4771224,617.5,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4780896,666.67,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4780961,1950,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4780962,1570.83,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4781070,845,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4754216,650,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4754215,884,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4754214,687.5,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4770451,725.83,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,2025-01-02 15:32:24,PLY4770596,617.5,Revenue,KBG Chambers,103167
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Premises,Improvements,2025-01-02 15:32:24,PLY4780980,818,Revenue,One Stop Property (Gary Lawton),103628
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Supplies and Services,Tipping Charges,2025-01-02 15:32:25,PLY4780920,2006.44,Revenue,Dorton Demolition & Exctvn SW Ltd,157217
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,School Fees  Independent Schools,2025-01-02 15:32:25,PLY4780852,47855.19,Revenue,Eat That Frog,105198
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Supplies and Services,Consultancy Fees,2025-01-02 15:32:25,PLY4781163,11553.75,Revenue,Jones Lang LaSalle Ltd,107551
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Day Care  Private Contractors,2025-01-02 15:32:25,PLY4781245,12239.44,Revenue,Age UK Plymouth,108155
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Public Health,Public Health,Third Party Payments,Residential Care Short Stay Block Contra,2025-01-02 15:32:25,PLY4754006,4500,Revenue,Bosence Farm Community Ltd,110424
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Public Health,Public Health,Third Party Payments,Residential Care Short Stay Block Contra,2025-01-02 15:32:25,PLY4754005,6107.14,Revenue,Bosence Farm Community Ltd,110424
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Public Health,Public Health,Third Party Payments,Third Party Payments  OLA,2025-01-02 15:32:25,PLY4781142,1028.92,Revenue,Chelsea & Westminster Hospital NHS Foundation Trus,111051
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,2025-01-02 15:32:25,PLY4781044,1474.58,Revenue,NHS Devon ICB,111131
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,2025-01-02 15:32:25,PLY4781045,532.8100000000001,Revenue,NHS Devon ICB,111131
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,School Fees  Independent Schools,2025-01-02 15:32:25,PLY4770224,358271.29,Revenue,Oakwood  (Residential Specialist College),111206
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Supplies and Services,Purchase Of Materials,2025-01-02 15:32:26,PLY4770533,13304.18,Revenue,Emo Oils,112707
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Supplies and Services,Purchase Of Materials,2025-01-02 15:32:26,PLY4770015,13321.82,Revenue,Emo Oils,112707
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Supplies and Services,Purchase Of Materials,2025-01-02 15:32:26,PLY4770881,12611.92,Revenue,Emo Oils,112707
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,DoLS Doctors Assessments,2025-01-02 15:32:26,PLY4780976,1967.3700000000001,Revenue,Redacted personal data,114433
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,People Directorate,Supplies and Services,Legal Expenses,2025-01-02 15:32:26,Various,1225,Revenue,PJM-pi Private Investigators,114499
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Professional Fees,2025-01-02 15:32:26,PLY4780979,1820,Revenue,CPCAB,114577
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Other Social Servs Block Contracts  Volu,2025-01-02 15:32:26,PLY4770508,3296.7000000000003,Revenue,Enham Trust,114666
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Supplies and Services,Purchase Of Equipment,2025-01-02 15:32:26,PLY4780219,650,Revenue,Quality Marking Services Ltd,116688
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Supplies and Services,Purchase Of Equipment,2025-01-02 15:32:26,PLY4781123,3710.25,Revenue,Quality Marking Services Ltd,116688
