OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347360,504.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347362,2160.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347363,4032.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347364,2958.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347366,2230.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347652,4250.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347700,3240.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347701,2304.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347703,2952.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347704,2610.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347705,2890.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347708,2550.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347709,2340.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BLUE ARROW TRANSPORT,20/06/2023,5347711,2304.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
ASSISTANT CHIEF EXECUTIVE,Central Services,BLUE SUMMIT TECHNOLOGIES LTD,20/06/2023,5346589,7700.00,0.00,MISCELLANEOUS EXPENSES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Adult Social Care,BLUELEAF SPACE TO CARE,09/06/2023,5338659,630.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Adult Social Care,BLUELEAF SPACE TO CARE,30/06/2023,5346349,450.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - Social community care/Healthcare
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental Services,BNC ENGINEERING SERVICES SOUTH EAST LTD,27/06/2023,5350124,739.00,0.00,"VEHICLES, PLANT AND EQUIPMENT",Suppliers - Environmental Services
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental Services,BNC ENGINEERING SERVICES SOUTH EAST LTD,27/06/2023,5350192,726.00,0.00,"VEHICLES, PLANT AND EQUIPMENT",Suppliers - Environmental Services
ASSISTANT CHIEF EXECUTIVE,Revenue Recharges,BOLD RECRUITMENT SOLUTIONS LTD,13/06/2023,5343646,12660.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Advertising/Events/Publicity
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,BOLINDA UK LTD,06/06/2023,5341187,3000.00,0.00,PRINTING AND STATIONERY,Suppliers - Education & Sports
CAPITAL GF HOUSING AND REGENERATION,Culture & Related Services,BORRAS CONSTRUCTION LIMITED,23/06/2023,5346291,7867.66,0.00,PAYMENT TO MAIN CONTRACTOR,Construction Industry suppliers (CIS)
CAPITAL GF HOUSING AND REGENERATION,Culture & Related Services,BORRAS CONSTRUCTION LIMITED,23/06/2023,5346293,4938.62,0.00,PAYMENT TO MAIN CONTRACTOR,Construction Industry suppliers (CIS)
CAPITAL GF HOUSING AND REGENERATION,Culture & Related Services,BORRAS CONSTRUCTION LIMITED,23/06/2023,5346295,31378.20,0.00,PAYMENT TO MAIN CONTRACTOR,Construction Industry suppliers (CIS)
CAPITAL GF HOUSING AND REGENERATION,Culture & Related Services,BORRAS CONSTRUCTION LIMITED,23/06/2023,5346297,33034.15,0.00,PAYMENT TO MAIN CONTRACTOR,Construction Industry suppliers (CIS)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRENDA SPENCER LTD,06/06/2023,5335103,780.00,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRENDA SPENCER LTD,23/06/2023,5343650,2662.00,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRENT COURIERS,02/06/2023,5340919,8380.50,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRENT COURIERS,23/06/2023,5348872,4899.50,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRENT COURIERS,23/06/2023,5348874,4302.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRENT COURIERS,30/06/2023,5352008,18797.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRINGING UP BABY LTD,27/06/2023,5350888,1231.58,0.00,OTHER CONTRACTED SERVICES,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS,06/06/2023,5339851,527.55,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS,06/06/2023,5339852,678.08,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS,06/06/2023,5339862,543.53,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS,06/06/2023,5339922,453.28,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS,06/06/2023,5339934,703.44,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS BUSINESS,16/06/2023,5345627,2040.14,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS BUSINESS,16/06/2023,5345628,1865.17,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS BUSINESS,30/06/2023,5351475,1434.16,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS BUSINESS- (HOSTEL- FROM OCT 19),06/06/2023,5340540,954.49,0.00,ENERGY COSTS,Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH GAS TRADING LIMITED,23/06/2023,5348504,3483.25,0.00,ENERGY COSTS,Suppliers - Utilities
CHILDRENS AND ADULT SERVICES,Adult Social Care,BRITISH RED CROSS SOCIETY,23/06/2023,5350070,24349.50,0.00,OTHER CONTRACTED SERVICES,Suppliers - General Goods & Services
ASSISTANT CHIEF EXECUTIVE,Public Health,BRITISH TELECOM,06/06/2023,5342019,407.70,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
ASSISTANT CHIEF EXECUTIVE,Revenue Recharges,BRITISH TELECOM,06/06/2023,5342019,69.00,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Culture & Related Services,BRITISH TELECOM,06/06/2023,5342019,434.80,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - ICT Hardware/Software/Networks etc
CHILDRENS AND ADULT SERVICES,Adult Social Care,BRITISH TELECOM,06/06/2023,5342019,488.21,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BRITISH TELECOM,06/06/2023,5342019,16704.35,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Central Services,BRITISH TELECOM,06/06/2023,5342019,439.46,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,BRITISH TELECOM,06/06/2023,5342019,4941.97,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,BRITISH TELECOM,06/06/2023,5342019,1740.15,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,BRITISH TELECOM,06/06/2023,5342019,1216.92,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,BRITISH TELECOM,06/06/2023,5342019,75.78,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
FINANCE AND RESOURCES,Planning Services,BRITISH TELECOM,06/06/2023,5342019,284.16,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
FINANCE AND RESOURCES,Revenue Recharges,BRITISH TELECOM,06/06/2023,5342019,39999.73,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
HOUSING AND REGENERATION,Housing Services,BRITISH TELECOM,06/06/2023,5342019,180.63,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
HOUSING AND REGENERATION,Revenue Recharges,BRITISH TELECOM,06/06/2023,5342019,498.70,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH TELECOM,06/06/2023,5342019,830.49,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
HOUSING AND REGENERATION,Housing Services,BRITISH TELECOM,09/06/2023,5342252,38.78,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
HOUSING AND REGENERATION,Planning Services,BRITISH TELECOM,09/06/2023,5342252,488.78,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH TELECOM,09/06/2023,5342252,1141.19,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - ICT Hardware/Software/Networks etc
HOUSING REVENUE ACCOUNT,Housing Revenue Account,BRITISH TELECOM,09/06/2023,5342252,18642.60,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
CHILDRENS AND ADULT SERVICES,Adult Social Care,BROOKE 90 LIMITED,09/06/2023,5338639,575.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Social community care/Healthcare
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,BUCKINGHAM FUTURES,09/06/2023,5343079,3525.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
CAPITAL HRA,Housing,BUILDING DESIGN PARTNERSHIP LIMITED,09/06/2023,5342155,1616.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,BUTTERCUPS NURSERY (SYON PARK),27/06/2023,5350821,1077.64,0.00,OTHER CONTRACTED SERVICES,Suppliers - Education & Sports
FINANCE AND RESOURCES,Revenue Recharges,BYTES SOFTWARE SERVICES,23/06/2023,5342363,23042.32,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
FINANCE AND RESOURCES,Revenue Recharges,BYTES SOFTWARE SERVICES,23/06/2023,5348579,20015.49,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
HOUSING REVENUE ACCOUNT,Housing Revenue Account,C H SKIPS,23/06/2023,5350020,680.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,C&C BUILDERS LTD,09/06/2023,5340505,8610.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,C&C BUILDERS LTD,13/06/2023,5343157,7448.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,C&C BUILDERS LTD,13/06/2023,5340429,6115.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,C&C BUILDERS LTD,20/06/2023,5342349,3450.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,C&C BUILDERS LTD,20/06/2023,5342225,10925.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,C&C BUILDERS LTD,20/06/2023,5342226,3225.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,C&C BUILDERS LTD,20/06/2023,5342227,8277.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,C&C BUILDERS LTD,30/06/2023,5348650,5345.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,C-CHANGE WEST LONDON,09/06/2023,5345268,6028.26,0.00,GRANTS AND SUBSCRIPTIONS,External - Grants/Allowances
FINANCE AND RESOURCES,Revenue Recharges,CABINET OFFICE,27/06/2023,5350059,4120.00,0.00,GRANTS AND SUBSCRIPTIONS,Local Authorities/Central Government
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CALM MEDIATION,09/06/2023,5343852,2587.50,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CAMBIAN WHINFELL SCHOOL LTD,02/06/2023,5335286,28333.40,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,CANON (UK )LTD,30/06/2023,5346309,1407.70,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - General Goods & Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,CANON (UK )LTD,30/06/2023,5350422,571.66,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CANSFORD LABORATORIES LIMITED,20/06/2023,5348035,419.25,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CAPEL MANOR COLLEGE,09/06/2023,5302602,-4755.53,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CAPEL MANOR COLLEGE,09/06/2023,5337491,12103.51,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CAPITAL HRA,Housing,CARETECH UK LTD,16/06/2023,5346959,8456.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,CARETECH UK LTD,20/06/2023,5347676,3926.37,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CARETECH UK LTD,20/06/2023,5347677,532.97,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CAROLINE LOWE - RESILIENT KIDZ,09/06/2023,5342914,840.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CARTER BROWN - THE EXPERT SERVICE LIMITED,09/06/2023,5343841,2596.70,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CASTLE WATER,30/06/2023,5331512,-1390.98,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Utilities
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CASTLE WATER,30/06/2023,5345637,551.54,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Utilities
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CATCH 22,09/06/2023,5338324,70010.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CATCH 22,09/06/2023,5339834,17304.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CATCH 22,09/06/2023,5339841,25769.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Education & Sports
FINANCE AND RESOURCES,Revenue Recharges,CCS(MEDIA)LIMITED,09/06/2023,5339980,517.50,0.00,COMMUNICATIONS & COMPUTING,Suppliers - Advertising/Events/Publicity
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Transport,CD SURVEYS LTD,23/06/2023,5306093,1950.00,0.00,PLANS AND SURVEYS,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CEDAR RECRUITMENT LTD,02/06/2023,5335410,2726.64,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CEDAR RECRUITMENT LTD,09/06/2023,5337898,2726.64,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CEDAR RECRUITMENT LTD,16/06/2023,5339985,3408.30,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CEDAR RECRUITMENT LTD,23/06/2023,5342162,3408.30,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CEDAR RECRUITMENT LTD,30/06/2023,5343753,2726.64,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
FINANCE AND RESOURCES,Revenue Recharges,CELERITY LTD,27/06/2023,5343870,1307.39,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
CAPITAL HRA,Housing,CENERGIST LIMITED,30/06/2023,5350403,114115.06,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CENTAUR TRAINING LIMITED,02/06/2023,5336584,849.00,0.00,THIRD PARTY PAYMENTS TO OUTSIDE AGENCIES,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Adult Social Care,CENTAUR TRAINING LIMITED,09/06/2023,5338397,949.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Adult Social Care,CENTAUR TRAINING LIMITED,20/06/2023,5348032,7741.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - Human Resources
COMMISSIONING,Public Health,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,13/06/2023,5345731,1449.56,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
COMMISSIONING,Public Health,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,20/06/2023,5345684,539.57,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
COMMISSIONING,Public Health,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,30/06/2023,5346541,1424.30,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342891,1353.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342892,900.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342893,1260.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342894,900.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342895,5100.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342896,8850.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342897,10710.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342898,840.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342899,4800.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,09/06/2023,5342900,1980.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347345,750.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347347,2040.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347349,2190.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347351,7260.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347352,900.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347365,1950.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347367,900.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347695,750.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,20/06/2023,5347699,1260.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5345474,4819.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348170,2046.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348173,3069.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348174,1922.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348176,2232.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348178,1922.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348180,2046.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348184,1302.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348186,1023.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348187,11067.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348188,868.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348459,5406.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348460,9145.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348461,2263.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CENTREMARK PROPERTIES LIMITED,23/06/2023,5348462,7464.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
