OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,19/05/2023,5336239,3610.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,23/05/2023,5337031,2080.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,23/05/2023,5337034,1800.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,26/05/2023,5337457,1155.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,26/05/2023,5338404,490.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,26/05/2023,5338422,722.50,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,26/05/2023,5338472,540.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,26/05/2023,5338477,1125.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,30/05/2023,5339820,2700.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,30/05/2023,5340039,4886.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,30/05/2023,5340040,4817.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,A-Z ASSOC LTD T/A WESTSIDE CARS,30/05/2023,5340041,3752.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,02/05/2023,5327935,1550.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,02/05/2023,5328288,5203.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,05/05/2023,5331267,3100.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,16/05/2023,5335698,420.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,16/05/2023,5331375,2057.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336136,4200.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336137,1500.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336139,1440.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336141,2880.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336143,5100.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336145,2880.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336147,2100.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336149,3000.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336152,3000.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336154,4050.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336157,4050.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336161,1260.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336162,2880.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336167,2976.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336792,1440.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336794,2880.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336797,1950.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336798,1350.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336800,1350.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336801,3000.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,19/05/2023,5336803,2700.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336572,4358.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336573,3720.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336576,1080.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336585,2160.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336586,2160.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336590,3600.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336592,3240.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,19/05/2023,5336596,2160.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,23/05/2023,5337798,5100.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336806,1440.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336808,1950.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336809,3450.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336841,2700.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336842,3240.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336844,2700.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336845,1800.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336847,2850.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336849,3300.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336850,4050.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336855,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336856,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336867,2100.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336868,1080.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336884,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5336885,2700.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5337467,2750.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,23/05/2023,5337469,2720.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,26/05/2023,5339799,1485.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,26/05/2023,5336840,2160.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,26/05/2023,5336848,1350.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,26/05/2023,5336857,1650.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,AARAV PROPERTIES LIMITED,26/05/2023,5336882,1350.00,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,26/05/2023,5338760,550.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,26/05/2023,5338762,1430.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,AARAV PROPERTIES LIMITED,26/05/2023,5338763,990.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,AARAV PROPERTIES LIMITED,26/05/2023,5336575,6960.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,AARAV PROPERTIES LIMITED,30/05/2023,5340609,420.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,05/05/2023,5330299,110.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,05/05/2023,5330299,698.00,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,05/05/2023,5330301,162.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,05/05/2023,5330301,687.52,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,05/05/2023,5330301,4.20,0.00,PUBLIC TRANSPORT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,12/05/2023,5333335,160.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,12/05/2023,5333335,710.50,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,12/05/2023,5333335,20.00,0.00,PUBLIC TRANSPORT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/05/2023,5338807,110.00,0.00,"CLOTHING,UNIFORMS & LAUNDRY",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/05/2023,5338807,396.45,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/05/2023,5338807,73.80,0.00,PUBLIC TRANSPORT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ABIDING LIMITED,26/05/2023,5338807,20.99,0.00,TRANSFERS TO SOCIAL SERVICES CLIENTS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,ACCESS UK LTD,05/05/2023,5330741,9934.12,0.00,OTHER CONTRACTED SERVICES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Adult Social Care,ACCESS UK LTD,23/05/2023,5335690,9757.82,0.00,OTHER CONTRACTED SERVICES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,19/05/2023,5335283,1696.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,19/05/2023,5336605,24000.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,23/05/2023,5336600,3800.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACORN CARE & EDUCATION LTD,23/05/2023,5336858,2544.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,ACTION FIRST ASSESSMENTS LTD,26/05/2023,5333533,1110.00,0.00,SERVICES/FEES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Adult Social Care,ACTION FIRST ASSESSMENTS LTD,26/05/2023,5333569,780.00,0.00,SERVICES/FEES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACTIVE CARE GROUP (TAPLOW MANOR HOPSITAL),05/05/2023,5330873,962.50,0.00,OTHER CONTRACTED SERVICES,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ACTIVE LEARNING CHILDCARE (GUERNSEY) LTD,19/05/2023,5336310,6971.70,0.00,OTHER CONTRACTED SERVICES,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM GERDING (AG WINDOWS),05/05/2023,5330765,580.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,12/05/2023,5333845,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,16/05/2023,5335509,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,16/05/2023,5335510,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,16/05/2023,5335511,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,16/05/2023,5335512,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADAM HOTEL MANAGEMENT LTD,19/05/2023,5336247,1350.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,ADDISON LEE,12/05/2023,5335063,547.21,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Vehicles/Transport
ASSISTANT CHIEF EXECUTIVE,Public Health,ADECCO UK LTD,02/05/2023,5330224,1023.12,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Adult Social Care,ADECCO UK LTD,02/05/2023,5330224,42217.24,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
CHILDRENS AND ADULT SERVICES,Children's and Education Services,ADECCO UK LTD,02/05/2023,5330224,63583.15,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
COMMISSIONING,Adult Social Care,ADECCO UK LTD,02/05/2023,5330224,557.89,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
COMMISSIONING,Public Health,ADECCO UK LTD,02/05/2023,5330224,1723.12,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,ADECCO UK LTD,02/05/2023,5330224,623.58,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,ADECCO UK LTD,02/05/2023,5330224,1570.29,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,ADECCO UK LTD,02/05/2023,5330224,4381.23,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,ADECCO UK LTD,02/05/2023,5330224,1145.21,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
FINANCE AND RESOURCES,Central Services,ADECCO UK LTD,02/05/2023,5330224,729.93,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
FINANCE AND RESOURCES,Public Health,ADECCO UK LTD,02/05/2023,5330224,703.54,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
FINANCE AND RESOURCES,Revenue Recharges,ADECCO UK LTD,02/05/2023,5330224,4522.09,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
FINANCE AND RESOURCES,Revenue Recharges,ADECCO UK LTD,02/05/2023,5330224,-1885.70,0.00,FEES & CHARGES - SERVICES,Suppliers - Human Resources
HOUSING REVENUE ACCOUNT,Housing Revenue Account,ADECCO UK LTD,02/05/2023,5330224,19513.26,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,ADECCO UK LTD,02/05/2023,5330224,12185.78,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Planning Services,ADECCO UK LTD,02/05/2023,5330224,3628.34,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
