OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325274,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325275,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325276,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325277,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325278,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325279,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325280,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325281,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325282,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325283,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325284,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325285,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325286,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325287,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325288,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325289,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325290,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325291,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325292,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325293,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325294,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325295,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325296,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325297,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325298,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325299,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325300,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325301,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325302,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325303,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325304,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325305,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325306,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325307,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325308,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325309,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325310,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325311,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325312,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325313,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325314,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325315,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325316,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325317,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325318,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325319,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325320,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325321,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325322,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325323,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325324,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325325,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325326,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325327,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325328,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325329,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325330,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325331,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325332,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325333,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325334,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325335,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325336,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325337,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325338,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325339,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325340,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325341,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325342,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325343,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325344,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325345,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325346,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325347,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325348,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325349,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325350,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325351,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325352,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325353,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325354,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325355,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325356,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325357,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Housing Services,CROMWOOD HOUSING,18/04/2023,5325358,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CSPT LIMITED,14/04/2023,5316540,1125.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - Education & Sports
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CSPT LIMITED,14/04/2023,5316541,1095.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CST TRAINING,18/04/2023,5324588,1080.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - General Goods & Services
CAPITAL HRA,Housing,CTP CONSULTING ENGINEERS,14/04/2023,5320539,1492.50,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,CTP CONSULTING ENGINEERS,14/04/2023,5320588,1042.50,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,CTRACK UK LTD,21/04/2023,5325501,30.00,0.00,DIRECT TRANSPORT COSTS,Suppliers - Facilities Management/Mail/Clothing
HOUSING REVENUE ACCOUNT,Housing Revenue Account,CTRACK UK LTD,21/04/2023,5325504,445.50,0.00,COMMUNICATIONS & COMPUTING,Suppliers - Facilities Management/Mail/Clothing
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CYBERTOTS AT GWQ,28/04/2023,5328549,1320.00,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CYBERTOTS AT GWQ,28/04/2023,5328550,825.00,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CYBERTOTS AT GWQ,28/04/2023,5328551,1320.00,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLEHOOP LTD,18/04/2023,5317473,1800.00,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - General Goods & Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5311355,2100.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5311356,435.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5311364,2180.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5311365,5372.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5312756,584.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5312758,2900.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5312789,3000.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5312795,15000.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,06/04/2023,5312800,8000.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
CAPITAL HRA,Housing,D + B FACADES UK LTD,04/04/2023,5319283,24386.88,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,D + B FACADES UK LTD,04/04/2023,5319284,7712.25,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,D + B FACADES UK LTD,04/04/2023,5319285,13900.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL HRA,Housing,D.L. COOKE CONSTRUCTION,21/04/2023,5326851,10034.37,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DAFFODILS HOMES LIMITED,21/04/2023,5325192,527.14,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DAVID PUSEY ASSOCIATES,04/04/2023,5320234,7580.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DE LACEY MONTESSORI SCHOOL,28/04/2023,5328775,1980.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DEBBIES,14/04/2023,5317793,2810.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Facilities Management/Mail/Clothing
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DEBBIES,18/04/2023,5317274,2450.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Facilities Management/Mail/Clothing
FINANCE AND RESOURCES,Revenue Recharges,DEJ ENTERPRISE LIMITED,25/04/2023,5320031,15480.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Human Resources
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,DEPENDABILITY LTD,14/04/2023,5324345,544.60,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,DEPENDABILITY LTD,14/04/2023,5324346,791.50,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,DEPENDABILITY LTD,14/04/2023,5324349,572.40,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,DEPENDABILITY LTD,28/04/2023,5329197,5150.80,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
COMMISSIONING,Public Health,DERWENT LODGE,04/04/2023,5309633,6920.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Social community care/Healthcare
COMMISSIONING,Public Health,DERWENT LODGE,04/04/2023,5309634,4940.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Social community care/Healthcare
"HOUSING, PLANNING AND ECONOMIC REGENERATION (HPER)",Planning Services,DESK TIDY DESIGN LTD,14/04/2023,5316354,480.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,04/04/2023,5313104,1135.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,04/04/2023,5313254,2165.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,06/04/2023,5313220,870.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,06/04/2023,5313512,440.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,06/04/2023,5313513,440.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,11/04/2023,5316235,585.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,11/04/2023,5316251,1200.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,14/04/2023,5316298,585.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,14/04/2023,5316311,755.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,18/04/2023,5317270,1410.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
