OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433945,515.30,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433949,1224.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433950,1717.65,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433958,2565.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433961,2850.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433963,1202.37,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433964,2850.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433881,1518.50,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433884,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433885,1080.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433886,1108.10,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433887,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433888,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433897,1687.22,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433899,1188.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433903,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433905,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433911,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433912,1518.50,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433914,1108.10,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433921,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433923,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433927,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433943,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433953,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433956,1316.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433959,1080.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433960,950.40,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
RESOURCES,Revenue Recharges,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433907,3216.55,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
RESOURCES,Revenue Recharges,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433919,2487.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
RESOURCES,Revenue Recharges,HAYS SPECIALIST RECRUITMENT LTD,23/02/2024,5433925,4161.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434468,1995.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434496,2626.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434501,1030.60,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434511,2250.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434504,950.40,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434507,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434521,1319.05,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
RESOURCES,Revenue Recharges,HAYS SPECIALIST RECRUITMENT LTD,27/02/2024,5434524,1519.88,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Agency staff
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Social Services,HB SURVEYORS & VALUERS LTD,06/02/2024,5433301,5000.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
COMMUNITY & STRATEGY,Revenue Recharges,HEALTH MANAGEMENT LIMITED,02/02/2024,5429878,2174.50,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
COMMUNITY & STRATEGY,Revenue Recharges,HEALTH MANAGEMENT LIMITED,16/02/2024,5434750,2883.00,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
COMMUNITY & STRATEGY,Revenue Recharges,HEALTH MANAGEMENT LIMITED,23/02/2024,5435280,1240.00,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HEATHFIELD HOUSE SCHOOL,09/02/2024,5433603,3018.60,0.00,OTHER CONTRACTED SERVICES,Suppliers - General Goods & Services
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HESTON HYDE HOTEL,02/02/2024,5430645,49400.00,0.00,PRIVATE CONTRACTORS,Suppliers - Advertising/Events/Publicity
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HESTON IN THE COMMUNITY CIC,06/02/2024,5431199,14996.00,0.00,GRANTS AND SUBSCRIPTIONS,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HIGH SPEED TRAINING LTD,23/02/2024,5437170,1200.00,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HIGHGATE IT SOLUTIONS LTD,09/02/2024,5346390,-711.72,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - ICT Hardware/Software/Networks etc
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HIGHGATE IT SOLUTIONS LTD,09/02/2024,5424840,658.00,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - ICT Hardware/Software/Networks etc
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Education,HIGHVIEW ROOFING AND EXTERNALS LTD,13/02/2024,5435090,18008.02,0.00,PAYMENT TO MAIN CONTRACTOR,Construction Industry suppliers (CIS)
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Education,HIGHVIEW ROOFING AND EXTERNALS LTD,16/02/2024,5437073,6774.69,0.00,PAYMENT TO MAIN CONTRACTOR,Construction Industry suppliers (CIS)
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HMC HEALTH,06/02/2024,5432146,516.00,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HMC HEALTH,06/02/2024,5432189,2862.00,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HMC HEALTH HESTON GREAT WEST SURGERY,06/02/2024,5432169,1098.00,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HOGARTH CHARITABLE TRUST COMPANY LIMITED,02/02/2024,5431254,3000.00,0.00,PRIVATE CONTRACTORS,Suppliers - Education & Sports
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HOLLY ROAD MEDICAL CENTRE - CARE OF DR THAKRAR,06/02/2024,5432174,1008.00,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
CAPITAL COMMUNITY & STRATEGY,Environmental Services,HOLY TRINITY HOUNSLOW,20/02/2024,5437144,19293.00,0.00,NON SECTION 106,Suppliers - Advertising/Events/Publicity
COMMUNITY & STRATEGY,Central Services,HOLY TRINITY HOUNSLOW,23/02/2024,5431142,607.50,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Advertising/Events/Publicity
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HOME SCHOOL TUTORING TWICKENHAM,16/02/2024,5435861,3075.00,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HOOD LESSONS LTD,09/02/2024,5433565,800.00,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HOPE EDUCATION LIMITED,20/02/2024,5432210,480.00,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HOTLINE GROUP LTD,09/02/2024,5433553,1812.50,0.00,MISCELLANEOUS EXPENSES,Suppliers - General Goods & Services
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HOUNS. & RICH. COMM. HEALTHCARE NHS TRUST,20/02/2024,5435825,55626.50,0.00,PRIVATE CONTRACTORS,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HOUNSLOW ARTS CENTRE,02/02/2024,5431258,2744.00,0.00,PRIVATE CONTRACTORS,Suppliers - Advertising/Events/Publicity
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HOUNSLOW ARTS CENTRE,09/02/2024,5434386,5074.50,0.00,PRIVATE CONTRACTORS,Suppliers - Advertising/Events/Publicity
COMMUNITY & STRATEGY,Central Services,HOUNSLOW BOROUGH RESPIRATORY SUPPORT GROUP,09/02/2024,5433217,11480.00,0.00,GRANTS AND SUBSCRIPTIONS,External - Grants/Allowances
COMMUNITY & STRATEGY,Central Services,HOUNSLOW CITIZENS ADVICE BUREAUX,02/02/2024,942045,27083.34,0.00,VOLUNTARY ASSOCIATIONS,Voluntary organisations
COMMUNITY & STRATEGY,Central Services,HOUNSLOW COMMUNITY TRANSPORT,02/02/2024,942043,3333.34,0.00,VOLUNTARY ASSOCIATIONS,Voluntary organisations
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HOUNSLOW CONSORTIUM LIMITED,16/02/2024,5431496,1500.00,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HOUNSLOW FAMILY PRACTICE,06/02/2024,5432175,540.00,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
RESOURCES,Central Services,HOUNSLOW FURNITURE RECYCLING PROJECT,23/02/2024,5440656,11135.00,0.00,CATERING/PROVISIONS,Voluntary organisations
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Planning & Development,HOUNSLOW HIGHWAYS SERVICES LTD,06/02/2024,5431005,2664.81,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,06/02/2024,5431003,3109.44,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,06/02/2024,5431009,501.04,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Planning & Development,HOUNSLOW HIGHWAYS SERVICES LTD,13/02/2024,5431006,4658.47,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,13/02/2024,5434407,550.42,0.00,OTHER DESIGN EXPENSES,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,13/02/2024,5434409,843.72,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,13/02/2024,5434464,162073.48,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Highways and Transport Services,HOUNSLOW HIGHWAYS SERVICES LTD,13/02/2024,5434411,647.46,0.00,PRIVATE CONTRACTORS,Suppliers - Financial Services
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Highways and Transport Services,HOUNSLOW HIGHWAYS SERVICES LTD,13/02/2024,5434435,3157.04,0.00,CATERING/PROVISIONS,Suppliers - Financial Services
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Highways and Transport Services,HOUNSLOW HIGHWAYS SERVICES LTD,13/02/2024,5434467,10875.57,0.00,PRIVATE CONTRACTORS,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,20/02/2024,5431017,1791.03,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Highways and Transport Services,HOUNSLOW HIGHWAYS SERVICES LTD,20/02/2024,5432216,19582.98,0.00,PRIVATE CONTRACTORS,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,23/02/2024,5437307,40000.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,23/02/2024,5437309,3748.45,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Highways and Transport Services,HOUNSLOW HIGHWAYS SERVICES LTD,23/02/2024,5432203,2102074.09,0.00,PRIVATE CONTRACTORS,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,27/02/2024,5437308,5468.52,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,27/02/2024,5437310,4692.01,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"CAPITAL REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Transport,HOUNSLOW HIGHWAYS SERVICES LTD,27/02/2024,5437311,134100.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Financial Services
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HOUNSLOW MEDICAL CENTRE,06/02/2024,5432176,1080.00,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
"ICP, HEALTH & SOCIAL CARE INTEGRATION",Public Health,HOUNSLOW MEDICAL CENTRE ON BEHALF OF BEDFONT CLINIC,06/02/2024,5432154,900.00,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HOUSEMARK LTD,23/02/2024,5434278,465.00,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - General Goods & Services
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434770,2790.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434771,2790.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434772,2790.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434774,1705.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434775,2945.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434777,5115.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434778,5952.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434779,1550.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434781,2790.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434782,6138.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5434783,6138.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5435043,6138.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5435044,2480.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5435045,7161.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5435048,5115.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5435049,1785.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,13/02/2024,5435053,5115.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HOUSING SOLUTIONS LONDON LIMITED,16/02/2024,5437132,1860.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HOUSING SOLUTIONS LONDON LIMITED,16/02/2024,5437136,1860.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,16/02/2024,5435050,1785.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,16/02/2024,5435051,2046.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,16/02/2024,5435052,2790.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Housing Services,HOUSING SOLUTIONS LONDON LIMITED,20/02/2024,5437221,6237.00,0.00,PRIVATE CONTRACTORS,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HQN LIMITED,16/02/2024,5434525,445.00,0.00,EXPENSES/ALLOWANCES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,HRUC,27/02/2024,5439564,3346.50,0.00,OTHER LBH INDEPENDENT UNITS,Suppliers - Education & Sports
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HSL COMPLIANCE LTD,06/02/2024,5432406,587.54,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HSL COMPLIANCE LTD,06/02/2024,5432408,1339.14,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HSL COMPLIANCE LTD,06/02/2024,5432409,1087.63,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HSL COMPLIANCE LTD,27/02/2024,5437263,1087.63,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Construction Industry suppliers (CIS)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,HSL COMPLIANCE LTD,27/02/2024,5437265,1362.05,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Construction Industry suppliers (CIS)
"REGENERATION, HOUSING & ENVIRONMENTAL SERVICES",Revenue Recharges,HSL COMPLIANCE LTD,27/02/2024,5439742,3529.68,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Construction Industry suppliers (CIS)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,09/02/2024,5429224,600.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,09/02/2024,5429227,650.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,09/02/2024,5429230,2250.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,13/02/2024,5429216,2808.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,13/02/2024,5429218,3000.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,13/02/2024,5429219,900.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,13/02/2024,5429221,2275.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,13/02/2024,5429222,3000.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,16/02/2024,5430488,8160.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,HUNTER & PARTNERS LIMITED,16/02/2024,5430502,5029.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
