OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385978,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385979,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385980,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385981,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385982,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385983,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385984,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385985,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385986,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385987,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385988,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385989,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385990,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385991,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385992,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385993,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385994,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385995,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385996,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385997,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385998,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5385999,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386000,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386001,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386002,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386003,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386004,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386005,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386006,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386007,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386008,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386009,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386010,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386011,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386012,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386013,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386014,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386015,1323.13,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386016,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386017,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386018,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386019,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386020,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386021,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386022,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386023,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386024,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386025,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386026,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386027,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386028,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386029,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386030,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386031,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386032,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386033,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386034,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386035,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386036,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386037,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386038,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386039,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386040,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386041,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386042,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386043,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386044,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386045,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386046,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386047,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386048,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386049,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386050,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386051,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386052,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386053,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386054,1627.29,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,03/10/2023,5386055,1247.08,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,CROMWOOD HOUSING,27/10/2023,5394158,18592.00,0.00,"RENTS, RATES AND OTHER CHARGES",Suppliers - Accomodation (Housing)
CAPITAL HRA,Housing,CTP CONSULTING ENGINEERS,27/10/2023,5368945,1042.50,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CAPITAL HRA,Housing,CTP CONSULTING ENGINEERS,27/10/2023,5393454,1475.00,0.00,FEES - EXTERNAL,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CURRIE EASY SELF STORAGE,27/10/2023,5394495,1045.23,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CYBERTOTS AT GWQ,10/10/2023,5388515,13721.03,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CYBERTOTS AT GWQ,10/10/2023,5388590,20661.95,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,CYBERTOTS AT GWQ,10/10/2023,5388679,14307.27,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
ASSISTANT CHIEF EXECUTIVE,Central Services,CYCLE SISTERS,31/10/2023,5393364,1000.00,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,10/10/2023,5389166,6039.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,10/10/2023,5389395,765.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,10/10/2023,5389399,13961.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,10/10/2023,5389403,625.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,10/10/2023,5389556,2400.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,10/10/2023,5389557,2695.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Highways and Transport Services,CYCLING INSTRUCTOR LTD,10/10/2023,5389558,1680.00,0.00,CATERING/PROVISIONS,Suppliers - Education & Sports
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DARREN DAVIES FLOORING CONTRACTORS LTD,17/10/2023,5388397,1246.40,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DAWN SPENCE INTEGRATIVE PSYCHOTHERAPIST,06/10/2023,5386186,900.00,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Adult Social Care,DAYSTARR LIMITED,31/10/2023,5390903,1060.00,0.00,SERVICES/FEES,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DE LACEY MONTESSORI SCHOOL,10/10/2023,5388655,5021.70,0.00,OTHER CONTRACTED SERVICES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DE LACEY MONTESSORI SCHOOL,10/10/2023,5388731,3373.50,0.00,OTHER CONTRACTED SERVICES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,DESTRODENT PEST CONTROL,03/10/2023,5381468,2405.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,03/10/2023,5378626,1365.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,03/10/2023,5378626,540.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,06/10/2023,5379146,970.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,06/10/2023,5380825,780.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,06/10/2023,5385686,1530.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,10/10/2023,5380305,870.00,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,10/10/2023,5383057,595.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,10/10/2023,5389233,640.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,13/10/2023,5385685,485.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,17/10/2023,5383614,1060.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,17/10/2023,5385722,635.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,17/10/2023,5386913,945.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,17/10/2023,5387021,740.00,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,17/10/2023,5390448,670.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
CAPITAL HRA,Housing,DESTRODENT PEST CONTROL,20/10/2023,5386853,5210.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,20/10/2023,5388396,885.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,24/10/2023,5388420,570.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,24/10/2023,5389209,1090.00,0.00,CATERING/PROVISIONS,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,24/10/2023,5389769,690.00,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - Environmental Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,DESTRODENT PEST CONTROL,27/10/2023,5389002,1140.00,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,27/10/2023,5390383,1485.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,27/10/2023,5390385,645.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,27/10/2023,5390400,440.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,31/10/2023,5390425,740.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DESTRODENT PEST CONTROL,31/10/2023,5390434,1370.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Environmental Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DICKY BIRDS PRE-SCHOOL NURSERIES LIMITED,10/10/2023,5388540,1843.38,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DICKY BIRDS PRE-SCHOOL NURSERIES LIMITED,10/10/2023,5388618,6624.18,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DICKY BIRDS PRE-SCHOOL NURSERIES LIMITED,10/10/2023,5388702,6009.30,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,DIGITAL ID LTD,20/10/2023,5386810,2066.95,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,DIGITAL ID LTD,27/10/2023,5390146,1140.00,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Environmental Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,DIVERSE SERVICES LIMITED,06/10/2023,5379149,5423.40,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DIVERSE SOCIAL CARE PROVISION LTD,06/10/2023,5385919,3478.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DIVERSE SOCIAL CARE PROVISION LTD,20/10/2023,5391298,3478.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DIVERSE SOCIAL CARE PROVISION LTD,31/10/2023,5394004,3478.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,DOMESTIC LIFT SERVICES LTD,06/10/2023,5386818,7152.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DR T GRANGE T/A DR GRANGE AND ASSOCIATES,20/10/2023,5386600,3627.20,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DRYAD EDUCATION/SPECIALIST CRAFTS LTD,03/10/2023,5379755,467.95,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DRYAD EDUCATION/SPECIALIST CRAFTS LTD,03/10/2023,5379755,34.50,0.00,PRINTING AND STATIONERY,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,DSCP SERVICES LTD,20/10/2023,5390518,3150.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DSSL GROUP LTD,10/10/2023,5388443,695.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,DSSL GROUP LTD,31/10/2023,5396713,695.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,EALING COUNCIL,06/10/2023,5387605,10000.00,0.00,GRANTS AND SUBSCRIPTIONS,Local Authorities/Central Government
HOUSING AND REGENERATION,Housing Services,EALING COUNCIL,27/10/2023,5389375,1600.00,0.00,INDIRECT EMPLOYEE EXPENSES,Local Authorities/Central Government
CHILDRENS AND ADULT SERVICES,Children's and Education Services,EALING MENCAP,17/10/2023,5346382,-7611.00,0.00,PUBLIC TRANSPORT,Voluntary organisations
CHILDRENS AND ADULT SERVICES,Children's and Education Services,EALING MENCAP,17/10/2023,5389148,34432.19,0.00,PUBLIC TRANSPORT,Voluntary organisations
FINANCE AND RESOURCES,Revenue Recharges,ECOONLINE INFO EXCHANGE LIMITED,13/10/2023,5382129,2887.50,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
FINANCE AND RESOURCES,Revenue Recharges,ECOONLINE INFO EXCHANGE LIMITED,17/10/2023,5390297,2887.50,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
CHILDRENS AND ADULT SERVICES,Adult Social Care,EDGE TRAINING AND CONSULTANCY LIMITED,03/10/2023,5378731,875.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - Professional Services (consultants)
FINANCE AND RESOURCES,Revenue Recharges,EE LTD (AIRTIME),17/10/2023,5389253,10169.18,0.00,COMMUNICATIONS & COMPUTING,Suppliers - ICT Hardware/Software/Networks etc
