OrganisationalUnit,ServiceCategoryLabel,BeneficiaryName,PaymentDate,TransactionNumber,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,01/12/2023,5408772,900.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,01/12/2023,5408774,877.50,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,01/12/2023,5408775,765.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,01/12/2023,5408779,1110.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,01/12/2023,5408780,1118.55,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,01/12/2023,5408781,1110.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,05/12/2023,5408776,1110.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,12/12/2023,5408771,720.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,12/12/2023,5408777,1110.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,19/12/2023,5413537,1345.30,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,19/12/2023,5413540,4960.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,22/12/2023,5413527,1110.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KENYON BLOCK CONSULTANTS LTD,22/12/2023,5413529,720.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - Environmental Services
FINANCE AND RESOURCES,Revenue Recharges,KEYSTREAM GROUP LIMITED,12/12/2023,5412048,3135.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - ICT Hardware/Software/Networks etc
FINANCE AND RESOURCES,Revenue Recharges,KEYSTREAM GROUP LIMITED,19/12/2023,5415745,3135.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - ICT Hardware/Software/Networks etc
FINANCE AND RESOURCES,Revenue Recharges,KEYSTREAM GROUP LIMITED,22/12/2023,5414544,3135.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - ICT Hardware/Software/Networks etc
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KIDDIZONE 2 LTD T/A SELLY OAK CONTACT CENTRE,22/12/2023,5418488,1780.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KIDDIZONE 2 LTD T/A SELLY OAK CONTACT CENTRE,22/12/2023,5418715,2928.00,0.00,EMPLOYEES - OPERATIONAL,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINDEROOS NURSERY,15/12/2023,5413198,14000.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINDEROOS NURSERY,15/12/2023,5413430,5000.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Education & Sports
CAPITAL GF HOUSING AND REGENERATION,Housing,KING ADAPTATIONS BUILDING SERVICES,08/12/2023,5411323,9430.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,KING ADAPTATIONS BUILDING SERVICES,08/12/2023,5411453,8100.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Culture & Related Services,KINGDOM SERVICES GROUP LTD,15/12/2023,5415571,478.80,0.00,FEES - EXTERNAL,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Culture & Related Services,KINGDOM SERVICES GROUP LTD,15/12/2023,5415597,3112.20,0.00,FEES - EXTERNAL,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ACADEMY,22/12/2023,5409164,48311.00,0.00,EMPLOYEES - TEACHING,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ROAD CARS LTD,15/12/2023,5408833,584.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ROAD CARS LTD,22/12/2023,5411869,604.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ROAD CARS LTD,22/12/2023,5418863,11671.50,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ROAD CARS LTD,22/12/2023,5418869,12807.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ROAD CARS LTD,22/12/2023,5419076,548.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Social community care/Healthcare
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ROAD PRE-SCHOOL,15/12/2023,5413199,17000.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Education & Sports
CHILDRENS AND ADULT SERVICES,Children's and Education Services,KINGSLEY ROAD PRE-SCHOOL,15/12/2023,5413431,7000.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Education & Sports
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,KITCHE LIMITED,01/12/2023,5400666,3150.00,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Environmental Services
CAPITAL HRA,Housing,KNIGHT FRANK LLP,12/12/2023,5411577,2000.00,0.00,FEES - EXTERNAL,Suppliers - Accomodation (Housing)
CAPITAL HRA,Housing,KNIGHT FRANK LLP,12/12/2023,5411581,1000.00,0.00,FEES - EXTERNAL,Suppliers - Accomodation (Housing)
CAPITAL HRA,Housing,KNIGHT FRANK LLP,12/12/2023,5411584,1500.00,0.00,FEES - EXTERNAL,Suppliers - Accomodation (Housing)
HOUSING REVENUE ACCOUNT,Housing Revenue Account,KORE WIRELESS UK PLC,08/12/2023,5411179,487.50,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,KORE WIRELESS UK PLC,19/12/2023,5416465,487.78,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - General Goods & Services
HOUSING REVENUE ACCOUNT,Housing Revenue Account,KWEST RESEARCH LTD,22/12/2023,5412267,1835.40,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LADYBIRD LANE DAY NURSERY,12/12/2023,5411865,881.00,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LADYBIRD LANE DAY NURSERY,15/12/2023,5413200,3000.00,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LADYBIRDS 1991 LTD,05/12/2023,5410012,2240.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LADYBIRDS 1991 LTD,22/12/2023,5418805,3080.00,0.00,CONTRACT HIRE/OPERATING LEASES,Suppliers - Vehicles/Transport
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Planning & Development,LAMPTON GREENSPACE 360 LTD,08/12/2023,5410745,1206.00,0.00,"FURNITURE,FITTINGS & EQUIPMENT",Suppliers - Grounds Maintenance
CAPITAL HRA,Housing,LAMPTON GREENSPACE 360 LTD,08/12/2023,5410683,432.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - Grounds Maintenance
HOUSING AND REGENERATION,Revenue Recharges,LAMPTON GREENSPACE 360 LTD,08/12/2023,5410677,2100.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Grounds Maintenance
HOUSING REVENUE ACCOUNT,Housing Revenue Account,LAMPTON GREENSPACE 360 LTD,08/12/2023,5410743,580.60,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - Grounds Maintenance
HOUSING REVENUE ACCOUNT,Housing Revenue Account,LAMPTON GREENSPACE 360 LTD,08/12/2023,5410748,1100.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Grounds Maintenance
HOUSING REVENUE ACCOUNT,Housing Revenue Account,LAMPTON GREENSPACE 360 LTD,08/12/2023,5410751,435.44,0.00,CATERING/PROVISIONS,Suppliers - Grounds Maintenance
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON GREENSPACE 360 LTD,15/12/2023,5412983,309917.00,0.00,PRIVATE CONTRACTORS,Suppliers - Grounds Maintenance
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Culture & Related Services,LAMPTON GREENSPACE 360 LTD,22/12/2023,5418890,46248.95,0.00,"FURNITURE,FITTINGS & EQUIPMENT",Suppliers - Grounds Maintenance
"CAPITAL ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Culture & Related Services,LAMPTON GREENSPACE 360 LTD,22/12/2023,5418898,652.58,0.00,"GARDEN LAYOUT,SEEDING,PLANTING",Suppliers - Grounds Maintenance
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON GREENSPACE 360 LTD,22/12/2023,5418897,7450.00,0.00,BUILDINGS/PLANT REPAIRS/MAINT,Suppliers - Grounds Maintenance
HOUSING REVENUE ACCOUNT,Housing Revenue Account,LAMPTON GREENSPACE 360 LTD,22/12/2023,5418882,544.32,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - Grounds Maintenance
HOUSING REVENUE ACCOUNT,Housing Revenue Account,LAMPTON GREENSPACE 360 LTD,22/12/2023,5418885,16753.00,0.00,GRANTS AND SUBSCRIPTIONS,Suppliers - Grounds Maintenance
HOUSING AND REGENERATION,Housing Services,LAMPTON INVESTMENT RENTS,22/12/2023,5418432,2684.92,0.00,HOUSING RENT DEPOSITS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,LAMPTON INVESTMENT RENTS,22/12/2023,5418434,2523.83,0.00,HOUSING RENT DEPOSITS,Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,LAMPTON INVESTMENT RENTS,22/12/2023,5418436,2255.31,0.00,HOUSING RENT DEPOSITS,Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LAMPTON PARK PRESCHOOL,15/12/2023,5413201,14000.00,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LAMPTON PARK PRESCHOOL,15/12/2023,5413459,8000.00,0.00,OTHER CONTRACTED SERVICES,External - Grants/Allowances
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,12/12/2023,5412265,1137000.00,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5418909,2056.56,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5418910,813.28,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5418912,813.28,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5418959,813.28,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5418962,2640.56,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Cultural and Related Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5419366,785.00,0.00,EXPENSES/ALLOWANCES,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416919,55210.02,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416921,26066.02,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416924,53156.00,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416925,28913.16,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416933,27575.78,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416935,32634.06,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416937,86350.67,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416968,20370.78,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416970,31154.25,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416971,650.16,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416975,27757.72,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416977,1324.40,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416979,32304.19,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416980,918.05,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Environmental and Regualtory Services,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5416984,192872.23,0.00,PRIVATE CONTRACTORS,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5418961,6133.40,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,LAMPTON RECYCLE 360 LIMITED,22/12/2023,5418966,1890.33,0.00,CLEANING AND DOMESTIC SUPPLIES,Suppliers - Environmental Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LAMPTON SCHOOL ACADEMY TRUST,05/12/2023,5409166,4226.00,0.00,EMPLOYEES - TEACHING,External - Grants/Allowances
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LAMPTON SCHOOL ACADEMY TRUST,12/12/2023,5409736,19376.98,0.00,AGRESSO DEBTORS RENTS,External - Grants/Allowances
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,01/12/2023,5400160,1695.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,01/12/2023,5400743,1050.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,01/12/2023,5400744,695.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,01/12/2023,5400761,1890.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,01/12/2023,5401603,1495.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,01/12/2023,5407562,9020.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,01/12/2023,5408375,10705.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,08/12/2023,5410835,8280.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,08/12/2023,5410855,16920.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,15/12/2023,5410820,8230.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,22/12/2023,5414482,10440.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CAPITAL GF HOUSING AND REGENERATION,Housing,LANDMARK BUILDING CONTRACTORS LTD,22/12/2023,5416685,3520.00,0.00,PAYMENT TO MAIN CONTRACTOR,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LANGUAGE LINK PLUS,08/12/2023,5409999,3179.02,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LANGUAGE LINK PLUS,15/12/2023,5413542,1190.31,0.00,SERVICES/FEES,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LATERAL TECHNOLOGY LTD,22/12/2023,5418673,4500.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LB HOUNSLOW CHILDRENS SERVICES,14/12/2023,5412859,38882.97,0.00,SERVICES/FEES,Suppliers - Financial Services
FINANCE AND RESOURCES,Revenue Recharges,LBH CHAMBER OF COMMERCE,22/12/2023,5418960,500.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
ASSISTANT CHIEF EXECUTIVE,Revenue Recharges,LEADERSKILLS LTD,01/12/2023,5400639,30300.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - Human Resources
ASSISTANT CHIEF EXECUTIVE,Revenue Recharges,LEADERSKILLS LTD,05/12/2023,5402195,2400.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - Human Resources
ASSISTANT CHIEF EXECUTIVE,Public Health,LEAPWISE LIMITED,01/12/2023,5408886,11400.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - Professional Services (consultants)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LEARNING TREE CHILDCARE LTD,15/12/2023,5413202,11000.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Care Providers
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LEARNING TREE CHILDCARE LTD,15/12/2023,5413432,1000.00,0.00,OTHER CONTRACTED SERVICES,Suppliers - Care Providers
HOUSING AND REGENERATION,Housing Services,LET US FURNISH LIMITED,05/12/2023,5409920,3044.30,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,LET US FURNISH LIMITED,05/12/2023,5409940,504.01,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,LET US FURNISH LIMITED,19/12/2023,5416601,5580.42,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,LET US FURNISH LIMITED,22/12/2023,5418498,657.90,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,LET US FURNISH LIMITED,22/12/2023,5418500,1149.05,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Accomodation (Housing)
HOUSING AND REGENERATION,Housing Services,LET US FURNISH LIMITED,22/12/2023,5418501,1347.39,0.00,"EQUIPMENT,FURNITURE, MATERIALS",Suppliers - Accomodation (Housing)
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LETS LEAP SPORTS ACADEMY LTD,01/12/2023,5408589,2000.00,0.00,PRIVATE CONTRACTORS,Suppliers -Public Health
"ENVIRONMENT, CULTURE AND CUSTOMER SERVICES",Revenue Recharges,LEVY UK AT BRENTFORD FOOTBALL CLUB,22/12/2023,5418728,1004.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LEXTOX,08/12/2023,5404771,896.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LEXTOX,22/12/2023,5411176,717.95,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LEXTOX,22/12/2023,5418711,544.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Children's and Education Services,LEXTOX,22/12/2023,5418713,544.00,0.00,SERVICES/FEES,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,01/12/2023,5401599,750.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,08/12/2023,5411195,9584.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Revenue Recharges,LIBERATA UK LTD,08/12/2023,5404746,7107.00,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,12/12/2023,5409222,36206.18,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,15/12/2023,5408767,6531.81,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,15/12/2023,5408768,2100.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
CHILDRENS AND ADULT SERVICES,Adult Social Care,LIBERATA UK LTD,22/12/2023,5411041,4780.74,0.00,INDIRECT EMPLOYEE EXPENSES,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,22/12/2023,5411037,810.00,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,22/12/2023,5411044,8868.33,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,22/12/2023,5411045,3915.71,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Central Services,LIBERATA UK LTD,22/12/2023,5411331,348485.95,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Children's and Education Services,LIBERATA UK LTD,22/12/2023,5411331,4108.10,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Revenue Recharges,LIBERATA UK LTD,22/12/2023,5410024,2140.43,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Revenue Recharges,LIBERATA UK LTD,22/12/2023,5410025,41330.87,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Revenue Recharges,LIBERATA UK LTD,22/12/2023,5411038,2660.98,0.00,OTHER THIRD PARTY PAYMENTS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Revenue Recharges,LIBERATA UK LTD,22/12/2023,5411040,8460.74,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
FINANCE AND RESOURCES,Revenue Recharges,LIBERATA UK LTD,22/12/2023,5411042,941.60,0.00,PRIVATE CONTRACTORS,Suppliers - General Goods & Services
