Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,02-Apr-24,51501073415,£773.33,Redacted Personal Data,Children's Services,Early Years Block,Grants
Milton Keynes City Council,02-Apr-24,51501073250,"£3,072.80",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073268,"£2,157.69",Redacted Personal Data,Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,02-Apr-24,51501073252,£743.94,Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073265,£595.20,Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073253,"£1,229.12",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073254,"£1,229.12",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073255,"£1,229.12",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073249,£712.95,Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073248,£768.75,Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,02-Apr-24,51501073232,"£1,155.74",R & K Panelcraft,Environment & Property,Head of Service - Env and Waste,Vehicle Repairs and maintenance
Milton Keynes City Council,02-Apr-24,51501061723,£705.00,Room44 Ltd,Environment & Property,Head of Service - Highways and Transport,Professional Fees and Hired Services
Milton Keynes City Council,02-Apr-24,51501073377,£669.60,Sharpe Pritchard LLP,Environment & Property,Land Development,Construction - External Professional Fees
Milton Keynes City Council,02-Apr-24,51501069530,"£32,516.48",SOL SERVICES LTD,Adult Social Care and Health,Social Care,Buildings - Structure
Milton Keynes City Council,02-Apr-24,51501062207,"£1,500.00",Southampton city council,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-Apr-24,51501073455,"£17,673.25",Stagecoach Services Ltd,Environment & Property,Head of Service - Highways and Transport,Concessions - payments to transport operators
Milton Keynes City Council,02-Apr-24,51501064212,"£3,641.40",Stantec UK Limited,Planning and Placemaking,Planning,Consultancy
Milton Keynes City Council,02-Apr-24,51501073368,£510.20,Taylors Dairies (MK) Limited,Environment & Property,Head of Service - Property,Catering Provisions
Milton Keynes City Council,02-Apr-24,51501072951,"£62,695.20",Thalia MK SPV Ltd,Environment & Property,Head of Service - Env and Waste,Cleaning and Domestic Supplies
Milton Keynes City Council,02-Apr-24,51501072763,"£111,326.86",Thalia MK SPV Ltd,Environment & Property,Head of Service - Env and Waste,Cleaning and Domestic Supplies
Milton Keynes City Council,02-Apr-24,51501061720,"£13,331.67",The Advocacy People,Adult Services,Commissioning & Contracts,Professional Fees and Hired Services
Milton Keynes City Council,02-Apr-24,51501061302,£754.80,The Oyster Partnership Ltd,Customer and Community Services,Policy & Performance,Agency Staff
Milton Keynes City Council,02-Apr-24,51501061334,"£1,332.00",The Oyster Partnership Ltd,Customer and Community Services,Community Safety,Agency Staff
Milton Keynes City Council,02-Apr-24,51501069622,"£1,731.60",The Oyster Partnership Ltd,Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,02-Apr-24,51501062152,£537.36,Tunstall Healthcare (UK) Ltd,Adult Services,Community Alarm & Sheltered Housing,Equipment and Tools
Milton Keynes City Council,02-Apr-24,51501061664,"£6,300.00",Vaisala Ltd,Environment & Property,Head of Service - Highways and Transport,Winter Maintenance
Milton Keynes City Council,02-Apr-24,51501062030,"£1,509.60","Vivid Resourcing, a division of G2V Recruitment Group Limited",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,02-Apr-24,51501062185,"£2,083.33",Volunteering Matters,Children's Services,Corporate Parenting,Professional Fees and Hired Services
Milton Keynes City Council,02-Apr-24,51501061400,"£8,370.33",Volunteering Matters,Adult Services,Commissioning & Contracts,Professional Fees and Hired Services
Milton Keynes City Council,02-Apr-24,51501061962,"£1,979.40",VP-AV Ltd,Environment & Property,Head of Service - Property,Computer hardware - purchase
Milton Keynes City Council,02-Apr-24,51501061777,"£5,760.00",Waterman Aspen Ltd,Environment & Property,Major Schemes,Public Realm
Milton Keynes City Council,02-Apr-24,51501061776,"£11,160.00",Waterman Aspen Ltd,Environment & Property,Traffic Management,Public Realm
Milton Keynes City Council,02-Apr-24,51501073127,"£1,340.00",West Bletchley Council,Public Health,Misc Public Health Services,Grants
Milton Keynes City Council,02-Apr-24,51501069721,"£9,369.86",Wood Group UK Ltd,Environment & Property,Head of Service - Env and Waste,Consultancy
Milton Keynes City Council,02-Apr-24,51501065080,£502.56,Zaynah Carpets & Furniture Limited,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-Apr-24,51501065078,£874.80,Zaynah Carpets & Furniture Limited,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-Apr-24,51501073130,£994.80,Zaynah Carpets & Furniture Limited,Adult Services (HRA),Housing Operations (HRA),Other Service User Support
Milton Keynes City Council,02-Apr-24,51501064771,"£1,284.00",Zaynah Carpets & Furniture Limited,Law & Governance,Director - Law & Governance,Other Service User Support
Milton Keynes City Council,02-Apr-24,51501064172,"£1,329.60",Zaynah Carpets & Furniture Limited,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-Apr-24,51501063865,"£1,419.60",Zaynah Carpets & Furniture Limited,Adult Services (HRA),Housing Operations (HRA),Other Service User Support
Milton Keynes City Council,02-Apr-24,51501061274,£576.00,Zebra Training Services,Finance & Resources - Services,Revenues and Benefits Service,Staff Training & Development
Milton Keynes City Council,02-Apr-24,51501073228,£531.40,Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,02-Apr-24,51501073227,£534.61,Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,02-Apr-24,51501073231,£537.10,Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,02-Apr-24,51501073229,£612.72,Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,02-Apr-24,51501073272,£629.27,Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,02-Apr-24,51501073241,£743.27,Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,02-Apr-24,51501073276,£794.87,Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,02-Apr-24,51501073223,"£1,033.34",Zurich Insurance PLC,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,03-Apr-24,51501073523,"£1,002.00",Ace Fire & Security Systems Ltd,Environment & Property,Head of Service - Env and Waste,Security Equipment
Milton Keynes City Council,03-Apr-24,51501062237,£711.90,Amegreen Complex Homecare Ltd,Children's Services,Social Work - CWD & FAST,Day Care
Milton Keynes City Council,03-Apr-24,51501069733,£555.60,Appledown Kennels,Adult Services,Learning Disability,Professional Fees and Hired Services
Milton Keynes City Council,03-Apr-24,51501075427,£523.26,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Provisions
Milton Keynes City Council,03-Apr-24,51501073565,£541.62,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Provider Services,Catering Provisions
Milton Keynes City Council,03-Apr-24,51501075420,£637.25,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Contract
Milton Keynes City Council,03-Apr-24,51501075423,£663.21,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Provisions
Milton Keynes City Council,03-Apr-24,51501076039,£728.84,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Contract
Milton Keynes City Council,03-Apr-24,51501064993,"£2,712.00",Cedar Recruitment Ltd,Adult Services,Commissioning & Contracts,Agency Staff
Milton Keynes City Council,03-Apr-24,51501076068,"£3,332.01",Cedar Road Primary School,Children's Services,"Access to Education, Employment and Training",Grants
Milton Keynes City Council,03-Apr-24,51501073487,£895.24,Chubb Fire & Security Limited,Children's Services,Children's Centres Services,Security Equipment
Milton Keynes City Council,03-Apr-24,51501075450,"£2,098.32",Dr Grange & Associates,Children's Services,Assistant Director - Children and Families,Testing
