Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,02-Oct-24,65500006830,"-£14,582.48",NHS Fleet Solutions c/o Northumbria Healthcare NHS Foundation Trust,Finance & Resources - Services,HR,car lease
Milton Keynes City Council,02-Oct-24,65500006831,"-£11,335.93",NHS Fleet Solutions c/o Northumbria Healthcare NHS Foundation Trust,Finance & Resources - Services,HR,car lease
Milton Keynes City Council,02-Oct-24,51501169949,"-£2,732.80",Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169953,"-£2,732.80",Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169941,"-£2,732.80",Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169937,"-£2,732.80",Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169945,"-£2,732.80",Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169808,"-£2,469.00",Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Direct Payments
Milton Keynes City Council,02-Oct-24,51501169901,"-£1,653.84",Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169934,-£878.40,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169928,-£833.44,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Oct-24,51501169887,-£812.56,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Oct-24,51501169863,-£663.40,Redacted Personal Data,Adult Services,Learning Disability,Client Care Contributions
Milton Keynes City Council,02-Oct-24,51501169886,-£556.92,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Oct-24,51501169926,-£535.78,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Oct-24,51501169767,-£533.76,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Oct-24,51501169181,£501.81,Redacted Personal Data,Children's Services,Family Support Services,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168690,£502.80,Redacted Personal Data,Children's Services,Family Support Services,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168693,£505.34,Redacted Personal Data,Children's Services,Family Support Services,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169724,£508.56,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169396,£516.29,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169820,£518.48,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Direct Payments
Milton Keynes City Council,02-Oct-24,51501168495,£518.49,Redacted Personal Data,Children's Services,Family Support Services,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169910,£518.56,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Direct Payments
Milton Keynes City Council,02-Oct-24,51501169911,£518.56,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Direct Payments
Milton Keynes City Council,02-Oct-24,51501169912,£518.56,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Direct Payments
Milton Keynes City Council,02-Oct-24,51501167854,£519.52,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Provider Services,Catering Provisions
Milton Keynes City Council,02-Oct-24,51501170026,£519.76,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169826,£522.40,Redacted Personal Data,Adult Services,Mental Health,Direct Payments
Milton Keynes City Council,02-Oct-24,51501167917,£525.50,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168689,£528.00,Redacted Personal Data,Children's Services,Family Support Services,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168429,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168113,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168052,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501167919,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169606,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169603,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168431,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168024,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168098,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501167972,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168257,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168698,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169293,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169605,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168076,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168115,£531.18,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168147,£540.68,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501168144,£540.68,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Oct-24,51501169729,£546.56,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169714,£546.56,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169998,£546.56,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169987,£546.56,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501170084,£550.00,COMPASS CONTRACT SERVICES (UK) LIMITED,Planning and Placemaking,Planning,Casual hire of facilities
Milton Keynes City Council,02-Oct-24,51501169725,£550.80,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Oct-24,51501169973,£550.80,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
