Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,01-Dec-22,65500005680,"-£1,950.00",Latin American Woman’s Aid Refuge,Children's Services,Children's Social Work,Grants and Support for other Service Users
Milton Keynes City Council,01-Dec-22,51500835858,"£1,950.00",Latin American Woman’s Aid Refuge,Children's Services,Children's Social Work,Grants and Support for other Service Users
Milton Keynes City Council,01-Dec-22,14500032618,"£30,234.00",HMRC - PAYE,Finance & Resources - Corporate Codes,Corporate Codes,Apprenctice Levy
Milton Keynes City Council,01-Dec-22,14500033516,"£31,616.00",HMRC - PAYE,Finance & Resources - Corporate Codes,Corporate Codes,Apprenctice Levy
Milton Keynes City Council,02-Dec-22,51500827701,"-£39,445.41",The Extracare Charitable Trust,Adult Services,"Assessment, Review and Hospital Discharge",Domiciliary Care
Milton Keynes City Council,02-Dec-22,51500809433,"-£39,075.59",Acorn Care and Education Ltd,Children's Services,High Needs Block,Independent School Placements
Milton Keynes City Council,02-Dec-22,51500809432,"-£39,075.59",Acorn Care and Education Ltd,Children's Services,High Needs Block,Independent School Placements
Milton Keynes City Council,02-Dec-22,51500827686,"-£3,348.32",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827682,"-£3,348.32",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827678,"-£3,348.32",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827684,"-£3,348.32",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827680,"-£3,348.32",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827675,"-£1,674.16",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827660,"-£1,548.60",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827664,"-£1,548.60",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827670,"-£1,548.60",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827662,"-£1,548.60",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827666,"-£1,548.60",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827668,"-£1,548.60",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827672,"-£1,548.60",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827567,"-£1,109.82",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Dec-22,51500827658,-£940.22,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827575,-£924.72,Janes Care Homes Ltd T/A The White House,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Dec-22,51500827573,-£721.44,VGCare Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Dec-22,51500827615,£530.28,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827617,£542.48,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827618,£542.48,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500812404,£552.00,First Response Training and Consultancy Sevices Ltd,Finance & Resources - Services,HR,Staff Training & Development
Milton Keynes City Council,02-Dec-22,51500822485,£566.40,Zaynah Carpets & Furniture Limited,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-Dec-22,51500815988,£600.00,SABA Park Services UK Ltd,Environment & Property,Head of Service - Highways,Professional Fees and Hired Services
Milton Keynes City Council,02-Dec-22,51500827589,£619.28,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827600,£696.56,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,02-Dec-22,51500827608,£696.80,One Hermitage,Adult Services,Learning Disability,Living support grants
