Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation ,Expense Type
Milton Keynes City Council,02-Nov-22,51500814343,"-£1,791.64",Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500814345,"-£1,791.64",Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500812130,"-£1,560.00",Bernwood ECS Ltd,Environment & Property,Major Schemes,Public Realm
Milton Keynes City Council,02-Nov-22,65500005597,-£900.00,Langland Community School,Children's Services,"Group Head - Education, Learning and Inclusion",Professional Fees and Hired Services
Milton Keynes City Council,02-Nov-22,51500812831,-£894.15,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814448,-£602.68,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Nov-22,51500814418,-£562.80,Redacted Personal Data,Adult Services,Learning Disability,Client Care Contributions
Milton Keynes City Council,02-Nov-22,51500814464,-£509.64,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Nov-22,51500814463,-£509.64,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Nov-22,51500814184,£504.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500812155,£504.79,Taylors Dairies (MK) Limited,Adult Services,Sheltered Housing and Care and Response,Catering Provisions
Milton Keynes City Council,02-Nov-22,51500814462,£509.64,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Nov-22,51500814408,£511.88,Redacted Personal Data,Adult Services,Mental Health,Direct Payments
Milton Keynes City Council,02-Nov-22,51500814282,£525.32,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500812688,£525.50,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500813623,£528.00,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814290,£537.04,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500812971,£540.68,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500812968,£540.68,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500813324,£540.68,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500812321,£541.19,Home Group Ltd,Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,02-Nov-22,51500814371,£541.48,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500814361,£541.52,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500812576,£553.00,Redacted Personal Data,Children's Services,"Sufficiency, Access and Attendance",Car mileage and allowances - other
Milton Keynes City Council,02-Nov-22,51500813776,£559.87,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500813594,£565.21,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500813038,£568.40,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814293,£569.20,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500801975,£570.00,Xpress Relocation Ltd,Customer and Community Services,Leisure & Community,Professional Fees and Hired Services
Milton Keynes City Council,02-Nov-22,51500812791,£571.09,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500811957,£578.48,Sovereign Medical Centre,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,02-Nov-22,51500813572,£578.56,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814027,£581.40,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814306,£582.48,Redacted Personal Data,Adult Services,Autism,Direct Payments
Milton Keynes City Council,02-Nov-22,51500812069,£589.60,Cineworld,Children's Services,Children's Centres Services,Care & Ed Childcare Settings
Milton Keynes City Council,02-Nov-22,51500812080,£589.60,Cineworld,Children's Services,Children's Centres Services,Care & Ed Childcare Settings
Milton Keynes City Council,02-Nov-22,51500814629,£593.50,Milton Keynes Christian Foundation,Children's Services,Early Years Block,Grants
Milton Keynes City Council,02-Nov-22,51500814515,£596.78,Redacted Personal Data,Adult Services,Mental Health,Direct Payments
Milton Keynes City Council,02-Nov-22,51500813947,£596.82,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500813826,£600.00,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500812507,£615.20,JSE LTD T/A Essentials,Law & Governance,Director - Law & Governance,Other Service User Support
Milton Keynes City Council,02-Nov-22,51500814636,£615.50,Redacted Personal Data,Children's Services,Early Years Block,Grants
Milton Keynes City Council,02-Nov-22,51500814391,£618.56,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500814417,£626.12,Redacted Personal Data,Adult Services,Autism,Direct Payments
Milton Keynes City Council,02-Nov-22,51500813763,£651.15,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814238,£651.43,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814392,£655.28,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500813085,£676.08,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,02-Nov-22,51500814365,£683.04,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Nov-22,51500814288,£683.04,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
