Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes Council,01-Feb-21,51500503619,"-£8,609.40",Orange Grove Fostercare Limited,Children's Services,Corporate Parenting,Residential Care
Milton Keynes Council,01-Feb-21,51500484801,"-£1,100.00",Exceptional Care Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes Council,01-Feb-21,51500507794,£577.67,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507796,£577.67,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507776,£577.67,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507778,£577.67,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507798,£595.02,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507646,£600.00,Redacted Personal Data,Children's Services,Children's Social Work,External Legal Fees
Milton Keynes Council,01-Feb-21,51500507608,£600.00,Herts Handling Training Ltd,Finance & Resources - Services,MKC HR - LGSS Managed,Staff Training & Development
Milton Keynes Council,01-Feb-21,51500507631,£600.00,Astech Consultants Ltd,Finance & Resources - Services,MKC HR - LGSS Managed,Staff Training & Development
Milton Keynes Council,01-Feb-21,51500507619,£600.00,Faithful + Gould Limited,Children and Families,"Education, Effectiveness & Participation",Construction - External Professional Fees
Milton Keynes Council,01-Feb-21,51500507844,£647.05,Redacted Personal Data,Housing Revenue Account,HRA Asset Management and Investment,Other Service User Support
Milton Keynes Council,01-Feb-21,51500507791,£708.33,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507783,£708.33,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507793,£722.15,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507805,£743.84,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507786,£766.15,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
Milton Keynes Council,01-Feb-21,51500507775,£766.15,Redacted Personal Data,Adult Services,Homeless Prevention + Access,Rents and Leases
