Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Children's Safeguarding & Family Support,Family Connect & Childrens Centres,Supplies & Services,Other Grants (Expenses),CHILDCARE SOS,14/02/2024,127.13
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Employees,Recruitment Advertising,The Purple Company (UK) Ltd,23/02/2024,212.50
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,THE BEARS DEN PRE-SCHOOL ,09/02/2024,896.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,Country Kids Day Nursery,03/02/2024,420.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,HADLEY UNDER 5'S ,21/02/2024,352.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,06/02/2024,147.50
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,13/02/2024,555.99
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,M A S Associates,01/02/2024,500.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Jiraffe,01/02/2024,"4,018.00"
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,OSPREY HEALTHCARE LTD,23/02/2024,867.08
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,02/02/2024,164.25
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,02/02/2024,158.25
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Tough Furniture Ltd,08/02/2024,"2,010.00"
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,MIDSHIRES MOBILITY GROUP,08/02/2024,"2,926.75"
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Tough Furniture Ltd,08/02/2024,788.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Tough Furniture Ltd,23/02/2024,418.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,15/02/2024,670.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Etac Limited,15/02/2024,184.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD ,06/02/2024,"2,370.00"
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,06/02/2024,147.50
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,Ezy Car Ltd,02/02/2024,477.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,Ezy Car Ltd,02/02/2024,"1,318.90"
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,Ezy Car Ltd,02/02/2024,795.00
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,21/02/2024,555.99
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,01/02/2024,437.50
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,01/02/2024,487.50
Children's Safeguarding & Family Support,Safeguarding Advisory,Supplies & Services,Comp Software (Purch / Hire),WORCESTERSHIRE COUNTY COUNCIL,07/02/2024,"2,969.20"
Children's Safeguarding & Family Support,Safeguarding Advisory,Supplies & Services,Public Transport Subsidy,MEETING POINT TRUST LTD,13/02/2024,115.00
Children's Safeguarding & Family Support,Safeguarding Advisory,Supplies & Services,Public Transport Subsidy,MEETING POINT TRUST LTD,13/02/2024,295.00
Children's Safeguarding & Family Support,Safeguarding Advisory,Supplies & Services,Public Transport Subsidy,MEETING POINT TRUST LTD,12/02/2024,115.00
Children's Safeguarding & Family Support,Safeguarding Advisory,Supplies & Services,Public Transport Subsidy,MEETING POINT TRUST LTD,28/02/2024,129.17
"Communities, Customer & Commercial Services",Community Services,Capital Expenditure,Other Capital Expenditure,National Grid Electricity Distribution (West Midlands) plc,07/02/2024,"2,920.00"
"Communities, Customer & Commercial Services",Community Services,Capital Expenditure,Other Capital Expenditure,ALAN BROUGH ASSOCIATES LTD,07/02/2024,"1,850.00"
"Communities, Customer & Commercial Services",Community Services,Capital Expenditure,Other Capital Expenditure,JCE & SONS LTD,07/02/2024,"10,551.43"
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,KETLEY PARISH COUNCIL,26/02/2024,750.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,KETLEY PARISH COUNCIL,26/02/2024,800.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,KETLEY PARISH COUNCIL,26/02/2024,200.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,KETLEY PARISH COUNCIL,26/02/2024,250.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,MADELEY TOWN COUNCIL ,08/02/2024,400.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,TELFORD & WREKIN CVS,08/02/2024,650.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,Telford Sailability,08/02/2024,250.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,The Leegate Centre CIC,08/02/2024,300.00
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,ST GEORGES & PRIORSLEE PARISH COUNCIL,15/02/2024,"2,000.00"
