Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,NHS Shropshire Telford & Wrekin ICB QOC Receivables N209,18/09/2023,"111,848.33"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,22/09/2023,"106,652.45"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,P LTD,20/09/2023,"76,000.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"75,459.85"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,20/09/2023,"71,484.12"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Midlands Partnership NHS Foundation Trust,05/09/2023,"63,440.22"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,LANDAU LTD,20/09/2023,"58,666.67"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,P LTD,20/09/2023,"57,321.22"
Prosperity & Investment,Regeneration & Investment,Third Party Payments,Voluntary Bodies,SEVERN GORGE COUNTRYSIDE TRUST,25/09/2023,"56,582.69"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,Trustmarque Solutions Limited,21/09/2023,"54,917.66"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Kajima Partnerships Ltd,08/09/2023,"52,504.84"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,20/09/2023,"51,648.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,W and P Building Contractors Ltd,26/09/2023,"49,396.90"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Kajima Partnerships Ltd,14/09/2023,"48,989.89"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Software (Maint),CIVICA UK LIMITED ,01/09/2023,"48,193.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,THE EDUCATION DEVELOPMENT SERVICE LTD,27/09/2023,"47,500.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Queensway HLC,25/09/2023,"47,356.50"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Charlton Academy,27/09/2023,"46,491.53"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Queensway HLC,25/09/2023,"45,718.50"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Queensway HLC,25/09/2023,"43,726.75"
Prosperity & Investment,Regeneration & Investment,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE LIMITED,19/09/2023,"40,677.12"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,21/09/2023,"40,460.53"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,ROYAL MENCAP SOCIETY,27/09/2023,"40,000.14"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Premises-Related Expenditure,Signal Maintenance,SWARCO UK & IRELAND LTD,20/09/2023,"39,480.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,L Partnerships Limited,19/09/2023,"39,277.08"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Badnell Heating Services Ltd,27/09/2023,"37,652.80"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Education & Care Ltd,15/09/2023,"36,011.00"
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,25/09/2023,"35,186.15"
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,22/09/2023,"35,186.15"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Joint Financing,Barnardo큦,05/09/2023,"33,871.00"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Service Contracts,TACT,21/09/2023,"33,750.00"
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,11/09/2023,"33,162.75"
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Capital Expenditure,Payments to Contractor,P LTD,05/09/2023,"32,347.50"
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,01/09/2023,"32,283.37"
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,25/09/2023,"31,317.53"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,12/09/2023,"31,187.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,06/09/2023,"31,187.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/09/2023,"30,103.64"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,08/09/2023,"30,000.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Hadley Learning Community Academy,27/09/2023,"28,454.55"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,SWARCO UK & IRELAND LTD,12/09/2023,"28,259.01"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bryn Melyn Care Ltd,15/09/2023,"27,653.34"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Queensway HLC,25/09/2023,"27,549.25"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,R M Trust,15/09/2023,"27,498.33"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Westbury School,27/09/2023,"27,408.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Aspris Telford School,27/09/2023,"27,294.66"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Aspris Telford School,27/09/2023,"27,294.66"
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,TELFORD & WREKIN CITIZENS ADVICE BUREAU,14/09/2023,"27,000.00"
Adult Social Care,"Commissioning, Procurement & Brokerage",Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,19/09/2023,"24,907.83"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Education & Care Ltd,15/09/2023,"24,578.66"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,L Partnerships Limited,05/09/2023,"23,073.84"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,08/09/2023,"22,405.86"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,CAT - Telford Priory School,27/09/2023,"21,402.52"
Education & Skills,SEND (0-25),Supplies & Services,Computer Software (Maint),BRIGHT SYSTEMS LIMITED,27/09/2023,"21,082.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,W and P Building Contractors Ltd,13/09/2023,"20,765.71"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,W and P Building Contractors Ltd,27/09/2023,"20,757.19"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Education & Care Ltd,15/09/2023,"20,075.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Grants To Voluntary Organis,YMCA,13/09/2023,"19,876.40"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Consultancy,ATKINS LIMITED,11/09/2023,"19,810.00"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Other Grants (Expenses),Hawk Incentives Ltd ,13/09/2023,"19,744.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,21/09/2023,"19,617.35"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/09/2023,"19,240.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Westbury School,27/09/2023,"18,732.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,W and P Building Contractors Ltd,15/09/2023,"18,400.20"
Prosperity & Investment,BiT,Premises-Related Expenditure,Gas,West Mercia Energy (WME),20/09/2023,"18,077.70"
Prosperity & Investment,BiT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,04/09/2023,"17,748.36"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2023,"17,171.98"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Aspris Telford School,22/09/2023,"17,098.33"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Charlton Academy,19/09/2023,"16,875.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"16,366.40"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bredon School Ltd,15/09/2023,"15,750.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,St David큦 College,22/09/2023,"15,596.40"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,21/09/2023,"15,449.70"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,SWG Construction,26/09/2023,"15,411.36"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Education & Care Ltd,15/09/2023,"15,341.87"
Prosperity & Investment,Regeneration & Investment,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE LIMITED,19/09/2023,"14,681.67"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bettws Lifehouse Ltd,27/09/2023,"14,666.67"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bredon School Ltd,15/09/2023,"14,425.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),Getech Ltd,25/09/2023,"14,340.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Payments to Contractor,B Hub Limited,05/09/2023,"14,333.33"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2023,"13,638.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Mobile Phones,EE LTD AIRTIME ,12/09/2023,"13,588.58"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"13,496.66"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,P LTD,11/09/2023,"13,339.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Compensation,B J LLP,05/09/2023,"13,272.60"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Haberdashers Adams,22/09/2023,"13,197.65"
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Supplies & Services,Other Services,Shropshire Youth Association,13/09/2023,"13,014.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Pavegen Systems Ltd,07/09/2023,"12,892.86"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Badnell Heating Services Ltd,26/09/2023,"12,500.00"
Health & Wellbeing,Consultant in Public Health,Premises-Related Expenditure,Other,SHREWSBURY & TELFORD HOSPITAL NHS TRUST,21/09/2023,"12,443.58"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,NOVA TRAINING LTD,15/09/2023,"12,436.30"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Payments to Contractor,B Hub Limited,21/09/2023,"12,166.67"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,W and P Building Contractors Ltd,15/09/2023,"12,072.87"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,Ideal Access Ltd,26/09/2023,"11,937.00"
Prosperity & Investment,BiT,Capital Expenditure,Computer Software,CCS MEDIA LIMITED,04/09/2023,"11,902.52"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,11/09/2023,"11,698.56"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,26/09/2023,"11,491.69"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Ercall Wood Academy,22/09/2023,"11,233.79"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Wrekin View Primary School,22/09/2023,"11,154.58"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,25/09/2023,"10,880.16"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Midlands Partnership NHS Foundation Trust,05/09/2023,"10,682.00"
Adult Social Care,"Commissioning, Procurement & Brokerage",Supplies & Services,Other Grants (Expenses),TACT,19/09/2023,"10,450.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,12/09/2023,"10,395.67"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,06/09/2023,"10,395.67"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,Liftsafe LTD,12/09/2023,"10,100.00"
Prosperity & Investment,Regeneration & Investment,Third Party Payments,Contractor Recharge,Liftsafe LTD,12/09/2023,"10,100.00"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,Pumpforce Ltd,13/09/2023,"10,080.74"
Education & Skills,SEND (0-25),Third Party Payments,Health Funded Services,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,22/09/2023,"10,024.50"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bettws Lifehouse Ltd,15/09/2023,"10,000.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bettws Lifehouse Ltd,27/09/2023,"10,000.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,External Professional Fees,XAIS Asset Management Ltd,05/09/2023,"10,000.00"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,12/09/2023,"9,643.70"
Finance & Human Resources,Revenues,Supplies & Services,Consultancy,Inform CPI Ltd,01/09/2023,"9,500.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"9,264.95"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Mobile Phones,CCS MEDIA LIMITED,22/09/2023,"8,928.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC ,21/09/2023,"8,757.60"
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Computer Software (Maint),LIQUIDLOGIC LIMITED,14/09/2023,"8,712.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,Signis Limited,08/09/2023,"8,600.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Payments to Contractor,B Hub Limited,05/09/2023,"8,491.50"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,19/09/2023,"8,423.25"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Lawley Village Academy,22/09/2023,"8,358.80"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,National Grid Electricity Distribution plc,27/09/2023,"8,339.64"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,R G S LTD,27/09/2023,"8,220.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"8,171.39"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Artistes Fees,Stage and Studios Services Limited,12/09/2023,"7,930.00"
Prosperity & Investment,BiT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,04/09/2023,"7,910.76"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bettws Lifehouse Ltd,15/09/2023,"7,833.33"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bettws Lifehouse Ltd,22/09/2023,"7,833.33"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),AFC Telford United Foundation CIC,11/09/2023,"7,630.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bettws Lifehouse Ltd,27/09/2023,"7,500.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Bettws Lifehouse Ltd,27/09/2023,"7,500.00"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),Shropshire Youth Association,19/09/2023,"7,500.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Redhill Primary Academy,22/09/2023,"7,400.13"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,St Peter큦 Bratton C of E Academy,22/09/2023,"7,314.66"
Prosperity & Investment,BiT,Premises-Related Expenditure,Gas,West Mercia Energy (WME),20/09/2023,"7,060.43"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,21/09/2023,"7,055.95"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,CCS MEDIA LIMITED,01/09/2023,"7,030.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Dawley C of E Primary Academy,27/09/2023,"7,020.62"
Education & Skills,Skills,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,11/09/2023,"6,995.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,MADELEY ACADEMY TRUST LTD,27/09/2023,"6,930.22"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"6,886.30"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Amey OW Ltd,07/09/2023,"6,840.58"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Crudgington Primary School,22/09/2023,"6,696.36"
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,26/09/2023,"6,691.30"
Policy & Governance,Governance & Legal Services,Supplies & Services,Miscellaneous Insurance,Alphatec Software Limited,06/09/2023,"6,689.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/09/2023,"6,529.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/09/2023,"6,473.80"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,External Professional Fees,XAIS Asset Management Ltd,01/09/2023,"6,400.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Telford Park School,22/09/2023,"6,368.07"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Consultancy,W Aspen,19/09/2023,"6,358.40"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,20/09/2023,"6,327.25"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,25/09/2023,"6,301.66"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,12/09/2023,"6,293.65"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Supplies & Services,Consultancy,W Aspen,05/09/2023,"6,284.16"
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Security Services,Security Wise Ltd,11/09/2023,"6,210.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,26/09/2023,"6,120.75"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,19/09/2023,"5,856.95"
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Security Services,Security Wise Ltd,11/09/2023,"5,760.00"
Prosperity & Investment,Regeneration & Investment,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE LIMITED,19/09/2023,"5,668.87"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Kajima Partnerships Ltd,14/09/2023,"5,665.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,13/09/2023,"5,588.00"
Adult Social Care,Community Social Work (Principal Social Worker),Transport-Related Expenditure,Transport,More Than Care Telford,20/09/2023,"5,547.65"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Payment Of Income Collected,Telford Tigers Limited,18/09/2023,"5,538.72"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Cubic FM Ltd,26/09/2023,"5,530.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Grange Park Primary School - Community Academies Trust,22/09/2023,"5,526.14"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Artistes Fees,T W Testimonials,05/09/2023,"5,516.70"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Charlton Academy,27/09/2023,"5,479.29"
Health & Wellbeing,Health Improvement,Supplies & Services,Plastics,PROQUEST INFORMATION AND LEARNING LTD,05/09/2023,"5,457.34"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"5,414.74"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Pumpforce Ltd,13/09/2023,"5,408.00"
Adult Social Care,"Commissioning, Procurement & Brokerage",Third Party Payments,Interpreters Fees,EXPRESS INTERPRETING & TRANSLATION,19/09/2023,"5,317.66"
Education & Skills,Pupil Support Services,Supplies & Services,Instructors Fees,Entrust Support Services Ltd,04/09/2023,"5,280.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),Doro Care Uk,07/09/2023,"5,217.17"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,H W Limited,15/09/2023,"5,200.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,25/09/2023,"5,195.73"
Education & Skills,Pupil Support Services,Third Party Payments,Misc. Education Payments to T&W Schools (incl Academies),Kickstart Academy,25/09/2023,"5,164.93"
Prosperity & Investment,BiT,Premises-Related Expenditure,Gas,West Mercia Energy (WME),20/09/2023,"5,110.33"
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Other Grants (Expenses),European Innovation Limited,20/09/2023,"5,096.00"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/09/2023,"5,065.00"
Education & Skills,Pupil Support Services,Third Party Payments,Misc. Education Payments to T&W Schools (incl Academies),Kickstart Academy,25/09/2023,"5,040.29"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,Security Wise Ltd,21/09/2023,"5,036.00"
Education & Skills,SEND (0-25),Third Party Payments,Health Funded Services,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,27/09/2023,"5,012.25"
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Capital Expenditure,Payments to Contractor,Mid West Planning Ltd,01/09/2023,"5,000.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"4,961.65"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,14/09/2023,"4,880.64"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,CCS MEDIA LIMITED,06/09/2023,"4,875.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Payment Of Income Collected,Telford Tigers Limited,26/09/2023,"4,814.88"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Windmill Primary School Academy,22/09/2023,"4,805.31"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,M M LIMITED,21/09/2023,"4,775.00"
Education & Skills,Skills,Supplies & Services,Advertising,Bauer Radio Ltd,11/09/2023,"4,747.04"
Prosperity & Investment,BiT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,18/09/2023,"4,728.71"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Equipment - Hire,TELFORD TOILET HIRE,28/09/2023,"4,726.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/09/2023,"4,685.00"
Education & Skills,Pupil Support Services,Supplies & Services,Instructors Fees,Entrust Support Services Ltd,04/09/2023,"4,608.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,WB Building Services Limited,26/09/2023,"4,557.91"
