Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,26/09/2023,"1,248.00"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,21/09/2023,"1,247.63"
"Housing, Employment & Infrastructure","Housing, Employment & Infrastructure",Employees,Agency Supply Costs,The Oyster Partnership Ltd,15/09/2023,"1,244.56"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"1,244.05"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,27/09/2023,"1,240.00"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,Stonehouse Recruitment Group Limited,21/09/2023,"1,224.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,Trade Refuse,FCC Recycling Ltd ,04/09/2023,"1,220.96"
Prosperity & Investment,BiT,Premises-Related Expenditure,Trade Refuse,FCC Recycling Ltd ,06/09/2023,"1,220.96"
Prosperity & Investment,BiT,Premises-Related Expenditure,Trade Refuse,FCC Recycling Ltd ,06/09/2023,"1,220.96"
Prosperity & Investment,BiT,Premises-Related Expenditure,Trade Refuse,FCC Recycling Ltd ,06/09/2023,"1,220.96"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS,05/09/2023,"1,216.98"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"1,213.75"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2023,"1,205.07"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Fees,Austin Mix Ltd,20/09/2023,"1,205.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Travis Baker Geo-Environmental Limited,29/09/2023,"1,200.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,WB Building Services Limited,26/09/2023,"1,191.34"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,21/09/2023,"1,188.85"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Equipment - Hire,Midlands Events Ltd,14/09/2023,"1,186.40"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,19/09/2023,"1,180.00"
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Supplies & Services,Play development,Midland Playscape,29/09/2023,"1,178.56"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,27/09/2023,"1,173.53"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/09/2023,"1,170.87"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,R G S LTD,13/09/2023,"1,170.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,H Childcare Ltd,27/09/2023,"1,168.94"
Prosperity & Investment,BiT,Premises-Related Expenditure,Hygiene Services,PHS GROUP,15/09/2023,"1,165.85"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Stationery,PREMIER ROLLS LTD,12/09/2023,"1,162.80"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"1,160.63"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Security Wise Ltd,26/09/2023,"1,159.20"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,15/09/2023,"1,158.10"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,M M LIMITED,21/09/2023,"1,150.00"
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Supplies & Services,Other Services,HILBRAE PETS HOTEL,12/09/2023,"1,143.90"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Cubic FM Ltd,26/09/2023,"1,140.00"
Health & Wellbeing,Health Improvement,Supplies & Services,Public Participation,HOLLINSWOOD & RANDLAY PARISH COUNCIL,21/09/2023,"1,140.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/09/2023,"1,138.68"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,25/09/2023,"1,138.67"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Vertical Positioning Group,21/09/2023,"1,136.84"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,21/09/2023,"1,130.67"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,28/09/2023,"1,121.67"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,04/09/2023,"1,113.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,The Telford Langley School ,27/09/2023,"1,107.66"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,Stonehouse Recruitment Group Limited,21/09/2023,"1,104.00"
Education & Skills,SEND (0-25),Supplies & Services,Other Services,E B LTD,15/09/2023,"1,100.00"
Neighbourhood & Enforcement Services,Public Protection,Employees,Cont Prof Development,INSTITUTE OF LICENSING LTD ,01/09/2023,"1,100.00"
Education & Skills,SEND (0-25),Supplies & Services,Other Services,Permanent Futures Ltd,15/09/2023,"1,100.00"
Education & Skills,SEND (0-25),Supplies & Services,Other Services,Permanent Futures Ltd,15/09/2023,"1,100.00"
Education & Skills,SEND (0-25),Supplies & Services,Other Services,Permanent Futures Ltd,15/09/2023,"1,100.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Jiraffe,20/09/2023,"1,099.00"
"Communities, Customer & Commercial Services",ICT,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES Ltd,05/09/2023,"1,098.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES Ltd,04/09/2023,"1,098.00"
Finance & Human Resources,Finance Manager (Corporate & Capital),Supplies & Services,Subscriptions,FL MEMO LTD,26/09/2023,"1,094.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,11/09/2023,"1,090.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,SKI SLOPE SERVICES LTD,26/09/2023,"1,080.52"
Education & Skills,SEND (0-25),Transport-Related Expenditure,Taxi Costs,Elite Telford Limited,22/09/2023,"1,080.00"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2023,"1,080.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Supplies & Services,Other Services,GROUND INVESTIGATION & PILING LTD,19/09/2023,"1,073.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,WB Building Services Limited,26/09/2023,"1,062.90"
Education & Skills,SEND (0-25),Supplies & Services,Health & Safety Expenses,G & S S LTD,15/09/2023,"1,058.40"
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"1,056.13"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,Stonehouse Recruitment Group Limited,21/09/2023,"1,056.00"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,Stonehouse Recruitment Group Limited,21/09/2023,"1,056.00"
Prosperity & Investment,Development Management,Employees,Agency Supply Costs,Stonehouse Recruitment Group Limited,21/09/2023,"1,056.00"
"Housing, Employment & Infrastructure",Private Sector Housing & Enforcement,Employees,Agency Supply Costs,G2 Recruitment Solutions,26/09/2023,"1,054.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"1,045.91"
"Housing, Employment & Infrastructure",Private Sector Housing & Enforcement,Employees,Agency Supply Costs,G2 Recruitment Solutions,26/09/2023,"1,045.50"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Licences,L M Fitness UK Ltd,25/09/2023,"1,045.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Licences,L M Fitness UK Ltd,22/09/2023,"1,045.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Other Materials,Security Wise Ltd,20/09/2023,"1,044.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,WB Building Services Limited,04/09/2023,"1,040.76"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,22/09/2023,"1,040.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,27/09/2023,"1,040.00"
Education & Skills,SEND (0-25),Transport-Related Expenditure,Taxi Costs,Telford Taxi Hire Limited,15/09/2023,"1,040.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M - Mechanical,Culligan LTD,13/09/2023,"1,038.87"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Sub Contractors,MSM Hire Ltd,21/09/2023,"1,038.52"
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,19/09/2023,"1,030.40"
"Housing, Employment & Infrastructure",Private Sector Housing & Enforcement,Employees,Agency Supply Costs,G2 Recruitment Solutions,26/09/2023,"1,020.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2023,"1,020.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/09/2023,"1,020.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Premises-Related Expenditure,Street Lights Planned Maintenance,National Grid Electricity Distributionplc,28/09/2023,"1,018.99"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Employees,Agency Supply Costs,E B LTD,05/09/2023,"1,012.50"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Employees,Agency Supply Costs,E B LTD,05/09/2023,"1,012.50"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,15/09/2023,"1,012.50"
Children큦 Safeguarding & Family Support,Safeguarding Advisory,Supplies & Services,Subscriptions,Sandwell Childrens Trust,05/09/2023,"1,008.48"
"Housing, Employment & Infrastructure","Housing, Employment & Infrastructure",Employees,Agency Supply Costs,The Oyster Partnership Ltd,15/09/2023,"1,008.00"
"Communities, Customer & Commercial Services",Community Services,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,"1,006.55"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Software,CIVICA UK LIMITED ,14/09/2023,"1,000.00"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Form F Assessments,ES-PBS Services,20/09/2023,"1,000.00"
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Consultancy,Business Doctors,13/09/2023,"1,000.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,12/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,Telford and Wrekin Interfaith Council,21/09/2023,"1,000.00"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Employees,Agency Supply Costs,E B LTD,05/09/2023,999.00
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Employees,Agency Supply Costs,E B LTD,05/09/2023,999.00
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Employees,Agency Supply Costs,E B LTD,05/09/2023,992.25
Prosperity & Investment,BiT,Supplies & Services,Fees,WELLINGTON INSULATION CO. LTD,21/09/2023,992.00
Finance & Human Resources,Finance Manager (Corporate & Capital),Supplies & Services,Computer Hardware (Maint),CIVICA UK LIMITED ,01/09/2023,990.00
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Permit Production - Blue Badge,APS Group,04/09/2023,987.30
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Artistes Fees,The Bolthole Studio Ltd,04/09/2023,986.00
Prosperity & Investment,BiT,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,21/09/2023,977.05
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,SGS United Kingdom Limited,21/09/2023,975.00
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Charges Paid,THE WREKIN HOUSING TRUST ,04/09/2023,974.23
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Employees,Agency Supply Costs,Telford and Wrekin Community Enterprise LTD,22/09/2023,971.25
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus Limited,12/09/2023,962.40
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,14/09/2023,959.50
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS,05/09/2023,954.04
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,ATKINS LIMITED,18/09/2023,952.00
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Comp Software (Purch / Hire),NEC Software Solutions UK Ltd,25/09/2023,950.00
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Payments to Contractor,Orange Cyberdefense UK Limited,21/09/2023,950.00
Prosperity & Investment,BiT,Premises-Related Expenditure,Gas,West Mercia Energy (WME),20/09/2023,948.21
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Protective Clothing,MYWORKWEAR,28/09/2023,946.08
Prosperity & Investment,BiT,Premises-Related Expenditure,Trade Refuse,FCC Recycling Ltd ,11/09/2023,935.48
Prosperity & Investment,BiT,Premises-Related Expenditure,Hygiene Services,PHS GROUP,15/09/2023,934.20
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Lawley Village Academy,27/09/2023,933.28
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,08/09/2023,927.89
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,Blue Print Direct Mail,26/09/2023,926.26
Finance & Human Resources,Revenues,Supplies & Services,Postages,ROYAL MAIL GROUP PLC,22/09/2023,918.96
Prosperity & Investment,BiT,Premises-Related Expenditure,Trade Refuse,FCC Recycling Ltd ,06/09/2023,915.72
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,E Solutions Ltd,26/09/2023,910.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Sub Contractors,JCE & SONS LTD,19/09/2023,910.00
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,Security Wise Ltd,13/09/2023,904.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,T FOOD SERVICE LTD,13/09/2023,900.10
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Getech Ltd,25/09/2023,900.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,892.81
Prosperity & Investment,BiT,Premises-Related Expenditure,Hygiene Services,PHS GROUP,13/09/2023,890.79
Policy & Governance,Governance & Legal Services,Employees,Agency Supply Costs,S Partnership,21/09/2023,888.60
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,ARJO UK LTD,26/09/2023,884.97
Neighbourhood & Enforcement Services,Enforcement,Third Party Payments,External Contractor큦 - Machines,METRIC GROUP LTD,25/09/2023,884.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,21/09/2023,881.30
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,BUSINESS WATCH GUARDING LIMITED,04/09/2023,877.92
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,COOL SERVICES LTD,27/09/2023,876.00
Policy & Governance,Organisational Development & Delivery,Employees,Staff Training,EDGE TRAINING & CONSULTANCY LTD,27/09/2023,875.00
Education & Skills,SEND (0-25),Supplies & Services,Materials,GL Assessments,22/09/2023,862.50
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,04/09/2023,861.35
Adult Social Care,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION,19/09/2023,856.80
Prosperity & Investment,BiT,Premises-Related Expenditure,Trade Refuse,FCC Recycling Ltd ,06/09/2023,850.98
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,28/09/2023,850.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,05/09/2023,850.00
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,R Maintenance Services Ltd,26/09/2023,850.00
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,Wrekin Moving & Storage,15/09/2023,850.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,27/09/2023,849.10
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/09/2023,846.72
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/09/2023,846.72
Adult Social Care,My Options,Supplies & Services,Equipment - Purchase,SPACEKRAFT LTD,26/09/2023,845.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,WB Building Services Limited,26/09/2023,843.67
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,04/09/2023,835.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,CALTEL CATERING & LAUNDRY EQUIPMENT LLP,25/09/2023,830.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,O HEALTHCARE LTD,11/09/2023,825.58
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Sub Contractors,Midland Playscape,26/09/2023,825.32
"Communities, Customer & Commercial Services",Sport & Leisure,Employees,Staff Training,TWR training linited,29/09/2023,825.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,EEC Whole Milk,J DAIRIES,26/09/2023,821.08
Policy & Governance,Governance & Legal Services,Supplies & Services,Postages,ROYAL MAIL GROUP PLC,05/09/2023,817.74
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,20/09/2023,810.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,T Nursing Services,01/09/2023,808.36
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,T Nursing Services,01/09/2023,808.36
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,AUDIENCE SYSTEMS LTD,18/09/2023,807.74
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,18/09/2023,802.88
Education & Skills,Skills,Supplies & Services,Advertising,Bauer Radio Ltd,11/09/2023,800.00
Finance & Human Resources,Revenues,Supplies & Services,Franking Machine Service,FRANCOTYP-POSTALIA LTD,18/09/2023,800.00
Prosperity & Investment,Regeneration & Investment,Third Party Payments,Contractor Recharge,Ocmis Ltd,25/09/2023,800.00
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Smart Video & Sensing Ltd,14/09/2023,800.00
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Smart Video & Sensing Ltd,14/09/2023,800.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford Taxi Hire Limited,04/09/2023,800.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,P C Ltd,19/09/2023,794.17
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Supplies & Services,Stationery,SIGNS EXPRESS ,11/09/2023,793.20
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Bus Pass Production,Euclid Limited,07/09/2023,790.92
Education & Skills,Pupil Support Services,Third Party Payments,Misc. Education Payments to T&W Schools (incl Academies),Kickstart Academy,25/09/2023,789.71
Education & Skills,Pupil Support Services,Third Party Payments,Misc. Education Payments to T&W Schools (incl Academies),Kickstart Academy,25/09/2023,789.71
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Tough Furniture Ltd,21/09/2023,788.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Tettenhall College,22/09/2023,787.50
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,22/09/2023,780.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,22/09/2023,780.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,22/09/2023,780.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,22/09/2023,780.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/09/2023,779.19
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/09/2023,779.19
Finance & Human Resources,Revenues,Supplies & Services,Consultancy,G K Ltd,12/09/2023,779.00
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,COOL SERVICES LTD,26/09/2023,776.24
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Belvidere Lifts Ltd,21/09/2023,775.00
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Payments to Contractor,Orange Cyberdefense UK Limited,21/09/2023,770.00
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Payments to Contractor,Orange Cyberdefense UK Limited,21/09/2023,770.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,WREKIN DRAIN SERVICES LTD,21/09/2023,770.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,767.98
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,L Partnerships Limited,19/09/2023,764.22
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,14/09/2023,760.16
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,18/09/2023,756.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,ULTRAVALVE LIMITED,20/09/2023,755.00
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/09/2023,752.03
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,My Improvement Network,26/09/2023,750.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,08/09/2023,749.02
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,21/09/2023,746.39
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,26/09/2023,746.00
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/09/2023,745.80
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,26/09/2023,742.67
Prosperity & Investment,BiT,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/09/2023,740.89
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,14/09/2023,740.54
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,08/09/2023,739.29
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,22/09/2023,735.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,HRP Education,22/09/2023,735.00
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,05/09/2023,731.28
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,20/09/2023,731.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,EEC Whole Milk,J DAIRIES,13/09/2023,730.57
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,06/09/2023,730.00
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,TAYLORS MECHANICAL H & P SERVICES LTD,13/09/2023,726.64
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Equipment - Purchase,JCE & SONS LTD,19/09/2023,726.49
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Premises-Related Expenditure,Leasehold Rents,GPS Property Shropshire LLP,15/09/2023,725.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,ARJO UK LTD,06/09/2023,723.11
