Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,27/10/2023,500.00
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,24X7 Ltd,24/10/2023,193.70
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,24X7 Ltd,24/10/2023,193.70
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Transport-Related Expenditure,Taxi Costs,24X7 Ltd,26/10/2023,826.56
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,24X7 Ltd,12/10/2023,656.18
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,24X7 Ltd,12/10/2023,"1,807.04"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,24X7 Ltd,12/10/2023,"2,187.90"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,24X7 Ltd,12/10/2023,468.70
Education & Skills,SEND (0-25),Transport-Related Expenditure,Taxi Costs,24X7 Ltd,19/10/2023,"1,340.40"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Legal Expenses,39 Essex Chambers,20/10/2023,500.00
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Adult Flexi / Day Care,4 All Foundation,04/10/2023,"1,500.00"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Service Contracts,A Better Tomorrow C.I.C.,14/10/2023,"17,250.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,A.R.M. Surveys Ltd,11/10/2023,"4,750.00"
Neighbourhood & Enforcement Services,Waste & Neighbourhood Services,Supplies & Services,Other Services,A.R.M. Surveys Ltd,09/10/2023,293.25
Neighbourhood & Enforcement Services,Waste & Neighbourhood Services,Supplies & Services,Other Services,A.R.M. Surveys Ltd,19/10/2023,"1,350.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,A.R.M. Surveys Ltd,31/10/2023,204.00
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Crockery/Hardware/Light Equip,A1 BARSTUFF LTD,31/10/2023,159.96
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,09/10/2023,220.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,24/10/2023,170.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,24/10/2023,300.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,"1,425.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,18/10/2023,120.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,18/10/2023,375.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,160.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,09/10/2023,220.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,18/10/2023,490.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,18/10/2023,200.00
Prosperity & Investment,BiT,Supplies & Services,Fees,A1 Glass & Glazing Limited,18/10/2023,170.00
Prosperity & Investment,BiT,Supplies & Services,Fees,A1 Glass & Glazing Limited,20/10/2023,"1,400.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,110.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,200.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,200.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,240.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,120.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,200.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,110.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,140.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,240.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/10/2023,360.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,A1 Glass & Glazing Limited,27/10/2023,775.00
Finance & Human Resources,"Finance Manager (Business, Education & Care)",Employees,Professional Subs,AAT,18/10/2023,184.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,300.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,335.27
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,491.27
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,156.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,312.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,377.27
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,828.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,312.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,A Rapid Diagnostics Limited,11/10/2023,414.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,ABC DAY NURSERY HOLLINSWOOD ,16/10/2023,"2,659.23"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Employees,Other Employee Costs,Ability Smart Ltd,06/10/2023,"3,919.99"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,ABRAHAM DARBY ACADEMY ,06/10/2023,"53,502.86"
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,05/10/2023,150.00
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,05/10/2023,494.40
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Comp Software (Purch / Hire),Access UK Ltd,30/10/2023,"17,474.75"
Policy & Governance,Governance & Legal Services,Premises-Related Expenditure,Hire Of Rooms,Ace Education Advice & Training,04/10/2023,390.00
Policy & Governance,Governance & Legal Services,Supplies & Services,Other Services,Ace Education Advice & Training,03/10/2023,195.00
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Consultancy,Acer Marketing Communications Limited,18/10/2023,625.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Care & Education Ltd,30/10/2023,"24,913.34"
Education & Skills,SEND (0-25),Supplies & Services,Health & Safety Expenses,Activate for Kids Ltd,24/10/2023,"5,253.38"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Section 17 Childrens Act,AD Clearances Ltd,12/10/2023,240.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Adexsi UK Ltd,03/10/2023,355.90
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Adexsi UK Ltd,03/10/2023,355.90
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Adexsi UK Ltd,03/10/2023,355.90
"Communities, Customer & Commercial Services",ICT,Premises-Related Expenditure,Hire Of Rooms,Admaston House Community Centre Trust,24/10/2023,144.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,13/10/2023,300.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,24/10/2023,350.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,03/10/2023,900.00
Policy & Governance,Governance & Legal Services,Premises-Related Expenditure,Hire Of Rooms,AFC Telford Holdings Limited,19/10/2023,350.00
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),AFC Telford United Foundation CIC,17/10/2023,"1,149.00"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),AFC Telford United Foundation CIC,17/10/2023,"2,543.33"
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M WC Planned,Agrovista UK LTD,04/10/2023,"2,189.65"
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M WC Planned,Agrovista UK LTD,04/10/2023,944.30
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M WC Planned,Agrovista UK LTD,18/10/2023,"4,875.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,Airband Community Internet,16/10/2023,300.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,Airband Community Internet,24/10/2023,300.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,Airband Community Internet,24/10/2023,300.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,Airband Community Internet,24/10/2023,120.00
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Consultancy,Airey Consultancy Services Ltd.,17/10/2023,650.00
Neighbourhood & Enforcement Services,Waste & Neighbourhood Services,Premises-Related Expenditure,Grounds Maintenance - Other,AJB CONTRACTING LTD,13/10/2023,"28,750.00"
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,19/10/2023,750.00
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,24/10/2023,"1,750.00"
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,24/10/2023,"3,550.00"
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,24/10/2023,"12,657.00"
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,24/10/2023,"1,590.00"
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Other Services,Alcium Software Ltd,13/10/2023,250.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Alert-it Care Alarms,23/10/2023,255.78
Adult Social Care,My Options,Premises-Related Expenditure,Hire Of Rooms,All Saints Wellington,31/10/2023,300.00
Adult Social Care,My Options,Premises-Related Expenditure,Hire Of Rooms,All Saints Wellington,31/10/2023,420.00
Education & Skills,Consultancy & Advisory Services,Third Party Payments,3 & 4 Year Old Funding,Allscott Meads Primary School & Nursery,12/10/2023,"4,998.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,10/10/2023,"8,449.43"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,24/10/2023,"7,711.31"
Policy & Governance,Governance & Legal Services,Supplies & Services,Miscellaneous Insurance,Alphatec Software Limited,17/10/2023,"-6,890.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Supplies & Services,Consultancy,Amey OW Ltd,18/10/2023,"7,212.13"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Amey OW Ltd,19/10/2023,"13,340.15"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Amey OW Ltd,18/10/2023,"2,501.58"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Amey OW Ltd,18/10/2023,"1,075.04"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Amey OW Ltd,18/10/2023,"1,862.84"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,External Professional Fees,Amey OW Ltd,18/10/2023,"3,454.34"
Neighbourhood & Enforcement Services,Waste & Neighbourhood Services,Premises-Related Expenditure,Grounds Maintenance - Other,Amey OW Ltd,18/10/2023,805.97
Prosperity & Investment,BiT,Premises-Related Expenditure,Solid Fuel,AMP CLEAN ENERGY,16/10/2023,"2,044.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,A D & CO,31/10/2023,"1,200.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,20/10/2023,935.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,20/10/2023,985.00
Policy & Governance,Governance & Legal Services,Supplies & Services,Legal Expenses,A C Solicitors LLP,16/10/2023,"1,255.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Apley Village Day Nursery,16/10/2023,"1,753.41"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Permit Production - Blue Badge,APS Group,13/10/2023,"1,087.94"
"Communities, Customer & Commercial Services",Sport & Leisure,Employees,Staff Training,APSE ,26/10/2023,184.00
"Communities, Customer & Commercial Services",Sport & Leisure,Employees,Staff Training,APSE ,26/10/2023,184.00
Neighbourhood & Enforcement Services,Neighbourhood & Environmental Services,Supplies & Services,Other Services,APSE ,26/10/2023,700.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Aqueduct Little Learners,16/10/2023,"2,854.78"
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Equipment - Hire,ARJO UK LTD,24/10/2023,690.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Hire,ARJO UK LTD,06/10/2023,620.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Hire,ARJO UK LTD,06/10/2023,620.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Hire,ARJO UK LTD,06/10/2023,600.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,ARJO UK LTD,12/10/2023,352.00
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,ARJO UK LTD,03/10/2023,600.00
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,ARJO UK LTD,03/10/2023,"3,218.88"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD ,13/10/2023,"2,270.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS LTD ,20/10/2023,"125,955.49"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,19/10/2023,"9,313.26"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,19/10/2023,"2,792.39"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,19/10/2023,"2,498.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,19/10/2023,"6,526.78"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,19/10/2023,"36,898.42"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,19/10/2023,"4,923.10"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,19/10/2023,"2,429.74"
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Premises-Related Expenditure,Insurance Premises,A J. G INSURANCE BROKERS LTD,16/10/2023,"1,153.86"
Policy & Governance,Governance & Legal Services,Supplies & Services,Miscellaneous Insurance,A J. G INSURANCE BROKERS LTD,31/10/2023,"4,750.00"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Artistes Fees,ARTISTES INTERNATIONAL MANAGEMENT,17/10/2023,"10,303.94"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Blue Badge Assessments,Ascenti,13/10/2023,390.00
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Blue Badge Assessments,Ascenti,13/10/2023,252.00
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,09/10/2023,166.94
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,14/10/2023,133.31
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,14/10/2023,113.89
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,14/10/2023,205.60
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,14/10/2023,150.97
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,31/10/2023,112.09
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,31/10/2023,117.34
Health & Wellbeing,Health Improvement,Supplies & Services,Libraries Book Fund,A & H Library Services Ltd,27/10/2023,270.50
Policy & Governance,Governance & Legal Services,Employees,Course Fees,ASSOCIATION OF ELECTORAL ADMINISTRATORS,06/10/2023,742.50
Policy & Governance,Governance & Legal Services,Employees,Professional Subs,ASSOCIATION OF ELECTORAL ADMINISTRATORS,20/10/2023,285.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Outside Hire,A-STAR TRANSPORT MIDLANDS LTD,24/10/2023,720.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Astor Bannerman Ltd,13/10/2023,"1,054.00"
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Security Services,ATKINS LIMITED,23/10/2023,"2,540.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,ATKINS LIMITED,19/10/2023,"12,599.38"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Fees,Austin Mix Ltd,12/10/2023,315.00
Prosperity & Investment,Regeneration & Investment,Supplies & Services,Advertising,Austin Mix Ltd,10/10/2023,120.00
Policy & Governance,Governance & Legal Services,Supplies & Services,Miscellaneous Insurance,AVIVA LIFE & PENSIONS LIMITED,19/10/2023,"2,827.14"
Health & Wellbeing,Health Improvement,Supplies & Services,Computer Software (Maint),AXIELL LTD,23/10/2023,"5,220.87"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Concessionary Travel,B P B TRAVEL LTD,19/10/2023,629.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,B P B TRAVEL LTD,19/10/2023,"14,895.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,B P B TRAVEL LTD,19/10/2023,"11,008.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,B P B TRAVEL LTD,19/10/2023,"9,873.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,B P B TRAVEL LTD,19/10/2023,"9,927.00"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Furniture - Purchase,BACK CARE SOLUTIONS LTD,02/10/2023,"1,992.00"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Furniture - Purchase,BACK CARE SOLUTIONS LTD,02/10/2023,"1,927.00"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Baffin Technology Systems Limited,24/10/2023,"2,670.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Third Party Payments,Highways Contract - BBLP,Balfour Beatty Civils Limited,20/10/2023,"1,067,022.41"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Concessionary Travel,Banga Travel,03/10/2023,"2,212.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Concessionary Travel,Banga Travel,19/10/2023,"1,991.00"
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Premises-Related Expenditure,General Rents,Barratt West Midlands,02/10/2023,700.00
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Premises-Related Expenditure,General Rents,Barratt West Midlands,30/10/2023,700.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Advertising,Bauer Radio Ltd,16/10/2023,960.31
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Advertising,Bauer Radio Ltd,16/10/2023,938.37
Education & Skills,Skills,Supplies & Services,Advertising,Bauer Radio Ltd,10/10/2023,"1,269.72"
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,BELMONT COMMUNITY HALL,20/10/2023,"1,000.00"
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,BELMONT COMMUNITY HALL,20/10/2023,500.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Belvidere Lifts Ltd,25/10/2023,150.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Belvidere Lifts Ltd,20/10/2023,"1,550.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Belvidere Lifts Ltd,03/10/2023,443.60
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Belvidere Lifts Ltd,09/10/2023,160.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Belvidere Lifts Ltd,09/10/2023,150.00
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Security Services,BemroseBooth Paragon,05/10/2023,"1,849.92"
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,B CARE EQUIPMENT LTD,24/10/2023,117.34
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,B CARE EQUIPMENT LTD,05/10/2023,203.30
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,B CARE EQUIPMENT LTD,31/10/2023,191.97
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,B CARE EQUIPMENT LTD,04/10/2023,662.00
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/10/2023,110.12
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/10/2023,591.00
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/10/2023,278.33
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/10/2023,215.27
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,06/10/2023,110.84
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,06/10/2023,334.35
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,06/10/2023,124.25
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/10/2023,262.17
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/10/2023,639.07
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,06/10/2023,339.67
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,06/10/2023,260.24
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/10/2023,205.83
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/10/2023,199.03
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/10/2023,104.10
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/10/2023,180.06
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/10/2023,575.24
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,11/10/2023,150.75
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/10/2023,113.57
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/10/2023,197.64
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,25/10/2023,102.78
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,25/10/2023,356.26
