Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Mobile Phones,CCS MEDIA LIMITED,30/10/2023,"8,928.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,03/10/2023,739.05
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,20/10/2023,131.25
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,30/10/2023,461.25
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,10/10/2023,624.83
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),CCS MEDIA LIMITED,10/10/2023,440.09
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,03/10/2023,"6,202.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,02/10/2023,"1,100.00"
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,02/10/2023,740.00
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,04/10/2023,"11,518.00"
Prosperity & Investment,BiT,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,03/10/2023,"44,431.56"
Prosperity & Investment,BiT,Capital Expenditure,Computer Software,CCS MEDIA LIMITED,03/10/2023,"2,705.92"
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Other Grants (Expenses),CEIA,04/10/2023,"2,484.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Celsius Design Limited,05/10/2023,498.00
"Communities, Customer & Commercial Services",Sport & Leisure,Transport-Related Expenditure,Servicing & Repairs V&P,CENTRAL CROPSPRAYER SERVICES,12/10/2023,129.58
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Central Health Solutions Ltd,18/10/2023,"1,250.00"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Central Health Solutions Ltd,18/10/2023,"2,365.00"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Central Health Solutions Ltd,18/10/2023,"1,912.85"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,CENTRAL PARK NURSERY,16/10/2023,584.47
Education & Skills,Skills,Supplies & Services,Equipment - Purchase,CGP Books,20/10/2023,239.25
Education & Skills,Skills,Supplies & Services,Equipment - Purchase,CGP Books,20/10/2023,261.00
Education & Skills,Skills,Supplies & Services,Equipment - Purchase,CGP Books,20/10/2023,130.50
Education & Skills,Skills,Supplies & Services,Equipment - Purchase,CGP Books,20/10/2023,326.25
Education & Skills,Skills,Supplies & Services,Equipment - Purchase,CGP Books,20/10/2023,130.50
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Chalkline Education & Support Ltd,16/10/2023,500.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Chalkline Education & Support Ltd,16/10/2023,500.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Chalkline Education & Support Ltd,16/10/2023,500.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Chalkline Education & Support Ltd,19/10/2023,500.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Chalkline Education & Support Ltd,19/10/2023,500.00
"Communities, Customer & Commercial Services",ICT,Premises-Related Expenditure,R&M -Building Other,Charlton Academy,03/10/2023,"12,489.88"
Education & Skills,Pupil Support Services,Third Party Payments,Misc. Education Payments to T&W Schools (incl Academies),Charlton Academy,12/10/2023,"3,162.57"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Chase Grammar School LTD,09/10/2023,"3,060.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Cherry Blossom Day Care Ltd,16/10/2023,584.47
Education & Skills,Skills,Third Party Payments,Childminders,CHILDCARE SOS,20/10/2023,186.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,CHIPMUNKS NURSERY,16/10/2023,"1,168.94"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Chipmunks Nursery OSC Ltd ,16/10/2023,"1,168.94"
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Security Services,Chipside Ltd,12/10/2023,323.17
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Security Services,Chipside Ltd,12/10/2023,285.36
Neighbourhood & Enforcement Services,Enforcement,Supplies & Services,Security Services,Chipside Ltd,12/10/2023,117.61
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Furniture - Purchase,CHRISBEON OFFICE SUPPLIES,10/10/2023,195.00
Policy & Governance,Governance & Legal Services,Supplies & Services,Miscellaneous Insurance,CHUBB European Group,16/10/2023,"14,028.62"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Other Materials,Churches Fire Security Ltd,20/10/2023,111.90
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Other Materials,Churches Fire Security Ltd,19/10/2023,104.50
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,09/10/2023,282.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,25/10/2023,239.50
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,24/10/2023,103.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,24/10/2023,132.75
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,09/10/2023,152.70
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,18/10/2023,114.25
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,24/10/2023,210.25
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,Churches Fire Security Ltd,26/10/2023,106.80
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,Churches Fire Security Ltd,31/10/2023,140.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,R&M -Building Other,Churches Fire Security Ltd,31/10/2023,380.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Computer Hardware (Maint),CIVICA UK LIMITED,20/10/2023,140.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Computer Hardware (Maint),CIVICA UK LIMITED,20/10/2023,140.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Computer Hardware (Maint),CIVICA UK LIMITED,20/10/2023,140.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Section 17 Childrens Act,C SOLICITORS,12/10/2023,413.76
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Section 17 Childrens Act,C SOLICITORS,12/10/2023,499.14
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,CL - Repairs & Maintenance,CLEANIT CLEANING SERVICES,24/10/2023,595.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Protective Clothing,CMW Equipment Holdings Limited,18/10/2023,150.50
Education & Skills,Skills,Supplies & Services,Computer Software (Maint),CogniSoft Limited,18/10/2023,425.00
Policy & Governance,Governance & Legal Services,Employees,Staff Training,College of Law Services,16/10/2023,"1,490.00"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Advertising,Colston Media Ltd,16/10/2023,150.00
Education & Skills,Skills,Supplies & Services,Telephones,Esendex,10/10/2023,115.99
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Supplies & Services,Materials,Compass Minerals UK Ltd,02/10/2023,"6,371.68"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Supplies & Services,Materials,Compass Minerals UK Ltd,02/10/2023,"2,545.26"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Connected Care Solutions ,23/10/2023,365.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Other Services,CONNOR CASTLE,03/10/2023,107.57
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Equipment - Purchase,COOL SERVICES LTD,02/10/2023,179.74
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M -Building Other,COOL SERVICES LTD,17/10/2023,188.60
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M -Building Other,COOL SERVICES LTD,20/10/2023,194.70
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,03/10/2023,138.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,03/10/2023,"1,959.14"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,13/10/2023,437.19
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,20/10/2023,534.01
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,20/10/2023,"2,104.96"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,03/10/2023,200.40
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,13/10/2023,161.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,20/10/2023,"2,142.84"
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,COOL SERVICES LTD,13/10/2023,171.00
Prosperity & Investment,Regeneration & Investment,Premises-Related Expenditure,Dilapidations,COOL SERVICES LTD,17/10/2023,138.00
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,C & W LTD,18/10/2023,"138,371.59"
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,C & W LTD,25/10/2023,"51,055.30"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Protective Clothing,CORPORATE TOGS LTD,18/10/2023,175.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Protective Clothing,CORPORATE TOGS LTD,16/10/2023,901.34
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,COURT STREET MEDICAL PRACTICE,16/10/2023,108.00
Health & Wellbeing,Health Improvement,Supplies & Services,Comp Hardware (Purch / Hire),COVERGOLD LTD,17/10/2023,"4,250.00"
Health & Wellbeing,Health Improvement,Supplies & Services,Comp Hardware (Purch / Hire),COVERGOLD LTD,17/10/2023,415.00
Education & Skills,Skills,Premises-Related Expenditure,Hire Of Rooms,Creative Training Spaces,12/10/2023,131.25
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Vehicle Parts,Crelling Harnesses For Disabled Ltd,13/10/2023,510.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Vehicle Parts,Crelling Harnesses For Disabled Ltd,24/10/2023,560.00
Prosperity & Investment,BiT,Premises-Related Expenditure,Grounds Maintenance - Other,Cropper Grounds Maintenance Ltd,03/10/2023,"4,279.12"
Prosperity & Investment,BiT,Premises-Related Expenditure,Grounds Maintenance - Other,Cropper Grounds Maintenance Ltd,03/10/2023,"4,279.12"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,CROSSBAR COACHING,30/10/2023,"7,800.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,CROSSBAR COACHING,30/10/2023,"201,825.00"
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Promotion Expenses,crowdEngage Limited,06/10/2023,241.99
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M - Mechanical,Culligan LTD,20/10/2023,117.72
Prosperity & Investment,BiT,Supplies & Services,Equipment - Hire,Culligan LTD,09/10/2023,125.30
Prosperity & Investment,BiT,Supplies & Services,Equipment - Hire,Culligan LTD,20/10/2023,129.92
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Artistes Fees,CultureTainment CIC,16/10/2023,"1,429.12"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Concessionary Travel,D&G Bus,19/10/2023,"2,233.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Concessionary Travel,D&G Bus,19/10/2023,"2,419.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"39,834.33"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"16,762.40"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"20,682.70"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"1,250.70"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,605.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"36,563.40"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"15,009.70"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"19,710.85"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,"1,170.35"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,D&G Bus,19/10/2023,572.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,D&G Bus,25/10/2023,200.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,D&G Bus,25/10/2023,250.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,D&G Bus,25/10/2023,225.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,D&G Bus,25/10/2023,"3,600.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,D&G Bus,25/10/2023,"4,140.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,D&G Bus,25/10/2023,"1,500.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,DAISY CHAIN @ OLD HALL,16/10/2023,584.47
"Communities, Customer & Commercial Services",ICT,Capital Expenditure,Computer Hardware,Daisy Corporate Services Trading Limited,16/10/2023,"2,021.28"
Health & Wellbeing,Health Improvement,Premises-Related Expenditure,Hire Of Rooms,D H TRUST,18/10/2023,168.00
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Artistes Fees,D M Productions Ltd,24/10/2023,"5,852.62"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,10/10/2023,627.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,16/10/2023,150.00
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Dawley C of E Primary Academy,16/10/2023,"1,953.74"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,429.90
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,410.10
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,300.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,24/10/2023,246.06
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,410.10
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,410.10
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,"1,133.10"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Intra Committee - Transport,DAYS RENTAL,05/10/2023,"1,229.10"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/10/2023,410.10
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,09/10/2023,477.30
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Hire Charges from MO,DAYS RENTAL,09/10/2023,410.10
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,Delice de France,02/10/2023,215.12
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,Delice de France,13/10/2023,254.64
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,Delice de France,20/10/2023,"1,011.78"
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Supplies & Services,Other Services,REDACTED PERSONAL INFORMATION,18/10/2023,160.00
Finance & Human Resources,Human Resources,Employees,Criminal Records Bureau Checks,DISCLOSURE & BARRING SERVICE,05/10/2023,"5,598.00"
Finance & Human Resources,Human Resources,Employees,Criminal Records Bureau Checks,DISCLOSURE & BARRING SERVICE,10/10/2023,"5,184.00"
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Other Grants (Expenses),Discretionary Household Support,12/10/2023,241.64
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Other Grants (Expenses),Discretionary Household Support,05/10/2023,150.00
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Other Grants (Expenses),Discretionary Household Support,11/10/2023,120.00
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Audit Services,DMC STOCKTAKING,26/10/2023,160.00
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Audit Services,DMC STOCKTAKING,26/10/2023,160.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,12/10/2023,123.49
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,19/10/2023,161.36
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,26/10/2023,158.42
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,215.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,132.80
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,264.58
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,554.11
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,104.97
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,121.50
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,149.23
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,504.83
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,143.47
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,381.14
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,315.03
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,492.19
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,141.87
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,271.69
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,350.32
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,389.52
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,394.42
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,130.17
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,195.79
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,138.50
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,115.08
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,388.50
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,713.10
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,234.49
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,702.12
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,197.13
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,716.53
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,118.99
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,190.09
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,263.09
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,160.72
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,460.90
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,216.54
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,181.05
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,171.57
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,468.42
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,336.24
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,149.04
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,107.06
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,107.97
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,321.08
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,155.38
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,165.16
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,353.25
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,142.17
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,101.54
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,146.78
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,291.85
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,131.37
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,136.41
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,154.20
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,100.48
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,120.44
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,615.29
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,300.80
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,505.52
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,660.48
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,265.19
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,123.06
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,148.44
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,215.69
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,283.96
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,133.45
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,05/10/2023,175.25
