Payment Date,Vendor Name,Vendor Type,Cost Centre Code,Cost Centre Description,Cost Centre Level 2 Code,Cost Centre Level 2 Description,Cost Centre Level 3 Code,Cost Centre Level 3 Description,Cost Centre Level 4 Code,Cost Centre Level 4 Description,Cost Centre Level 5 Code,Cost Centre Level 5 Description,Cost Centre Level 6 Code,Cost Centre Level 6 Description,Cost Centre Level 7 Code,Cost Centre Level 7 Description,Subjective Code,Subjective Description,Account Code,Account Description,Amount,Payment Number,Invoice Line Number,Distribution Number,Invoice Number,Invoice Creation Date
 19-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4159.44,2467113,1,1,000293318-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4159.44,2467113,1,1,000293518-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4159.44,2467113,1,1,000293718-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4159.44,2467113,1,1,000295118-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Amberley Lodge Nursing Home,Commercial,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4159.44,2466912,1,1,000343818-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4159.84,2467113,1,1,000292718-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4159.84,2467113,1,1,000294918-Sep-2023-822, 18-Sep-2023
 05-Sep-2023,Redacted,Non Commercial Supplier,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,661060,Direct Payments, 3500,LEARNING DISABILITY SUPPORT,4165,2462265,1,1,000104804-Sep-2023-813, 04-Sep-2023
 21-Sep-2023,Next Step Fostering Services Ltd.,Commercial,C10291,EXTERNAL PLACEMENTS - FOSTERING,C1248G,LOCAL PLACEMENTS,C1240F,CHILDREN IN CARE AND CARE EXPERIENCED YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651380,Fostering Agency Placements - Private Contractors Payment, 1447,FOSTERING - INDEPENDENT AGENCIES,4166.89,2467717,1,1,464439, 20-Sep-2023
 21-Sep-2023,Next Step Fostering Services Ltd.,Commercial,C10291,EXTERNAL PLACEMENTS - FOSTERING,C1248G,LOCAL PLACEMENTS,C1240F,CHILDREN IN CARE AND CARE EXPERIENCED YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651380,Fostering Agency Placements - Private Contractors Payment, 1447,FOSTERING - INDEPENDENT AGENCIES,4166.89,2467717,1,1,464440, 20-Sep-2023
 21-Sep-2023,Next Step Fostering Services Ltd.,Commercial,C10291,EXTERNAL PLACEMENTS - FOSTERING,C1248G,LOCAL PLACEMENTS,C1240F,CHILDREN IN CARE AND CARE EXPERIENCED YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651380,Fostering Agency Placements - Private Contractors Payment, 1447,FOSTERING - INDEPENDENT AGENCIES,4166.89,2467717,1,1,464443, 20-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12766,MENTAL HEALTH CARE PACKAGES,C1420G,ADULT MENTAL HEALTH SOCIAL CARE PACKAGES,C1415F,ADULT MENTAL HEALTH AND SUBSTANCE MISUSE,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3501,MENTAL HEALTH SUPPORT,4171.92,2467214,1,1,000133518-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12766,MENTAL HEALTH CARE PACKAGES,C1420G,ADULT MENTAL HEALTH SOCIAL CARE PACKAGES,C1415F,ADULT MENTAL HEALTH AND SUBSTANCE MISUSE,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3501,MENTAL HEALTH SUPPORT,4173.32,2466740,1,1,000020518-Sep-2023-822, 18-Sep-2023
 12-Sep-2023,Learn to Dream Ltd,Commercial,C15330,BOROUGH OF CULTURE,C1146G,CULTURE GROWTH SUMMARY,C1150F,"CULTURE, LEISURE AND LIBRARIES",C1130E,CULTURE AND COMMUNITY SAFETY DIVISION,C1100D,TOTAL SUSTAINABLE COMMUNITIES REGEN & ECONOMIC RECOVERY,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,641520,Events, 0000,DEFAULT,4176,2465151,1,1,INV20736, 16-Aug-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3500,LEARNING DISABILITY SUPPORT,4179.64,2466267,1,1,000175218-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12474,25-65 LOCALITIES CARE PACKAGES - NORTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651550,Long Term Support - Community: Supported Living, 3500,LEARNING DISABILITY SUPPORT,4182.36,2466204,1,1,000201418-Sep-2023-822, 18-Sep-2023
 06-Sep-2023,Redacted,Non Commercial Supplier,C11098,MUSEUM COLLECTION MANAGEMENT,C1143G,MUSEUM & HERITAGE SERVICE,C1150F,"CULTURE, LEISURE AND LIBRARIES",C1130E,CULTURE AND COMMUNITY SAFETY DIVISION,C1100D,TOTAL SUSTAINABLE COMMUNITIES REGEN & ECONOMIC RECOVERY,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,641520,Events, 0000,DEFAULT,4200,2463649,1,1,1, 14-Aug-2023
 27-Sep-2023,Stiles Harold Williams,Commercial,C13747,SUNDRY PROPERTIES,C1660F,PROPERTY SERVICES,C1690E,COMMERCIAL INVESTMENT AND CAPITAL DIVISION,C1600D,TOTAL RESOURCES,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,C0000A,ALL COST CENTRES,641640,Professional Services - General, 0000,DEFAULT,4200,2469867,1,1,SI23-02947, 31-Aug-2023
 19-Sep-2023,Whitgift House,Commercial,C12419,OP LOCALITIES PACKAGES - NEW ADDINGTON & SELSDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2465844,1,1,000325818-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2466523,1,1,000279918-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12414,OP LOCALITIES PACKAGES- MAYDAY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2466523,1,1,000280518-Sep-2023-822, 18-Sep-2023
 20-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2467473,1,1,000003219-Sep-2023-823, 19-Sep-2023
 20-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2467473,1,1,000003319-Sep-2023-823, 19-Sep-2023
 20-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2467473,1,1,000003419-Sep-2023-823, 19-Sep-2023
 20-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2467473,1,1,000003519-Sep-2023-823, 19-Sep-2023
 20-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2467473,1,1,000003619-Sep-2023-823, 19-Sep-2023
 20-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4200,2467473,1,1,000003719-Sep-2023-823, 19-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12416,OP LOCALITIES PACKAGES- EAST CROYDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4201.04,2466909,1,1,000072618-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2466816,1,1,000266418-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2466779,1,1,000067818-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2466353,1,1,000268518-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2466665,1,1,000002518-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2467208,1,1,000333718-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12419,OP LOCALITIES PACKAGES - NEW ADDINGTON & SELSDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2467208,1,1,000334918-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2467208,1,1,000335118-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12416,OP LOCALITIES PACKAGES- EAST CROYDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2465939,1,1,000122318-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2465939,1,1,000124318-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12419,OP LOCALITIES PACKAGES - NEW ADDINGTON & SELSDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2465939,1,1,000125118-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651540,Nursing Homes - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4205.12,2465939,1,1,000127818-Sep-2023-822, 18-Sep-2023
 21-Sep-2023,Shining Stars Fostering Agency Ltd,Commercial,C10411,UNACCOMPANIED MINORS UNDER 18 PLACEMENTS,C1262G,ASYLUM SEEKERS,C1240F,CHILDREN IN CARE AND CARE EXPERIENCED YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651380,Fostering Agency Placements - Private Contractors Payment, 1447,FOSTERING - INDEPENDENT AGENCIES,4207.14,2467725,1,1,1088, 20-Sep-2023
 21-Sep-2023,Shining Stars Fostering Agency Ltd,Commercial,C10411,UNACCOMPANIED MINORS UNDER 18 PLACEMENTS,C1262G,ASYLUM SEEKERS,C1240F,CHILDREN IN CARE AND CARE EXPERIENCED YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651380,Fostering Agency Placements - Private Contractors Payment, 1447,FOSTERING - INDEPENDENT AGENCIES,4207.14,2467725,1,1,1091, 20-Sep-2023
 21-Sep-2023,Young London Today,Commercial,C10363,LEAVING CARE ACCOMMODATION AND SUBSISTENCE - UASC,C1262G,ASYLUM SEEKERS,C1240F,CHILDREN IN CARE AND CARE EXPERIENCED YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651780,Private Contractors Payment - Other, 1502,SEMI-INDEPENDENT ACCOMMODATION,4207.14,2467737,1,1,INV-26513, 20-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651550,Long Term Support - Community: Supported Living, 3500,LEARNING DISABILITY SUPPORT,4208.4,2465973,1,1,000024718-Sep-2023-822, 18-Sep-2023
 20-Sep-2023,Shuttleworth (UK) Ltd,Commercial,C13402,HEAT AND INTERVENTION SERVICE,C1320G,EMERGENCY ACCOMMODATION,C1324F,HOMELESSNESS AND ASSESSMENTS,C1305E,HOUSING OPTIONS,C1300D,HOUSING,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,621400,Rents Payable, 2017,HOTEL CHARGES BED & BREAKFAST,4216,2467600,1,1,CR-1285, 12-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12766,MENTAL HEALTH CARE PACKAGES,C1420G,ADULT MENTAL HEALTH SOCIAL CARE PACKAGES,C1415F,ADULT MENTAL HEALTH AND SUBSTANCE MISUSE,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3501,MENTAL HEALTH SUPPORT,4219.04,2467003,1,1,000172818-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12766,MENTAL HEALTH CARE PACKAGES,C1420G,ADULT MENTAL HEALTH SOCIAL CARE PACKAGES,C1415F,ADULT MENTAL HEALTH AND SUBSTANCE MISUSE,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3501,MENTAL HEALTH SUPPORT,4219.04,2467003,1,1,000172918-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12766,MENTAL HEALTH CARE PACKAGES,C1420G,ADULT MENTAL HEALTH SOCIAL CARE PACKAGES,C1415F,ADULT MENTAL HEALTH AND SUBSTANCE MISUSE,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651580,Residential Placements - Private Contractors Payment, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,4221.16,2466823,1,1,000140318-Sep-2023-822, 18-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651550,Long Term Support - Community: Supported Living, 3500,LEARNING DISABILITY SUPPORT,4223.72,2466034,1,1,000063918-Sep-2023-822, 18-Sep-2023
 21-Sep-2023,National Fostering Agency,Commercial,C10411,UNACCOMPANIED MINORS UNDER 18 PLACEMENTS,C1262G,ASYLUM SEEKERS,C1240F,CHILDREN IN CARE AND CARE EXPERIENCED YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651380,Fostering Agency Placements - Private Contractors Payment, 1447,FOSTERING - INDEPENDENT AGENCIES,4224.06,2467704,1,1,46443234, 20-Sep-2023
