OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,18/01/2024,841.88,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,18/01/2024,822.91,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,18/01/2024,728.05,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,18/01/2024,512.71,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,18/01/2024,770.89,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,18/01/2024,809.67,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HAF Christmas,ASM SPORTS UK LTD,30/01/2024,19130.08,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands LD Team,ASPECTS Staffordshire Ltd,15/01/2024,1455.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,ASPECTS Staffordshire Ltd,15/01/2024,2289.18,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands LD Team,ASPECTS Staffordshire Ltd,29/01/2024,1455.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,ASPECTS Staffordshire Ltd,29/01/2024,2289.18,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands MH Team U65,Aspirations Care Ltd,15/01/2024,8400.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,S Staffs LD Team,Aspirations Care Ltd,15/01/2024,17281.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands MH Team U65,Aspirations Care Ltd,29/01/2024,8400.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,S Staffs LD Team,Aspirations Care Ltd,29/01/2024,17281.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,IF-I.S.P.,Aspris Children's Svcs Rugeley School,29/01/2024,89332.16,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,IF-I.S.P.,Aspris Children's Svcs Rugeley School,29/01/2024,85257.07,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,23826.99,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Virtual School - Pupil Premium,Aspris Chlldren's Svcs Rugeley school,02/01/2024,560.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,93973.88,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,66954.71,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,91592.33,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,37485.59,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,30746.11,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,33859.14,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,12/01/2024,31236.94,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,30290.72,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,32130.50,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,33859.14,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,33859.14,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,42317.73,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aspris Chlldren's Svcs Rugeley school,02/01/2024,39366.33,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Virtual School - Pupil Premium,Aspris Chlldren's Svcs Rugeley school,10/01/2024,560.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Virtual School - Pupil Premium,Aspris Chlldren's Svcs Rugeley school,10/01/2024,560.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent Fees -Hospital Edu,Aspris Chlldren's Svcs Rugeley school,22/01/2024,3049.65,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent Fees -Hospital Edu,Aspris Chlldren's Svcs Rugeley school,17/01/2024,1626.48,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,ASQUITH NURSERIES LTD,12/01/2024,934.31,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,ASQUITH NURSERIES LTD,12/01/2024,31618.37,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SS Assess & Staying Together,ASSOCIATED RADIO TAXIS,23/01/2024,1275.00,S17 TRANSPORT,S17 TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MOOR Assess & Staying Together,Assured Transport Ltd,29/01/2024,3204.00,S17-SUPP TO RELATIVE,S17-SUPP TO RELATIVE,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Local Transport Assessments,ATKINS TRANSPORT PLANNING,19/01/2024,50400.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,09/01/2024,1432.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,NEW Assess & Staying Together,Atkinson Lewis,22/01/2024,628.80,Case Work,Case Work,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,15/01/2024,840.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,CAN Assess & Staying Together,Atkinson Lewis,02/01/2024,908.40,S17 - 16/17 Child in Need,S17 - 16/17 Child in Need,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,CAN Assess & Staying Together,Atkinson Lewis,10/01/2024,544.80,S17 - 16/17 Child in Need,S17 - 16/17 Child in Need,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,17/01/2024,1522.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,17/01/2024,898.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,11/01/2024,511.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,17/01/2024,1154.40,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,15/01/2024,542.40,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,16/01/2024,1152.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,26/01/2024,950.40,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,15/01/2024,568.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,26/01/2024,876.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,CAN Assess & Staying Together,Atkinson Lewis,29/01/2024,908.40,S17 - 16/17 Child in Need,S17 - 16/17 Child in Need,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Capacity Fund-National Bus Str,AtkinsRealis UK Ltd,17/01/2024,3367.81,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aurora ASD Ltd T/A Aurora Hanley Sch,26/01/2024,9541.63,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aurora ASD Ltd T/A Aurora Hanley Sch,12/01/2024,603629.85,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aurora ASD Ltd T/A Aurora Hanley Sch,12/01/2024,12103.87,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aurora Cedars School,12/01/2024,49052.63,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aurora Keyes Barn School,02/01/2024,23704.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent School Fee Special,Aurora Summerfields School,12/01/2024,22661.33,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands Invoice Led Phys Dis,AUSTIN BEN LTD,03/01/2024,1431.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands Invoice Led Phys Dis,AUSTIN BEN LTD,11/01/2024,1245.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands Invoice Led Phys Dis,AUSTIN BEN LTD,17/01/2024,1815.25,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands Invoice Led Phys Dis,AUSTIN BEN LTD,24/01/2024,1696.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands Invoice Led Phys Dis,AUSTIN BEN LTD,26/01/2024,2226.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,Austins,22/01/2024,5614.56,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Highways Laboratory,Auto Extract Systems Ltd,05/01/2024,1363.20,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,Autocab Private Hire,29/01/2024,56670.40,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Other Corporate Items,AVC Wise Ltd,19/01/2024,4061.14,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Avenues South,22/01/2024,4190.89,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Fountains High School,Awami Travel,03/01/2024,2667.60,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Fountains High School,Awami Travel,31/01/2024,1965.60,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SSS - ASD Enhanc Key Stage 1/2,B Daniels,19/01/2024,700.48,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,B Geyer,12/01/2024,5576.21,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Concessionary Fare Schemes,B P BROWN TRAVEL LTD,12/01/2024,35784.00,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Local Svc & Community Transprt,B P BROWN TRAVEL LTD,26/01/2024,37397.54,Manned Transport - Hire,Manned Transport - Hire,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Pupil Referral Unit Top-Up,Bailey Street AP Academy,02/01/2024,171483.00,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Strategic Hub Other,Bailey Street AP Academy,29/01/2024,1000.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Main Trading Standards,Bakewell Veterinary Clinic Ltd,09/01/2024,2514.81,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Main Trading Standards,Bakewell Veterinary Clinic Ltd,26/01/2024,1174.77,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,BAMBINO'S PRIVATE DAY NURSERY LTD,12/01/2024,3499.42,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,BAMBINO'S PRIVATE DAY NURSERY LTD,12/01/2024,33152.69,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Concessionary Fare Schemes,BANGA BUSES,12/01/2024,6649.00,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Gailey Depot,BANNER GROUP LTD,22/01/2024,929.60,Postages,Postages,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adoption Team,BANNER GROUP LTD,02/01/2024,945.13,Stationery General,Stationery General,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Printers Staffordshire Place,BANNER GROUP LTD,16/01/2024,1694.40,Stationery General,Stationery General,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Business Support Cannock,BANNER GROUP LTD,30/01/2024,508.86,Stationery General,Stationery General,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,S Staffs LD Team,Barmat Healthcare,15/01/2024,2651.70,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent Sch Nursery 3&4yr,Barney Bears Nursery,04/01/2024,1780.66,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,AEN Funding Academies/Free/Col,Barnfields Primary School,11/01/2024,13797.04,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Homes for Ukraines,Barnfields Primary School,18/01/2024,3300.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Rocklands School,Barton Local Cars LTD,26/01/2024,2640.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stat-OOC transport,Barton Village Taxis Ltd,26/01/2024,1817.85,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,Bayliss and Wilcox Community Support Ltd,02/01/2024,1500.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Be My Tutor,30/01/2024,792.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Be My Tutor,30/01/2024,720.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Be My Tutor,30/01/2024,648.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Be My Tutor,30/01/2024,736.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Be My Tutor,30/01/2024,864.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Be My Tutor,30/01/2024,2385.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Be My Tutor,30/01/2024,1392.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Adoption Support Fund,Beacon Family Services,18/01/2024,1440.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,Bee Active Childcare,12/01/2024,2906.43,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,Bee Active Childcare,12/01/2024,3483.12,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Bee Active Childcare,12/01/2024,7846.13,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Beeches Park Day Nursery,12/01/2024,1417.90,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,Beeches Park Day Nursery,12/01/2024,1609.05,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Beeches Park Day Nursery,12/01/2024,12038.03,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Diabetes,Belgrave Medical Centre,10/01/2024,511.60,Other payments / claims,Other payments / claims,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Chasetown Special School,Belvedere Cars,26/01/2024,7149.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Local Svc & Community Transprt,BENNETTS TRAVEL (CRANBERRY) LTD,26/01/2024,14372.27,Manned Transport - Hire,Manned Transport - Hire,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,BENNETTS TRAVEL (CRANBERRY) LTD,26/01/2024,9923.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Home to school transport-main,BENNETTS TRAVEL (CRANBERRY) LTD,26/01/2024,19056.70,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Beresford Memorial CofE First School,12/01/2024,15340.09,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Bhylls Acre Primary School,12/01/2024,1339.80,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Bhylls Acre Primary School,12/01/2024,6592.12,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Children�s Book Fund,BIBLIOTHECA LTD,18/01/2024,588.17,Library Materials,Library Materials,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,1448 Gailey Hway Depot ST19 5P,BID Group Ltd,05/01/2024,606.00,Day to Day Mechanical Services,Day to Day Mechanical Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,1517 Wombourne Lib Church Road,BID Group Ltd,05/01/2024,4560.00,Day to Day Ext Wall window etc,Day to Day Ext Wall window etc,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,AEN Funding Academies/Free/Col,BIDDULPH HIGH SCHOOL (ACADEMY),11/01/2024,39478.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Homes for Ukraines,BIDDULPH HIGH SCHOOL (ACADEMY),18/01/2024,1500.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,Biddulph Kindergarten,12/01/2024,7474.48,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Biddulph Kindergarten,12/01/2024,13476.47,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,EY 2 Year olds,Biddulph Kindergarten,12/01/2024,3737.24,EY Disadvantaged children,EY Disadvantaged children,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Biddulph Kindergarten,12/01/2024,9867.89,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Independent Sch Nursery 3&4yr,Biddulph Kindergarten,04/01/2024,1780.66,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Leek Depot,Biffa Waste Services,23/01/2024,1166.72,Postages,Postages,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Chasewater Visitor Centre,BIFFA WASTE SERVICES LTD,03/01/2024,1672.32,WASTE COLLECTION,WASTE COLLECTION,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HWS Unallocated,BIFFA WASTE SERVICES LTD,10/01/2024,134778.02,WASTE MANAGEMENT,WASTE MANAGEMENT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HWS Unallocated,BIFFA WASTE SERVICES LTD,10/01/2024,134778.02,WASTE MANAGEMENT,WASTE MANAGEMENT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HWS Unallocated,BIFFA WASTE SERVICES LTD,10/01/2024,23586.53,WASTE MANAGEMENT,WASTE MANAGEMENT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HWS Unallocated,BIFFA WASTE SERVICES LTD,10/01/2024,28727.22,WASTE MANAGEMENT,WASTE MANAGEMENT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - East Staffs,BIFFA WASTE SERVICES LTD,08/01/2024,2446.91,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - Newcastle,BIFFA WASTE SERVICES LTD,08/01/2024,5787.04,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,0008 Stafford Ccent Faraday Ro,BIFFA WASTE SERVICES LTD,26/01/2024,793.44,WASTE COLLECTION,WASTE COLLECTION,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping-Cannock Chase,BIFFA WASTE SERVICES LTD,08/01/2024,5194.24,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - Stafford,BIFFA WASTE SERVICES LTD,08/01/2024,3352.75,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - Staffs Moor,BIFFA WASTE SERVICES LTD,15/01/2024,4019.86,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - East Staffs,BIFFA WASTE SERVICES LTD,26/01/2024,4783.74,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - Newcastle,BIFFA WASTE SERVICES LTD,26/01/2024,4104.05,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - Stafford,BIFFA WASTE SERVICES LTD,26/01/2024,2118.68,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping - Staffs Moor,BIFFA WASTE SERVICES LTD,26/01/2024,3397.82,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Street Sweeping-Cannock Chase,BIFFA WASTE SERVICES LTD,26/01/2024,4088.14,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Big Robin's Nursery,12/01/2024,27309.91,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,STAF Assess & Staying Together,Big Robin's Nursery,02/01/2024,934.20,S17-NURSERY,S17-NURSERY,http://opendatacommunities.org/id/county-council/staffordshire  
