OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,BLT MH Team U65,Empowerment Care ltd,17/07/2023,1874.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Empowerment Care ltd,17/07/2023,2412.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,BLT MH Team U65,Empowerment Care ltd,31/07/2023,1874.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Empowerment Care ltd,31/07/2023,2412.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Enable Living Solution Limited,17/07/2023,5133.79,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Enable Living Solution Limited,31/07/2023,1753.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Enabling Activities Ltd,04/07/2023,594.96,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Endon High School,07/07/2023,500.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SCC Digital,Endpoint Automation Services (EAS) Ltd,27/07/2023,2340.00,Other Income,Other Income,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ENGLISH MARTYRS NURSERY,17/07/2023,6054.72,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Closed Landfill Site - Flares,ENITIAL,31/07/2023,53820.00,Plant Purchase,Plant Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HAF Summer 2022,Enjoying Creativity Outdoors CIC,12/07/2023,9744.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Contract Entrust SLA ServtoSch,Entrust Support Services Ltd,17/07/2023,463212.21,Partnership - Unallocated,Partnership - Unallocated,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Education Team,Entrust Support Services Ltd,24/07/2023,10166.18,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,PAYG Entrust Serv to Schools,Entrust Support Services Ltd,14/07/2023,584466.84,Partnership - Unallocated,Partnership - Unallocated,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,PAYG Pass Through to Schools,Entrust Support Services Ltd,14/07/2023,10695.60,Partnership - Unallocated,Partnership - Unallocated,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,School Improvement Grant,Entrust Support Services Ltd,24/07/2023,1041.96,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,School Improvement Grant,Entrust Support Services Ltd,24/07/2023,5402.72,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Burntwood HWRC,Environment Agency,24/07/2023,1109.00,LICENCES,LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cheadle HWRC,Environment Agency,24/07/2023,1053.55,LICENCES,LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Precepts,Environment Agency,03/07/2023,362880.62,Precepts Severn Trent Region,Precepts Severn Trent Region,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,2906 Mister Hall SYPS Dam St W,E-on Next,03/07/2023,1215.03,Electricity,Electricity,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,2906 Mister Hall SYPS Dam St W,E-on Next,03/07/2023,34359.80,Electricity,Electricity,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Ephyrm Healthcare Services LTD,31/07/2023,4622.94,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Epic Care Services Ltd,24/07/2023,3311.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Epyx Ltd,28/07/2023,504.00,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,EQUAL SUPPORT OPPORTUNITIES CIC,28/07/2023,1237.08,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,EQUAL SUPPORT OPPORTUNITIES CIC,18/07/2023,1443.26,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,NEW Child in Care/Care Leavers,ERASMUS DARWIN ACADEMY,06/07/2023,979.00,Case Work,Case Work,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,ERASMUS DARWIN ACADEMY,07/07/2023,500.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Bridge Short Stay School,ESEN Transport LTD,28/07/2023,14905.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,ESP Security Solutions Limited,28/07/2023,8128.22,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Business Innovation Centre,ESP Security Solutions Limited,07/07/2023,1460.00,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Business Innovation Centre,ESP Security Solutions Limited,18/07/2023,29784.00,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Enterprise Centre,ESP Security Solutions Limited,18/07/2023,44676.00,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Country Parks Team,ESP Security Solutions Limited,18/07/2023,7665.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Waterside Court Enterprise Cen,ESP Security Solutions Limited,18/07/2023,17520.05,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase Team,ESPO,25/07/2023,519.12,General Equipment Purchase,General Equipment Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Country Parks Team,es-Print UK Ltd,05/07/2023,1332.00,General Equipment Purchase,General Equipment Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Special Academy Recoupment,Esteem Multi Academy Trust,05/07/2023,8240.83,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Etching Hill CE Primary Academy,17/07/2023,20159.66,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Etching Hill CE Primary Academy,17/07/2023,1087.23,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Eunistar Health Consultant UK Ltd,31/07/2023,9693.26,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Eunistar Health Consultant UK Ltd,31/07/2023,8021.22,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Country Parks Team,EVAC CHAIR INT LTD,31/07/2023,540.00,Training Expenses,Training Expenses,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Client Landfill Unallocated,Everflow Ltd,19/07/2023,2554.72,Water Charges Metered,Water Charges Metered,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Evergreen Foster Care Ltd,24/07/2023,8048.04,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HAF Summer 2022,Everyone Active,04/07/2023,6557.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Healthy Communities,Everyone Health Ltd,13/07/2023,23095.80,PH PBR contract element,PH PBR contract element,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Healthy Communities,Everyone Health Ltd,14/07/2023,42480.00,PH PBR contract element,PH PBR contract element,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Healthy Communities,Everyone Health Ltd,13/07/2023,8258.40,PH PBR contract element,PH PBR contract element,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Healthy Communities,Everyone Health Ltd,28/07/2023,362510.30,PH Core contract element,PH Core contract element,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Smoking in Pregnancy,Everyone Health Ltd,28/07/2023,23448.00,PH PBR contract element,PH PBR contract element,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pre-Sale And Planning Costs,Evolution Ecology Ltd,04/07/2023,1788.00,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Excel Taxis Stoke,28/07/2023,2213.60,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fountains High School,Express Cars,28/07/2023,6231.97,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Greenfields House,EXPRESS CURTAINS LTD,25/07/2023,3110.40,CLASSROOM FURNITURE,CLASSROOM FURNITURE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Ezy Cars,03/07/2023,2786.40,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Older Pe,Families Care,20/07/2023,4770.14,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Families First Fostering Ltd,24/07/2023,5330.23,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Families First Fostering Ltd,24/07/2023,9067.10,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Family Placement,24/07/2023,10280.74,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HAF Summer 2022,Farlea Childcare Ltd,04/07/2023,3052.50,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Farlea Childcare Ltd,17/07/2023,4634.28,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Farlea Childcare Ltd,17/07/2023,1815.43,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Farlea Childcare Ltd,17/07/2023,1674.66,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Farlea Childcare Ltd,17/07/2023,2444.47,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,Fastrack Travel SOT Ltd,28/07/2023,18496.03,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FATHER HUDSONS SOCIETY,24/07/2023,3428.51,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,FAZELEY PRE-SCHOOL,17/07/2023,7929.08,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Action Projects,FDA Design Ltd,27/07/2023,3260.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Afghan Resettlement Scheme,Fierte Multi Academy Trust,03/07/2023,1350.00,Other Agency Contributions,Other Agency Contributions,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG East Staffs,Fierte Multi Academy Trust,25/07/2023,945.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG East Staffs,Fierte Multi Academy Trust,25/07/2023,2075.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Tamworth,Fierte Multi Academy Trust,27/07/2023,1440.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Tamworth,Fierte Multi Academy Trust,27/07/2023,1440.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HWS Unallocated,Filkin & Co EHS Ltd,25/07/2023,2064.42,LICENCES,LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Fiona Lander,17/07/2023,1542.45,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"0816 County building,Martin St",FIRST IN SERVICE LTD,10/07/2023,819.10,Service/Test Catering,Service/Test Catering,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,FIRST IN SERVICE LTD,05/07/2023,702.23,Day to Day Other,Day to Day Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Concessionary Fare Schemes,FIRST POTTERIES LTD,14/07/2023,69447.00,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,First Rate Housing Ltd,03/07/2023,11707.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,First Rate Housing Ltd,17/07/2023,11707.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,First Rate Housing Ltd,31/07/2023,11707.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Greenfields House,Firstplus Care Ltd,07/07/2023,578.30,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HWS Unallocated,Fissara Solutions Limited,26/07/2023,1464.00,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HWS Unallocated,Fissara Solutions Limited,05/07/2023,1464.00,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FIVE RIVERS CHILDCARE CONS LTD,24/07/2023,756.79,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Virtual School - Pupil Premium,Five Spires Academy (REAch2),11/07/2023,510.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,FIVE SPIRES ACADEMY NURSERY,17/07/2023,8874.44,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,County,Fleet Factors Ltd,21/07/2023,586.56,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Fleet Factors Ltd,07/07/2023,1545.71,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Fleet Factors Ltd,07/07/2023,7324.25,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Fleet Factors Ltd,14/07/2023,4796.34,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Fleet Factors Ltd,21/07/2023,3444.26,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Fleet Factors Ltd,28/07/2023,5994.64,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Fleet Factors Ltd,28/07/2023,712.92,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,STAF Assess & Staying Together,Floor It Stoke Ltd,12/07/2023,1010.00,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Bridge Short Stay School,Flyaway Amber Travel,28/07/2023,50395.36,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,Flying High Outdoor Nursery,03/07/2023,1155.67,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Flying High Outdoor Nursery,17/07/2023,2806.83,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,North Of Stafford Sdl,FMG Consulting Ltd,28/07/2023,2400.00,Ext Fees Construction,Ext Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Rugeley All Through School,FMG Consulting Ltd,28/07/2023,4800.00,Ext Fees Construction,Ext Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,COVID 19 H&C,FMS Interior Services Ltd,05/07/2023,31053.46,General Equipment Purchase,General Equipment Purchase,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Carematch External,Footherley Hall,12/07/2023,7250.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Footsteps Day Nurseries Ltd-Cannock,17/07/2023,10231.32,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Footsteps Day Nurseries Ltd-Cannock,17/07/2023,637.87,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Footsteps Day Nurseries Ltd-Fazeley,17/07/2023,6291.09,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,FOOTSTEPS DAY NURSERY,17/07/2023,5135.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,FOOTSTEPS DAY NURSERY,17/07/2023,18175.19,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,FOOTSTEPS DAY NURSERY,17/07/2023,7075.50,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,FOOTSTEPS DAY NURSERY,17/07/2023,1771.80,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Footsteps Nursery ,17/07/2023,8103.23,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Footsteps Nursery ,17/07/2023,691.03,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,FOOTSTEPS NURSERY & PRE-SCHOOL,17/07/2023,9504.20,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,FOOTSTEPS NURSERY & PRE-SCHOOL,17/07/2023,935.55,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,FOOTSTEPS NURSERY AND PRE SCHOOL,17/07/2023,11605.10,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7269 Apedale Energy Visitor Ce,FORCE ONE SECURITY UK LTD,27/07/2023,11637.60,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lymedale Business Centre,FORCE ONE SECURITY UK LTD,28/07/2023,1364.16,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lymedale Court Enterprise Ctre,FORCE ONE SECURITY UK LTD,28/07/2023,1364.16,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Enterprise Centre,FORCE ONE SECURITY UK LTD,28/07/2023,1364.16,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Silverdale Enterprise Centre,FORCE ONE SECURITY UK LTD,28/07/2023,1364.16,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0008 Stafford Ccent Faraday Ro,FORDS OF BLYTHE BRIDGE LTD,31/07/2023,1842.00,Day to Day Mechanical Services,Day to Day Mechanical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"0816 County building,Martin St",FORDS OF BLYTHE BRIDGE LTD,24/07/2023,579.12,Day to Day Int Wall Door etc,Day to Day Int Wall Door etc,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"0818 Shire Hall, Market St, ST",FORDS OF BLYTHE BRIDGE LTD,24/07/2023,543.30,Day to Day Ext Wall window etc,Day to Day Ext Wall window etc,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0828 Wedgwood BlockA Tipping S,FORDS OF BLYTHE BRIDGE LTD,24/07/2023,1881.60,Day to Day Int Wall Door etc,Day to Day Int Wall Door etc,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0897 Biddulph Library Tunstall,FORDS OF BLYTHE BRIDGE LTD,21/07/2023,835.20,Contract Grounds Maintenance,Contract Grounds Maintenance,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,FORDS OF BLYTHE BRIDGE LTD,24/07/2023,1406.40,Day to Day Int Wall Door etc,Day to Day Int Wall Door etc,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,FORDS OF BLYTHE BRIDGE LTD,14/07/2023,825.26,Day to Day Int Wall Door etc,Day to Day Int Wall Door etc,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Property Rationalisation MTFS,FORDS OF BLYTHE BRIDGE LTD,24/07/2023,5839.20,Int Fees Construction,Int Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Property Rationalisation MTFS,FORDS OF BLYTHE BRIDGE LTD,12/07/2023,607744.38,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pre-Sale And Planning Costs,Forefront Development Consulting Ltd,20/07/2023,6944.40,Int Fees Construction,Int Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Forensic Psychology Practice Limited,27/07/2023,1017.34,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,FORESIGHT CLINICAL SERVICES LTD,27/07/2023,842.40,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,FORESIGHT CLINICAL SERVICES LTD,25/07/2023,4821.12,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Forest Hills Primary,17/07/2023,4004.95,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Forest Hills Primary,07/07/2023,1000.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Forest Hills Primary,17/07/2023,829.23,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,12/07/2023,720.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,12/07/2023,720.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,12/07/2023,720.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,27/07/2023,1200.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,24/07/2023,960.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,27/07/2023,900.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,24/07/2023,2400.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Forest Lodge t/a New Leaf AP,24/07/2023,1600.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
