OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI
Staffordshire County Council,Telecare,Doro Care (UK) Ltd,11/09/2023,758.70,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dorota Rzaczkiewicz,11/09/2023,508.53,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dosthill Nursery and Care Club,11/09/2023,16574.25,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dosthill Nursery and Care Club,11/09/2023,16827.30,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dosthill Nursery and Care Club,11/09/2023,5021.10,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Think 2 Project,Dosthill Nursery and Care Club,11/09/2023,792.75,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dosthill Nursery and Care Club,11/09/2023,9058.77,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Think 2 Project,Dosthill Nursery and Care Club,11/09/2023,792.75,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dosthill Nursery and Care Club,11/09/2023,7809.48,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dosthill Nursery and Care Club,11/09/2023,14906.43,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DAF - Disability Access Fund,Dosthill Nursery and Care Club,22/09/2023,859.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Think 2 Project,DOSTHILL PARK PRE SCHOOL P GRP,11/09/2023,1585.51,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,DOSTHILL PARK PRE SCHOOL P GRP,11/09/2023,6688.40,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Dove CE Academy,11/09/2023,7200.90,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,AEN Funding Academies/Free/Col,Dove CE Academy,20/09/2023,5890.05,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Rights of Way,Dove ValleyTimb & Fencing Supp Ltd,07/09/2023,2119.42,General Equipment Purchase,General Equipment Purchase,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,South Staffs Coroner,Dr A Hitchcock,01/09/2023,839.60,INQ EXPS S STAFFS,INQ EXPS S STAFFS,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,South Staffs Coroner,Dr Anthony Williams,15/09/2023,2718.80,INQ EXPS S STAFFS,INQ EXPS S STAFFS,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,South Staffs Coroner,Dr Anthony Williams,15/09/2023,760.90,INQ EXPS S STAFFS,INQ EXPS S STAFFS,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,ASET,Dr Christopher Ince,27/09/2023,1231.20,Legal Costs and Stamp Duty,Legal Costs and Stamp Duty,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cent Cty Psychol Service HQ,Dr Heather Altinok-Ball,18/09/2023,950.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,MCA / DoLs / AMHP,Dr Jonathon Mayo,15/09/2023,5904.00,Medical Fees,Medical Fees,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Dr Richard Cant,11/09/2023,1182.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Dr Richard Cant,08/09/2023,1234.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Dr Roslyn Campbell,26/09/2023,780.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Special Schools Maintained Rec,DUDLEY METROPOLITAN BOROUGH COUNCIL,18/09/2023,16362.21,Payments to other Authorities,Payments to other Authorities,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,South Staffs Coroner,Duncan Ritchie,01/09/2023,1399.32,Deputy Coroner,Deputy Coroner,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,South Staffs Coroner,Durrant Funeral Services Ltd,28/09/2023,1200.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Insurance VAT,DWF LLP,29/09/2023,797.50,Insurance General Expenditure,Insurance General Expenditure,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,S278 - LAND WEST OF PIT HEAD C,DWJ Harkin,27/09/2023,32845.47,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,E BAILEY,11/09/2023,1120.23,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,S278 Grafton Road/Violet Way,E ON Energy Solutions Ltd,04/09/2023,4374.07,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lighting & Signals Works,E ON Energy Solutions Ltd,26/09/2023,929.54,Street Lighting Improvements,Street Lighting Improvements,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,U3031 School Lane Footbridge R,E ON Energy Solutions Ltd,26/09/2023,710.58,Ext Fees Construction,Ext Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Burntwood Cycle Route Improvem,E ON Energy Solutions Ltd,26/09/2023,4769.35,Int Fees Construction,Int Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,E STONE,11/09/2023,2254.22,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Think 2 Project,E Wilcox,11/09/2023,1189.13,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Cannock Chase AONB Core,Eagle Eye Design,29/09/2023,2655.03,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,CM2000 System,Ealing Council,13/09/2023,24903.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Think 2 Project,EARLYDAYS NURSERY SCHOOL,11/09/2023,17327.30,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,EARLYDAYS NURSERY SCHOOL,11/09/2023,13624.65,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,East Cheshire Housing Consortium,11/09/2023,1395.20,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,East Cheshire Housing Consortium,25/09/2023,1395.20,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Waterside Court Enterprise Cen,EAST STAFFS BOROUGH COUNCIL,14/09/2023,1092.64,Business Rates,Business Rates,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Rights Of Way Maintenance,Ecoloyia Ltd,08/09/2023,1051.56,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Eden Futures,14/09/2023,2289.11,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Edenhurst Nursery In The Westlands,11/09/2023,20193.30,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,EDENHURST SCHOOL,11/09/2023,4781.70,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lighting & Signals Works,EDF Energy,11/09/2023,17602.36,Traffic Signals Routine Maint,Traffic Signals Routine Maint,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lighting & Signals Works,EDF Energy,11/09/2023,44379.97,Traffic Signals Routine Maint,Traffic Signals Routine Maint,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lighting & Signals Works,EDF Energy,11/09/2023,17994.11,Traffic Signals Routine Maint,Traffic Signals Routine Maint,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lighting & Signals Works,EDF Energy,11/09/2023,46746.87,Traffic Signals Routine Maint,Traffic Signals Routine Maint,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HAF Summer 2022,EDUCATING KIDS OUTDOORS,19/09/2023,2800.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Eleventh Hour Group,26/09/2023,108611.76,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,AEN Funding Academies/Free/Col,Ellison Primary Academy,20/09/2023,6927.94,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),11/09/2023,2413.36,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),11/09/2023,2387.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Elm House (Transparent Care Ltd),11/09/2023,2856.60,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),25/09/2023,2413.36,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),25/09/2023,2387.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Elm House (Transparent Care Ltd),25/09/2023,2856.60,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Think 2 Project,ELMHURST HOUSE PRE SCHOOL,11/09/2023,4756.52,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,ELMHURST HOUSE PRE SCHOOL,11/09/2023,9265.86,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SStaffs Invoice Led Older Peop,ELR Homecare Ltd,14/09/2023,887.25,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SStaffs Invoice Led Older Peop,ELR Homecare Ltd,14/09/2023,2398.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,ELVEDEN PLAYGROUP,11/09/2023,4751.46,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,1265.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,04/09/2023,1137.50, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,04/09/2023,800.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,780.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,990.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,1650.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,720.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,1347.50, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,780.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,1320.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,720.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,1140.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,910.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,1650.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,660.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,712.50, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,05/09/2023,1650.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,28/09/2023,1842.50, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,1430.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,1872.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,870.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,900.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,EM Skills Enterprise CIC,06/09/2023,900.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Embrace Fostering Services,26/09/2023,13007.13,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Emerge Care & Therapeutic Sols Ltd,26/09/2023,32970.00,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Rocklands School,,01/09/2023,596.95,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Rocklands School,,29/09/2023,596.95,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SEN Direct Payments,,08/09/2023,1322.27,Direct Payments Other,Direct Payments Other,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SEN Direct Payments,,08/09/2023,643.62,Direct Payments Other,Direct Payments Other,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Emma Hughes,11/09/2023,969.57,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Emma Norton,11/09/2023,510.30,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Emma Pemberton,11/09/2023,869.40,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lichfield LD Team,Empowering U Care Ltd,06/09/2023,1634.85,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,BLT MH Team U65,Empowerment Care ltd,11/09/2023,1874.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,Empowerment Care ltd,11/09/2023,2412.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,BLT MH Team U65,Empowerment Care ltd,25/09/2023,1874.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,Empowerment Care ltd,25/09/2023,2412.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SWS MH Team U65,Enable Living Solution Limited,11/09/2023,1753.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SWS MH Team U65,Enable Living Solution Limited,25/09/2023,1753.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stafford LD Team,Enabling Activities Ltd,01/09/2023,743.70,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,ENGLISH MARTYRS NURSERY,11/09/2023,8385.30,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HAF Summer 2022,Enjoying Creativity Outdoors CIC,28/09/2023,9744.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Contract Entrust SLA ServtoSch,Entrust Support Services Ltd,15/09/2023,459691.95,Partnership - Unallocated,Partnership - Unallocated,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,SS Child in Care/Care Leavers,Entrust Support Services Ltd,20/09/2023,674.40,LC Travel Education & Training,LC Travel Education & Training,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,PAYG Entrust Serv to Schools,Entrust Support Services Ltd,15/09/2023,661436.82,Partnership - Unallocated,Partnership - Unallocated,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,PAYG Pass Through to Schools,Entrust Support Services Ltd,15/09/2023,4302.00,Partnership - Unallocated,Partnership - Unallocated,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,School Improvement Grant,Entrust Support Services Ltd,27/09/2023,1041.96,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,School Improvement Grant,Entrust Support Services Ltd,27/09/2023,5402.72,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Education Team,Entrust Support Services Ltd,27/09/2023,10166.18,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,St Peter's First School Roof,Environtec Limited,18/09/2023,1432.80,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Equal Education Ltd,05/09/2023,1587.60, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Equal Education Ltd,05/09/2023,2487.24, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Equal Education Ltd,05/09/2023,2328.48, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,DIPS EOTAS,Equal Education Ltd,05/09/2023,2063.88, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tam Children with Disability,EQUAL SUPPORT OPPORTUNITIES CIC,28/09/2023,842.40,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,ESP Security Solutions Limited,29/09/2023,8128.22,Premises Services,Premises Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Wombourne HWRC,ESP Security Solutions Limited,28/09/2023,4101.46,Payments TO CONTRACTORS,Payments TO CONTRACTORS,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Bilbrook HWRC,ESP Security Solutions Limited,28/09/2023,1673.10,Payments TO CONTRACTORS,Payments TO CONTRACTORS,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Future Matters,Essential Mediation Solutions Ltd,15/09/2023,996.20,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Think 2 Project,Etching Hill CE Primary Academy,11/09/2023,2069.65,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Etching Hill CE Primary Academy,11/09/2023,44244.92,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,Eunistar Health Consultant UK Ltd,11/09/2023,3743.24,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle MH Team U65,Eunistar Health Consultant UK Ltd,25/09/2023,3743.24,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Nursery Education Grant,Eve Marie Aston,11/09/2023,510.30,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Client Landfill Unallocated,Everflow Ltd,18/09/2023,2452.56,Water & Sewerage,Water & Sewerage,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Evergreen Foster Care Ltd,26/09/2023,7788.43,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,HAF Summer 2022,Everyone Active,06/09/2023,6557.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Smoking in Pregnancy,Everyone Health Ltd,19/09/2023,14364.00,PH PBR contract element,PH PBR contract element,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Evidence Matters Limited,18/09/2023,816.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Newcastle LD Team,Evolving Care Ltd,22/09/2023,1111.28,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Excel Escort Solutions,26/09/2023,3344.40,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Excel Escort Solutions,26/09/2023,44785.72,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Lichfield LD Team,Executive Carers Ltd,13/09/2023,708.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,13/09/2023,2340.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,13/09/2023,1950.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,29/09/2023,1170.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,29/09/2023,975.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Specialist Assessment,Expert in Mind,06/09/2023,1259.14,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Fountains High School,Express Cars,20/09/2023,2785.02,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Fountains High School,Express Cars,07/09/2023,904.10,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stat-OOC transport,Ezy Cars,04/09/2023,2941.20,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stat-OOC transport,,01/09/2023,659.13,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Stat-OOC transport,,29/09/2023,659.13,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Moorlands Invoice Led Older Pe,Families Care,18/09/2023,4929.62,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  
Staffordshire County Council,Headquarters - I.S.P,Families First Fostering Ltd,26/09/2023,5158.29,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  
