OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,27/06/2023,3413.11,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highways Laboratory,IMPACT TEST EQUIPMENT LTD,22/06/2023,898.80,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,05/06/2023,1728.80,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,05/06/2023,1354.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Independence Support Ltd,05/06/2023,1878.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,19/06/2023,1728.80,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,19/06/2023,1354.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Independence Support Ltd,19/06/2023,1878.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,09/06/2023,3436.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,09/06/2023,4100.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,Independent Support,09/06/2023,4697.04,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,09/06/2023,7267.43,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,09/06/2023,4195.52,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,Independent Support,09/06/2023,4722.56,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,09/06/2023,3453.16,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,09/06/2023,5016.65,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,14/06/2023,4772.84,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,Independent Support,26/06/2023,1517.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,26/06/2023,1109.94,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,26/06/2023,1798.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,26/06/2023,4042.14,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support,26/06/2023,1022.75,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support Ltd,19/06/2023,1769.04,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support Ltd,19/06/2023,2105.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Individual Care Services - 11 Wembrook C,05/06/2023,2933.56,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Individual Care Services - 11 Wembrook C,05/06/2023,1637.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Individual Care Services - 11 Wembrook C,05/06/2023,1637.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Individual Care Services - 11 Wembrook C,19/06/2023,2933.56,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Individual Care Services - 11 Wembrook C,19/06/2023,1279.60,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Individual Care Services - 11 Wembrook C,19/06/2023,1279.60,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Audit,Information Security Advice Limited,27/06/2023,3150.00,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highways,Information Security Advice Limited,09/06/2023,1543.70,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"Server, Storage and DBA",INSIGHT DIRECT (UK) LTD,14/06/2023,3863.26,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,KCOM - Telephone Network,INSIGHT DIRECT (UK) LTD,22/06/2023,24221.20,CALL CHARGES,CALL CHARGES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,KCOM - Telephone Network,INSIGHT DIRECT (UK) LTD,22/06/2023,1680.00,CALL CHARGES,CALL CHARGES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Indirect Cost/Overhead,Institute of Highway Engineers,27/06/2023,5400.00,Training Expenses,Training Expenses,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Integrated Services Programme,27/06/2023,6302.57,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Integrated Services Programme,27/06/2023,9039.46,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Integrated Services Programme,27/06/2023,19283.22,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Integrated Services Programme,27/06/2023,3927.86,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cedars Short Stay School,INTERCITY PRIVATE HIRE LTD,28/06/2023,7476.35,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to college transport SEN,Intermobility Private Hire Ltd,28/06/2023,1458.00,Manned Transpt - Hire Medical,Manned Transpt - Hire Medical,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Recycling Publicity,IPL Plastics,07/06/2023,1037.87,Advertising,Advertising,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Recycling Publicity,IPL Plastics,30/06/2023,626.89,Advertising,Advertising,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Isabella's Homes Ltd,05/06/2023,2288.80,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Isabella's Homes Ltd,05/06/2023,4317.52,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Isabella's Homes Ltd,05/06/2023,3657.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Isabella's Homes Ltd,19/06/2023,2288.80,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Isabella's Homes Ltd,19/06/2023,4317.52,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Isabella's Homes Ltd,19/06/2023,3657.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7115 Unit Qa Beacon Business P,ISE Estates Ltd,09/06/2023,4599.48,Electricity,Electricity,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"7232 Unit QB, Beaconside ST18 ",ISE Estates Ltd,09/06/2023,2500.43,Electricity,Electricity,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7195 Building G Beacon Bus Par,ISE Estates Ltd,09/06/2023,1687.97,Electricity,Electricity,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7115 Unit Qa Beacon Business P,ISE Estates Ltd,09/06/2023,839.22,Gas,Gas,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7417 Unit V Bus Park,ISE Estates Ltd,30/06/2023,7477.18,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"7232 Unit QB, Beaconside ST18 ",ISE Estates Ltd,30/06/2023,31819.13,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7115 Unit Qa Beacon Business P,ISE Estates Ltd,30/06/2023,52590.30,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7195 Building G Beacon Bus Par,ISE Estates Ltd,30/06/2023,11076.00,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7417 Unit V Bus Park,ISE Estates Ltd,30/06/2023,597.66,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"7232 Unit QB, Beaconside ST18 ",ISE Estates Ltd,30/06/2023,3813.18,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7115 Unit Qa Beacon Business P,ISE Estates Ltd,30/06/2023,5829.80,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7195 Building G Beacon Bus Par,ISE Estates Ltd,30/06/2023,801.26,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Fees -Hospital Edu,Ivetsey Bank Hospital,30/06/2023,1650.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Nursery 3&4yr,J B 's Tots,07/06/2023,1780.66,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,J BARNES,09/06/2023,849.60,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,J FEAR,09/06/2023,1322.10,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Connectivity Support,J M W SYSTEMS LTD,14/06/2023,840.00,Grants Bus Stations / Shelters,Grants Bus Stations / Shelters,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,1200.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,2160.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,3000.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,22/06/2023,3000.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,6600.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,3960.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,6600.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,19/06/2023,3360.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,3960.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,5280.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,5280.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,14/06/2023,3960.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,J THOMAS,09/06/2023,552.83,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,J THOMAS,09/06/2023,1131.98,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Tipping Away,J W Cantrell Haulage Contractors Ltd,14/06/2023,1255.07,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Staffs Moorlands Tipping Away,J W Cantrell Haulage Contractors Ltd,07/06/2023,2398.04,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Tipping Away,J W Cantrell Haulage Contractors Ltd,08/06/2023,1133.16,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Staffs Moorlands Tipping Away,J W Cantrell Haulage Contractors Ltd,12/06/2023,1270.36,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Tipping Away,J W Cantrell Haulage Contractors Ltd,28/06/2023,741.29,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,01/06/2023,527.90,Home School Direct Payment,Home School Direct Payment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SS Child in Care/Care Leavers,,30/06/2023,744.52,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,JACK & JILLS PRE-SCHOOL,09/06/2023,866.10,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,JACK & JILLS PRE-SCHOOL,09/06/2023,5717.22,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Chaselea Short Stay School,Jagir Singh Bassi TA Penn Taxis,28/06/2023,2570.62,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,MCA / DoLs / AMHP,Jahan Practice Ltd,02/06/2023,3186.00,Medical Fees,Medical Fees,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,MCA / DoLs / AMHP,Jahan Practice Ltd,23/06/2023,2006.00,Medical Fees,Medical Fees,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,MCA / DoLs / AMHP,Jahan Practice Ltd,30/06/2023,2006.00,Medical Fees,Medical Fees,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,01/06/2023,704.73,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,30/06/2023,704.73,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Staffs Moorlands,James Bateman Middle School,19/06/2023,1020.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Jamil Ahmed T/AStoke on Trent Hackney ca,23/06/2023,7370.16,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,JAY FOSTERING LTD,27/06/2023,3479.49,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,JAY FOSTERING LTD,27/06/2023,7147.72,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,JAY FOSTERING LTD,27/06/2023,3294.99,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Two Rivers High,Jay's Taxis,29/06/2023,1734.06,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Virtual School - Pupil Premium,JCB ACADEMY,08/06/2023,500.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Complaints Team,JEAN-PIERRE PARSONS,30/06/2023,1356.25,Independent Investigations,Independent Investigations,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,JELLY TOTZ,09/06/2023,783.17,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,JELLY TOTZ,09/06/2023,5957.64,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Walton Hall School,,01/06/2023,592.80,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Walton Hall School,,30/06/2023,592.80,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Saxon Hill School,JKT International Ltd T/A Karvien Tours,27/06/2023,5077.80,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Marketing & Comms,Joanna Thomas,23/06/2023,2680.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,01/06/2023,754.47,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,30/06/2023,754.47,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Jodie Vant,09/06/2023,668.40,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cent Cty Psychol Service HQ,Joe White Psychology Limited,26/06/2023,3800.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,JOHNSONS WORKWEAR LTD,23/06/2023,606.66,PROTECTIVE CLOTHING,PROTECTIVE CLOTHING,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Eastgate Regeneration,JONES LANG LASALLE LTD,23/06/2023,17003.70,Ext Fees Construction,Ext Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,JPR ENGINEERING SERVICES LTD,22/06/2023,591.60,Day to Day Mechanical Services,Day to Day Mechanical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,5438 Staffs Place 1&2Tipping S,JPR ENGINEERING SERVICES LTD,22/06/2023,598.39,Day to Day Electrical Services,Day to Day Electrical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,JS Supported Living Services,05/06/2023,5017.74,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,JS Supported Living Services,19/06/2023,5017.74,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,01/06/2023,576.22,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,30/06/2023,576.22,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Queen's Croft Community School,,01/06/2023,1209.82,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Queen's Croft Community School,,30/06/2023,999.69,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Jump 2 Independence Ltd,05/06/2023,4461.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Jump 2 Independence Ltd,05/06/2023,2101.42,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Jump 2 Independence Ltd,19/06/2023,4461.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,Jump 2 Independence Ltd,19/06/2023,2101.42,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Jump 2 Independence Ltd,19/06/2023,5757.80,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Jump 2 Independence Ltd,02/06/2023,592.44,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Jump 2 Independence Ltd,09/06/2023,592.44,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Jump 2 Independence Ltd,16/06/2023,592.44,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Jump 2 Independence Ltd,23/06/2023,592.44,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Jump 2 Independence Ltd,30/06/2023,592.44,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,School Admissions - Secondary,June Maw,02/06/2023,1873.20,LEGAL,LEGAL,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,School Admissions - Secondary,June Maw,05/06/2023,1717.20,LEGAL,LEGAL,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,School Admissions - Secondary,June Maw,12/06/2023,2318.50,LEGAL,LEGAL,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,School Admissions - Secondary,June Maw,19/06/2023,1123.90,LEGAL,LEGAL,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Barn Farm,K & S Installations (Staffs) Ltd,21/06/2023,4224.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,K DELANEY,09/06/2023,934.51,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,K Malkin,09/06/2023,924.06,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-mst transport,,01/06/2023,667.42,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-mst transport,,30/06/2023,667.42,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,01/06/2023,1583.56,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,KALYAL TRAVEL LTD,23/06/2023,59344.08,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Kate Akerman,20/06/2023,29820.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Arts Project Libraries,Kate Slater,20/06/2023,500.00,other services external,other services external,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Kedleston Group - Dovedale House,27/06/2023,1980.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Child Exploitation,KEELE UNIVERSITY,05/06/2023,6000.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Child Exploitation,KEELE UNIVERSITY,05/06/2023,6000.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Child Exploitation,KEELE UNIVERSITY,08/06/2023,6000.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
